,EOMES (8320)
ACH-000004,0.22788074425000002
ACH-000007,0.010803779805100002
ACH-000009,0.0366027638354
ACH-000011,0.246514513948
ACH-000012,0.13356607205
ACH-000013,0.08409623798110001
ACH-000014,0.0834627795498
ACH-000015,-0.033353082303400006
ACH-000017,0.0895246068628
ACH-000018,-0.10050779771099999
ACH-000019,-0.0184096975103
ACH-000021,0.105421413511
ACH-000022,0.052553570294000006
ACH-000025,0.0151218401046
ACH-000028,0.0341236381875
ACH-000030,0.033412936809799995
ACH-000035,0.195398711596
ACH-000036,0.0276812177035
ACH-000037,0.102494062493
ACH-000039,0.117545970229
ACH-000040,0.0522796744893
ACH-000041,0.159822299379
ACH-000042,0.054528143079900004
ACH-000045,-0.0713735431382
ACH-000047,0.0992740274185
ACH-000052,0.0711471689754
ACH-000053,-0.0508174869544
ACH-000054,0.0607550099269
ACH-000055,0.031475919880300005
ACH-000060,-0.055012689596199996
ACH-000067,-0.12912053670600002
ACH-000070,-0.017031772071499997
ACH-000075,0.143512330768
ACH-000078,0.128535632616
ACH-000082,0.253529249388
ACH-000085,0.27663117897100004
ACH-000086,0.13536819985200002
ACH-000087,0.115855876306
ACH-000092,-0.162779585216
ACH-000095,0.0648666940685
ACH-000097,0.09659628496919999
ACH-000098,0.0293632885385
ACH-000099,0.026637033741299998
ACH-000108,0.09499332181150001
ACH-000113,0.027075143824400003
ACH-000115,-0.030354369936799998
ACH-000116,0.14595076034499999
ACH-000118,0.0175913128306
ACH-000120,-0.054411823250699994
ACH-000123,0.0243527215615
ACH-000127,0.11062188526399999
ACH-000128,0.0556726884069
ACH-000132,0.175092604298
ACH-000133,0.0576137634712
ACH-000137,0.168705048961
ACH-000138,-0.0451690976133
ACH-000142,0.13985310983899998
ACH-000143,0.106391279583
ACH-000146,0.131746656429
ACH-000148,-0.059048229567
ACH-000150,-0.152583949879
ACH-000152,0.0286940958502
ACH-000153,0.21425721094099998
ACH-000159,-0.0892763097686
ACH-000160,0.0488206931144
ACH-000163,0.25003904365699997
ACH-000167,0.19872085625500002
ACH-000168,0.07838987059500001
ACH-000169,0.166993086373
ACH-000178,0.14431798118300002
ACH-000182,0.0866637050284
ACH-000183,-0.00314325621653
ACH-000188,0.036227673415300005
ACH-000189,-0.198989653422
ACH-000190,-0.0602856027246
ACH-000198,-0.016214260226
ACH-000204,-0.0398971567209
ACH-000206,0.042759744397099994
ACH-000207,0.16256457307299998
ACH-000211,0.0475957342621
ACH-000215,0.0395827058671
ACH-000221,0.0618692701079
ACH-000222,-0.0194270265312
ACH-000223,0.0194400527437
ACH-000226,0.159390210708
ACH-000227,-0.427832539362
ACH-000228,0.039667787189699995
ACH-000231,-0.000439511985742
ACH-000232,-0.0080470493274
ACH-000233,-0.191557832754
ACH-000234,0.285051494991
ACH-000235,0.07615923903239999
ACH-000237,0.0338912893073
ACH-000238,0.048422197347099995
ACH-000243,-0.032144706897200004
ACH-000244,0.0604980991876
ACH-000246,0.0783103076668
ACH-000248,0.0553976072106
ACH-000250,0.05817971537740001
ACH-000251,0.0576758485723
ACH-000253,0.11626337385600001
ACH-000255,-0.03748649887469999
ACH-000256,0.10314264140799999
ACH-000257,-0.141827566404
ACH-000258,0.014470285726399999
ACH-000259,0.0599046033053
ACH-000260,0.105229212612
ACH-000261,0.10695045351600001
ACH-000262,-0.0788402559577
ACH-000263,0.31498735370700004
ACH-000264,-0.052953652210499996
ACH-000265,0.08243837139310001
ACH-000266,0.00899109753271
ACH-000272,0.041607962019500004
ACH-000273,-0.0792663733563
ACH-000274,0.0289569833189
ACH-000277,0.108061429401
ACH-000278,-0.0627645918363
ACH-000279,0.14912784064
ACH-000280,0.0632888980081
ACH-000281,-0.00769024564839
ACH-000288,0.111546715857
ACH-000291,0.101639399079
ACH-000293,0.029068458710099998
