,FNBP4 (23360)
ACH-000004,-0.664029444379
ACH-000007,-0.805424253002
ACH-000009,-0.611748469719
ACH-000011,-1.0096092521
ACH-000012,-0.748248295511
ACH-000013,-0.40232899018
ACH-000014,-0.516119111321
ACH-000015,-0.629102668048
ACH-000017,-0.54012346759
ACH-000018,-0.682035182367
ACH-000019,-1.1653188159299999
ACH-000021,-0.726058027345
ACH-000022,-0.21965417716
ACH-000025,-0.756661993966
ACH-000028,-0.7604827853910001
ACH-000030,-0.8113049287440001
ACH-000035,-0.686904458343
ACH-000036,-0.64521089769
ACH-000037,-0.59356052248
ACH-000039,-0.778656767024
ACH-000040,-0.6482493374270001
ACH-000041,-0.875400798148
ACH-000042,-0.573726181342
ACH-000045,-0.47081477655299997
ACH-000047,-0.681940916406
ACH-000052,-0.654069256913
ACH-000053,-0.661831051697
ACH-000054,-0.409921118914
ACH-000055,-0.648311288923
ACH-000060,-0.65173371562
ACH-000067,-0.905291473164
ACH-000070,-0.7319746340800001
ACH-000075,-0.7307068889020001
ACH-000078,-0.602722206765
ACH-000082,-0.969492983689
ACH-000085,-0.543087922965
ACH-000086,-0.633390359039
ACH-000087,-0.876859636093
ACH-000092,-0.868663813796
ACH-000095,-0.668244835827
ACH-000097,-0.749289857282
ACH-000098,-0.7193662605410001
ACH-000099,-0.403139105935
ACH-000108,-0.670547845818
ACH-000113,-0.532132232444
ACH-000115,-0.5493167391839999
ACH-000116,-0.6984544768000001
ACH-000118,-0.606994293297
ACH-000120,-0.739088363274
ACH-000123,-0.58243936944
ACH-000127,-0.516269889688
ACH-000128,-0.44997528201000003
ACH-000132,-0.26141657561
ACH-000133,-0.723063328146
ACH-000137,-0.8921514659819999
ACH-000138,-0.748512076571
ACH-000142,-0.538750810844
ACH-000143,-0.634607738482
ACH-000146,-0.47775996963100004
ACH-000148,-0.528674419262
ACH-000150,-0.671277277552
ACH-000152,-0.633932373454
ACH-000153,-0.639578231006
ACH-000159,-0.664819831121
ACH-000160,-0.641243317912
ACH-000163,-0.34102234872000003
ACH-000167,-0.7021728780750001
ACH-000168,-0.554202660105
ACH-000169,-0.550099532497
ACH-000178,-0.532106047092
ACH-000182,-1.01708971911
ACH-000183,-0.606509864794
ACH-000188,-0.4855135425
ACH-000189,-0.85817580765
ACH-000190,-0.42219955123899994
ACH-000198,-0.829292080702
ACH-000204,-0.48799050634700003
ACH-000206,-0.539918385406
ACH-000207,-0.679520830401
ACH-000211,-0.397988926549
ACH-000215,-0.662566810399
ACH-000221,-0.7178817735680001
ACH-000222,-0.495731880315
ACH-000223,-0.637216814686
ACH-000226,-0.724022005928
ACH-000227,-0.271134899716
ACH-000228,-0.508169958665
ACH-000231,-0.9811104023080001
ACH-000232,-0.575478939709
ACH-000233,-0.567596343679
ACH-000234,-0.32421357589099997
ACH-000235,-0.8488653633230001
ACH-000237,-0.8549348866490001
ACH-000238,-0.638244274956
ACH-000243,-0.5219029550550001
ACH-000244,-1.19458424796
ACH-000246,-0.9147556315819999
ACH-000248,-0.441524520824
ACH-000250,-0.607753770779
ACH-000251,-0.7392858787469999
ACH-000253,-0.46992974211000005
ACH-000255,-0.6104944044839999
ACH-000256,-0.9812501291879999
ACH-000257,-0.680881698072
ACH-000258,-0.872209980723
ACH-000259,-0.642882522676
ACH-000260,-0.706409688504
ACH-000261,-0.6409589438109999
ACH-000262,-0.510123718112
ACH-000263,-0.46120475688900003
ACH-000264,-0.741434878163
ACH-000265,-0.7932337340100001
ACH-000266,-0.621932951222
ACH-000272,-0.579377873225
ACH-000273,-0.635277849636
ACH-000274,-0.745879060241
ACH-000277,-0.414047180417
ACH-000278,-0.873834211312
ACH-000279,-0.487220864709
ACH-000280,-0.883951873882
ACH-000281,-0.42937791365199995
ACH-000288,-0.785411698171
ACH-000291,-0.40759325573700006
ACH-000293,-0.7686616434990001
ACH-000294,-0.305412793715
ACH-000295,-0.29356853062399996
ACH-000296,-0.806303335513
ACH-000302,-0.553491592997
ACH-000304,-0.260192464283
ACH-000307,-0.664957874297
ACH-000308,-0.6467144249419999
ACH-000310,-0.462430532839
ACH-000311,-0.463599763441
ACH-000312,-0.605382773352
ACH-000315,-0.761825880774
ACH-000316,-0.7918965775139999
ACH-000317,-0.472868721131
ACH-000318,-0.831852303551
ACH-000319,-0.717199865729
ACH-000320,-0.7422247625409999
ACH-000322,-0.634234947925
ACH-000323,-0.644433953849
ACH-000324,-0.670627859419
ACH-000329,-0.551979793243
ACH-000330,-0.7680490541089999
ACH-000331,-0.892619723045
ACH-000332,-0.343547383293
ACH-000334,-0.58201436008
ACH-000335,-1.08308966275
ACH-000336,-0.37470565840899994
ACH-000337,-0.512254290859
ACH-000339,-0.56225263898
ACH-000341,-0.55594389018
ACH-000348,-0.7040956198810001
ACH-000350,-0.518289126095
ACH-000352,-0.47449942665600003
ACH-000356,-0.649614059363
ACH-000361,-0.567540685908
ACH-000362,-0.48301575898800003
ACH-000363,-0.532704762375
ACH-000364,-0.8732393250749999
ACH-000365,-0.535414633739
ACH-000366,-0.601401040104
ACH-000368,-0.89513293915
ACH-000374,-0.720115710107
ACH-000375,-0.71011435765
ACH-000376,-0.399803275777
ACH-000381,-0.6396890901110001
ACH-000383,-0.5545437404169999
ACH-000387,-0.651838575837
ACH-000389,-0.607927450013
ACH-000390,-0.7284070330589999
ACH-000393,-0.732653619991
ACH-000395,-0.27037082885499997
ACH-000397,-0.5973401507230001
ACH-000401,-0.48085778654100003
ACH-000402,-0.812858254478
ACH-000403,-0.6821113231110001
ACH-000404,-0.771940456637
ACH-000406,-0.530625640632
ACH-000407,-0.49554332295599995
ACH-000408,-0.574046972754
ACH-000410,-0.5678414750190001
ACH-000411,-0.701249680981
ACH-000414,-0.7951978954539999
ACH-000415,-0.874852049112
ACH-000416,-0.878239476649
ACH-000420,-0.309508937673
ACH-000421,-0.819178677764
ACH-000424,-0.7760105755660001
ACH-000425,-0.6912779283130001
ACH-000426,-0.893393354487
ACH-000427,-0.869766671351
ACH-000433,-0.800710087085
ACH-000436,-0.418060685168
ACH-000444,-0.720296111634
ACH-000445,-0.919200834925
ACH-000448,-0.836818399453
ACH-000450,-0.524153048513
ACH-000452,-0.611838611712
ACH-000454,-0.8933882173890001
ACH-000458,-0.646056950827
ACH-000459,-0.585781146732
ACH-000460,-0.8429208161660001
ACH-000461,-0.668283704308
ACH-000463,-0.642530417709
ACH-000464,-0.7715813250419999
ACH-000466,-0.7588184616220001
ACH-000467,-0.415219588452
ACH-000468,-0.705117675442
ACH-000469,-0.476557980893
ACH-000470,-0.658540819746
ACH-000471,-0.799242143025
ACH-000472,-0.569476861346
ACH-000473,-0.42564994203
ACH-000475,-0.657495462199
ACH-000476,-0.579458785325
ACH-000477,-0.806290131091
ACH-000480,-0.793858639921
ACH-000481,-0.59579235399
ACH-000483,-0.53478256914
ACH-000484,-0.00947817261194
ACH-000485,-0.646127557068
ACH-000486,-0.838307853417
ACH-000487,-0.6729430897390001
ACH-000488,-0.62811505392
ACH-000490,-0.514746773981
ACH-000491,-0.41329297365400003
ACH-000495,-0.871458465617
ACH-000496,-0.591825989453
