,KIFC1 (3833)
ACH-000004,-0.107363056799
ACH-000007,-0.21306725240600002
ACH-000009,-0.20576074545200002
ACH-000011,-0.382003004518
ACH-000012,-0.232693030702
ACH-000013,-0.236268174256
ACH-000014,-0.295667936112
ACH-000015,-0.22768911441700002
ACH-000017,-0.279348785113
ACH-000018,-0.269562868591
ACH-000019,-0.0876935955755
ACH-000021,-0.166647040409
ACH-000022,0.0141196747505
ACH-000025,-0.223162630246
ACH-000028,-0.28617594722899997
ACH-000030,-0.198947535101
ACH-000035,-0.14526942155
ACH-000036,-0.124040734829
ACH-000037,-0.6536827221329999
ACH-000039,-0.427719624099
ACH-000040,-0.308160586576
ACH-000041,-0.037614611344
ACH-000042,-0.219122348413
ACH-000045,-0.198770330397
ACH-000047,-0.463597185642
ACH-000052,-0.258725560887
ACH-000053,-0.43852803628700004
ACH-000054,-0.052202947358400004
ACH-000055,-0.24934257173399998
ACH-000060,-0.397511535156
ACH-000067,-0.12621977963
ACH-000070,-0.325120058262
ACH-000075,-0.13636890721
ACH-000078,-0.27293301947299997
ACH-000082,-0.191809873824
ACH-000085,-0.21727041802400002
ACH-000086,-0.27136287545000004
ACH-000087,-0.328781258526
ACH-000092,-0.296486560532
ACH-000095,-0.188258231451
ACH-000097,-0.0771460603402
ACH-000098,-0.204256727132
ACH-000099,-0.133523754584
ACH-000108,-0.241928836466
ACH-000113,-0.292206410865
ACH-000115,-0.337679087135
ACH-000116,-0.16063813892999998
ACH-000118,-0.21230011168699997
ACH-000120,-0.177140174324
ACH-000123,-0.233768849394
ACH-000127,-0.17654284950100002
ACH-000128,-0.31955684261100004
ACH-000132,-0.199059992902
ACH-000133,-0.30556073792599997
ACH-000137,-0.122175776126
ACH-000138,-0.136228790031
ACH-000142,-0.352039285169
ACH-000143,-0.13417691927300002
ACH-000146,-0.31449523564
ACH-000148,-0.092748566252
ACH-000150,-0.20369580956
ACH-000152,-0.5187898598830001
ACH-000153,-0.0104257609547
ACH-000159,-0.18087647767499998
ACH-000160,-0.0557559167775
ACH-000163,-0.0630500421536
ACH-000167,-0.421380419374
ACH-000168,-0.32575399227699997
ACH-000169,-0.168837916943
ACH-000178,-0.280539913993
ACH-000182,-0.0425078131015
ACH-000183,-0.158386822756
ACH-000188,-0.384839187908
ACH-000189,0.223777870376
ACH-000190,-0.13232145953
ACH-000198,-0.158708805112
ACH-000204,-0.329812194174
ACH-000206,-0.145991425932
ACH-000207,-0.366841984702
ACH-000211,-0.128433310913
ACH-000215,0.00171205734159
ACH-000221,-0.196802634754
ACH-000222,-0.299974490253
ACH-000223,-0.231753974325
ACH-000226,-0.124209131794
ACH-000227,-0.282058705371
ACH-000228,-0.0386632600817
ACH-000231,-0.280874594968
ACH-000232,-0.17856848551600002
ACH-000233,-0.14908959099000002
ACH-000234,0.027536459149500002
ACH-000235,-0.104723063071
ACH-000237,-0.475380887135
ACH-000238,-0.36022464479000005
ACH-000243,-0.125038670777
ACH-000244,-0.117513143146
ACH-000246,-0.262481682427
ACH-000248,-0.22740309746999998
ACH-000250,-0.7368592237980001
ACH-000251,-0.0292170515615
ACH-000253,-0.07447266679310001
ACH-000255,-0.282539052337
ACH-000256,-0.262997240439
ACH-000257,-0.500245438965
ACH-000258,-0.40500988344800004
ACH-000259,-0.146711969571
ACH-000260,-0.318158452487
