,MX2 (4600)
ACH-000004,0.0573576306223
ACH-000007,0.0921291997772
ACH-000009,0.304278672898
ACH-000011,0.114162666922
ACH-000012,0.097598154963
ACH-000013,0.18889879045299998
ACH-000014,0.267310044393
ACH-000015,0.117474204303
ACH-000017,0.0518279483996
ACH-000018,0.226434359335
ACH-000019,0.168097448415
ACH-000021,0.22824411953899998
ACH-000022,0.0858934205365
ACH-000025,0.181853035812
ACH-000028,0.188563370277
ACH-000030,0.054766395149300005
ACH-000035,0.105013094975
ACH-000036,0.122545833948
ACH-000037,0.144682473689
ACH-000039,0.151548259306
ACH-000040,0.135451648659
ACH-000041,0.17720368988200003
ACH-000042,0.150178989417
ACH-000045,0.0605369976227
ACH-000047,0.0894034849616
ACH-000052,0.235139723989
ACH-000053,0.13595634505100002
ACH-000054,0.109255973398
ACH-000055,0.24627201815900002
ACH-000060,0.0827761114166
ACH-000067,0.170911284319
ACH-000070,0.14235424601500002
ACH-000075,0.275934609873
ACH-000078,0.19453830233
ACH-000082,0.0636181598149
ACH-000085,0.14839767892
ACH-000086,0.193949706657
ACH-000087,0.307633021553
ACH-000092,0.11795685792000002
ACH-000095,0.18604556025600003
ACH-000097,0.176398062875
ACH-000098,0.126977617943
ACH-000099,0.0900764342892
ACH-000108,0.16878935870700001
ACH-000113,0.0269135947406
ACH-000115,0.220663557621
ACH-000116,-0.0337077653002
ACH-000118,0.267410295311
ACH-000120,0.039377689706599994
ACH-000123,0.149647835563
ACH-000127,0.046818291107599996
ACH-000128,0.237881646496
ACH-000132,0.021459133928099998
ACH-000133,0.10381640953299999
ACH-000137,0.181619386209
ACH-000138,0.240632992616
ACH-000142,-0.163375395638
ACH-000143,-0.019563052404599997
ACH-000146,0.0814541479587
ACH-000148,0.173590174834
ACH-000150,0.273493464473
ACH-000152,0.152166921062
ACH-000153,-0.0332574944701
ACH-000159,0.0676067880065
ACH-000160,0.0304989265361
ACH-000163,0.157736104237
ACH-000167,0.264015820201
ACH-000168,0.0855399010342
ACH-000169,0.109742531015
ACH-000178,0.100393139299
ACH-000182,0.049371805433199994
ACH-000183,0.130930448006
ACH-000188,0.0337406213815
ACH-000189,0.284488571088
ACH-000190,0.128649913707
ACH-000198,0.0824858657562
ACH-000204,0.12857856750399999
ACH-000206,-0.010117019897799999
ACH-000207,0.20459905189
ACH-000211,0.131094564533
ACH-000215,0.112774956701
ACH-000221,-0.0288222497325
ACH-000222,0.0567855327991
ACH-000223,0.168360688414
ACH-000226,0.218714660991
ACH-000227,-0.00609325603429
ACH-000228,0.125026795017
ACH-000231,0.0362264981275
ACH-000232,0.11043291858
ACH-000233,0.11741426697999999
ACH-000234,0.0804965629791
ACH-000235,0.08599827465479999
ACH-000237,0.128887842482
ACH-000238,-0.0862140022633
ACH-000243,0.175496104615
ACH-000244,0.171206436112
ACH-000246,0.189307212414
ACH-000248,0.260679924224
ACH-000250,0.0990214594599
ACH-000251,0.44076063567
ACH-000253,-0.0394683289392
ACH-000255,0.166828666455
ACH-000256,0.199575387978
ACH-000257,0.050468400310199994
ACH-000258,-0.056650167392199996
ACH-000259,0.17819976588
ACH-000260,0.118260648488
ACH-000261,0.08988566551010002
ACH-000262,0.252381352746
ACH-000263,-0.03571532786869999
ACH-000264,0.100096758551
ACH-000265,0.0819390963843
ACH-000266,0.111156659036
ACH-000272,0.154448812591
ACH-000273,0.176895412357
ACH-000274,0.127680532286
ACH-000277,0.160555706525
ACH-000278,0.0519670978132
ACH-000279,0.100772200046
ACH-000280,0.131979416356
ACH-000281,0.048821440334300005
ACH-000288,0.09087432997919999
ACH-000291,0.166527427918
ACH-000293,0.119036057436
ACH-000294,0.17463959166999998
ACH-000295,0.254320522782
ACH-000296,0.211032513374
ACH-000302,0.11490198826199999
ACH-000304,0.110108411751
ACH-000307,-0.042877156028800004
ACH-000308,0.13230494588199998
ACH-000310,0.0444005709169
ACH-000311,-0.010463509967
ACH-000312,0.114532978185
ACH-000315,0.0750307717024
ACH-000316,0.134422940491
ACH-000317,0.0939045157505
ACH-000318,-0.0175015677498
ACH-000319,0.041493575684
ACH-000320,0.104680413417
ACH-000322,0.21247298198399997
ACH-000323,0.139822187878
ACH-000324,0.119190534929
ACH-000329,0.16920218521400002
ACH-000330,0.130871975068
ACH-000331,0.163529968102
ACH-000332,0.06796979623169999
ACH-000334,0.166938429138
ACH-000335,0.199073961403
ACH-000336,0.27668741973
ACH-000337,0.21670656030000002
ACH-000339,0.12031579767000002
ACH-000341,0.290535318673
ACH-000348,0.034611119632399996
ACH-000350,-0.017719051079
ACH-000352,0.167549735496
ACH-000356,0.0543816492272
ACH-000361,-0.0375762025419
ACH-000362,0.05570117370469999
ACH-000363,0.06574081188999999
ACH-000364,0.250939817281
ACH-000365,0.105611323684
ACH-000366,0.15669437996899999
ACH-000368,0.17354911545600002
ACH-000374,0.14463753413799998
ACH-000375,0.35405714583400005
ACH-000376,0.142842316544
ACH-000381,0.08619231360200001
ACH-000383,0.108649414081
