,CACNA1B (774)
ACH-000472,-0.09334077586089999
ACH-000473,-0.231892230678
ACH-000475,-0.200770128022
ACH-000476,-0.208261371317
ACH-000477,-0.175957247324
ACH-000480,-0.0342828438939
ACH-000481,-0.07487340255410001
ACH-000483,0.114954356184
ACH-000484,-0.19908732441500002
ACH-000485,-0.0676656937681
ACH-000486,-0.0683626018927
ACH-000487,-0.19649097177299998
ACH-000488,-0.21188855484900002
ACH-000490,-0.11593922689000001
ACH-000491,-0.004505738860859999
ACH-000495,-0.06357397181800001
ACH-000496,0.0547844212498
ACH-000499,-0.09394970047630001
ACH-000500,0.013484283685700002
ACH-000502,0.009648808672770001
ACH-000503,-0.217267486943
ACH-000505,-0.12156205695399999
ACH-000507,-0.08760829707180001
ACH-000510,-0.12991324112
ACH-000511,-0.152318963725
ACH-000512,-0.0396727044861
ACH-000516,-0.157790332967
ACH-000517,-0.19412304696
ACH-000518,-0.23663556056499999
ACH-000520,0.032117182029800004
ACH-000521,-0.23118818304400002
ACH-000522,-0.0917051137593
ACH-000524,0.0245345672568
ACH-000527,-0.17861531561900001
ACH-000528,-0.118799128476
ACH-000537,-0.06443608894
ACH-000541,0.011089576795799999
ACH-000542,-0.24107119223499998
ACH-000544,-0.018049681136099997
ACH-000545,-0.06465730914830001
ACH-000547,-0.12831229976
ACH-000548,-0.014459277882600001
ACH-000549,-0.141397723377
ACH-000550,-0.293727516088
ACH-000552,-0.11638622716800001
ACH-000556,-0.10410025136800001
ACH-000557,-0.0736735641137
ACH-000570,-0.0557145870741
ACH-000571,-0.0560356402762
ACH-000573,-0.1298570409
ACH-000576,-0.07552762690119999
ACH-000580,-0.12720960194599998
ACH-000584,-0.162279065781
ACH-000585,-0.157325147034
ACH-000588,-0.190044569757
ACH-000589,-0.191188314788
ACH-000591,0.061227856974
ACH-000593,-0.151905457514
ACH-000600,-0.024441303289200002
ACH-000601,-0.129204999588
ACH-000604,-0.0710162867836
ACH-000605,0.0270065121673
ACH-000606,-0.0664086813568
ACH-000608,-0.27406178751
ACH-000614,0.226755218704
ACH-000616,-0.04831136195090001
ACH-000618,-0.0968606296194
ACH-000619,-0.168135819355
ACH-000620,-0.167638583068
ACH-000621,-0.172854009246
ACH-000622,-0.313327834748
ACH-000623,0.07590232337210001
ACH-000624,0.020542451701
ACH-000627,-0.228206580628
ACH-000630,-0.132740249343
ACH-000632,-0.041824086701400004
ACH-000633,-0.18285492661699998
ACH-000637,0.00101871143396
ACH-000638,0.044873260997900004
ACH-000646,-0.317366252235
ACH-000647,-0.260399151714
ACH-000648,-0.030817438762500003
ACH-000649,-0.268264327772
ACH-000651,-0.149547922371
ACH-000652,-0.0741187330078
ACH-000653,-0.0142546173301
ACH-000657,-0.0872262277517
ACH-000658,-0.29821749620099997
ACH-000661,0.0887118451341
ACH-000662,0.28905616134
ACH-000663,-0.278121948801
ACH-000665,-0.06518467036469999
ACH-000671,-0.0551754531255
ACH-000673,-0.0760740575323
ACH-000676,-0.090775824115
ACH-000677,-0.12332733423699999
ACH-000681,-0.0613757858802
ACH-000682,-0.227648638717
ACH-000683,-0.307131979901
ACH-000684,-0.00759486536631
ACH-000688,-0.0727724123637
ACH-000693,-0.0364618151899
ACH-000694,-0.038445107523599996
ACH-000695,0.0713493226271
ACH-000696,-0.040941577301300006
ACH-000697,-0.274984534252
ACH-000699,-0.12702024511600002
ACH-000701,-0.301910412482
ACH-000706,-0.17231267008499998
ACH-000711,-0.0965481510933
ACH-000713,-0.394718323599
ACH-000714,-0.11213331629
ACH-000718,-0.20909422691500001
ACH-000720,-0.128294295274
ACH-000721,-0.252322748761
ACH-000724,-0.33999371840899995
ACH-000725,-0.237729806049
ACH-000732,-0.22582035993500002
ACH-000734,-0.13180295340999998
ACH-000735,-0.219739716831
ACH-000736,-0.136228614774
ACH-000738,-0.0914265597297
ACH-000746,-0.0146450099165
ACH-000747,0.0556329669576
ACH-000748,-0.13345042782
ACH-000753,-0.11244939678600001
ACH-000756,-0.0714997849188
ACH-000757,-0.20563224876800001
ACH-000758,0.0132706945554
ACH-000760,-0.331580693248
ACH-000763,-0.0853813578948
ACH-000764,-0.339505706531
ACH-000765,-0.296985725913
ACH-000766,0.156133713847
ACH-000767,-0.24652432520300002
ACH-000768,-0.140553093614
ACH-000769,-0.10021933596799999
ACH-000770,-0.060086860001800003
ACH-000771,-0.110102930449
ACH-000773,-0.299357784333
ACH-000776,-0.00770133997015
ACH-000777,-0.222924281388
ACH-000778,0.026201180685799998
ACH-000781,-0.0952543745582
ACH-000782,-0.100798915896
ACH-000783,-0.428701908829
ACH-000784,-0.102473929126
ACH-000785,-0.225799706626
ACH-000787,-0.17826648962299999
ACH-000788,-0.148869173603
ACH-000791,-0.150629222418
ACH-000792,-0.0173056229706
ACH-000794,0.0153730993325
ACH-000796,-0.120792896151
ACH-000799,0.057978115971
ACH-000800,-0.009994749309350001
ACH-000802,-0.0292891302171
ACH-000804,-0.12849417570399999
ACH-000805,-0.439403502923
ACH-000809,-0.134375312573
ACH-000810,-0.250656566723
ACH-000811,-0.0222622832872
ACH-000817,-0.058627397079800005
ACH-000819,-0.19067532868099998
ACH-000820,-0.127718882406
ACH-000821,-0.08837897195149999
ACH-000822,-0.172117223933
ACH-000823,-0.24762106434300002
ACH-000824,-0.178181357078
ACH-000827,-0.148714086551
ACH-000829,-0.122844681788
ACH-000831,0.0173783985732
ACH-000832,0.007152306708569999
ACH-000833,-0.0459696091531
ACH-000834,-0.211667239868
ACH-000835,-0.07149262432030001
ACH-000836,-0.202152240971
ACH-000837,-0.129618999977
ACH-000838,-0.09461842439200001
ACH-000839,-0.232948640114
ACH-000840,-0.186985666897
ACH-000841,0.0522537592081
ACH-000843,-0.224583650328
ACH-000846,-0.107450099407
ACH-000847,-0.303303819628
ACH-000848,-0.171010558761
ACH-000849,-0.124289570175
ACH-000851,-0.18653971443599998
ACH-000855,0.191759955932
ACH-000856,-0.107679795339
ACH-000858,-0.12105318110999999
ACH-000859,0.0509804834902
ACH-000861,-0.18476667686099998
ACH-000862,-0.153857706468
ACH-000865,-0.233722522663
ACH-000866,-0.128197889366
ACH-000867,-0.115130081614
ACH-000869,-0.214123447707
ACH-000872,-0.18632479463399998
ACH-000873,0.00185482282131
ACH-000876,-0.150638352563
ACH-000878,-0.08464833941479999
ACH-000880,-0.134233856061
ACH-000881,-0.0457446645082
ACH-000882,-0.162958015423
ACH-000884,-0.226021462021
ACH-000885,-0.0274325081183
ACH-000887,-0.121882901162
ACH-000888,-0.266688804505
ACH-000889,-0.296315525709
ACH-000890,-0.029574752376
ACH-000896,-0.0385227574271
ACH-000898,0.00983982993506
ACH-000900,-0.0372443358814
ACH-000901,0.12249133867100001
ACH-000905,-0.198520592097
ACH-000906,-0.0853100116341
ACH-000907,-0.333755634363
ACH-000910,-0.487905659045
ACH-000911,-0.054709666401199994
ACH-000912,0.0015044036386800002
ACH-000913,-0.238806750411
ACH-000915,-0.0346610237882
ACH-000916,-0.268691160422
ACH-000917,-0.145723654312
ACH-000921,-0.0520557809392
ACH-000924,-0.34555658184199994
ACH-000926,-0.21157275605
ACH-000928,-0.033135561333599996
ACH-000929,-0.0812129476892
ACH-000932,-0.130141410429
ACH-000935,-0.21795508054200002
ACH-000936,-0.187470935433
ACH-000937,-0.23920369623100002
ACH-000938,-0.30501272518000005
ACH-000939,-0.12191827865299999
ACH-000941,0.061370231073400006
ACH-000943,-0.013455672701299999
ACH-000946,-0.0276419510091
ACH-000947,-0.12726513636
ACH-000948,-0.099269634078
ACH-000950,-0.110636455635
ACH-000953,-0.0645792910432
ACH-000957,0.0483360043827
ACH-000958,-0.150095753896
ACH-000960,-0.160375618541
ACH-000963,0.158632518171
ACH-000968,0.0114173589141
ACH-000969,-0.0453896566828
ACH-000973,-0.175780003144
ACH-000974,0.0297608616505
ACH-000975,-0.14445053241800002
ACH-000976,-0.019137867621099997
ACH-000978,-0.325161865426
ACH-000980,-0.16289255076099998
ACH-000984,-0.43444759849500003
ACH-000986,-0.0840400841229
ACH-000988,-0.039272792620900006
ACH-000993,-0.229560118049
ACH-000994,-0.0122662971819
ACH-000996,-0.210941144866
ACH-001001,-0.20240796977699999
ACH-001020,-0.0771371513045
ACH-001028,-0.144908806024
ACH-001031,-0.227858057237
ACH-001038,-0.0481085546435
ACH-001048,0.0742058591012
ACH-001050,-0.22766034621
ACH-001053,-0.0126665179868
ACH-001054,-0.135464232799
ACH-001061,-0.0400941904489
ACH-001067,-0.0902529273037
ACH-001075,-0.036995710958699995
ACH-001096,-0.482054840784
ACH-001128,-0.17314503575999998
ACH-001134,-0.153475387111
ACH-001151,-0.144075885765
ACH-001163,-0.167047907861
ACH-001164,-0.243811432496
ACH-001173,-0.0918123635836
ACH-001183,-0.102210695386
ACH-001184,-0.162435999585
ACH-001190,-0.225020157821
ACH-001192,-0.040763316182800005
ACH-001193,-0.0655085421924
ACH-001196,-0.160329029125
ACH-001197,-0.107902443364
ACH-001205,0.0328268190228
ACH-001211,-0.09550980728070001
ACH-001212,-0.5847397854640001
ACH-001228,-0.430712335609
ACH-001232,-0.08390814237029999
ACH-001239,-0.259431275168
ACH-001274,-0.005773784849810001
ACH-001275,-0.20115638560600002
ACH-001277,0.029147397838599997
ACH-001278,-0.017871439737200002
ACH-001280,0.0814269680064
ACH-001283,-0.08988010308010001
ACH-001289,-0.07060934845860001
ACH-001295,-0.129989819609
ACH-001300,-0.22684025737799998
ACH-001301,-0.20617410993500002
ACH-001302,-0.0671000492926
ACH-001303,-0.03998130062369999
ACH-001306,-0.0158011789217
ACH-001318,-0.173347697458
ACH-001322,-0.14991189453700002
ACH-001328,-0.17260209514400002
ACH-001332,-0.142374254969
ACH-001333,-0.157759404196
ACH-001336,-0.0648584879074
ACH-001340,-0.0934132815753
ACH-001346,-0.101833038114
ACH-001353,-0.111552155768
ACH-001354,-0.257521488804
ACH-001367,-0.348385549859
ACH-001368,-0.0872076622917
ACH-001374,-0.127555103789
ACH-001375,-0.0234922857112
ACH-001377,-0.0900573686806
ACH-001380,-0.12311502518300001
ACH-001391,-0.07549469958319999
ACH-001407,-0.0402280937249
ACH-001408,-0.27328324860500003
ACH-001413,-0.108441989267
ACH-001430,-0.142910970953
ACH-001431,-0.048333735202199996
ACH-001450,-0.239546386631
ACH-001496,-0.0672770929095
ACH-001500,-0.174482527648
ACH-001521,0.036885590627300006
ACH-001523,-0.174695510086
ACH-001532,-0.25607648474
ACH-001536,-0.33509325187399996
ACH-001550,-0.129944669945
ACH-001552,-0.10288699362600001
ACH-001554,-0.0625126398608
ACH-001645,-0.195189912293
ACH-001654,-0.20731587579900002
ACH-001715,-0.240735090161
ACH-001735,-0.188474305028
ACH-001736,-0.266817900205
ACH-001737,0.32996236745
ACH-001740,-0.112102980134
ACH-001745,-0.27923994609499997
ACH-001750,-0.150087177799
ACH-001765,-0.129215058172
ACH-001956,-0.13968594982000002
ACH-001957,-0.08317170765700001
