,BBIP1 (92482)
ACH-000004,0.16723900056399998
ACH-000007,-0.0049658906412
ACH-000009,-0.0801679434998
ACH-000011,0.11868159607699999
ACH-000012,0.126589628488
ACH-000013,0.12842505470100002
ACH-000014,0.0418282089483
ACH-000015,0.00698038417657
ACH-000017,0.124768680745
ACH-000018,0.0863458875581
ACH-000019,0.431448549068
ACH-000021,0.052435582147000004
ACH-000022,-0.027790668539499998
ACH-000025,0.0886959034643
ACH-000028,0.11627471906400001
ACH-000030,-0.029037009152000002
ACH-000035,0.11364251884500001
ACH-000036,0.0600835095097
ACH-000037,0.149493044694
ACH-000039,-0.0658580664431
ACH-000040,0.031773934827299996
ACH-000041,0.00571605473416
ACH-000042,-0.066414211712
ACH-000045,0.231526252692
ACH-000047,0.0565687582974
ACH-000052,0.268983238127
ACH-000053,0.06689280501759999
ACH-000054,0.135105630471
ACH-000055,0.17663041467
ACH-000060,0.161676660648
ACH-000067,0.057513909380099995
ACH-000070,0.198150681699
ACH-000075,-0.33852262892800006
ACH-000078,-0.133186417818
ACH-000082,0.11118796022800001
ACH-000085,-0.0289221526566
ACH-000086,-0.0182056706718
ACH-000087,0.200967713751
ACH-000092,0.09774968977420001
ACH-000095,-0.024498842937699997
ACH-000097,0.08113921266230001
ACH-000098,-0.0364203681369
ACH-000099,-0.0229832255467
ACH-000108,0.113732485852
ACH-000113,0.0442241373381
ACH-000115,-0.10093279530999999
ACH-000116,0.09389642484060001
ACH-000118,0.0610171771531
ACH-000120,0.134309935376
ACH-000123,0.0254091794393
ACH-000127,0.08207382349989999
ACH-000128,-0.0173477079145
ACH-000132,0.0778915373497
ACH-000133,0.0594395968847
ACH-000137,0.142210337415
ACH-000138,0.057109959939999996
ACH-000142,-0.10731399483699999
ACH-000143,0.19259832812199998
ACH-000146,0.138967320247
ACH-000148,0.0948344024798
ACH-000150,0.068182366492
ACH-000152,0.17879039354
ACH-000153,0.241195368534
ACH-000159,0.10512734106899999
ACH-000160,0.015275132822
ACH-000163,0.256004379206
ACH-000167,0.32680036482700003
ACH-000168,-0.0314679569918
ACH-000169,0.124055340658
ACH-000178,0.12624601860999998
ACH-000182,-0.0028318501827100002
ACH-000183,-0.044946524754999995
ACH-000188,0.20892689463199998
ACH-000189,0.231998715298
ACH-000190,0.198893135871
ACH-000198,0.0222498826302
ACH-000204,0.102494495772
ACH-000206,0.0386695962573
ACH-000207,-0.17352701213100002
ACH-000211,0.0585320820561
ACH-000215,0.13549329672
ACH-000221,0.0029051609868
ACH-000222,-0.0322708479481
ACH-000223,0.0251614786894
ACH-000226,0.0188143058229
ACH-000227,-0.254500637507
ACH-000228,0.0517335021004
ACH-000231,0.126396462427
ACH-000232,0.158278726765
ACH-000233,0.173851344622
ACH-000234,0.035764182876800006
ACH-000235,0.176135310471
ACH-000237,0.0594708154997
ACH-000238,0.145446816931
ACH-000243,0.0416444882978
ACH-000244,-0.0725432393337
ACH-000246,0.129844814573
ACH-000248,0.175702097951
ACH-000250,0.026602908672799998
ACH-000251,-0.134991515312
ACH-000253,0.00117509287394
ACH-000255,0.148608743811
ACH-000256,0.0843123564153
ACH-000257,0.0517942154402
ACH-000258,-0.0355312469183
ACH-000259,0.0977022153497
ACH-000260,0.0403870936781
ACH-000261,0.09318410058589999
ACH-000262,-0.039329845415199995
ACH-000263,0.282670093238
ACH-000264,-0.0751186905128
ACH-000265,0.118608086739
ACH-000266,0.00153885658528
ACH-000272,0.157660419915
ACH-000273,0.0481682079756
ACH-000274,-0.050674760689
ACH-000277,0.197578706833
ACH-000278,0.17125916792999998
ACH-000279,0.03767089488019999
ACH-000280,0.0563736060188
