,ABL1 (25)
ACH-000004,-0.122885288893
ACH-000007,-0.0376539481908
ACH-000009,0.034350072472599996
ACH-000011,-0.407722035291
ACH-000012,-0.08586924564510001
ACH-000013,-0.245097362051
ACH-000014,0.0737374221333
ACH-000015,-0.0782102685747
ACH-000017,-0.005712031705390001
ACH-000018,-0.33295504437
ACH-000019,0.0647043242272
ACH-000021,-0.017576541586500002
ACH-000022,-0.285937128338
ACH-000025,0.159689007164
ACH-000028,0.0339309461786
ACH-000030,-0.08399880731110002
ACH-000035,0.11294101198899999
ACH-000036,0.18850183950599997
ACH-000037,-0.303672893238
ACH-000039,-0.030261341398900004
ACH-000040,-0.127945780348
ACH-000041,-0.163179490182
ACH-000042,-0.11021897640900001
ACH-000045,-0.117937146837
ACH-000047,-0.108216490529
ACH-000052,0.233862425017
ACH-000053,-0.0484997796959
ACH-000054,-0.112586244964
ACH-000055,-0.24430542226799998
ACH-000060,-0.0712369913538
ACH-000067,-0.07332226597489999
ACH-000070,-0.12041921680199999
ACH-000075,-0.316502719975
ACH-000078,0.033315231545599996
ACH-000082,-0.206667912109
ACH-000085,-0.245872289129
ACH-000086,0.173577398252
ACH-000087,-0.0720079109316
ACH-000092,-0.0278625271155
ACH-000095,0.0762086069582
ACH-000097,-0.170066557165
ACH-000098,0.120781026291
ACH-000099,-0.0846712871082
ACH-000108,-0.0184524530459
ACH-000113,0.057512764317399996
ACH-000115,-0.227514518615
ACH-000116,-0.121156460781
ACH-000118,-0.029772382845799996
ACH-000120,-0.00618731411795
ACH-000123,0.043806690421
ACH-000127,-0.120036783012
ACH-000128,0.0629920736323
ACH-000132,-0.180674772339
ACH-000133,-0.0165585244025
ACH-000137,-0.255689906485
ACH-000138,-0.0489809247993
ACH-000142,0.11864384954099999
ACH-000143,-0.46884068666
ACH-000146,-0.083129792405
ACH-000148,-0.35925438360100004
ACH-000150,-0.299578791206
ACH-000152,-0.19769338934
ACH-000153,-0.37202907372
ACH-000159,-0.19646191652399997
ACH-000160,0.0569388576685
ACH-000163,-0.459072239633
ACH-000167,-0.118803567916
ACH-000168,-0.46054076179799996
ACH-000169,-0.06946575247930001
ACH-000178,0.00240196307629
ACH-000182,-0.160894417765
ACH-000183,-0.18747879933800002
ACH-000188,-0.258492788184
ACH-000189,-0.293858588448
ACH-000190,0.0759492774615
ACH-000198,-0.125348716497
ACH-000204,-0.184491686732
ACH-000206,-0.06846018386660001
ACH-000207,0.032611500583200004
ACH-000211,-0.233951780883
ACH-000215,-0.15279713675
ACH-000221,0.0261217854471
ACH-000222,-0.0498719567431
ACH-000223,-0.053414668789300006
ACH-000226,-0.00144987644003
ACH-000227,-0.29923358848000003
ACH-000228,-0.130320333401
ACH-000231,-0.141323788059
ACH-000232,0.13068348384700001
ACH-000233,0.124106010636
ACH-000234,-0.0663745255971
ACH-000235,-0.0727031222142
ACH-000237,-0.298574730613
ACH-000238,-0.301385791144
ACH-000243,-0.0621013962583
ACH-000244,-0.0797698023757
ACH-000246,-0.127765986186
ACH-000248,-0.09154779231889998
ACH-000250,-0.12946548811
ACH-000251,0.143961361826
ACH-000253,-0.036058850590599996
ACH-000255,-0.108388573191
ACH-000256,-0.0592305300476
ACH-000257,-0.211128967282
ACH-000258,0.335158880749
ACH-000259,-0.184492928301
ACH-000260,-0.14654343626
ACH-000261,-0.135796149485
ACH-000262,-0.814554187179
ACH-000263,-0.0749854064596
ACH-000264,-0.22068057687399997
ACH-000265,-0.111599562533
ACH-000266,-0.05441965035
ACH-000272,-0.0203018240677
ACH-000273,-0.21857524415399998
ACH-000274,0.00528023201352
ACH-000277,-0.168602432545
ACH-000278,0.0823530225418
ACH-000279,0.185928452526
ACH-000280,-0.12869330548900001
ACH-000281,-0.292805574713
ACH-000288,0.212112752579
ACH-000291,-0.34893459490900003
ACH-000293,0.0930078657087
ACH-000294,0.0320363715998
ACH-000295,-0.7321525868719999
ACH-000296,-0.159326328201
ACH-000302,0.053897480506300006
ACH-000304,-0.308152962287
ACH-000307,-0.07947996244810002
ACH-000308,-0.055488242409899996
ACH-000310,0.0921685968967
ACH-000311,0.0656134226599
ACH-000312,-0.266586247337
ACH-000315,0.138888002605
ACH-000316,-0.150821256573
ACH-000317,0.0771266451026
ACH-000318,-0.031116061923500003
ACH-000319,0.0237575644171
ACH-000320,0.100158311524
ACH-000322,-0.226409386036
ACH-000323,-0.29850736597
ACH-000324,-0.146481508354
ACH-000329,-0.0816807388374
ACH-000330,-0.227400790964
ACH-000331,0.023144674267899998
ACH-000332,-0.28404138484999997
ACH-000334,-0.38479971246
ACH-000335,-0.10373991633199998
ACH-000336,-0.282699895625
ACH-000337,-0.141366487351
ACH-000339,-0.0703335949165
ACH-000341,0.0846689787507
ACH-000348,-0.162140566199
ACH-000350,-0.0474833056764
ACH-000352,-0.019401387421299997
ACH-000356,-0.04876003217159999
ACH-000361,-0.137789961661
ACH-000362,-0.157929721405
ACH-000363,-0.0663613022764
ACH-000364,0.19148774380199998
ACH-000365,0.0211629657375
ACH-000366,-0.142288300956
ACH-000368,-0.107206286873
ACH-000374,-0.234366555565
ACH-000375,-0.24133879864100002
ACH-000376,-0.0513269555932
ACH-000381,0.00953814636376
ACH-000383,-0.19059417250100003
ACH-000387,-0.08850108525599999
ACH-000389,-0.117989870474
ACH-000390,-0.298305716813
ACH-000393,-0.164414073461
