,RMI1 (80010)
ACH-000004,-0.439534667534
ACH-000007,-0.690665770737
ACH-000009,-0.894644478812
ACH-000011,-0.8120991407729999
ACH-000012,-0.894594400423
ACH-000013,-1.02747050206
ACH-000014,-0.939373126427
ACH-000015,-1.02580311341
ACH-000017,-1.00564086812
ACH-000018,-0.75787817555
ACH-000019,-0.662517779038
ACH-000021,-0.5705002270530001
ACH-000022,-1.03156555971
ACH-000025,-0.8731354430060001
ACH-000028,-0.85867981705
ACH-000030,-0.454297291869
ACH-000035,-0.918973963748
ACH-000036,-1.04033144094
ACH-000037,-1.5545431927200002
ACH-000039,-1.13993603863
ACH-000040,-0.709304199182
ACH-000041,-0.616380660437
ACH-000042,-0.785512725626
ACH-000045,-0.6115784378360001
ACH-000047,-0.7377830740019999
ACH-000052,-0.995145030978
ACH-000053,-0.8187551789219999
ACH-000054,-0.54375740936
ACH-000055,-0.7442576538400001
ACH-000060,-0.8458910546170001
ACH-000067,-0.7718260862090001
ACH-000070,-0.41401678888099996
ACH-000075,-0.926481027879
ACH-000078,-1.3130818251
ACH-000082,-0.34451903607600004
ACH-000085,-0.592935456458
ACH-000086,-0.83694091104
ACH-000087,-0.7392039425560001
ACH-000092,-0.802430298266
ACH-000095,-0.812111462337
ACH-000097,-0.8886217633660001
ACH-000098,-0.76895171277
ACH-000099,-0.9378043081280001
ACH-000108,-0.810766322506
ACH-000113,-0.875041843285
ACH-000115,-0.929829410097
ACH-000116,-0.820061096643
ACH-000118,-0.9877618051129999
ACH-000120,-0.5811874316319999
ACH-000123,-0.714060720476
ACH-000127,-0.856615008235
ACH-000128,-0.935712231974
ACH-000132,-0.7815139373860001
ACH-000133,-0.681069306347
ACH-000137,-0.803697147313
ACH-000138,-0.92518359139
ACH-000142,-1.02752580852
ACH-000143,-0.696821142725
ACH-000146,-0.8664845187870001
ACH-000148,-0.874345710314
ACH-000150,-0.7723034474680001
ACH-000152,-0.827282476248
ACH-000153,-0.9076773471349999
ACH-000159,-0.743561870765
ACH-000160,-0.7253638510729999
ACH-000163,-0.942325751365
ACH-000167,-1.1536047391
ACH-000168,-1.1300023993600001
ACH-000169,-0.892853800027
ACH-000178,-0.879633599761
ACH-000182,-1.0098932735600001
ACH-000183,-0.8853390366859999
ACH-000188,-0.979589003803
ACH-000189,-0.8898872199169999
ACH-000190,-1.1722885838400001
ACH-000198,-1.22340982967
ACH-000204,-0.8920725240109999
ACH-000206,-0.576912732701
ACH-000207,-0.846866398123
ACH-000211,-0.575775912908
ACH-000215,-0.9498288998700001
ACH-000221,-0.6749343038400001
ACH-000222,-0.9308397002069999
ACH-000223,-0.674659509289
ACH-000226,-0.720362879697
ACH-000227,-0.8186279446379999
