,NDUFS3 (4722)
ACH-000004,-0.362909621561
ACH-000007,-0.157409241118
ACH-000009,-0.449521444248
ACH-000011,-0.524203963938
ACH-000012,-0.5845342543
ACH-000013,-0.379860174579
ACH-000014,-0.47531886383599997
ACH-000015,-0.5441495446369999
ACH-000017,-0.233947889927
ACH-000018,-0.23508516974500002
ACH-000019,-0.843315196808
ACH-000021,-0.670635164077
ACH-000022,-0.27444987564199996
ACH-000025,-0.554934453094
ACH-000028,-0.746787940881
ACH-000030,-0.620611213562
ACH-000035,-0.609004947874
ACH-000036,-0.24044661765900002
ACH-000037,-0.282498487082
ACH-000039,-0.692284845071
ACH-000040,-0.610662333471
ACH-000041,-0.499053483151
ACH-000042,-0.5029633777470001
ACH-000045,-0.50203735846
ACH-000047,-0.604147531827
ACH-000052,-0.36663585810599997
ACH-000053,-0.38273000427000003
ACH-000054,-0.7326773115790001
ACH-000055,-0.5871069722410001
ACH-000060,-0.469727664901
ACH-000067,-0.318949037746
ACH-000070,-0.433063870443
ACH-000075,-0.613198974437
ACH-000078,-0.645840017404
ACH-000082,-0.41793498127800005
ACH-000085,-0.0572299681236
ACH-000086,-0.599287276243
ACH-000087,-0.797761966232
ACH-000092,-0.429500987655
ACH-000095,-0.49138147749899996
ACH-000097,-0.499381842333
ACH-000098,-0.548987487088
ACH-000099,-0.487440404975
ACH-000108,-0.337320614771
ACH-000113,-0.597679585389
ACH-000115,-0.19069513449900002
ACH-000116,-0.388567592561
ACH-000118,-0.7408696037129999
ACH-000120,-0.366097059202
ACH-000123,-0.481320044178
ACH-000127,-0.561115181593
ACH-000128,-0.593929858922
ACH-000132,-0.831197752537
ACH-000133,-0.44381425867200003
ACH-000137,-0.284071386382
ACH-000138,-0.7816559652680001
ACH-000142,-0.45923190123499996
ACH-000143,-0.46711673027500006
ACH-000146,-0.526520571397
ACH-000148,-0.606274793487
ACH-000150,-0.5149050464180001
ACH-000152,-0.33290618110500003
ACH-000153,-0.507493575775
ACH-000159,-0.57738886495
ACH-000160,-0.324743762466
ACH-000163,-0.594256339603
ACH-000167,-0.604631851633
ACH-000168,-0.5068255077080001
ACH-000169,-0.599699177024
ACH-000178,-0.233241918654
ACH-000182,-0.7842978858670001
ACH-000183,-0.656849354387
ACH-000188,-0.34376541061800003
ACH-000189,-1.00042943921
ACH-000190,-0.41639521897799997
ACH-000198,-0.7350926188310001
ACH-000204,-0.627461648774
ACH-000206,-0.485547511923
ACH-000207,-0.6803242104009999
ACH-000211,-0.416395027967
ACH-000215,-0.643565266318
ACH-000221,-0.5942049978339999
ACH-000222,-0.653042725136
ACH-000223,-0.432844730149
ACH-000226,-0.691630810764
ACH-000227,-0.355800949976
ACH-000228,-0.332693364617
ACH-000231,-0.380805089099
ACH-000232,-0.5130182997899999
ACH-000233,-0.40917590776999996
ACH-000234,-0.449297616938
ACH-000235,-0.486294043263
