,PDHX (8050)
ACH-000004,-0.0218403466438
ACH-000007,-0.125192133432
ACH-000009,0.244259643853
ACH-000011,-0.208216691787
ACH-000012,0.0648629045583
ACH-000013,-0.0846393222818
ACH-000014,0.0409611992859
ACH-000015,0.125629876503
ACH-000017,0.0798264834969
ACH-000018,0.293903515438
ACH-000019,-0.44182946883
ACH-000021,9.22755726175e-05
ACH-000022,0.050418093431599996
ACH-000025,-0.10999998048800001
ACH-000028,-0.49959154678400003
ACH-000030,-0.0876076333488
ACH-000035,-0.248222174807
ACH-000036,-0.0251014190553
ACH-000037,-0.0381592491637
ACH-000039,-0.0608205745805
ACH-000040,-0.108142971206
ACH-000041,-0.0459291330385
ACH-000042,0.0444285552436
ACH-000045,-0.0079842020923
ACH-000047,-0.0205315025791
ACH-000052,-0.23261642777600003
ACH-000053,0.07227280447000001
ACH-000054,-0.0135240126693
ACH-000055,0.294717584901
ACH-000060,-0.08028864486080001
ACH-000067,-0.286990258826
ACH-000070,-0.25315068774
ACH-000075,-0.22655361982900002
ACH-000078,0.111942847241
ACH-000082,-0.17592325702
ACH-000085,0.0320017690287
ACH-000086,-0.061827162854699996
ACH-000087,-0.528996421859
ACH-000092,-0.08262084056810001
ACH-000095,0.0270332949592
ACH-000097,-0.0691958242252
ACH-000098,-0.145114783787
ACH-000099,-0.0041001201153
ACH-000108,-0.0691511608277
ACH-000113,-0.049022345545699994
ACH-000115,-0.036515862078
ACH-000116,-0.0964992744171
ACH-000118,0.07914433310319999
ACH-000120,-0.119037909962
ACH-000123,0.010855969342300001
ACH-000127,-0.112936775334
ACH-000128,-0.10165133925000001
ACH-000132,-0.18367838906700001
ACH-000133,-0.419817314063
ACH-000137,-0.11025903216600001
ACH-000138,-0.197833555707
ACH-000142,-0.09627662467530002
ACH-000143,-0.0249797272401
ACH-000146,0.041372000751099994
ACH-000148,-0.13990030679999998
ACH-000150,-0.0236804808298
ACH-000152,-0.0497720853584
ACH-000153,0.09177057093730001
ACH-000159,-0.023913099808900003
ACH-000160,-0.07225000144339999
ACH-000163,-0.0030174711251100004
ACH-000167,-0.0781642186489
ACH-000168,-0.015234472428299999
ACH-000169,0.0224094245487
ACH-000178,-0.00751316796176
ACH-000182,-0.11860828455900001
ACH-000183,-0.0845123854521
ACH-000188,-0.06902246838119999
ACH-000189,-0.319960271963
ACH-000190,-0.00642784345981
ACH-000198,-0.07179572626349999
ACH-000204,0.0255060096666
ACH-000206,-0.0757070796601
ACH-000207,-0.302501696714
ACH-000211,0.015465849896700001
ACH-000215,-0.130232251351
ACH-000221,-0.0211745646694
ACH-000222,-0.00882513305694
ACH-000223,0.00654256299236
ACH-000226,-0.119280339807
ACH-000227,0.118700737196
ACH-000228,0.267608173059
ACH-000231,-0.144728976396
ACH-000232,-0.28491157568500003
ACH-000233,-0.141985258896
ACH-000234,0.021532209372099997
ACH-000235,-0.059832233021
ACH-000237,-0.256972194237
ACH-000238,-0.0547173055145
ACH-000243,-0.112109662363
ACH-000244,-0.262751874534
ACH-000246,-0.102379964782
ACH-000248,-0.0904653599024
ACH-000250,0.00443952012585
ACH-000251,-0.014584770406
ACH-000253,-0.0757215984472
ACH-000255,-0.059243929138
ACH-000256,-0.173167204323
ACH-000257,-0.18760682828800002
ACH-000258,-0.11207726953700001
ACH-000259,0.023709049061400003
ACH-000260,0.0354412089066
ACH-000261,-0.0422334541177
ACH-000262,0.08691056981300001
ACH-000263,-0.0604454489757
ACH-000264,-0.250406467947
ACH-000265,-0.0207882864994
ACH-000266,-0.0162839403932
ACH-000272,0.0336935886098
ACH-000273,-0.107305041142
ACH-000274,-0.0250443786762
ACH-000277,0.0650816032951
