,SOX14 (8403)
ACH-000004,-0.049719912521
ACH-000007,0.145508082324
ACH-000009,0.08387577423260001
ACH-000011,-0.19785217900199997
ACH-000012,0.126951064213
ACH-000013,0.058854547148199994
ACH-000014,0.0193312882747
ACH-000015,-0.111143751414
ACH-000017,-0.0887971855625
ACH-000018,0.22413418686099998
ACH-000019,0.18428645664299997
ACH-000021,0.09203330936210001
ACH-000022,-0.0044019388262
ACH-000025,-0.03513726462
ACH-000028,-0.0749632201479
ACH-000030,-0.00128014037579
ACH-000035,-0.180335990117
ACH-000036,0.0941090691409
ACH-000037,0.32359004809
ACH-000039,-0.029467775147700003
ACH-000040,-0.0199871341787
ACH-000041,-0.0062390180133599996
ACH-000042,-0.148203250718
ACH-000045,0.168316049483
ACH-000047,-0.0702220922707
ACH-000052,-0.160185610533
ACH-000053,0.0341829761686
ACH-000054,0.025287050124400003
ACH-000055,-0.12080049590700001
ACH-000060,-0.350622479533
ACH-000067,-0.110141798135
ACH-000070,-0.11921327092499999
ACH-000075,0.0614193407737
ACH-000078,-0.0902613873618
ACH-000082,0.063711704397
ACH-000085,-0.269740422523
ACH-000086,0.00355904234338
ACH-000087,-0.0711934176948
ACH-000092,0.027085851820099996
ACH-000095,-0.09944445073210001
ACH-000097,-0.08294785900280001
ACH-000098,0.06570870842540001
ACH-000099,0.058585861339499994
ACH-000108,-0.11616768281199999
ACH-000113,0.14900087815
ACH-000115,0.0111730239109
ACH-000116,-0.0449056961407
ACH-000118,-0.13227001672900002
ACH-000120,0.00466321161771
ACH-000123,0.0258188740673
ACH-000127,-0.0884867334144
ACH-000128,-0.111634137533
ACH-000132,-0.0642605465297
ACH-000133,-0.26096539904
ACH-000137,0.102775122588
ACH-000138,0.0
ACH-000142,-0.0014422444902
ACH-000143,0.012743575743200002
ACH-000146,-0.06135726528800001
ACH-000148,-0.0910025917405
ACH-000150,0.00919868046399
ACH-000152,0.123092663686
ACH-000153,0.296126857101
ACH-000159,-0.023164510027900004
ACH-000160,-0.0154872954929
ACH-000163,-0.062603825453
ACH-000167,0.121717653892
ACH-000168,0.06629830181919999
ACH-000169,-0.10727813489
ACH-000178,0.06080866708819999
ACH-000182,0.00044629917070999995
ACH-000183,-0.0265346912519
ACH-000188,0.0530034420511
ACH-000189,0.0580184981573
ACH-000190,0.145051221935
ACH-000198,-0.0478604960951
ACH-000204,-0.184732962586
ACH-000206,0.0276542997117
ACH-000207,0.29866997534
ACH-000211,-0.0263978394836
ACH-000215,0.0585144379481
ACH-000221,-0.101056642116
ACH-000222,0.144548373708
ACH-000223,-0.0246534485563
ACH-000226,-0.0177542469
ACH-000227,0.184047310035
ACH-000228,-0.08676194132439999
ACH-000231,0.0127976940541
ACH-000232,-0.0200744129052
ACH-000233,0.08411583923699999
ACH-000234,0.164593695328
ACH-000235,-0.110918640889
ACH-000237,0.0898766096531
ACH-000238,0.0646323917077
ACH-000243,0.0803530099757
ACH-000244,0.05972896432580001
ACH-000246,-0.10840754179999999
ACH-000248,-0.007629165139390001
ACH-000250,-0.00207269326406
ACH-000251,0.020785660329499998
ACH-000253,0.028854636395400004
ACH-000255,-0.098470296384
ACH-000256,0.223311608678
ACH-000257,0.055897438346699996
ACH-000258,0.159812524492
ACH-000259,0.10050029386499999
ACH-000260,-0.000288729370803
ACH-000261,-0.000255927855526
ACH-000262,0.07250422755510001
ACH-000263,0.194382793671
ACH-000264,-0.0719281937305
ACH-000265,0.0146088025251
ACH-000266,0.000827287592978
ACH-000272,-0.0591927151012
ACH-000273,-0.0015014496326700001
ACH-000274,0.08295686540319999
ACH-000277,0.0765445232352
ACH-000278,0.0689453767813
ACH-000279,-0.0209447967639
ACH-000280,-0.0956037842829
ACH-000281,-0.11944559820499999
