,NPY4R (5540)
ACH-000004,-0.397543976677
ACH-000007,-0.0787153405813
ACH-000009,-0.177499767395
ACH-000011,0.033444549026099994
ACH-000012,-0.11864901050200001
ACH-000013,-0.0585836809156
ACH-000014,-0.267943934871
ACH-000015,-0.21216647077300002
ACH-000017,-0.059615976686300004
ACH-000018,-0.582576390313
ACH-000019,-0.231822754709
ACH-000021,-0.170933758984
ACH-000022,-0.122669898939
ACH-000025,-0.409142874316
ACH-000028,-0.30200648815000003
ACH-000030,-0.44792382088
ACH-000035,-0.221295231747
ACH-000036,-0.177519909152
ACH-000037,-0.004356937893439999
ACH-000039,-0.17076029028
ACH-000040,-0.259068471401
ACH-000041,-0.220760906296
ACH-000042,-0.271146418224
ACH-000045,-0.40262134750699996
ACH-000047,-0.0735842783784
ACH-000052,-0.0761613068885
ACH-000053,-0.29069285375799997
ACH-000054,-0.10540191489800001
ACH-000055,0.036707403280599994
ACH-000060,0.0421548517485
ACH-000067,-0.496283657985
ACH-000070,-0.284439743748
ACH-000075,0.09557475358090001
ACH-000078,-0.279820998817
ACH-000082,-0.127174529944
ACH-000085,0.118602490291
ACH-000086,-0.358364651456
ACH-000087,-0.18611911596900002
ACH-000092,-0.190348569474
ACH-000095,-0.208857823391
ACH-000097,-0.298581216365
ACH-000098,-0.0747687944595
ACH-000099,-0.324294150249
ACH-000108,-0.282697572769
ACH-000113,-0.24134531593199998
ACH-000115,-0.233637510037
ACH-000116,-0.10758759628900001
ACH-000118,-0.100853048531
ACH-000120,-0.256596367195
ACH-000123,-0.21437320316199998
ACH-000127,-0.154575645102
ACH-000128,-0.12855300109
ACH-000132,-0.08174750067310001
ACH-000133,0.037099961694099994
ACH-000137,-0.454126245778
ACH-000138,-0.144283832938
ACH-000142,-0.11138595605900001
ACH-000143,-0.0639594332653
ACH-000146,-0.262425758076
ACH-000148,-0.23182810277
ACH-000150,-0.00697047683667
ACH-000152,-0.35008410471
ACH-000153,-0.279453203224
ACH-000159,-0.11991037818
ACH-000160,-0.29913369261100003
ACH-000163,-0.238292103611
ACH-000167,-0.353745504364
ACH-000168,-0.30855643142
ACH-000169,-0.380442950161
ACH-000178,-0.17544536016600001
ACH-000182,-0.35393996641500003
ACH-000183,-0.138989694664
ACH-000188,-0.26973271179499997
ACH-000189,-0.514215621465
ACH-000190,-0.49377107869599995
ACH-000198,-0.12399066849300001
ACH-000204,-0.292938155032
ACH-000206,-0.130849335848
ACH-000207,-0.45190701663099997
ACH-000211,-0.0893478619788
ACH-000215,-0.150614645207
ACH-000221,-0.217239175559
ACH-000222,-0.21446989769400002
ACH-000223,-0.143449355515
ACH-000226,-0.41512464361900003
ACH-000227,-0.229468479797
ACH-000228,-0.32028475714000004
ACH-000231,-0.224000351833
ACH-000232,-0.22440911837900002
ACH-000233,-0.27067710404
ACH-000234,0.162854115227
ACH-000235,-0.156746459995
ACH-000237,0.00252207505196
ACH-000238,-0.194649223267
ACH-000243,-0.330032663611
ACH-000244,-0.08454678392010001
ACH-000246,-0.23234300195000002
ACH-000248,-0.230574606373
ACH-000250,-0.203352866976
ACH-000251,0.203072452101
ACH-000253,-0.24468674089499998
ACH-000255,-0.334473775112
ACH-000256,-0.196455158732
ACH-000257,-0.316237055855
ACH-000258,-0.458530006933
ACH-000259,-0.204932231285
ACH-000260,-0.202505840734
ACH-000261,-0.263054049097
ACH-000262,-0.405956577581
ACH-000263,-0.276886849615
ACH-000264,-0.311100129078
ACH-000265,-0.18684067140900001
ACH-000266,-0.0825120899947
ACH-000272,-0.313700575474
ACH-000273,-0.421350311469
ACH-000274,-0.09748120512439999
ACH-000277,-0.248295869225
ACH-000278,0.07746951036449999
ACH-000279,-0.0539449719222
ACH-000280,-0.157428977057
ACH-000281,0.008704765696930001
ACH-000288,-0.309565060447
ACH-000291,-0.15180683519500002
ACH-000293,-0.18333030978700002
ACH-000294,-0.414947867743
ACH-000295,-0.358404768313
ACH-000296,-0.28440046015
ACH-000302,-0.0847689494485
ACH-000304,-0.0408740884221
ACH-000307,-0.228821432022
ACH-000308,-0.162766342181
ACH-000310,-0.183257612563
ACH-000311,-0.371373135905
ACH-000312,-0.261194066004
ACH-000315,-0.167530921096
ACH-000316,-0.178238278316
ACH-000317,-0.272042376659
ACH-000318,-0.179841397822
ACH-000319,-0.301110616425
ACH-000320,-0.219498168571
ACH-000322,0.104661155866
ACH-000323,-0.382933413651
ACH-000324,-0.231606380363
ACH-000329,-0.12570053097699999
ACH-000330,-0.442195080211
ACH-000331,-0.126604757559
ACH-000332,-0.07875304784519999
ACH-000334,-0.494246245876
ACH-000335,-0.330638358732
ACH-000336,-0.226552414797
ACH-000337,-0.155124220967
ACH-000339,-0.175881871598
ACH-000341,-0.341405974672
ACH-000348,-0.20246794974500001
ACH-000350,-0.430547099913
ACH-000352,-0.140539243467
ACH-000356,-0.124115277821
ACH-000361,-0.37750528070600003
ACH-000362,-0.24163919042800003
ACH-000363,-0.149231859367
ACH-000364,-0.24811657335700002
ACH-000365,-0.227968983973
ACH-000366,-0.170808314021
ACH-000368,-0.0867801067743
ACH-000374,-0.216203272872
ACH-000375,-0.10357935864199999
ACH-000376,-0.349872600598
ACH-000381,-0.277453840525
ACH-000383,-0.0445079855586
ACH-000387,-0.149454395592
ACH-000389,-0.118278630712
ACH-000390,-0.211480521901
ACH-000393,-0.22358074118700003
ACH-000395,-0.232914102507
ACH-000397,-0.107682951711
ACH-000401,-0.347677582253
ACH-000402,-0.250519458714
ACH-000403,-0.285961440676
ACH-000404,0.16925899127
ACH-000406,-0.230659404246
ACH-000407,-0.261435507925
ACH-000408,-0.33733632896300003
ACH-000410,-0.208596026952
ACH-000411,-0.23346547175000001
ACH-000414,-0.18640617884500002
ACH-000415,-0.401129192526
ACH-000416,-0.117528889726
ACH-000420,-0.452070830883
ACH-000421,-0.104222828619
ACH-000424,-0.454344805506
ACH-000425,-0.22667058046100003
ACH-000426,-0.396087026585
ACH-000427,-0.0781849261612
ACH-000433,-0.14987178312899999
ACH-000436,-0.186370283182
ACH-000444,-0.00694984120944
ACH-000445,-0.257071082369
ACH-000448,-0.0792917930496
ACH-000450,-0.206118975256
ACH-000452,-0.38375047838799997
ACH-000454,-0.18103554509
ACH-000458,-0.00530098470195
ACH-000459,0.0146018417207
ACH-000460,-0.163238037209
ACH-000461,-0.131956992238
ACH-000463,-0.08998835031510001
ACH-000464,-0.284801566175
ACH-000466,-0.439506451956
ACH-000467,0.152276831081
ACH-000468,-0.288230210226
ACH-000469,-0.107747438178
ACH-000470,-0.26327617072799997
ACH-000471,-0.15095344284099999
ACH-000472,-0.265294063249
ACH-000473,-0.0679691422301
ACH-000475,-0.117216067855
ACH-000476,-0.116089835119
ACH-000477,-0.184674710927
ACH-000480,-0.15671636441099998
ACH-000481,-0.03644783114859999
ACH-000483,-0.08030836078860001
ACH-000484,-0.149372215475
ACH-000485,-0.186542501221
ACH-000486,-0.292322475303
ACH-000487,-0.325517894257
ACH-000488,-0.0861194330317
ACH-000490,-0.09118891741460002
