,ACACA (31)
ACH-000004,-0.155119752087
ACH-000007,-1.01405400632
ACH-000009,-0.561881125036
ACH-000011,-0.33592844786700005
ACH-000012,-0.299445427042
ACH-000013,-0.438593891793
ACH-000014,-0.35568073471199996
ACH-000015,-0.19075721976399998
ACH-000017,-0.370911057896
ACH-000018,-0.623148626182
ACH-000019,-0.571385952581
ACH-000021,-0.277105968233
ACH-000022,-1.1452540396100002
ACH-000025,-1.05569458799
ACH-000028,-0.757477210017
ACH-000030,-0.33284896342500003
ACH-000035,-0.7690275279880001
ACH-000036,-0.498939982129
ACH-000037,-0.44661244163900005
ACH-000039,-0.493220473977
ACH-000040,-0.7179297206290001
ACH-000041,-0.157447353805
ACH-000042,-0.20432648010499999
ACH-000045,0.601764373235
ACH-000047,-0.546161281627
ACH-000052,-0.408289408891
ACH-000053,-0.302598675568
ACH-000054,0.295327280634
ACH-000055,-0.209379305021
ACH-000060,-0.703033320766
ACH-000067,-0.516967920031
ACH-000070,-0.692810129217
ACH-000075,-0.31477515479400003
ACH-000078,-0.548574762799
ACH-000082,-0.175689953413
ACH-000085,-0.209026675288
ACH-000086,-0.928721680649
ACH-000087,-0.23751206442899997
ACH-000092,-0.611909277947
ACH-000095,-0.593242199494
ACH-000097,-0.488646829921
ACH-000098,-1.14663848733
ACH-000099,-0.56020135622
ACH-000108,-0.188658293122
ACH-000113,-0.237818581161
ACH-000115,-0.194788076449
ACH-000116,-0.283574549472
ACH-000118,-0.127686679039
ACH-000120,-0.19588177853
ACH-000123,-0.390411691385
ACH-000127,-0.29276952593
ACH-000128,-0.38269094277800003
ACH-000132,-0.20305346996399998
ACH-000133,-0.462480401986
ACH-000137,-0.157869048875
ACH-000138,-0.876610516718
ACH-000142,-0.741610572517
ACH-000143,-0.161696288262
ACH-000146,0.45381603908
ACH-000148,-0.188925041314
ACH-000150,-0.271209820248
ACH-000152,-0.509975089919
ACH-000153,-0.657434427329
ACH-000159,-0.14207662996
ACH-000160,-0.700455068682
ACH-000163,-0.500795998044
ACH-000167,-0.837977152061
ACH-000168,-0.283309840064
ACH-000169,-0.48582145143100003
ACH-000178,-0.46712689140299996
ACH-000182,-0.028097071117700004
ACH-000183,-0.39714572759000005
ACH-000188,-0.294411126851
ACH-000189,-0.600086379371
ACH-000190,-0.652973882871
ACH-000198,-0.241707176223
ACH-000204,-0.42385807608599996
ACH-000206,0.0184841708261
ACH-000207,-0.8492667856180001
ACH-000211,-0.38137830066600004
ACH-000215,-0.437221924006
ACH-000221,-0.787543844154
ACH-000222,-0.549975500574
ACH-000223,-0.40777517373800004
ACH-000226,-0.49060977599600003
ACH-000227,-0.32028379021
ACH-000228,-0.471522469913
ACH-000231,-0.533870534457
ACH-000232,-0.8010157837649999
ACH-000233,-0.941965474962
ACH-000234,-0.45239017183700003
ACH-000235,-0.503077677393
ACH-000237,-0.12730084686899998
ACH-000238,-0.782806902476
ACH-000243,-0.323438655255
ACH-000244,-0.485538103928
ACH-000246,-0.232829002619
ACH-000248,-0.495076962789
ACH-000250,-0.6595476243899999
ACH-000251,-0.32156146429
ACH-000253,-0.41146291266
ACH-000255,-0.414131016182
ACH-000256,-0.201012439668
ACH-000257,-0.37900997809
ACH-000258,-0.275534140267
ACH-000259,0.00961129059554
ACH-000260,-0.20974017011399998
ACH-000261,-0.34948769516
ACH-000262,-0.734667605714
ACH-000263,0.032276360616
ACH-000264,-0.106425324113
ACH-000265,-0.35767681416999997
ACH-000266,-0.266032402895
ACH-000272,-0.703358019038
ACH-000273,-0.695010565377
ACH-000274,-0.10148139533299999
ACH-000277,-0.248753093662
ACH-000278,-0.11858748409099999
ACH-000279,-0.282312536536
