,CAPN5 (726)
ACH-000004,-0.192961620653
ACH-000007,0.0405322847125
ACH-000009,-0.118615990249
ACH-000011,-0.214440490522
ACH-000012,-0.0338270516151
ACH-000013,-0.339481914212
ACH-000014,-0.029459735280900002
ACH-000015,-0.205129628557
ACH-000017,-0.07131686096510001
ACH-000018,-0.501959094932
ACH-000019,-0.26420251763
ACH-000021,-0.164313446865
ACH-000022,-0.131865461539
ACH-000025,-0.141672078753
ACH-000028,-0.240153578379
ACH-000030,-0.250158371114
ACH-000035,-0.34675973990599995
ACH-000036,-0.257725799851
ACH-000037,-0.529006027829
ACH-000039,0.0295822128769
ACH-000040,-0.193981110788
ACH-000041,-0.36263951856700005
ACH-000042,-0.217507514796
ACH-000045,-0.0400003220576
ACH-000047,-0.231589361327
ACH-000052,-0.271023866714
ACH-000053,-0.141876608421
ACH-000054,-0.09264223544060002
ACH-000055,-0.22166713125999998
ACH-000060,-0.23243536949299998
ACH-000067,0.022807493815200003
ACH-000070,-0.329683399718
ACH-000075,-0.305410450981
ACH-000078,-0.08646226063889999
ACH-000082,-0.0656872014901
ACH-000085,-0.5466534307199999
ACH-000086,-0.29122326707699997
ACH-000087,-0.226483120614
ACH-000092,-0.16886600305399999
ACH-000095,-0.09833522339389998
ACH-000097,-0.0712013284112
ACH-000098,0.078868179437
ACH-000099,-0.169779559406
ACH-000108,-0.0628134876836
ACH-000113,-0.19766094433200002
ACH-000115,-0.19967409918499998
ACH-000116,-0.31369039911999996
ACH-000118,-0.377082648027
ACH-000120,-0.291951731998
ACH-000123,-0.10765784285
ACH-000127,-0.244720293772
ACH-000128,-0.0744065350299
ACH-000132,-0.36426254434
ACH-000133,-0.297328431879
ACH-000137,-0.273070084494
ACH-000138,-0.135105744799
ACH-000142,-0.0913368446084
ACH-000143,-0.21807874930799998
ACH-000146,-0.14060085404300002
ACH-000148,-0.124881271631
ACH-000150,-0.176996370825
ACH-000152,-0.306298475029
ACH-000153,-0.342097806917
ACH-000159,-0.09899034203060002
ACH-000160,-0.318445446858
ACH-000163,-0.04733560211230001
ACH-000167,0.032135168497599995
ACH-000168,-0.244904414194
ACH-000169,-0.0836747964257
ACH-000178,-0.273717099442
ACH-000182,-0.06516847743859999
ACH-000183,-0.126882966612
ACH-000188,-0.450214087821
ACH-000189,-0.339012046075
ACH-000190,-0.206435290275
ACH-000198,-0.231758215628
ACH-000204,-0.374894029349
ACH-000206,-0.205983104758
ACH-000207,-0.466432139049
ACH-000211,-0.117781261607
ACH-000215,-0.0824321114315
ACH-000221,-0.18147849888700002
ACH-000222,-0.265785049175
ACH-000223,-0.17115902125399998
ACH-000226,-0.0480173939124
ACH-000227,0.049114206286300005
ACH-000228,-0.339798619173
ACH-000231,-0.3262878719
ACH-000232,-0.0708399647525
ACH-000233,-0.152512356727
ACH-000234,-0.192114638739
ACH-000235,-0.179701094258
ACH-000237,-0.48727271409100004
ACH-000238,-0.0442288346055
ACH-000243,-0.050613482921699995
ACH-000244,-0.41220978461400004
ACH-000246,-0.162715069306
ACH-000248,-0.242206934881
ACH-000250,-0.201186201342
ACH-000251,-0.0600731440261
ACH-000253,-0.156875140504
ACH-000255,-0.055356494335099996
ACH-000256,-0.40852587333499996
ACH-000257,-0.23597422400100002
ACH-000258,-0.239272790444
ACH-000259,-0.194252296948
ACH-000260,-0.0639887591017
ACH-000261,-0.162897113679
ACH-000262,-0.382848790005
ACH-000263,-0.485718541064
ACH-000264,-0.230543878189
ACH-000265,-0.27267210401299996
ACH-000266,-0.0785729946216
ACH-000272,-0.142614516624
ACH-000273,-0.248607346736
ACH-000274,-0.56528990385
ACH-000277,-0.32618180126999996
ACH-000278,-0.264773285207
ACH-000279,-0.342645970453
ACH-000280,0.014808324311600002
ACH-000281,-0.335704173029
ACH-000288,-0.173061610638
ACH-000291,-0.135308524849
ACH-000293,-0.20528635655400002
ACH-000294,-0.025625632712500002
ACH-000295,-0.021252881309599996
ACH-000296,-0.0817292761013
ACH-000302,-0.20294893547899998
ACH-000304,-0.07932574524
ACH-000307,-0.173527596636
ACH-000308,-0.42705051556400003
ACH-000310,0.0838167143371
ACH-000311,-0.133021850623
ACH-000312,-0.332823378271
ACH-000315,-0.691039379047
ACH-000316,-0.34517578551600003
ACH-000317,-0.12737006361300002
ACH-000318,-0.148113538769
ACH-000319,-0.0831777574224
ACH-000320,-0.129125019254
ACH-000322,-0.190590429285
ACH-000323,-0.0911740784575
ACH-000324,-0.113151090431
ACH-000329,-0.101546893972
ACH-000330,-0.249633411858
ACH-000331,-0.205110732416
ACH-000332,-0.379351674049
ACH-000334,0.1815430794
ACH-000335,0.18443787189199998
ACH-000336,-0.268152470483
ACH-000337,-0.563034288431
ACH-000339,-0.0672942640887
ACH-000341,-0.138308472021
ACH-000348,-0.224090185839
ACH-000350,-0.265610194071
ACH-000352,-0.17464046758699997
ACH-000356,-0.34950766727300003
ACH-000361,-0.0404985610174
ACH-000362,-0.189394702204
ACH-000363,-0.27332357397
ACH-000364,-0.21892766816599998
ACH-000365,-0.09681476255830002
ACH-000366,-0.174818594075
ACH-000368,-0.21771675191
ACH-000374,-0.290282876131
ACH-000375,0.0806398013852
ACH-000376,-0.22751798279899998
ACH-000381,-0.333854390125
ACH-000383,-0.224911188733
ACH-000387,-0.139673481467
ACH-000389,-0.257578159463
ACH-000390,-0.209026512975
ACH-000393,-0.151816032819
ACH-000395,-0.078403366814
ACH-000397,-0.044686501800499996
ACH-000401,-0.251571381014
ACH-000402,-0.130733593367
ACH-000403,-0.0454192113399
ACH-000404,-0.049564066791400005
ACH-000406,-0.159928055629
ACH-000407,-0.131572452015
ACH-000408,-0.424245248313
ACH-000410,-0.12300942904100001
ACH-000411,-0.17187073298099997
ACH-000414,-0.0758858437763
ACH-000415,-0.190890642765
ACH-000416,-0.214530456958
ACH-000420,-0.24065826365899998
ACH-000421,-0.234904077022
ACH-000424,-0.145768482984
ACH-000425,-0.08016547681460001
ACH-000426,-0.0502007958918
ACH-000427,-0.309486551897
ACH-000433,-0.685973217189
ACH-000436,-0.117593730566
ACH-000444,-0.239996510692
ACH-000445,-0.23156318502599998
ACH-000448,-0.0920574143346
ACH-000450,-0.329219940802
ACH-000452,-0.160322282391
ACH-000454,-0.16775436192
ACH-000458,-0.055242475392899996
ACH-000459,0.115709101966
ACH-000460,-0.121160128092
ACH-000461,-0.190399616028
ACH-000463,-0.108079718824
ACH-000464,-0.06698603965819999
ACH-000466,-0.301210847471
ACH-000467,-0.0772389121
ACH-000468,-0.18095865235800002
ACH-000469,-0.276481025494
ACH-000470,0.191718059256
ACH-000471,-0.206034767399
ACH-000472,-0.17753435453699998
ACH-000473,-0.244415374204
ACH-000475,-0.026233175431
ACH-000476,0.06474107700590001
ACH-000477,0.14506197422599998
ACH-000480,-0.21763041732500002
ACH-000481,-0.158261555404
ACH-000483,-0.35603413149999996
ACH-000484,-0.287461296068
ACH-000485,-0.064746120391
ACH-000486,-0.09616065331450001
ACH-000487,-0.23190862512200003
ACH-000488,-0.24460578186
ACH-000490,-0.305155390952
ACH-000491,-0.187730816987
ACH-000495,-0.146070092493
ACH-000496,-0.142351090737
ACH-000499,-0.152236653113
ACH-000500,0.156530457131
ACH-000502,-0.234695728328
ACH-000503,-0.362504513057
ACH-000505,-0.046546132580599996
ACH-000507,-0.390730879461
ACH-000510,-0.08874266453389998
ACH-000511,-0.215759134851
ACH-000512,-0.146298226631
ACH-000516,-0.019830838700599998
ACH-000517,-0.140791752426
ACH-000518,-0.157496138407
ACH-000520,0.0150127400298
ACH-000521,-0.13448925190400002
ACH-000522,-0.254157875129
ACH-000524,-0.110806334206
ACH-000527,-0.22448674871500002
ACH-000528,-0.204766639204
ACH-000537,-0.165128838092
ACH-000541,-0.40673074377999996
ACH-000542,-0.203098055675
ACH-000544,-0.285149155308
ACH-000545,-0.252241155452
ACH-000547,-0.296987104031
ACH-000548,-0.537714953025
ACH-000549,-0.411084420312
ACH-000550,-0.0370377337189
ACH-000552,-0.17399891467300002
ACH-000556,-0.173219618389
ACH-000557,-0.150671282203
ACH-000570,-0.25828961479699997
ACH-000571,-0.15191024607999998
ACH-000573,-0.042298133074
ACH-000576,-0.236366768475
ACH-000580,-0.274020455372
ACH-000584,-0.44251952961499996
ACH-000585,-0.35981758846600004
ACH-000588,-0.263134157719
ACH-000589,-0.18198150198
ACH-000591,-0.25506613910500003
ACH-000593,-0.5311818612479999
ACH-000600,-0.137983106135
ACH-000601,-0.231709712575
ACH-000604,-0.072649574856
ACH-000605,-0.161543952214
ACH-000606,-0.383055586339
ACH-000608,-0.291124680656
ACH-000614,-0.279582138123
ACH-000616,-0.0777506530607
ACH-000618,-0.21246960913
ACH-000619,-0.179758239287
ACH-000620,-0.102737967907
ACH-000621,-0.190606497047
ACH-000622,-0.17486596741799998
ACH-000623,-0.26723514868000003
ACH-000624,-0.231205057351
ACH-000627,-0.19333687093899998
ACH-000630,-0.196589997365
ACH-000632,-0.0147458409592
ACH-000633,-0.294613495088
ACH-000637,-0.36784895412600005
ACH-000638,-0.21981129359499998
ACH-000646,-0.0384560825986
ACH-000647,-0.47103120096900003
ACH-000648,-0.146585927994
ACH-000649,-0.0916154490753
ACH-000651,-0.24782255439599998
ACH-000652,-0.40337539978
ACH-000653,-0.134070292631
ACH-000657,-0.278781035613
ACH-000658,-0.157215877689
ACH-000661,-0.21302390911
ACH-000662,-0.773834171646
ACH-000663,-0.289207589732
ACH-000665,-0.40006728268299996
ACH-000671,-0.25804566207400004
ACH-000673,-0.12351134129699999
ACH-000676,-0.21954399855
ACH-000677,-0.192319862115
ACH-000681,-0.0861032933274
ACH-000682,-0.11066341745100002
ACH-000683,-0.204156378115
ACH-000684,-0.14140442887399998
ACH-000688,-0.0666359997762
ACH-000693,-0.344781328473
ACH-000694,-0.27394176381700003
ACH-000695,-0.164966368903
ACH-000696,-0.156614998544
ACH-000697,0.146572091796
ACH-000699,-0.152739027227
ACH-000701,-0.21612419833799998
ACH-000706,-0.127569061078
ACH-000711,-0.157914708668
ACH-000713,-0.296448468588
ACH-000714,-0.31733736700599996
ACH-000718,-0.165649307616
ACH-000720,-0.295311917834
ACH-000721,-0.11392352251499999
ACH-000724,-0.42972424588
ACH-000725,-0.0407851918849
ACH-000732,-0.5600920548830001
ACH-000734,-0.321715397586
ACH-000735,-0.211284345271
ACH-000736,-0.0471797294288
ACH-000738,-0.30434262206
ACH-000746,-0.0429691428065
ACH-000747,-0.25561566981600004
ACH-000748,-0.22756486982500002
ACH-000753,-0.141573732951
ACH-000756,-0.23658727442299998
ACH-000757,-0.360452298573
ACH-000758,-0.300788759156
ACH-000760,-0.150636995303
ACH-000763,-0.0109649657616
ACH-000764,-0.554771993341
ACH-000765,-0.175412864305
ACH-000766,-0.052843036679
ACH-000767,-0.231385754483
ACH-000768,-0.13714901500499999
ACH-000769,-0.19825318709399997
ACH-000770,-0.0292813327807
