,CAPZB (832)
ACH-000445,-1.1567867431799999
ACH-000448,-1.46943399833
ACH-000450,-1.25751752376
ACH-000452,-1.55679042778
ACH-000454,-1.3567278515399999
ACH-000458,-1.21776829524
ACH-000459,-0.963119932114
ACH-000460,-1.34148405172
ACH-000461,-1.3458890896899998
ACH-000463,-1.34285923819
ACH-000464,-1.4513401558599999
ACH-000466,-1.26805194766
ACH-000467,-1.6514867096
ACH-000468,-1.60031100534
ACH-000469,-0.994422989636
ACH-000470,-1.3574061612600001
ACH-000471,-1.4600372946200002
ACH-000472,-1.8157529920599997
ACH-000473,-1.29905747211
ACH-000475,-1.30747493365
ACH-000476,-1.3415523858
ACH-000477,-1.2889042249200002
ACH-000480,-1.41839272944
ACH-000481,-1.24665012941
ACH-000483,-1.35463546039
ACH-000484,-1.47747682303
ACH-000485,-1.8825389909299999
ACH-000486,-1.1219688410200002
ACH-000487,-1.22242768278
ACH-000488,-1.15808692091
ACH-000490,-1.20349341491
ACH-000491,-1.58463755018
ACH-000495,-1.3182465234899998
ACH-000496,-1.3193996339
ACH-000499,-1.1397669075499999
ACH-000500,-1.59001856149
ACH-000502,-1.57188596053
ACH-000503,-1.7176396169600001
ACH-000505,-1.1928955995000001
ACH-000507,-1.13091663441
ACH-000510,-1.20770089341
ACH-000511,-1.0296821718
ACH-000512,-1.3133707992299999
ACH-000516,-0.928398903046
ACH-000517,-1.61805328259
ACH-000518,-1.43090513757
ACH-000520,-1.2893434179
ACH-000521,-1.3300656233600001
ACH-000522,-0.80777663244
ACH-000524,-1.31169283181
ACH-000527,-1.1485602845899998
ACH-000528,-1.30883926692
ACH-000537,-1.3311330070799998
ACH-000541,-1.30635569828
ACH-000542,-1.17803187685
ACH-000544,-1.09598123806
ACH-000545,-1.3181285423
ACH-000547,-1.52272094085
ACH-000548,-1.3158782690700002
ACH-000549,-1.14146346765
ACH-000550,-1.4530579587299999
ACH-000552,-1.34863051526
ACH-000556,-1.2333180691399999
ACH-000557,-1.1665462087
ACH-000570,-1.3053755847
ACH-000571,-1.53758023382
ACH-000573,-1.27095870336
ACH-000576,-1.36470141813
ACH-000580,-1.12671506524
ACH-000584,-1.3221334324299998
ACH-000585,-1.15033733361
ACH-000588,-1.37546874442
ACH-000589,-1.14655739884
ACH-000591,-1.37788846113
ACH-000593,-1.14375652315
ACH-000600,-1.7788431082
ACH-000601,-1.2961851045200001
ACH-000604,-1.01140225295
ACH-000605,-1.53827248557
ACH-000606,-1.04358218861
ACH-000608,-1.5358717171
ACH-000614,-0.8422411013910001
ACH-000616,-1.23224710552
ACH-000618,-1.2474105838200003
ACH-000619,-1.42910643521
ACH-000620,-1.49556265293
ACH-000621,-1.33025574785
ACH-000622,-1.5593427742800001
ACH-000623,-1.4017921576899999
ACH-000624,-1.4213550244
ACH-000627,-1.24714676481
ACH-000630,-1.25867765958
ACH-000632,-1.27041928398
ACH-000633,-1.51419767803
ACH-000637,-1.30736912568
ACH-000638,-0.9932755368100001
ACH-000646,-1.7920500931799999
ACH-000647,-1.4395494272999998
ACH-000648,-1.6485743531600001
ACH-000649,-1.4531353545899999
ACH-000651,-1.4487926981900001
ACH-000652,-1.4852303621899998
ACH-000653,-1.31671285719
ACH-000657,-1.2367812542399998
ACH-000658,-0.856204874215
ACH-000661,-0.9273955527609999
ACH-000662,-1.46496591998
ACH-000663,-1.13826199243
ACH-000665,-0.9457021752439999
ACH-000671,-1.39452310942
ACH-000673,-1.27184821831
ACH-000676,-0.7250588533210001
ACH-000677,-1.1474361477500001
ACH-000681,-1.4958728132899999
ACH-000682,-1.17313841778
ACH-000683,-1.6297165144799999
ACH-000684,-1.37702960427
ACH-000688,-0.8320652074529999
ACH-000693,-1.41936209965
ACH-000694,-1.27922863029
ACH-000695,-0.926779015513
ACH-000696,-1.2937295665100002
ACH-000697,-1.15124108283
ACH-000699,-1.1323250242899998
ACH-000701,-1.15095644202
ACH-000706,-1.30884337823
ACH-000711,-1.35800328752
ACH-000713,-1.4519011109399997
ACH-000714,-1.18892798563
ACH-000718,-1.71680834549
ACH-000720,-1.25021762646
ACH-000721,-1.33971846733
ACH-000724,-1.67641254967
ACH-000725,-2.30979195044
ACH-000732,-1.32347198732
ACH-000734,-1.2421197051100001
ACH-000735,-1.3092479772399999
ACH-000736,-1.468930324
ACH-000738,-1.23876946672
ACH-000746,-1.5909321623700001
ACH-000747,-1.24966054791
ACH-000748,-1.0173770413299998
ACH-000753,-1.05243747136
ACH-000756,-1.22603119365
ACH-000757,-1.1364193389200001
ACH-000758,-1.4868624004100002
ACH-000760,-1.45301181794
ACH-000763,-1.1063768199500001
ACH-000764,-1.27843060677
ACH-000765,-0.887826696577
ACH-000766,-0.593269496378
ACH-000767,-1.32266801645
ACH-000768,-0.8658745007529999
ACH-000769,-1.43997847787
ACH-000770,-1.36175316651
ACH-000771,-1.1670764818200001
ACH-000773,-1.21435275026
ACH-000776,-1.23946994504
ACH-000777,-1.27622353608
ACH-000778,-1.27782865821
ACH-000781,-1.31429830096
ACH-000782,-1.4412088981
ACH-000783,-1.34726884061
ACH-000784,-1.17826738541
ACH-000785,-0.8498726650309999
ACH-000787,-1.4819829577
ACH-000788,-1.0348180331
ACH-000791,-1.20325645673
ACH-000792,-1.28839779506
ACH-000794,-1.3105971773799998
ACH-000796,-1.42313247778
ACH-000799,-0.999039772656
ACH-000800,-1.39024869489
ACH-000802,-1.09516425547
ACH-000804,-1.24474771671
ACH-000805,-1.45913472197
ACH-000809,-1.33918892973
ACH-000810,-1.37820944128
ACH-000811,-1.35956340251
ACH-000817,-1.0876880776200002
ACH-000819,-1.3649423618
ACH-000820,-1.4457509218900002
ACH-000821,-0.9569230942929999
ACH-000822,-1.42005066744
ACH-000823,-1.41748808474
ACH-000824,-1.51240163435
ACH-000827,-1.2281544550799999
ACH-000829,-1.5192276639500002
ACH-000831,-1.19434864715
ACH-000832,-0.935860896788
ACH-000833,-1.58485915186
ACH-000834,-1.47215780503
ACH-000835,-0.699574033992
ACH-000836,-1.3065889552
ACH-000837,-1.14569591085
ACH-000838,-1.3738086552200002
ACH-000839,-1.2180861463700001
ACH-000840,-1.6583635748199999
ACH-000841,-1.31567937718
ACH-000843,-1.21976520976
ACH-000846,-1.33160277325
ACH-000847,-1.47565646854
ACH-000848,-1.23581745109
ACH-000849,-1.27156173548
ACH-000851,-1.27680826645
ACH-000855,-1.52666388044
ACH-000856,-1.20956103904
ACH-000858,-1.45128170473
ACH-000859,-1.08297233271
ACH-000861,-1.47358202435
ACH-000862,-1.10642460975
ACH-000865,-1.09656553422
ACH-000866,-1.01891072263
ACH-000867,-1.11786220669
ACH-000869,-1.2741624858
ACH-000872,-1.5371621367200001
ACH-000873,-1.41949172349
ACH-000876,-1.11151520872
ACH-000878,-1.26582975335
ACH-000880,-1.40253829235
ACH-000881,-1.27552132632
ACH-000882,-0.8288860127300001
ACH-000884,-1.1913502933700002
ACH-000885,-0.9364876881219999
ACH-000887,-1.5424613168599999
ACH-000888,-1.53337030945
ACH-000889,-1.28372013162
ACH-000890,-1.48147362787
ACH-000896,-1.2390245737799999
ACH-000898,-1.37962254631
ACH-000900,-1.2114982255
ACH-000901,-1.14745830587
ACH-000905,-1.3052396582799999
ACH-000906,-1.06566200975
ACH-000907,-1.38682322901
ACH-000910,-1.4242682364700001
ACH-000911,-1.3123163363500001
ACH-000912,-1.08009101113
ACH-000913,-1.1514042661900001
ACH-000915,-1.20854162472
ACH-000916,-0.879678878051
ACH-000917,-1.09496762579
ACH-000921,-1.16134187307
ACH-000924,-0.984580099507
ACH-000926,-1.9088737834599998
ACH-000928,-1.33044118047
ACH-000929,-1.62326125162
ACH-000932,-1.40430987303
ACH-000935,-1.4301770369100002
ACH-000936,-1.4966538488299999
ACH-000937,-1.2619159635200001
ACH-000938,-1.21269494313
ACH-000939,-1.03535288541
ACH-000941,-1.8830052693000001
ACH-000943,-1.0906631093899999
ACH-000946,-1.01065589536
ACH-000947,-1.2489541026200002
ACH-000948,-1.17587647841
ACH-000950,-1.15436509763
ACH-000953,-1.07227682762
ACH-000957,-1.34299425782
ACH-000958,-1.31476259657
ACH-000960,-1.10835469467
ACH-000963,-2.03433293699
ACH-000968,-0.912863556251
ACH-000969,-1.35814939083
ACH-000973,-1.17940117881
ACH-000974,-1.1121545745799999
ACH-000975,-1.03906257737
ACH-000976,-1.25648934735
ACH-000978,-1.25492436892
ACH-000980,-0.947446785838
ACH-000984,-1.1717875061
ACH-000986,-1.35093503961
ACH-000988,-0.965173425311
ACH-000993,-1.10666177494
ACH-000994,-1.04717732368
ACH-000996,-1.27373807588
ACH-001001,-1.3833176493200001
ACH-001020,-0.938902218783
ACH-001028,-1.4914234943399998
ACH-001031,-1.4728165992
ACH-001038,-0.5258348020629999
ACH-001048,-1.2004517508299999
ACH-001050,-1.45348435291
ACH-001053,-1.2304355470100001
ACH-001054,-1.40155886459
ACH-001061,-0.959556307179
ACH-001067,-1.07797115882
ACH-001075,-1.5031713479799997
ACH-001096,-1.25195601889
ACH-001128,-1.39502776391
ACH-001134,-1.10526621803
ACH-001151,-1.45687212106
ACH-001163,-1.69061328728
ACH-001164,-1.14623155608
ACH-001173,-1.2843676971
ACH-001183,-1.43693640324
ACH-001184,-1.1837231102399999
ACH-001190,-1.25988285392
ACH-001192,-1.11772884096
ACH-001193,-1.1995370905399998
ACH-001196,-1.04904546453
ACH-001197,-1.2119309655600001
ACH-001205,-1.15571069969
ACH-001211,-1.0361163355299998
ACH-001212,-1.2783477757700001
ACH-001228,-1.0628148347
ACH-001232,-1.23862725826
ACH-001239,-0.965149049087
ACH-001274,-1.34636726275
ACH-001275,-1.51120826934
ACH-001277,-1.12276635491
ACH-001278,-1.2470378917
ACH-001280,-1.0197645652399998
ACH-001283,-0.777250331409
ACH-001289,-0.932051060103
ACH-001295,-1.1829641043
ACH-001300,-1.40523799762
ACH-001301,-1.232624451
ACH-001302,-0.643536002207
ACH-001303,-1.46447929912
ACH-001306,-1.22654185945
ACH-001318,-1.61590641125
ACH-001322,-1.21965672801
ACH-001328,-1.24854467
ACH-001332,-1.2774199327299998
ACH-001333,-1.0661116373100001
ACH-001336,-1.42251674996
ACH-001340,-1.35381200222
ACH-001346,-1.25028093085
ACH-001353,-1.35968602759
ACH-001354,-1.13213908905
ACH-001367,-1.15327950067
ACH-001368,-1.15841306722
ACH-001374,-1.29694378574
ACH-001375,-1.1683823467
ACH-001377,-1.7477619303
ACH-001380,-1.3758988652700002
ACH-001391,-1.18798979811
ACH-001407,-1.70551517783
ACH-001408,-1.31280430722
ACH-001413,-0.8825355128839999
ACH-001430,-0.9902830662180001
ACH-001431,-1.1659662847
ACH-001450,-1.4196996522499998
ACH-001496,-1.26894198744
ACH-001500,-1.33226891798
ACH-001521,-1.6659012576899999
ACH-001523,-1.3407693852200002
ACH-001532,-1.28306289939
ACH-001536,-1.2551668945799999
ACH-001550,-1.6340109769600002
ACH-001552,-0.6173948220809999
ACH-001554,-1.3454137485100002
ACH-001645,-0.9667685787479999
ACH-001654,-1.44046759045
ACH-001715,-1.56222193018
ACH-001735,-1.39893340791
ACH-001736,-1.4851542974
ACH-001737,-1.37044955387
ACH-001740,-1.26983961542
ACH-001745,-1.24453576594
ACH-001750,-1.19871641671
ACH-001765,-0.9900550974619999
ACH-001956,-1.07665358559
ACH-001957,-1.45894448542
