,MST1 (4485)
ACH-000621,-0.5762097861550001
ACH-000622,-0.808337685288
ACH-000623,-0.45550645781000004
ACH-000624,-0.44413108531999995
ACH-000627,-0.79763926413
ACH-000630,-0.769174432765
ACH-000632,-0.863691423863
ACH-000633,-0.74819423737
ACH-000637,-1.07054646136
ACH-000638,-0.6457152252399999
ACH-000646,-0.6474909831769999
ACH-000647,-0.41797128171899994
ACH-000648,-0.769436517617
ACH-000649,-0.808412563889
ACH-000651,-0.790349659955
ACH-000652,-0.553791121892
ACH-000653,-0.836887457973
ACH-000657,-0.767878127128
ACH-000658,-0.621509366095
ACH-000661,-0.907023772292
ACH-000662,-0.9103481844700001
ACH-000663,-0.470740533227
ACH-000665,-0.45972831620300003
ACH-000671,-0.7967291946070001
ACH-000673,-0.6313172141350001
ACH-000676,-0.852222275729
ACH-000677,-0.461491684608
ACH-000681,-0.7433214951389999
ACH-000682,-0.879792785145
ACH-000683,-0.689931078575
ACH-000684,-0.426517769662
ACH-000688,-0.613086277785
ACH-000693,-0.675534567729
ACH-000694,-0.538673810832
ACH-000695,-1.18429531811
ACH-000696,-0.41019151181900004
ACH-000697,-0.912167554499
ACH-000699,-0.782691361241
ACH-000701,-0.52291128452
ACH-000706,-0.7957611079770001
ACH-000711,-0.771802455239
ACH-000713,-0.521536522177
ACH-000714,-0.7444538097069999
ACH-000718,-0.834095461425
ACH-000720,-0.986136080371
ACH-000721,-0.84851091618
ACH-000724,-1.14936754714
ACH-000725,-0.479688764416
ACH-000732,-0.6951126993629999
ACH-000734,-0.639359200444
ACH-000735,-0.702223928007
ACH-000736,-0.8438371904950001
ACH-000738,-0.640360750824
ACH-000746,-0.681732101499
ACH-000747,-0.837078396903
ACH-000748,-0.770662624781
ACH-000753,-0.7748779182250001
ACH-000756,-0.791521000079
ACH-000757,-0.6304834091839999
ACH-000758,-0.7679609057719999
ACH-000760,-0.6615987590869999
ACH-000763,-0.872750202527
ACH-000764,-0.740731214216
ACH-000765,-0.71010015562
ACH-000766,-0.606415208655
ACH-000767,-0.6861814529019999
ACH-000768,-0.39794936973899997
ACH-000769,-0.478549642904
ACH-000770,-0.8446295849400001
ACH-000771,-0.6597058929940001
ACH-000773,-0.910447460521
ACH-000776,-0.826761542551
ACH-000777,-0.8514419140620001
ACH-000778,-0.5181513197150001
ACH-000781,-0.6466489446060001
ACH-000782,-0.586952273753
ACH-000783,-0.916192503326
ACH-000784,-0.6771258785609999
ACH-000785,-0.790231942407
ACH-000787,-0.612479712772
ACH-000788,-0.6423224752669999
ACH-000791,-0.833946581274
ACH-000792,-0.639128679136
ACH-000794,-0.7549451695460001
ACH-000796,-0.7402285781919999
ACH-000799,-0.667771913004
ACH-000800,-1.04654487941
ACH-000802,-0.96709185567
ACH-000804,-0.656124177111
ACH-000805,-0.579116018064
ACH-000809,-0.653254577107
ACH-000810,-0.700376017886
ACH-000811,-0.743189141146
ACH-000817,-0.650804482375
ACH-000819,-0.697010464679
ACH-000820,-0.720960834945
ACH-000821,-0.806782139613
ACH-000822,-0.648300444586
ACH-000823,-0.694562497369
ACH-000824,-0.7848099308550001
ACH-000827,-0.607482965491
ACH-000829,-0.6638001829029999
ACH-000831,-0.538090611125
ACH-000832,-0.584844043281
ACH-000833,-1.0383362683600001
ACH-000834,-0.8720338908640001
ACH-000835,-0.527761172499
ACH-000836,-0.905394936838
ACH-000837,-0.731620816476
ACH-000838,-0.533833839013
ACH-000839,-0.6772800108529999
ACH-000840,-0.528526645624
ACH-000841,-0.6960710021719999
ACH-000843,-0.878418881953
ACH-000846,-0.43538300735299995
ACH-000847,-0.319724262736
ACH-000848,-0.7723050882960001
ACH-000849,-0.379127963503
ACH-000851,-0.573512041061
ACH-000855,-0.675074243408
ACH-000856,-0.660278013518
ACH-000858,-0.611933416749
ACH-000859,-0.723865056121
ACH-000861,-0.289354725292
ACH-000862,-0.571131144837
ACH-000865,-0.681218594365
ACH-000866,-0.574100013956
ACH-000867,-0.768329069656
ACH-000869,-0.851477160265
ACH-000872,-0.8241071838930001
ACH-000873,-0.411528784519
ACH-000876,-0.743635221083
ACH-000878,-0.860869964448
ACH-000880,-0.9663778506370001
ACH-000881,-0.821092354061
ACH-000882,-0.6580712484269999
ACH-000884,-0.8284517991470001
ACH-000885,-0.8335858240549999
ACH-000887,-0.64504106488
ACH-000888,-0.755965807246
ACH-000889,-0.702106944483
ACH-000890,-0.592819283392
ACH-000896,-0.366300346721
ACH-000898,-0.804132729337
ACH-000900,-0.7174184730419999
ACH-000901,-0.8976037109559999
ACH-000905,-0.43095182803800003
ACH-000906,-0.921770347816
ACH-000907,-0.9848995399700001
ACH-000910,-0.6879738538050001
ACH-000911,-0.719631355526
ACH-000912,-0.49453668872400003
ACH-000913,-0.7818983140639999
ACH-000915,-0.6824079421670001
ACH-000916,-0.00570565826582
ACH-000917,-0.6753257235529999
ACH-000921,-0.645520851734
ACH-000924,-0.683531182819
ACH-000926,-0.9342095668610001
ACH-000928,-0.680619387062
ACH-000929,-0.8836688840100001
ACH-000932,-0.7044397782449999
ACH-000935,-0.526682162191
ACH-000936,-0.852596318475
ACH-000937,-0.714837162898
ACH-000938,-0.705174512198
ACH-000939,-0.34999321125699995
ACH-000941,-0.46536306213699996
ACH-000943,-0.686418062286
ACH-000946,-0.439248712291
ACH-000947,-0.6455658373390001
ACH-000948,-0.7852011949959999
ACH-000950,-0.585241459141
ACH-000953,-0.717289077622
ACH-000957,-0.561312505696
ACH-000958,-0.438234458539
ACH-000960,-0.606709290422
ACH-000963,-1.1766724127700001
ACH-000968,-0.595372887188
ACH-000969,-0.5336740523
ACH-000973,-0.662249191172
ACH-000974,-0.596020794115
ACH-000975,-0.679947530486
ACH-000976,-0.597278167129
ACH-000978,-0.561126889289
ACH-000980,-0.723980045384
ACH-000984,-0.39719660158200004
ACH-000986,-0.614020260694
ACH-000988,-0.754845037288
ACH-000993,-0.757679344525
ACH-000994,-0.576151719019
ACH-000996,-0.442638395975
ACH-001001,-0.7292029087890001
ACH-001020,-1.10583054192
ACH-001028,-0.687045252938
ACH-001031,-0.8346963767300001
ACH-001038,-0.861238232459
ACH-001048,-0.724321138714
ACH-001050,-0.775698565978
ACH-001053,-0.698500631664
ACH-001054,-0.442825752372
ACH-001061,-0.613398483934
ACH-001067,-0.463681588347
ACH-001075,-0.6719649417229999
ACH-001096,-0.819913835304
ACH-001128,-0.874776440143
ACH-001134,-0.8180462812999999
ACH-001151,-0.778798030876
ACH-001163,-0.905102678822
ACH-001164,-0.500137384434
ACH-001173,-0.582527009717
ACH-001183,-0.813595105775
ACH-001184,-0.519521320459
ACH-001190,-0.6336537710100001
ACH-001192,-0.763597585377
ACH-001193,-0.8390805372519999
ACH-001196,-0.651161660705
ACH-001197,-0.8102529845290001
ACH-001205,-0.39425344247199995
ACH-001211,-0.327219911571
ACH-001212,-0.699249138361
ACH-001228,-0.742294524394
ACH-001232,-0.956755771423
ACH-001239,-0.7656509515979999
ACH-001274,-0.8008625612729999
ACH-001275,-0.8699956309389999
ACH-001277,-1.0958400206799999
ACH-001278,-0.838365387553
ACH-001280,-0.894607802664
ACH-001283,-0.7109659682539999
ACH-001289,-0.866520322782
ACH-001295,-0.6464199051389999
ACH-001300,-0.7250303914920001
ACH-001301,-0.597367951347
ACH-001302,-0.534274880998
ACH-001303,-0.328452478226
ACH-001306,-0.680044892588
ACH-001318,-0.698854730069
ACH-001322,-0.65993374187
ACH-001328,-0.626634664127
ACH-001332,-0.719308094484
ACH-001333,-0.829220203011
ACH-001336,-0.802785924409
ACH-001340,-0.735934853097
ACH-001346,-0.5048538490510001
ACH-001353,-0.779314608004
ACH-001354,-0.868653911231
ACH-001367,-0.801556180656
ACH-001368,-0.770448266149
ACH-001374,-0.40795842885600003
ACH-001375,-0.8146235018889999
ACH-001377,-0.612735699631
ACH-001380,-0.7366737426459999
ACH-001391,-0.553187439519
ACH-001407,-0.742883516947
ACH-001408,-1.00506940284
ACH-001413,-0.543178973279
ACH-001430,-0.586485699583
ACH-001431,-0.8244087065029999
ACH-001450,-1.10099107012
ACH-001496,-0.546679490168
ACH-001500,-0.655489217889
ACH-001521,-1.3510772309
ACH-001523,-0.8028923690019999
ACH-001532,-0.6792591458480001
ACH-001536,-0.885539660621
ACH-001550,-0.54303341256
ACH-001552,-0.8565710725679999
ACH-001554,-0.746605630406
ACH-001645,-0.97986275717
ACH-001654,-0.9533415356020001
ACH-001715,-0.693224083749
ACH-001735,-0.8446175175789999
ACH-001736,-1.22491076503
ACH-001737,-0.429355500792
ACH-001740,-0.887934947596
ACH-001745,-0.728313409571
ACH-001750,-0.753316524709
ACH-001765,-0.759519147734
ACH-001956,-1.08136119662
ACH-001957,-1.07951831097
