,QRFP (347148)
ACH-000004,-0.195739120053
ACH-000007,-0.203808761378
ACH-000009,-0.210485885239
ACH-000011,0.179773080019
ACH-000012,-0.259603756423
ACH-000013,-0.27144358126699997
ACH-000014,0.024751010190499998
ACH-000015,-0.15985860667000001
ACH-000017,-0.17915741089899997
ACH-000018,-0.129976057113
ACH-000019,-0.21223573777
ACH-000021,-0.23102701882399998
ACH-000022,-0.271428431846
ACH-000025,-0.012728440306
ACH-000028,-0.0889676939999
ACH-000030,-0.014618239912100001
ACH-000035,-0.109225813387
ACH-000036,-0.0631112201236
ACH-000037,-0.350369368266
ACH-000039,-0.252351017131
ACH-000040,-0.012530520335799999
ACH-000041,-0.5132153703369999
ACH-000042,-0.403509434221
ACH-000045,0.0968645932223
ACH-000047,-0.30672793741
ACH-000052,-0.103023954364
ACH-000053,-0.03761880894630001
ACH-000054,-0.123449480933
ACH-000055,-0.048337062254300005
ACH-000060,-0.0518582891691
ACH-000067,-0.177610703482
ACH-000070,-0.0760441136057
ACH-000075,-0.234884427764
ACH-000078,-0.19045992537999998
ACH-000082,-0.108571406052
ACH-000085,-0.106128951219
ACH-000086,-0.0756600834704
ACH-000087,-0.40906291615
ACH-000092,-0.005488010845419999
ACH-000095,-0.0982301569631
ACH-000097,-0.21687431002799998
ACH-000098,-0.25772660045400003
ACH-000099,-0.21585564675000002
ACH-000108,-0.159925710975
ACH-000113,-0.105703712463
ACH-000115,-0.410497988233
ACH-000116,-0.178234323584
ACH-000118,-0.145586619448
ACH-000120,-0.162395947979
ACH-000123,-0.174670086878
ACH-000127,-0.25641761383
ACH-000128,-0.280786743507
ACH-000132,-0.24466747409200001
ACH-000133,-0.0317283588579
ACH-000137,-0.127325466341
ACH-000138,-0.17737654131499997
ACH-000142,-0.116789249345
ACH-000143,-0.19770664267700003
ACH-000146,-0.0332753326647
ACH-000148,-0.26193490900899996
ACH-000150,-0.04296654325469999
ACH-000152,-0.253309364421
ACH-000153,-0.0923366340594
ACH-000159,-0.0988497570894
ACH-000160,-0.123916113344
ACH-000163,0.056290126298900005
ACH-000167,-0.47985569774899994
ACH-000168,-0.184036186818
ACH-000169,-0.08465935828780001
ACH-000178,-0.17628041822299997
ACH-000182,-0.0873830478468
ACH-000183,-0.35118592831100004
ACH-000188,0.0598901409249
ACH-000189,-0.256096475379
ACH-000190,0.00762125538311
ACH-000198,-0.077130023593
ACH-000204,-0.10041091225
ACH-000206,-0.0768609714962
ACH-000207,-0.253231396322
ACH-000211,-0.14431881873400002
ACH-000215,-0.234659334885
ACH-000221,-0.243937728021
ACH-000222,-0.25118781928000006
ACH-000223,-0.169970443981
ACH-000226,0.0310094682282
ACH-000227,-0.21565118203400002
ACH-000228,-0.151509980666
ACH-000231,-0.13535913652
ACH-000232,-0.1641460031
ACH-000233,0.00225110641925
ACH-000234,-0.300082946174
ACH-000235,-0.264344680589
ACH-000237,-0.264729298007
ACH-000238,-0.254546972501
ACH-000243,-0.180805950366
ACH-000244,-0.23622772949999998
ACH-000246,-0.148480580156
ACH-000248,-0.0454440519927
ACH-000250,-0.0505548554077
ACH-000251,0.0424441019118
ACH-000253,-0.143408135744
ACH-000255,-0.215315954458
ACH-000256,-0.021524701546200002
ACH-000257,-0.208904049568
ACH-000258,-0.27411995490400004
ACH-000259,-0.310766971655
ACH-000260,-0.10694248577299999
ACH-000261,-0.08790928822010001
ACH-000262,-0.25736322983000004
ACH-000263,-0.261736875056
ACH-000264,-0.0856561630179
ACH-000265,-0.31265865713
ACH-000266,-0.17550716864
ACH-000272,-0.290316322921
ACH-000273,-0.07018681178280001
ACH-000274,-0.127357999553
ACH-000277,-0.210000091399
ACH-000278,-0.0547088936548
ACH-000279,-0.020674646555000002
ACH-000280,-0.17386546869800001
ACH-000281,-0.150738376537
ACH-000288,0.049688448252499996
ACH-000291,-0.21850356612500002
ACH-000293,-0.010491814972600001
ACH-000294,-0.23574150501999996
ACH-000295,-0.319427841589
ACH-000296,-0.191013086062
ACH-000302,-0.14263588037
ACH-000304,-0.37830262563100003
ACH-000307,-0.248491028271
ACH-000308,-0.18991330866599998
ACH-000310,-0.38020887822800004
ACH-000311,-0.079878477394
ACH-000312,-0.1025033259
ACH-000315,0.08949232367239998
ACH-000316,-0.43812389327
ACH-000317,0.0230679515069
ACH-000318,-0.175127183551
ACH-000319,-0.0862657208869
ACH-000320,-0.24958299673099998
ACH-000322,-0.22013788726999997
ACH-000323,-0.047419383061499995
ACH-000324,-0.276101079289
ACH-000329,-0.07990154599339999
ACH-000330,-0.13494104040899998
ACH-000331,-0.140073917819
ACH-000332,-0.25388671004
ACH-000334,-0.143369874574
ACH-000335,-0.17508777264800002
ACH-000336,-0.250418541896
ACH-000337,-0.108938839397
ACH-000339,-0.12331775622999999
ACH-000341,-0.230347811888
ACH-000348,-0.180576954544
ACH-000350,-0.0498128461338
ACH-000352,-0.216313462678
ACH-000356,0.07353773482130001
ACH-000361,0.0364374979661
ACH-000362,-0.16870458386300002
ACH-000363,-0.162892767616
ACH-000364,-0.0972262645858
ACH-000365,-0.13927823040200002
ACH-000366,-0.36523049944499997
ACH-000368,-0.130831919091
ACH-000374,-0.172837066305
ACH-000375,-0.0702580677382
ACH-000376,-0.00755226733532
ACH-000381,-0.048449648245400004
ACH-000383,-0.120738040748
ACH-000387,-0.295639633122
ACH-000389,-0.14215807048100002
ACH-000390,-0.19099562726
ACH-000393,-0.331528043322
ACH-000395,-0.455052447465
ACH-000397,-0.18767867549199999
ACH-000401,-0.068006720139
ACH-000402,-0.328843841908
ACH-000403,-0.110517727338
ACH-000404,-0.166061851701
ACH-000406,-0.13837578386399998
ACH-000407,-0.182724611547
ACH-000408,-0.35756559155400003
ACH-000410,-0.187352455367
ACH-000411,-0.195754022804
ACH-000414,-0.162606490955
ACH-000415,-0.139856795067
ACH-000416,-0.141193168283
ACH-000420,-0.195071647732
ACH-000421,-0.0280776423385
ACH-000424,-0.168555103283
ACH-000425,-0.17380375498700001
ACH-000426,-0.200172376101
ACH-000427,-0.164855517647
ACH-000433,-0.332014981514
ACH-000436,0.024226588484200003
