,CALR (811)
ACH-000004,-0.0829269362006
ACH-000007,-0.27014482749
ACH-000009,-0.32572096595600003
ACH-000011,-0.34503611243500004
ACH-000012,-0.19135065462099998
ACH-000013,-0.208343831873
ACH-000014,0.0396938238376
ACH-000015,-0.245684484732
ACH-000017,-0.166771144051
ACH-000018,-0.0833412405163
ACH-000019,-0.313623220771
ACH-000021,-0.36255600420699996
ACH-000022,-0.249507463484
ACH-000025,-0.33254304924600003
ACH-000028,-0.22402624513900002
ACH-000030,-0.27013311187
ACH-000035,-0.292041926828
ACH-000036,-0.113993281955
ACH-000037,-0.360716500411
ACH-000039,-0.13505296785499998
ACH-000040,-0.132724716426
ACH-000041,-0.20149666579300002
ACH-000042,-0.170110029952
ACH-000045,-0.145263417841
ACH-000047,-0.144046344603
ACH-000052,-0.171006812683
ACH-000053,-0.214514317511
ACH-000054,-0.0552363946334
ACH-000055,-0.195212437967
ACH-000060,-0.107377972542
ACH-000067,0.014865527169000001
ACH-000070,-0.11731451497000002
ACH-000075,-0.254673023161
ACH-000078,-0.334714716409
ACH-000082,-0.16598794872
ACH-000085,-0.264192756237
ACH-000086,-0.24582084268100002
ACH-000087,-0.362082071705
ACH-000092,-0.165399881675
ACH-000095,-0.160362491302
ACH-000097,0.00959941516074
ACH-000098,-0.221349063147
ACH-000099,-0.246487515065
ACH-000108,-0.148630443655
ACH-000113,-0.34604712320299996
ACH-000115,-0.49551913178199997
ACH-000116,-0.347762006145
ACH-000118,-0.21513872742100001
ACH-000120,-0.26645887132199997
ACH-000123,-0.26156921728
ACH-000127,-0.19752191155999999
ACH-000128,-0.39749847650700004
ACH-000132,-0.295785389968
ACH-000133,-0.20824383258499998
ACH-000137,-0.372993029057
ACH-000138,-0.288653014009
ACH-000142,-0.153502695531
ACH-000143,-0.36052546095399995
ACH-000146,-0.229333793763
ACH-000148,-0.158255974911
ACH-000150,-0.402349406686
ACH-000152,-0.148521967353
ACH-000153,0.0346622246878
ACH-000159,-0.21974628072900002
ACH-000160,-0.087440632901
ACH-000163,-0.60393402837
ACH-000167,-0.36955444294900003
ACH-000168,-0.292985530781
ACH-000169,-0.219240648935
ACH-000178,-0.179645217015
ACH-000182,-0.0313721814061
ACH-000183,-0.239800853803
ACH-000188,-0.480339472157
ACH-000189,0.057670634765099996
ACH-000190,-0.18660641764199998
ACH-000198,-0.425464373425
ACH-000204,-0.16984021405299998
ACH-000206,-0.32786091069
ACH-000207,-0.206554843895
ACH-000211,-0.42733443295400003
ACH-000215,-0.173318887074
ACH-000221,-0.21243892638700002
ACH-000222,-0.446704271981
ACH-000223,-0.39032794490999995
ACH-000226,-0.151142758806
ACH-000227,-0.190590000669
ACH-000228,-0.644066029318
ACH-000231,-0.09753425116280001
ACH-000232,-0.036209285682699995
ACH-000233,-0.35186924447400003
ACH-000234,-0.237876769011
ACH-000235,-0.211612434214
ACH-000237,-0.29984107932500004
ACH-000238,-0.16738626810499999
ACH-000243,-0.32012130778299996
ACH-000244,-0.265759927166
ACH-000246,-0.0574266630451
ACH-000248,-0.340574567381
ACH-000250,-0.227768418568
ACH-000251,-0.497111327888
ACH-000253,-0.203547127844
ACH-000255,-0.278903434537
ACH-000256,-0.34088460289399997
ACH-000257,-0.0608736910484
ACH-000258,0.0196664456947
ACH-000259,-0.35511626438
ACH-000260,-0.334848752597
ACH-000261,-0.142787276519
ACH-000262,-0.11219684488500001
ACH-000263,-0.03777274882580001
ACH-000264,-0.0782425229137
ACH-000265,-0.187877088655
ACH-000266,-0.212354145042
ACH-000272,-0.16407037671299998
ACH-000273,-0.085709784318
ACH-000274,-0.106130393799
ACH-000277,-0.166492951006
ACH-000278,-0.30004131117800004
ACH-000279,-0.149219269976
ACH-000280,-0.116405771317
ACH-000281,-0.08589316241730001
ACH-000288,-0.158786159606
ACH-000291,-0.26654829896
ACH-000293,-0.124083595619
ACH-000294,0.269067772393
ACH-000295,-0.286817871754
ACH-000296,0.0244013720297
ACH-000302,-0.40640706380099995
ACH-000304,-0.129465160233
ACH-000307,-0.302941726696
ACH-000308,-0.10950190104499999
ACH-000310,-0.179620730531
ACH-000311,-0.12187525826500001
ACH-000312,-0.312880890064
ACH-000315,-0.42958187893700006
ACH-000316,-0.07158401108330001
ACH-000317,0.113215434822
ACH-000318,-0.290883732319
ACH-000319,-0.39361210425899995
ACH-000320,-0.396025267088
ACH-000322,0.0281865286614
ACH-000323,-0.04530897213409999
ACH-000324,-0.252273987062
ACH-000329,-0.215939238286
ACH-000330,-0.35154685706100003
ACH-000331,-0.160438923486
ACH-000332,-0.282828565709
ACH-000334,-0.0689272897192
ACH-000335,-0.133880446154
ACH-000336,-0.0611570457469
ACH-000337,-0.296193143651
ACH-000339,-0.215633028387
ACH-000341,-0.599877733355
ACH-000348,-0.23171175368
ACH-000350,-0.014517837773
ACH-000352,-0.0559206428706
ACH-000356,-0.270992072409
ACH-000361,-0.19528457143199998
ACH-000362,-0.152625458794
ACH-000363,-0.165495879408
ACH-000364,-0.25218302175
ACH-000365,-0.11984252382999999
ACH-000366,-0.31916652133900003
ACH-000368,-0.136677726808
ACH-000374,-0.409343192809
ACH-000375,-0.209060484335
ACH-000376,0.169768138029
ACH-000381,-0.0035606520678800003
ACH-000383,-0.275221937002
ACH-000387,-0.133196992323
ACH-000389,-0.11990144303200001
ACH-000390,-0.178140579449
ACH-000393,-0.36694648783600003
ACH-000395,-0.372016953974
ACH-000397,-0.230516082224
ACH-000401,-0.164599647143
ACH-000402,-0.122496888659
ACH-000403,-0.339577034884
ACH-000404,0.0310377789293
ACH-000406,-0.200460850313
ACH-000407,-0.290410851408
ACH-000408,-0.20109462238200002
ACH-000410,-0.26710564156
ACH-000411,-0.146227023521
ACH-000414,-0.07620356355039999
ACH-000415,-0.49531732312
ACH-000416,-0.368329910759
ACH-000420,-0.12343110519200001
ACH-000421,-0.365793487624
ACH-000424,-0.351890903319
ACH-000425,-0.18588306105099997
ACH-000426,0.12744753334699999
ACH-000427,-0.5175072367069999
ACH-000433,-0.280222683081
ACH-000436,-0.0762998904639
ACH-000444,-0.21711287416299999
ACH-000445,-0.401554974236
ACH-000448,-0.252613133443
ACH-000450,-0.129874670043
ACH-000452,-0.21116770618500003
ACH-000454,-0.161949969042
ACH-000458,-0.300464683444
ACH-000459,-0.284639722551
ACH-000460,-0.288759759309
ACH-000461,-0.426507832264
