,FNDC3B (64778)
ACH-000004,0.021926594780900005
ACH-000007,0.164333223083
ACH-000009,0.0177341270018
ACH-000011,-0.39745364450900006
ACH-000012,0.0699713320698
ACH-000013,0.07346124679280001
ACH-000014,0.0848682095285
ACH-000015,-0.09931189690749999
ACH-000017,-0.195035884129
ACH-000018,0.19153470970800002
ACH-000019,-0.25735483063000003
ACH-000021,0.0027141949264
ACH-000022,0.18471448995099998
ACH-000025,-0.0541861135619
ACH-000028,-0.169031389173
ACH-000030,0.107360030365
ACH-000035,-0.0281292376323
ACH-000036,-0.297897819798
ACH-000037,-0.0053043326567799995
ACH-000039,-0.141098238302
ACH-000040,-0.0757496218747
ACH-000041,0.062452736596300004
ACH-000042,0.11776383495100001
ACH-000045,-0.0537614997938
ACH-000047,-0.0788802992391
ACH-000052,0.043338244483699995
ACH-000053,0.179017556105
ACH-000054,0.0189231178862
ACH-000055,0.153035403551
ACH-000060,0.11248531087500001
ACH-000067,-0.444337803308
ACH-000070,-0.0217278633088
ACH-000075,0.195000476218
ACH-000078,0.220924954695
ACH-000082,0.0652199954178
ACH-000085,-0.10272140352800001
ACH-000086,-0.0490292586188
ACH-000087,-0.02910947387
ACH-000092,-0.081547380304
ACH-000095,0.10284911816
ACH-000097,-0.026574485525000004
ACH-000098,-0.317197067634
ACH-000099,0.04892279209
ACH-000108,-0.274692167853
ACH-000113,-0.0254517504618
ACH-000115,0.07561849779089999
ACH-000116,0.00375663553334
ACH-000118,0.0316535034498
ACH-000120,0.187095636197
ACH-000123,-0.0137963268656
ACH-000127,-0.0030254376531399997
ACH-000128,-0.174759018296
ACH-000132,0.0795291419169
ACH-000133,-0.153201824355
ACH-000137,0.201656575212
ACH-000138,0.06997668692180001
ACH-000142,-0.104759790594
ACH-000143,-0.09898377199729999
ACH-000146,0.166662901738
ACH-000148,0.0449040376054
ACH-000150,0.118457602545
ACH-000152,0.117264298495
ACH-000153,0.17386555067899997
ACH-000159,0.14649700206900002
ACH-000160,-0.0119149380761
ACH-000163,-0.0438359892686
ACH-000167,-0.125417554945
ACH-000168,-0.0572850779605
ACH-000169,-0.021362925907900003
ACH-000178,-0.253116164978
ACH-000182,0.17435381722100002
ACH-000183,0.23127425151099998
ACH-000188,-0.028674401093799998
ACH-000189,-0.177705906665
ACH-000190,-0.0416561318302
ACH-000198,-0.0901539642388
ACH-000204,-0.308412065877
ACH-000206,0.103227387152
ACH-000207,-0.0758380903299
ACH-000211,0.144455717545
ACH-000215,0.0767611233868
ACH-000221,0.17360389335700002
ACH-000222,-0.32171122818000003
ACH-000223,0.0585118018303
ACH-000226,0.174132606494
ACH-000227,-0.189039599494
ACH-000228,0.0975346471457
ACH-000231,0.0507575209143
ACH-000232,-0.506679367133
ACH-000233,0.154782699392
ACH-000234,-0.038107345223900004
ACH-000235,-0.0223873136842
ACH-000237,-0.531562872249
ACH-000238,0.12271649224199999
ACH-000243,-1.67800907949e-05
ACH-000244,-0.592055799693
ACH-000246,-0.310462792878
ACH-000248,-0.19713316596500002
ACH-000250,-0.332777874047
ACH-000251,0.015127824701000001
ACH-000253,0.161566162206
ACH-000255,0.0723606431322
ACH-000256,-0.021689131206099995
ACH-000257,-0.223820871052
ACH-000258,0.0355304302173
ACH-000259,-0.027366996723099998
ACH-000260,0.21430207535100002
ACH-000261,0.0191985836693
ACH-000262,-0.081108599428
ACH-000263,-0.198846733103
ACH-000264,0.179038620339
ACH-000265,-0.0668697617036
ACH-000266,0.108136761551
ACH-000272,-0.241211224076
ACH-000273,-0.255792024168
ACH-000274,-0.6768723824959999
ACH-000277,-0.05051341946409999
ACH-000278,-0.0221543735477
ACH-000279,-0.17050657079300002
ACH-000280,-0.485046825926
ACH-000281,-0.37639263092299996
ACH-000288,-0.326570879819
ACH-000291,-0.35806523626500003
