,MARCH5 (54708)
ACH-000004,-1.28581759796
ACH-000007,-0.29418192495400003
ACH-000009,-0.150618634622
ACH-000011,0.010590443345600001
ACH-000012,-0.895162886107
ACH-000013,0.102739921974
ACH-000014,-0.059585794575500006
ACH-000015,-0.853821466003
ACH-000017,-1.36428703794
ACH-000018,-0.165937515211
ACH-000019,-0.28445793329700003
ACH-000021,-0.21859041903499998
ACH-000022,-0.0398231465071
ACH-000025,-0.0633548996554
ACH-000028,-0.413918782645
ACH-000030,-0.5624515520960001
ACH-000035,-0.15953744998
ACH-000036,-0.32032819400699997
ACH-000037,-0.226290769681
ACH-000039,-0.8954042084810001
ACH-000040,0.0164193830351
ACH-000041,-1.07968209152
ACH-000042,-0.510375825477
ACH-000045,-0.921569930721
ACH-000047,-0.09517183118139999
ACH-000052,-0.811752871989
ACH-000053,-0.110905128839
ACH-000054,-0.485215576095
ACH-000055,-0.37453371949
ACH-000060,-0.36169434199699996
ACH-000067,-0.279509403613
ACH-000070,-0.6264482932850001
ACH-000075,-0.039969776496199996
ACH-000078,0.117600318802
ACH-000082,-0.0849365255267
ACH-000085,-0.404878940431
ACH-000086,-0.056109933654899996
ACH-000087,-0.49169476393100003
ACH-000092,-0.131915133499
ACH-000095,-0.264787336493
ACH-000097,0.260857167748
ACH-000098,-0.19700115316199998
ACH-000099,0.0644705584571
ACH-000108,-0.200645946897
ACH-000113,-1.13839350061
ACH-000115,-1.01775067391
ACH-000116,0.033765348396799996
ACH-000118,-0.46269168171499997
ACH-000120,-0.763417142194
ACH-000123,-0.682407753197
ACH-000127,-0.182124105331
ACH-000128,-0.153223413671
ACH-000132,0.0336634944895
ACH-000133,-0.446233309426
ACH-000137,-0.183148722508
ACH-000138,-0.8981623712379999
ACH-000142,-0.0793603173025
ACH-000143,-0.180860828568
ACH-000146,-1.35594216215
ACH-000148,-0.317478168026
ACH-000150,0.20477587562
ACH-000152,-0.359146838214
ACH-000153,-0.7517066221269999
ACH-000159,-0.226519989485
ACH-000160,-0.242901825484
ACH-000163,-0.11868276795800001
ACH-000167,-0.0578150797963
ACH-000168,-0.42039776518399996
ACH-000169,-0.267015585371
ACH-000178,-0.146265310937
ACH-000182,-0.459443106914
ACH-000183,-0.853112571805
ACH-000188,-0.259055116817
ACH-000189,-0.39803806099699995
ACH-000190,-0.115671075242
ACH-000198,-1.09955218376
ACH-000204,-1.09147899311
ACH-000206,0.17186059087799999
ACH-000207,-0.734999930831
ACH-000211,-0.37071773369000005
ACH-000215,-0.12704337899700002
ACH-000221,-1.14357388282
ACH-000222,-0.0702012437182
ACH-000223,-0.9282268900949999
ACH-000226,-0.847311154291
ACH-000227,-0.0696545763165
ACH-000228,-0.254548139347
ACH-000231,-0.348168031639
ACH-000232,0.0534559070931
ACH-000233,-0.40916189431999994
ACH-000234,-0.434038604794
ACH-000235,-0.051722145005400004
ACH-000237,-0.36536824722499994
ACH-000238,-0.334859168025
ACH-000243,-0.274029104925
ACH-000244,0.0387027446955
ACH-000246,0.194632331495
ACH-000248,-0.981706117143
ACH-000250,-0.534370182548
ACH-000251,-0.337508243803
ACH-000253,-0.05887868819040001
ACH-000255,0.14158331890999998
ACH-000256,-0.169549508825
ACH-000257,-0.340148962434
ACH-000258,-0.240787906202
ACH-000259,-0.520820664562
ACH-000260,-0.070915868891
ACH-000261,-1.32019361811
ACH-000262,-0.45611517717100003
ACH-000263,-1.26492969495
ACH-000264,-0.36039123239
ACH-000265,0.0864906243318
ACH-000266,-0.472055630975
ACH-000272,-0.185833281944
ACH-000273,-0.42430094988600003
ACH-000274,-0.100565241239
ACH-000277,-0.8275447629520001
ACH-000278,-0.0253501826424
ACH-000279,-0.0852736916147
ACH-000280,0.158434262259
ACH-000281,-0.44847822174999996
ACH-000288,-0.0804606315812
ACH-000291,-0.16878623779399998
ACH-000293,-0.006409146319300001
ACH-000294,-1.23293732729
ACH-000295,-0.889736077317
