,ZFYVE28 (57732)
ACH-000004,-0.0998961505333
ACH-000007,0.07039469276669999
ACH-000009,-0.08296372076139999
ACH-000011,-0.0250833354447
ACH-000012,-0.129208457118
ACH-000013,0.022544127703999998
ACH-000014,0.0944916091223
ACH-000015,-0.10652452021299999
ACH-000017,-0.100640737684
ACH-000018,-0.0458290825994
ACH-000019,0.0791986596948
ACH-000021,0.05148805600319999
ACH-000022,-0.0511233099558
ACH-000025,0.051017251664699996
ACH-000028,-0.00852852301562
ACH-000030,-0.016429583653599998
ACH-000035,0.00710629540009
ACH-000036,-0.045378416919400005
ACH-000037,-0.0969857059262
ACH-000039,0.08216583192710002
ACH-000040,-0.06116035072869999
ACH-000041,-0.252170213946
ACH-000042,-0.224481204502
ACH-000045,-0.11243413113
ACH-000047,-0.045706242418200003
ACH-000052,0.172598953763
ACH-000053,-0.028540938096099998
ACH-000054,0.0141070125605
ACH-000055,-0.0935499975777
ACH-000060,-0.173695347839
ACH-000067,-0.0279787956917
ACH-000070,0.272236037223
ACH-000075,-0.0258252758921
ACH-000078,-0.19361004797400003
ACH-000082,-0.08412324327449999
ACH-000085,-0.09177961894339999
ACH-000086,-0.06817994856359999
ACH-000087,-0.0299976081727
ACH-000092,-0.21602902327
ACH-000095,-0.0527825969045
ACH-000097,-0.028092292489400005
ACH-000098,0.104105689449
ACH-000099,-0.193395700502
ACH-000108,-0.112007131293
ACH-000113,-0.00490947439758
ACH-000115,-0.217837652102
ACH-000116,-0.0072408213206899994
ACH-000118,-0.16723479375199998
ACH-000120,-0.0751594049453
ACH-000123,-0.0618517535343
ACH-000127,-0.112054486259
ACH-000128,-0.08477796998410002
ACH-000132,0.132480511769
ACH-000133,-0.27727009066
ACH-000137,0.11915559313200001
ACH-000138,-0.10827894059599999
ACH-000142,-0.11247438661499999
ACH-000143,-0.028559035252799996
ACH-000146,-0.0505941061882
ACH-000148,0.022906847962199998
ACH-000150,-0.18329594956300002
ACH-000152,-0.0359361090725
ACH-000153,-0.0136356084055
ACH-000159,0.019288057525500002
ACH-000160,-0.0835959252409
ACH-000163,-0.0110977533238
ACH-000167,-0.113110565618
ACH-000168,-0.196177077317
ACH-000169,-0.26305895629799997
ACH-000178,0.0318426188881
ACH-000182,0.0104834009241
ACH-000183,-0.021002119060400004
ACH-000188,-0.0360191740107
ACH-000189,-0.41083411101499995
ACH-000190,0.060983057098400004
ACH-000198,-0.136139969149
ACH-000204,-0.030181316327400003
ACH-000206,-0.252116690026
ACH-000207,-0.13831031095000001
ACH-000211,-0.051066768031400006
ACH-000215,-0.152821124493
ACH-000221,-0.077042197115
ACH-000222,0.052666059802900005
ACH-000223,-0.09394345177539999
ACH-000226,0.141054070391
ACH-000227,0.050695617936699994
ACH-000228,-0.0377961024664
ACH-000231,-0.111974726394
ACH-000232,-0.05755822360719999
ACH-000233,-0.0523405197734
ACH-000234,-0.11466148345
ACH-000235,-0.034754304071
ACH-000237,-0.106941946383
ACH-000238,-0.173588730187
ACH-000243,-0.0613626682781
ACH-000244,0.175541681058
ACH-000246,0.0115849581084
ACH-000248,0.00418329304125
ACH-000250,-0.12148004394200002
ACH-000251,-0.08575453915230001
ACH-000253,0.0621626872704
ACH-000255,0.110423834548
ACH-000256,-0.0031055911438600003
ACH-000257,-0.297534770456
ACH-000258,0.0244878432622
ACH-000259,-0.127643289252
ACH-000260,-0.138500720034
ACH-000261,-0.0803478390148
ACH-000262,0.158784077534
ACH-000263,-0.331237432489
ACH-000264,-0.15130980965
ACH-000265,-0.0112861795289
ACH-000266,-0.000640923848118
ACH-000272,-0.13280124234000001
ACH-000273,-0.043447915871800004
ACH-000274,0.05627005329919999
ACH-000277,-0.244949041776
ACH-000278,0.028508877766900004
ACH-000279,-0.111402738694
ACH-000280,-0.0542638640419
ACH-000281,-0.346212684705
ACH-000288,-0.0380813062991
ACH-000291,0.015285804856799999
ACH-000293,-0.183819066035
ACH-000294,0.0126937288879
ACH-000295,-0.159806188885
ACH-000296,0.104863606682
ACH-000302,-0.121000254803
ACH-000304,-0.0959017733213
ACH-000307,0.0845380581744
ACH-000308,-0.0677848987342
ACH-000310,-0.129394638441
ACH-000311,-0.0389667687844
ACH-000312,-0.17035616818799998
ACH-000315,-0.156199968991
ACH-000316,-0.054942888636499994
ACH-000317,0.0336257679398
ACH-000318,0.0522281979849
ACH-000319,-0.04456330797830001
ACH-000320,0.09526992770410002
ACH-000322,0.0157294679991
ACH-000323,0.039731509043800003
ACH-000324,-0.016061119854299998
ACH-000329,-0.19928058161200002
ACH-000330,-0.0874829693276
ACH-000331,0.044953672131199995
ACH-000332,-0.10483007063699999
ACH-000334,0.004656991981850001
ACH-000335,0.0271572980331
ACH-000336,0.26772307685400004
ACH-000337,-0.100590379199
ACH-000339,-0.0533024932157
ACH-000341,-0.0762667443154
ACH-000348,-0.036424935082199995
ACH-000350,-0.139726131404
ACH-000352,-0.113225694472
ACH-000356,-0.187063886246
ACH-000361,0.121206521354
ACH-000362,-0.23163707241599998
ACH-000363,-0.13981885511800002
ACH-000364,-0.00466370558159
ACH-000365,-0.14746329061
ACH-000366,-0.144856510815
ACH-000368,-0.257839129118
ACH-000374,-0.00797392001275
ACH-000375,-0.118994712675
ACH-000376,-0.137676836753
ACH-000381,-0.240616159093
ACH-000383,-0.0118171047827
ACH-000387,0.0029735317079899997
ACH-000389,-0.168146669941
ACH-000390,-0.164990252947
ACH-000393,-0.21839984940499999
ACH-000395,-0.338632364794
ACH-000397,0.0834338072453
ACH-000401,-0.0785934842802
ACH-000402,0.06266975498920001
ACH-000403,-0.019058040024599997
ACH-000404,-0.112549760768
ACH-000406,-0.07295782720039999
ACH-000407,0.08172635618639999
ACH-000408,-0.260046240536
ACH-000410,-0.00663697436698
ACH-000411,-0.0325084883277
ACH-000414,-0.0547402244478
ACH-000415,-0.05078760128740001
ACH-000416,-0.135017630121
ACH-000420,0.142564583901
ACH-000421,-0.21252310337699998
ACH-000424,0.225078384044
ACH-000425,-0.06468726502899999
ACH-000426,0.0559188063962
ACH-000427,-0.296927726992
ACH-000433,0.05330699249819999
ACH-000436,0.0016885277786300003
ACH-000444,-0.190985352351
ACH-000445,0.0740668804795
ACH-000448,-0.048777902703999995
ACH-000450,0.0724071563355
ACH-000452,-0.0765091000074
ACH-000454,0.040341689601099996
ACH-000458,-0.0203469772088
ACH-000459,-0.036362561019000005
ACH-000460,-0.0716587634135
ACH-000461,-0.0179000283576
ACH-000463,-0.04702737098780001
ACH-000464,-0.0838435378397
ACH-000466,-0.035081720293300006
ACH-000467,-0.024981391450799997
ACH-000468,0.138236331294
ACH-000469,-0.134763565854
ACH-000470,-0.156703377827
ACH-000471,-0.04211249104280001
ACH-000472,-0.12270560386700001
ACH-000473,-0.0440055220765
ACH-000475,-0.0408405881468
ACH-000476,-0.112485346996
ACH-000477,-0.155947476504
ACH-000480,-0.111065105316
ACH-000481,-0.0971388587115
ACH-000483,0.11448842138599999
ACH-000484,-0.00521318638007
ACH-000485,0.191195644773
ACH-000486,-0.0382734852248
ACH-000487,-0.22174534930300002
ACH-000488,-0.110718968479
ACH-000490,-0.131384637172
ACH-000491,0.0882964154597
ACH-000495,-0.026304318643
ACH-000496,-0.0386640238986
ACH-000499,-0.29485100333
ACH-000500,-0.111202786638
ACH-000502,-0.16700359423900002
ACH-000503,-0.0335561856863
ACH-000505,-0.054828451347699994
ACH-000507,-0.0312137648635
ACH-000510,-0.0650568450053
ACH-000511,-0.10100053526799999
ACH-000512,-0.18681110552000002
ACH-000516,-0.040118737739300005
ACH-000517,-0.0389057218045
ACH-000518,0.0701889304147
ACH-000520,0.08679810409260001
ACH-000521,-0.181019214127
ACH-000522,-0.11307297537699999
ACH-000524,0.00434473984693
ACH-000527,-0.0325690659763
ACH-000528,-0.116970083702
ACH-000537,-0.0628533461282
ACH-000541,0.046251229010000006
ACH-000542,0.0250942191739
ACH-000544,-0.0651499723005
ACH-000545,-0.0198889900096
ACH-000547,-0.0382659790145
ACH-000548,-0.012794495598200001
ACH-000549,-0.0137569978965
ACH-000550,-0.154126340995
ACH-000552,0.00671842683652
ACH-000556,-0.013121672997700002
ACH-000557,-0.15905241933800002
ACH-000570,-0.102723819078
ACH-000571,-0.15668020495100002
ACH-000573,0.010030380253200001
ACH-000576,-0.100768720763
ACH-000580,0.020781150515999998
ACH-000584,-0.11530321568700001
ACH-000585,-0.050927145505499996
ACH-000588,-0.22478270155900001
ACH-000589,-0.06599062360960001
ACH-000591,-0.022970153587099997
ACH-000593,-0.10658998311699999
ACH-000600,-0.0630467674576
ACH-000601,-0.0864230308663
ACH-000604,-0.0470175801023
ACH-000605,-0.093349258992
ACH-000606,-0.07778811729639999
ACH-000608,-0.07591426185899999
ACH-000614,0.0415882163935
ACH-000616,-0.048293663278400005
ACH-000618,-0.155160368291
ACH-000619,-0.053189143968199994
ACH-000620,-0.035354373382199995
ACH-000621,-0.0849314813885
ACH-000622,-0.0437977516388
ACH-000623,-0.339882334873
ACH-000624,-0.064839026622
ACH-000627,-0.25069410389
ACH-000630,0.10390696622500001
ACH-000632,0.0737305335043
ACH-000633,-0.0401032556563
ACH-000637,-0.164705141924
ACH-000638,-0.07957630965269999
ACH-000646,-0.0320827228229
ACH-000647,-0.022294128212900003
ACH-000648,0.0807814443177
ACH-000649,-0.0755895062228
ACH-000651,-0.111002368906
ACH-000652,-0.15056458183
ACH-000653,-0.10135900277200001
ACH-000657,-0.11074616730100001
ACH-000658,-0.13743802004300001
ACH-000661,-0.0757421289475
ACH-000662,-0.558246160801
ACH-000663,0.0290969812428
ACH-000665,0.0666215063807
ACH-000671,0.0415137800188
ACH-000673,-0.12563801158600002
ACH-000676,0.018368463911500002
ACH-000677,0.153209776832
ACH-000681,-0.17413009225499998
ACH-000682,-0.155022517503
ACH-000683,-0.070047211053
ACH-000684,0.0668275160349
ACH-000688,-0.0849259894476
ACH-000693,-0.09966520271939998
ACH-000694,-0.169989924391
ACH-000695,-0.117223204158
ACH-000696,0.0145547669387
ACH-000697,-0.206560697537
ACH-000699,-0.0727848707163
ACH-000701,-0.08397398766610001
ACH-000706,-0.0237751180471
ACH-000711,-0.092002830448
ACH-000713,-0.09019944987400001
ACH-000714,-0.033609265395599996
ACH-000718,0.0151621778202
ACH-000720,-0.0880569126551
ACH-000721,-0.008601083693489999
ACH-000724,-0.27400685941999997
ACH-000725,-0.0190218047107
ACH-000732,-0.0152707890043
ACH-000734,-0.0752617408461
ACH-000735,-0.0759565207997
ACH-000736,0.0372967787074
ACH-000738,-0.0865471140818
ACH-000746,0.0013660723359600001
ACH-000747,-0.0707616172302
ACH-000748,0.013926733290000002
ACH-000753,-0.0984446353202
ACH-000756,-0.274625221559
ACH-000757,0.06264088320280001
ACH-000758,0.004479337428520001
ACH-000760,-0.0144125711655
ACH-000763,-0.0060111761016300004
ACH-000764,0.0987281408047
ACH-000765,-0.0749358177567
ACH-000766,0.035993002609099996
ACH-000767,-0.215208891296
ACH-000768,-0.0702481563568
ACH-000769,-0.027774155241200003
ACH-000770,-0.10480081794700001
ACH-000771,-0.0251655322016
ACH-000773,0.0400368110708
ACH-000776,-0.120500641965
ACH-000777,0.006149155558770001
ACH-000778,-0.111428682091
ACH-000781,-0.0776250949208
ACH-000782,-0.26251340659600003
ACH-000783,-0.19692834064
ACH-000784,-0.0431264845655
ACH-000785,-0.0884456951714
ACH-000787,-0.11391853033800001
ACH-000788,0.0250616685197
ACH-000791,-0.06578839477330001
ACH-000792,-0.113259516811
ACH-000794,-0.250660466272
ACH-000796,-0.033211802346099994
ACH-000799,0.102843183218
ACH-000800,-0.126842328977
ACH-000802,0.0261033069635
ACH-000804,0.021433168537400002
ACH-000805,-0.0236716672799
ACH-000809,-0.156671054245
ACH-000810,0.11749489525699999
ACH-000811,-0.168804831477
ACH-000817,-0.00207977182315
ACH-000819,-0.0408805864346
ACH-000820,-0.212676148797
ACH-000821,0.052052576392099995
ACH-000822,0.042685921495199994
ACH-000823,-0.0967398050086
ACH-000824,-0.08822013469560001
ACH-000827,-0.0669859297982
ACH-000829,-0.143133519451
ACH-000831,-0.0653329334258
ACH-000832,-0.06939839484430001
ACH-000833,-0.0522527375
ACH-000834,0.00161235956822
ACH-000835,-0.205127532127
ACH-000836,-0.08920338698119999
ACH-000837,-0.08816529068369999
ACH-000838,-0.1836542253
ACH-000839,-0.14520175279300002
ACH-000840,0.0315825563644
ACH-000841,-0.11308233039599999
ACH-000843,-0.0421549447482
ACH-000846,0.06101530879
ACH-000847,-0.0821958671219
ACH-000848,0.00996738221259
ACH-000849,0.0434241595301
ACH-000851,-0.0329292543329
ACH-000855,-0.012438832094399999
ACH-000856,-0.0384615894515
ACH-000858,-0.205891022209
ACH-000859,0.10785813103
ACH-000861,0.021051677654499997
ACH-000862,0.08787317287080001
ACH-000865,-0.111758466689
ACH-000866,0.0348934483651
