,AKR1D1 (6718)
ACH-000004,-0.254780414632
ACH-000007,0.0495649770727
ACH-000009,0.038469358710000005
ACH-000011,-0.0653685259213
ACH-000012,0.0508204960202
ACH-000013,0.0972806812648
ACH-000014,-0.296680194015
ACH-000015,-0.0475691852265
ACH-000017,0.0589472757556
ACH-000018,-0.022677662231099998
ACH-000019,0.255448292352
ACH-000021,-0.285851940719
ACH-000022,0.0648717906207
ACH-000025,0.08550006685259999
ACH-000028,-0.0615120422382
ACH-000030,0.0679452760319
ACH-000035,-0.148684124863
ACH-000036,0.0772962212713
ACH-000037,-0.32242988177299997
ACH-000039,-0.0990481506205
ACH-000040,0.0815235132868
ACH-000041,-0.173418658832
ACH-000042,0.120346066546
ACH-000045,-0.15970924901699998
ACH-000047,0.0659904319956
ACH-000052,-0.192275795868
ACH-000053,-0.09912668296560001
ACH-000054,-0.0996759033273
ACH-000055,-0.107685921103
ACH-000060,-0.0100645710121
ACH-000067,0.0312062914307
ACH-000070,0.18152928952999997
ACH-000075,0.213024533448
ACH-000078,-0.158622594262
ACH-000082,0.0033104061817600004
ACH-000085,0.0327402628908
ACH-000086,0.033899598910500005
ACH-000087,-0.0780743359524
ACH-000092,0.0555017803895
ACH-000095,0.015185939926499999
ACH-000097,-0.0848291804406
ACH-000098,-0.0334303596083
ACH-000099,-0.086522289571
ACH-000108,0.07328938480069999
ACH-000113,0.163397673979
ACH-000115,-0.020610662821799998
ACH-000116,0.0188954556618
ACH-000118,-0.0335203228731
ACH-000120,0.0622254243501
ACH-000123,-0.148511608825
ACH-000127,-0.0124289808531
ACH-000128,-0.022843153523200002
ACH-000132,-0.132411076622
ACH-000133,-0.0324400781479
ACH-000137,0.044308178164
ACH-000138,-0.0529732985328
ACH-000142,0.0794339594564
ACH-000143,-0.0873061716048
ACH-000146,0.0051472949413199996
ACH-000148,-0.100007420831
ACH-000150,0.09444741765720001
ACH-000152,-0.0356301037579
ACH-000153,0.197445345541
ACH-000159,0.0755359437928
ACH-000160,0.17943848215999997
ACH-000163,-0.134601187771
ACH-000167,-0.197578784821
ACH-000168,0.10941750710100001
ACH-000169,0.0872875187102
ACH-000178,-0.127073476386
ACH-000182,0.0359415071225
ACH-000183,-0.049108307046099996
ACH-000188,-0.0590179986735
ACH-000189,-0.0829675607572
ACH-000190,0.08827773524489999
ACH-000198,0.109834298048
ACH-000204,-0.208996902587
ACH-000206,0.17302867150600001
ACH-000207,0.0926084498783
ACH-000211,0.05174858863969999
ACH-000215,0.09115161832789999
ACH-000221,0.240192077931
ACH-000222,-0.127828322478
ACH-000223,-0.06904803479180001
ACH-000226,-0.00576860192355
ACH-000227,0.022202618155200003
ACH-000228,-0.12739430285599998
ACH-000231,0.026345574837099997
ACH-000232,-0.14145448462000001
ACH-000233,-0.060524529729699995
ACH-000234,0.0629395382366
ACH-000235,0.049676535480000006
ACH-000237,-0.07178400999
ACH-000238,-0.145615387823
ACH-000243,0.041883096113
ACH-000244,-0.13481171774800002
ACH-000246,-0.107150242267
ACH-000248,0.014876526578
ACH-000250,-0.0375730785415
ACH-000251,-0.0013839049135200001
ACH-000253,0.00624552408392
ACH-000255,-0.0307395137071
ACH-000256,0.0969003629115
ACH-000257,0.0226562172464
ACH-000258,-0.260325871973
ACH-000259,-0.08370738499760001
ACH-000260,-0.068171302371
ACH-000261,-0.114190485363
ACH-000262,0.0016427074871400002
ACH-000263,0.0162104963405
ACH-000264,-0.07147700969239999
ACH-000265,0.0667415960848
ACH-000266,0.00881567031747
ACH-000272,-0.163966789121
ACH-000273,-0.0304308422254
ACH-000274,-0.004233075407510001
ACH-000277,0.050970144537500005
ACH-000278,-0.24940601096200002
ACH-000279,-0.0498474490802
ACH-000280,0.044174398509
ACH-000281,0.0282263128068
ACH-000288,-0.0398740164676
ACH-000291,-0.174098941449
ACH-000293,0.045971251897400006
ACH-000294,0.0342003071482
ACH-000295,-0.00620086438784
ACH-000296,0.07637994713860001
ACH-000302,-0.011562834247700002
ACH-000304,-0.104746764359
ACH-000307,-0.12695000012399998
ACH-000308,-0.034638492824699996
ACH-000310,0.0586110470246
