,CALCR (799)
ACH-000004,0.11866457001599999
ACH-000007,0.027837115334099997
ACH-000009,0.222978099828
ACH-000011,0.160589082923
ACH-000012,0.123845130574
ACH-000013,0.238520481545
ACH-000014,-0.0628182259765
ACH-000015,0.0332520651135
ACH-000017,-0.0360460302592
ACH-000018,0.36819315198200003
ACH-000019,0.207605146842
ACH-000021,-0.053683334239800005
ACH-000022,0.050847909009
ACH-000025,0.25617215286
ACH-000028,-0.071685068552
ACH-000030,0.0768443474488
ACH-000035,-0.07518022577910001
ACH-000036,0.150842459543
ACH-000037,0.173075453276
ACH-000039,0.19182014259100003
ACH-000040,0.27670748400199996
ACH-000041,0.116229590596
ACH-000042,0.182154999118
ACH-000045,0.086368506238
ACH-000047,0.0911981611667
ACH-000052,-0.0326854049143
ACH-000053,0.09004505274360002
ACH-000054,0.0509302110439
ACH-000055,0.106123572786
ACH-000060,0.256368781085
ACH-000067,0.180999806741
ACH-000070,0.22048753878199998
ACH-000075,0.123611466479
ACH-000078,0.289212292041
ACH-000082,0.144457499149
ACH-000085,0.255524374168
ACH-000086,0.257135759766
ACH-000087,0.17052493380999997
ACH-000092,0.309931594157
ACH-000095,0.132394879164
ACH-000097,-0.0216096498048
ACH-000098,0.0216329274607
ACH-000099,0.10057356800100001
ACH-000108,0.30020464762
ACH-000113,0.23350939020199998
ACH-000115,0.399840152126
ACH-000116,-0.181486291061
ACH-000118,0.0589040683968
ACH-000120,0.32841932790100004
ACH-000123,0.0827953976117
ACH-000127,0.0999888603565
ACH-000128,0.110373903494
ACH-000132,0.10977957198100001
ACH-000133,0.247247027777
ACH-000137,0.130608151153
ACH-000138,0.171688019899
ACH-000142,0.262141276176
ACH-000143,0.187270191437
ACH-000146,0.123468495463
ACH-000148,0.13214587947999998
ACH-000150,0.260069863189
ACH-000152,0.30595479696999994
ACH-000153,0.238017423322
ACH-000159,0.146598322083
ACH-000160,-0.221117788081
ACH-000163,0.177422365458
ACH-000167,-0.046695324921900004
ACH-000168,-0.291220573329
ACH-000169,-0.0807666152827
ACH-000178,0.11672382599000002
ACH-000182,0.15956568725099998
ACH-000183,0.170314689717
ACH-000188,0.0644164446336
ACH-000189,-0.0655242114157
ACH-000190,0.11096631477499999
ACH-000198,-0.00173527076902
ACH-000204,-0.0950237177462
ACH-000206,0.276917085509
ACH-000207,0.153187092125
ACH-000211,0.0384774866006
ACH-000215,0.18921023719900001
ACH-000221,0.109762063467
ACH-000222,0.043108677040900004
ACH-000223,0.14121541524
ACH-000226,0.0145883302802
ACH-000227,0.148799138461
ACH-000228,0.004985222726090001
ACH-000231,0.21762800801399998
ACH-000232,0.08543329932610001
ACH-000233,0.13777298060499998
ACH-000234,0.19665164157
ACH-000235,0.1093507506
ACH-000237,0.0684778684735
ACH-000238,0.0291050541056
ACH-000243,0.0630505323711
ACH-000244,0.0863196809245
ACH-000246,0.06148130731049999
ACH-000248,0.116494414394
ACH-000250,0.115558822248
ACH-000251,0.108286750555
ACH-000253,0.154882325496
ACH-000255,0.059038727201899996
ACH-000256,0.200908363792
ACH-000257,0.0524519974292
ACH-000258,0.46437805117200004
ACH-000259,0.104836636742
ACH-000260,0.17327823522100003
ACH-000261,0.00402461081231
ACH-000262,0.301020753787
ACH-000263,0.11112599077
ACH-000264,0.07526021335139998
ACH-000265,0.205790726466
ACH-000266,0.0923313908745
ACH-000272,-0.10354883921599999
ACH-000273,0.28859759871
ACH-000274,0.182089726855
ACH-000277,0.038121868028599994
ACH-000278,-0.0208427598048
ACH-000279,0.12264018496899999
ACH-000280,0.14553193027300002
ACH-000281,0.167951926201
ACH-000288,0.107961924988
ACH-000291,0.168314207216
ACH-000293,0.387760186721
ACH-000294,0.256174333882
ACH-000295,-0.0640031505958
ACH-000296,-0.09391374944700001
ACH-000302,0.080258928844
ACH-000304,0.167169147092
ACH-000307,0.0251189966766
ACH-000308,0.129266941435
ACH-000310,0.12363644365
ACH-000311,0.24301465965100003
ACH-000312,0.123184280097
ACH-000315,0.227994702041
ACH-000316,0.09136077369489999
ACH-000317,0.123674310671
ACH-000318,0.07119770668219999
ACH-000319,0.0829086677297
ACH-000320,0.00802714665027
ACH-000322,-0.042322964444300004
ACH-000323,0.057421702846099994
ACH-000324,0.07391010899060001
ACH-000329,0.18878526118099997
ACH-000330,0.0777690258684
ACH-000331,0.117137332202
ACH-000332,0.0504997781513
ACH-000334,0.030788497284200002
ACH-000335,0.30595467987799996
ACH-000336,0.332047971502
ACH-000337,0.0763122088258
ACH-000339,0.03705914998530001
ACH-000341,0.09535952048560001
ACH-000348,0.147126966863
ACH-000350,0.118613390408
ACH-000352,0.184085197128
ACH-000356,0.0327530763506
ACH-000361,-0.0204878288922
ACH-000362,0.09917342792539999
ACH-000363,0.11660859782500001
ACH-000364,-0.00186115072791
ACH-000365,0.16825693254700003
ACH-000366,0.182062858314
