,GAS2L2 (246176)
ACH-000004,-0.381349772522
ACH-000007,-0.423745168293
ACH-000009,-0.479250801163
ACH-000011,-0.412124470654
ACH-000012,-0.286780102742
ACH-000013,-0.415377192126
ACH-000014,-0.244933067764
ACH-000015,-0.299164357652
ACH-000017,-0.453495348131
ACH-000018,-0.42260295406599996
ACH-000019,-0.610842815245
ACH-000021,-0.38072798090800003
ACH-000022,-0.27889918782
ACH-000025,-0.241315004893
ACH-000028,-0.310761579435
ACH-000030,-0.45630232298999995
ACH-000035,-0.43838247667900004
ACH-000036,-0.36620706487899995
ACH-000037,-0.07244761534510001
ACH-000039,-0.229931362518
ACH-000040,-0.249755324573
ACH-000041,-0.390082869401
ACH-000042,-0.22610035718600002
ACH-000045,-0.38469696991499996
ACH-000047,-0.48285068575400003
ACH-000052,-0.229607995288
ACH-000053,-0.317550931902
ACH-000054,-0.43743761753700006
ACH-000055,-0.44268521343199996
ACH-000060,-0.30065425395999995
ACH-000067,-0.45942615227899997
ACH-000070,-0.18861181495
ACH-000075,-0.299194801831
ACH-000078,-0.182838667016
ACH-000082,-0.340893605394
ACH-000085,-0.31441806464899996
ACH-000086,-0.397870684943
ACH-000087,-0.45218901669699996
ACH-000092,-0.24134717816399998
ACH-000095,-0.519500739562
ACH-000097,-0.378341978036
ACH-000098,-0.417544622994
ACH-000099,-0.364102680988
ACH-000108,-0.57452551318
ACH-000113,-0.227613871393
ACH-000115,-0.696464079294
ACH-000116,-0.34168524539300005
ACH-000118,-0.208043345209
ACH-000120,-0.32862533289
ACH-000123,-0.497149026126
ACH-000127,-0.263532722423
ACH-000128,-0.278531346825
ACH-000132,-0.42364906009900005
ACH-000133,-0.311179602667
ACH-000137,-0.305338641631
ACH-000138,-0.348229704666
ACH-000142,-0.500611770874
ACH-000143,-0.287235769258
ACH-000146,-0.244454716375
ACH-000148,-0.420172070854
ACH-000150,-0.21545765437699999
ACH-000152,-0.436605041919
ACH-000153,-0.08987301586230001
ACH-000159,-0.27571820647
ACH-000160,-0.421438670454
ACH-000163,-0.218207853616
ACH-000167,-0.37075270751
ACH-000168,-0.327480730109
ACH-000169,-0.39369820141999995
ACH-000178,-0.194450266197
ACH-000182,-0.48578836199299996
ACH-000183,-0.28525274334
ACH-000188,-0.49364203357299996
ACH-000189,-0.310052878428
ACH-000190,-0.347480862743
ACH-000198,-0.26319261984299996
ACH-000204,-0.419714352396
ACH-000206,-0.404697992602
ACH-000207,-0.342746483918
ACH-000211,-0.45574496868299996
ACH-000215,-0.306528689711
ACH-000221,-0.494056461856
ACH-000222,-0.483656961663
ACH-000223,-0.280532382418
ACH-000226,-0.38968950495800003
ACH-000227,-0.240718921464
ACH-000228,-0.650737468928
ACH-000231,-0.410508272558
ACH-000232,-0.256839452703
ACH-000233,-0.219637817249
ACH-000234,-0.487417306318
ACH-000235,-0.420896117966
ACH-000237,-0.18382160614300003
ACH-000238,-0.33777488003399997
ACH-000243,-0.599439979912
ACH-000244,-0.48133537942500004
ACH-000246,-0.297546318721
ACH-000248,-0.399060012809
ACH-000250,-0.239529370838
ACH-000251,-0.35305007408100003
ACH-000253,-0.331552513618
ACH-000255,-0.33699104453100004
ACH-000256,-0.272121283878
ACH-000257,-0.164213576688
ACH-000258,-0.299631434919
ACH-000259,-0.37561027016000004
ACH-000260,-0.256872457122
ACH-000261,-0.217333789626
ACH-000262,-0.253380326564
ACH-000263,-0.306355950498
ACH-000264,-0.24636860986099998
ACH-000265,-0.550068295132
ACH-000266,-0.360442789093
ACH-000272,-0.41330283280100005
ACH-000273,-0.369566625273
ACH-000274,-0.548622624046
ACH-000277,-0.21935410297
ACH-000278,-0.37422059243100003
ACH-000279,-0.215087042808
ACH-000280,-0.305967695123
ACH-000281,-0.5626771259350001
ACH-000288,-0.35708696469000006
ACH-000291,-0.325219807867
ACH-000293,-0.36118117177599995
ACH-000294,-0.336707920222
ACH-000295,-0.8590092625069999
ACH-000296,-0.287066571599
ACH-000302,-0.21989851054600001
ACH-000304,-0.644609578094
ACH-000307,-0.455986462724
ACH-000308,-0.254471235216
ACH-000310,-0.278887415674
ACH-000311,-0.337989153209
ACH-000312,-0.414010018032
ACH-000315,-0.246829242165
