,ECE1 (1889)
ACH-000004,0.032239437515599996
ACH-000007,0.005963153007060001
ACH-000009,-0.176169451987
ACH-000011,0.139945553188
ACH-000012,-0.118540700623
ACH-000013,-0.16869302305599998
ACH-000014,-0.2071559003
ACH-000015,-0.136429334526
ACH-000017,0.00620326329286
ACH-000018,-0.07942739126189999
ACH-000019,0.163969002452
ACH-000021,-0.123556013437
ACH-000022,-0.105910452679
ACH-000025,-0.0626576063008
ACH-000028,0.0982480623599
ACH-000030,-0.15667388287
ACH-000035,-0.18161227779300002
ACH-000036,-0.053585228818800006
ACH-000037,-0.112057976204
ACH-000039,-0.115036672835
ACH-000040,-0.27589234985
ACH-000041,-0.36551943240199997
ACH-000042,-0.127474249092
ACH-000045,-0.029265625463700002
ACH-000047,-0.0717275970488
ACH-000052,-0.18861874047200003
ACH-000053,-0.108726081196
ACH-000054,-0.09511695734480001
ACH-000055,-0.0734993707225
ACH-000060,-0.0671175460381
ACH-000067,-0.04778116679240001
ACH-000070,0.113444489279
ACH-000075,0.16628314179
ACH-000078,-0.026425351356099996
ACH-000082,0.043145364053
ACH-000085,-0.326296224671
ACH-000086,-0.118158227523
ACH-000087,0.237963203602
ACH-000092,-0.18676334453899998
ACH-000095,-0.0421092244071
ACH-000097,-0.107376997035
ACH-000098,-0.0264835740111
ACH-000099,-0.14377567621200002
ACH-000108,-0.236561280691
ACH-000113,-0.155357810317
ACH-000115,-0.0607727380243
ACH-000116,0.0319435370031
ACH-000118,-0.0602463184414
ACH-000120,-0.149959719526
ACH-000123,0.0742746787017
ACH-000127,-0.114600775963
ACH-000128,-0.45173139649899996
ACH-000132,-0.016461912236
ACH-000133,-0.12058125816500001
ACH-000137,0.056067367793
ACH-000138,-0.109027257939
ACH-000142,-0.196481206948
ACH-000143,-0.144818343571
ACH-000146,-0.122181173893
ACH-000148,-0.157517977118
ACH-000150,-0.288075611821
ACH-000152,-0.246901061663
ACH-000153,-0.18695201805199999
ACH-000159,-0.0762321619605
ACH-000160,-0.185790140671
ACH-000163,-0.0879873130558
ACH-000167,-0.246059530518
ACH-000168,-0.0341271282118
ACH-000169,-0.11642119110400001
ACH-000178,0.0034429558533200003
ACH-000182,0.0948505441874
ACH-000183,-0.154243320298
ACH-000188,-0.148665283993
ACH-000189,-0.24758207886
ACH-000190,-0.302175325176
ACH-000198,-0.149085804558
ACH-000204,-0.14562601056900001
ACH-000206,-0.0481006282289
ACH-000207,-0.168904609541
ACH-000211,-0.00677449804171
ACH-000215,-0.182890127903
ACH-000221,-0.270914247644
ACH-000222,-0.121156828088
ACH-000223,-0.143091567838
ACH-000226,-0.105133393859
ACH-000227,-0.123106022742
ACH-000228,0.18966055376600002
ACH-000231,-0.0982165076716
ACH-000232,-0.16238851912900001
ACH-000233,-0.154207999551
ACH-000234,-0.197109805485
ACH-000235,-0.114940202095
ACH-000237,-0.131307447478
ACH-000238,-0.160647694608
ACH-000243,-0.0706607466998
ACH-000244,-0.0761710380551
ACH-000246,-0.148966216644
ACH-000248,-0.16597335284700002
ACH-000250,-0.0718792288842
ACH-000251,-0.383698280868
ACH-000253,-0.027760277921799997
ACH-000255,-0.11645945845899999
ACH-000256,-0.0452748867205
ACH-000257,-0.286638539433
ACH-000258,-0.256053417263
ACH-000259,-0.133504702023
ACH-000260,-0.0680906482864
ACH-000261,-0.139836986269
ACH-000262,0.101490723002
ACH-000263,-0.150040990789
ACH-000264,-0.113535729771
ACH-000265,0.00390899360014
ACH-000266,-0.07885760238049999
ACH-000272,-0.158065310757
ACH-000273,-0.0741481315642
ACH-000274,-0.09527348490019999
ACH-000277,-0.08629695463130001
ACH-000278,0.0122636903951
ACH-000279,-0.17751066824900003
ACH-000280,0.128025799598
ACH-000281,-0.0937145823914
ACH-000288,-0.09614306291470001
ACH-000291,-0.0990280038562
ACH-000293,-0.0626344651019
ACH-000294,-0.20028082723
ACH-000295,-0.128030101619
ACH-000296,-0.22296570303899998
ACH-000302,-0.121387367306
ACH-000304,-0.469688000844
ACH-000307,-0.189047990098
ACH-000308,-0.0711638702275
ACH-000310,0.0393183821506
ACH-000311,-0.08633349136089999
ACH-000312,-0.214605543624
ACH-000315,0.101747199072
ACH-000316,-0.0863552302599
ACH-000317,-0.321713308777
ACH-000318,0.0034990872014699997
