,POMT2 (29954)
ACH-000004,0.18820535649
ACH-000007,0.047494667273399994
ACH-000009,-0.0402397444916
ACH-000011,0.182473984205
ACH-000012,0.160969187535
ACH-000013,-0.0271563935542
ACH-000014,0.0544048067254
ACH-000015,-0.00960561805796
ACH-000017,0.051930152085699996
ACH-000018,0.18253933413600001
ACH-000019,-0.11941147481799999
ACH-000021,0.150163865482
ACH-000022,-0.0752888341067
ACH-000025,0.196756572684
ACH-000028,0.117098271975
ACH-000030,0.253933183953
ACH-000035,0.20068857496599998
ACH-000036,-0.0678673260065
ACH-000037,-0.07408869118700001
ACH-000039,0.41079067904
ACH-000040,-0.0484960834322
ACH-000041,-0.175282613989
ACH-000042,0.152571755965
ACH-000045,-0.162074142623
ACH-000047,0.017614057929099997
ACH-000052,0.187826904474
ACH-000053,0.06534856169929999
ACH-000054,0.03738900250919999
ACH-000055,0.07392763513810001
ACH-000060,-0.12336038735799999
ACH-000067,-0.19998815715999999
ACH-000070,0.0487925704962
ACH-000075,0.0806579404055
ACH-000078,0.0860104184946
ACH-000082,-0.06548623893109999
ACH-000085,0.20116419845400002
ACH-000086,0.0529543578553
ACH-000087,0.11492051450799999
ACH-000092,0.0022521138491300003
ACH-000095,-0.0483479837056
ACH-000097,-0.022284385945599998
ACH-000098,-0.120506102864
ACH-000099,0.153284498051
ACH-000108,0.0542702613545
ACH-000113,0.0223369048012
ACH-000115,-0.07682336015819999
ACH-000116,-0.035115377943699996
ACH-000118,0.058768267175400006
ACH-000120,0.08850315604530001
ACH-000123,0.00255909948318
ACH-000127,0.10509989533900001
ACH-000128,-0.0174735836275
ACH-000132,0.0705653576735
ACH-000133,-0.0410791522243
ACH-000137,-0.151640505681
ACH-000138,0.09275976636849999
ACH-000142,-5.63202712955e-06
ACH-000143,0.124601245865
ACH-000146,0.10577790051000001
ACH-000148,-0.00756596383875
ACH-000150,0.204404923011
ACH-000152,0.12012382272399999
ACH-000153,0.156376550025
ACH-000159,-0.040461038933900004
ACH-000160,-0.172018649163
