,EDEM3 (80267)
ACH-000004,0.0507538082215
ACH-000007,-0.0223579967553
ACH-000009,-0.160373686658
ACH-000011,0.0635475143909
ACH-000012,-0.0947424990945
ACH-000013,-0.041009024978400005
ACH-000014,-0.037863172856
ACH-000015,-0.134841202021
ACH-000017,-0.239579454005
ACH-000018,0.00345302646038
ACH-000019,-0.0989371846748
ACH-000021,-0.025263648842
ACH-000022,-0.20056843998100002
ACH-000025,-0.11828570951199999
ACH-000028,-0.300293234591
ACH-000030,0.0804291665526
ACH-000035,0.10158603003200001
ACH-000036,-0.18951743778900002
ACH-000037,-0.14457886145999999
ACH-000039,0.04580132306919999
ACH-000040,0.0238208747481
ACH-000041,-0.0643139215795
ACH-000042,0.0452739857382
ACH-000045,-0.127691471533
ACH-000047,-0.0619659484284
ACH-000052,-0.0293990455376
ACH-000053,-0.24178847336800002
ACH-000054,-0.170862083495
ACH-000055,0.0718197052315
ACH-000060,0.11831700292000001
ACH-000067,-0.0039732558678499995
ACH-000070,-0.0838590611932
ACH-000075,0.048607982749300005
ACH-000078,-0.0623877471678
ACH-000082,-0.09194605430189999
ACH-000085,-0.0044292738953699996
ACH-000086,-0.284157756688
ACH-000087,0.0773777146617
ACH-000092,-0.19585402545299999
ACH-000095,-0.043621617662000005
ACH-000097,-0.194973008244
ACH-000098,-0.147635877775
ACH-000099,-0.056848390698
ACH-000108,0.131605857317
ACH-000113,-0.0277918344498
ACH-000115,0.0525450298386
ACH-000116,-0.052003436476300006
ACH-000118,-0.11768434656099999
ACH-000120,-0.04447236292219999
ACH-000123,-0.06465894691980001
ACH-000127,-0.157836423423
ACH-000128,-0.06249663916209999
ACH-000132,0.0486239485991
ACH-000133,-0.20067695695999999
ACH-000137,0.03935505541269999
ACH-000138,0.105149377476
ACH-000142,-0.223174337938
ACH-000143,-0.11948035689000001
ACH-000146,-0.0277648300758
ACH-000148,-0.22371700369300002
ACH-000150,0.209859338489
ACH-000152,-0.131170687397
ACH-000153,0.0158131608095
ACH-000159,0.022771538839599998
ACH-000160,-0.004588227129850001
ACH-000163,-0.045052867017700005
ACH-000167,0.095934866402
ACH-000168,-0.00780606874276
ACH-000169,0.183200258003
ACH-000178,0.0898546275004
ACH-000182,0.0846710180647
ACH-000183,0.0304869262855
ACH-000188,-0.00745466739295
ACH-000189,-0.0234531963558
ACH-000190,-0.12436057287
ACH-000198,0.00663849299274
ACH-000204,-0.264553554789
ACH-000206,-0.04236277301440001
ACH-000207,0.0490264966084
ACH-000211,-0.0023168550683000002
ACH-000215,0.0114444126485
ACH-000221,-0.0591728422604
ACH-000222,-0.154848027966
ACH-000223,-0.170539756811
ACH-000226,-0.0334275215632
ACH-000227,-0.0341452799736
ACH-000228,-0.0140004625297
ACH-000231,-0.0146957654817
ACH-000232,0.08490862482889999
ACH-000233,-0.11705611581700001
ACH-000234,0.0598605117069
ACH-000235,-0.11580051012
ACH-000237,-0.18247719093400003
ACH-000238,-0.07109104720689999
ACH-000243,-0.11416655152499999
ACH-000244,0.0459048340887
ACH-000246,-0.617805731455
ACH-000248,-0.021390125950599997
ACH-000250,-0.175346290809
ACH-000251,0.168021310621
ACH-000253,-0.018401921148400002
ACH-000255,-0.058512015424199995
ACH-000256,-0.058041106111
ACH-000257,-0.243611486994
ACH-000258,-0.0032386151532600004
ACH-000259,-0.0601296928339
ACH-000260,-0.0637850367855
ACH-000261,-0.0199451497681
ACH-000262,0.09892744458889999
ACH-000263,-0.148377633992
ACH-000264,-0.172425461835
ACH-000265,0.07610155154739999
ACH-000266,-0.18076541369600002
ACH-000272,-0.231035783057
ACH-000273,-0.043520783736
ACH-000274,-0.21591044965700001
ACH-000277,0.0426766501375
ACH-000278,0.021134216111099998
ACH-000279,-0.15172123693700001
ACH-000280,0.09633014017100001
ACH-000281,0.0167755722914
ACH-000288,0.11687498286699999
ACH-000291,0.155300803163
ACH-000293,0.0929525581552
ACH-000294,-0.157629227602
ACH-000295,-0.23484538035799998
ACH-000296,0.07023672451660001
ACH-000302,-0.0114812670703
ACH-000304,-0.0560998086755
ACH-000307,-0.0584181874465
ACH-000308,-0.0197861420608
ACH-000310,0.00242307907857
ACH-000311,-0.0547336191964
ACH-000312,-0.026563414823699998
ACH-000315,0.0535006859843
ACH-000316,0.218736267587
ACH-000317,0.06307569767490001
ACH-000318,-0.07298510681510001
ACH-000319,0.0860960697635
ACH-000320,0.0464647065278
ACH-000322,-0.18833258118299998
ACH-000323,0.049482946388800006
ACH-000324,-0.161909477425
ACH-000329,-0.0362885687268
ACH-000330,-0.177379346862
ACH-000331,-0.14069205160999998
ACH-000332,-0.083301718065
ACH-000334,-0.379111006315
ACH-000335,0.162799585318
ACH-000336,0.0327110276527
ACH-000337,0.19784343465999998
ACH-000339,-0.000750278066786
ACH-000341,-0.236027271377
ACH-000348,-0.07583176205969999
ACH-000350,0.031513707062
ACH-000352,0.0055875804745299995
ACH-000356,-0.17460002389600002
ACH-000361,-0.18502280052499998
ACH-000362,-0.238714268502
ACH-000363,-0.200397488356
ACH-000364,-0.133290579202
ACH-000365,-0.09650916037019999
ACH-000366,-0.169804965124
ACH-000368,-0.061634616555699996
ACH-000374,-0.00187448447163
ACH-000375,0.0153384591374
ACH-000376,-0.0407154253681
ACH-000381,-0.112210411723
ACH-000383,-0.0168103274886
ACH-000387,-0.252336785742
ACH-000389,-0.23964521625500002
ACH-000390,-0.12592009928099998
ACH-000393,-0.149052795234
ACH-000395,0.0364398161378
ACH-000397,-0.08049477939119999
ACH-000401,-0.292422870155
ACH-000402,-0.0945067990849
ACH-000403,-0.04700034674049999
ACH-000404,0.0987566066859
ACH-000406,-0.125127876633
ACH-000407,0.0945093077761
ACH-000408,0.0122657174129
ACH-000410,-0.14834476037799998
ACH-000411,-0.125383995911
ACH-000414,-0.08928631293839999
ACH-000415,-0.107327318356
ACH-000416,-0.151448352194
ACH-000420,0.10956597769200001
ACH-000421,0.0511046037942
ACH-000424,-0.103833469476
ACH-000425,-0.07138335686280001
ACH-000426,0.121810497716
ACH-000427,0.061458557251500005
ACH-000433,-0.467280111374
ACH-000436,0.0482175007401
ACH-000444,-0.021755250372099997
ACH-000445,-0.196641022408
ACH-000448,-0.035552507798599996
ACH-000450,-0.0748072791006
ACH-000452,-0.05588225583
ACH-000454,-0.061664160017900004
ACH-000458,-0.00944842616531
ACH-000459,-0.183954869852
ACH-000460,-0.185833583166
ACH-000461,0.164243823909
ACH-000463,-0.0366369834513
ACH-000464,0.014972844036299999
ACH-000466,-0.056763602292599996
ACH-000467,-0.0773850186833
ACH-000468,-0.0152492196564
ACH-000469,-0.263685283474
ACH-000470,-0.00418857938955
ACH-000471,0.0544817440005
