,PTPRB (5787)
ACH-000004,-0.111935099508
ACH-000007,0.0189069237925
ACH-000009,-0.0558395290943
ACH-000011,-0.247346291923
ACH-000012,0.0331913703663
ACH-000013,-0.014295178627299999
ACH-000014,-0.0079779793373
ACH-000015,-0.18611105241700002
ACH-000017,-0.12469126382899999
ACH-000018,-0.051967455997
ACH-000019,-0.087292924325
ACH-000021,-0.249227760435
ACH-000022,0.0902128768727
ACH-000025,-0.326550389663
ACH-000028,-0.0729261786673
ACH-000030,0.0141654863902
ACH-000035,-0.201772089251
ACH-000036,0.034877550412599996
ACH-000037,-0.023424555986599996
ACH-000039,0.032244587814000004
ACH-000040,-0.217258116667
ACH-000041,-0.20785993587699997
ACH-000042,-0.15594642196900002
ACH-000045,0.186520300255
ACH-000047,0.07120084612739999
ACH-000052,-0.20658156125500002
ACH-000053,-0.00338380956187
ACH-000054,-0.182856642143
ACH-000055,-0.0390307693331
ACH-000060,0.07817080471480001
ACH-000067,-0.285691777231
ACH-000070,-0.0160608894736
ACH-000075,-0.0501255782332
ACH-000078,-0.00518798001189
ACH-000082,0.106088446188
ACH-000085,-0.268561393376
ACH-000086,-0.110458065118
ACH-000087,0.0783456645004
ACH-000092,-0.0417097046672
ACH-000095,-0.177056695345
ACH-000097,-0.14396950039999998
ACH-000098,-0.12825294604
ACH-000099,-0.134872654487
ACH-000108,0.03936784715319999
ACH-000113,-0.019916040080000003
ACH-000115,-0.107174012601
ACH-000116,-0.06559955315510001
ACH-000118,-0.17457066351300002
ACH-000120,0.053321829304099996
ACH-000123,-0.021767906755
ACH-000127,-0.0778777957395
ACH-000128,-0.123186387445
ACH-000132,-0.000990106308099
ACH-000133,-0.21295105065900002
ACH-000137,0.07481589348619999
ACH-000138,0.058554029168199996
ACH-000142,0.0606896960158
ACH-000143,-0.042018695387
ACH-000146,-0.0663463636349
ACH-000148,0.0517376920402
ACH-000150,-0.371894509992
ACH-000152,-0.17449333471
ACH-000153,0.106061281706
ACH-000159,-0.2000986789
ACH-000160,-0.172561936655
ACH-000163,-0.09572482483339999
ACH-000167,-0.19913741527399997
ACH-000168,0.210553387168
ACH-000169,-0.196666235046
ACH-000178,-0.12495541097200001
ACH-000182,-0.137719074215
ACH-000183,0.0293596577134
ACH-000188,0.142112165196
ACH-000189,-0.187161206583
ACH-000190,0.00782933407791
ACH-000198,0.010518499716299997
ACH-000204,-0.218616272874
ACH-000206,-0.08502046617560001
ACH-000207,0.0395060247279
ACH-000211,-0.06963572145119999
ACH-000215,-0.138544073555
ACH-000221,-0.07439682804280001
ACH-000222,-0.148674859631
ACH-000223,-0.15056205191400002
ACH-000226,-0.19010332532000002
ACH-000227,-0.22940548703299998
ACH-000228,0.0370906813937
ACH-000231,-0.105289305449
ACH-000232,-0.279397317897
ACH-000233,0.0758830476295
ACH-000234,-0.049181318752699994
ACH-000235,-0.267870032709
ACH-000237,-0.168835268486
ACH-000238,0.0762410754369
