,PLG (5340)
ACH-000004,0.187039456298
ACH-000007,-0.07463181820419999
ACH-000009,-0.108574059485
ACH-000011,0.292192280362
ACH-000012,0.022773255189999998
ACH-000013,0.0788392278062
ACH-000014,0.0903775247899
ACH-000015,-0.0461834086405
ACH-000017,0.118917296186
ACH-000018,-0.10690159571499999
ACH-000019,-0.0528366285636
ACH-000021,-0.481481439931
ACH-000022,-0.049664442310100004
ACH-000025,0.06173137321740001
ACH-000028,0.0433112566383
ACH-000030,-0.10448955442600001
ACH-000035,0.021659021960800003
ACH-000036,-0.026770345373800002
ACH-000037,-0.041991903891099996
ACH-000039,-0.168386847551
ACH-000040,-0.173929814481
ACH-000041,0.018130772599200002
ACH-000042,-0.112647624229
ACH-000045,-0.10193229402899999
ACH-000047,0.0112407005101
ACH-000052,0.055013560290299995
ACH-000053,-0.0116658482244
ACH-000054,-0.0343569513199
ACH-000055,0.24766540156
ACH-000060,0.17968473697299997
ACH-000067,-0.11630429396400001
ACH-000070,0.0188101194379
ACH-000075,-0.0141657840644
ACH-000078,-0.278398628819
ACH-000082,0.008025556071390001
ACH-000085,0.0824777304676
ACH-000086,-0.0471506617904
ACH-000087,-0.04452773049580001
ACH-000092,-0.047716989489
ACH-000095,-0.15557446920999998
ACH-000097,-0.043854225406300004
ACH-000098,-0.15039405447100002
ACH-000099,-0.146104784115
ACH-000108,-0.18182652836100002
ACH-000113,-0.0590709624448
ACH-000115,0.21641792873799998
ACH-000116,0.024971189495900003
ACH-000118,-0.08152935332899999
ACH-000120,-0.10038040794099999
ACH-000123,0.0310516390815
ACH-000127,-0.0422629078922
ACH-000128,-0.12282464698899999
ACH-000132,-0.0765632858741
ACH-000133,-0.0159584805966
ACH-000137,0.020262256752
ACH-000138,-0.138735685983
ACH-000142,0.0333554012201
ACH-000143,-0.175345484491
ACH-000146,0.109075200496
ACH-000148,-0.0179944220658
ACH-000150,-0.22525437053199998
ACH-000152,-0.0427620152246
ACH-000153,-0.07054277447889999
ACH-000159,0.00737219087824
ACH-000160,0.09836607336339999
ACH-000163,0.195038670445
ACH-000167,-0.222967456079
ACH-000168,0.012893077268
ACH-000169,0.034692371663300005
ACH-000178,-0.1015855809
ACH-000182,-0.09166341994660002
ACH-000183,-0.08717421023980002
ACH-000188,0.107742212069
ACH-000189,0.01783520327
ACH-000190,-0.0920938887224
ACH-000198,-0.090273810895
ACH-000204,0.395979188082
ACH-000206,0.0420641321815
ACH-000207,-0.0465515301062
ACH-000211,-0.0125360809167
ACH-000215,-0.05748096718930001
ACH-000221,-0.0754083245082
ACH-000222,-0.0438894169927
ACH-000223,-0.11520279979699999
ACH-000226,-0.0039043449751
ACH-000227,-0.00334131997315
ACH-000228,-0.09448940554950001
ACH-000231,0.0501704733019
ACH-000232,-0.0589885912536
ACH-000233,0.00676842543261
ACH-000234,0.00482001300821
ACH-000235,-0.0215177314219
ACH-000237,0.00989344214175
ACH-000238,0.0454847308551
ACH-000243,-0.11641957057600001
ACH-000244,0.115352332124
ACH-000246,-0.048994605964599994
ACH-000248,0.069390376285
ACH-000250,-0.05687005585109999
ACH-000251,-0.09167505310049999
ACH-000253,0.05629740436840001
ACH-000255,0.0105888623211
ACH-000256,0.00197890566645
ACH-000257,-0.089797131095
ACH-000258,0.0550874779994
ACH-000259,-0.0633503955644
ACH-000260,-0.0907828828855
ACH-000261,0.0463120300034
ACH-000262,-0.0759254407291
ACH-000263,-0.134132906912
ACH-000264,0.06590651497000001
ACH-000265,-0.153974966499
ACH-000266,-0.103717358691
ACH-000272,-0.187901663503
ACH-000273,-0.252286897476
ACH-000274,-0.122915656687
ACH-000277,0.051969642969300005
ACH-000278,-0.0723426443297
ACH-000279,0.00874563465729
ACH-000280,0.0876431147008
ACH-000281,-0.050340375119599996
ACH-000288,-0.0184388302707
ACH-000291,0.0266366782841
ACH-000293,0.114993914501
ACH-000294,-0.0551042867099
ACH-000295,-0.362113372266
ACH-000296,-0.190920326758
ACH-000302,0.0494906237166
ACH-000304,0.0906592412799
ACH-000307,-0.0680299685558
ACH-000308,-0.0164064938865
ACH-000310,-0.19328978936500002
ACH-000311,-0.05067892808669999
ACH-000312,-0.17464595693799997
ACH-000315,0.155383630258
ACH-000316,-0.11508737884800001
ACH-000317,-0.0677384882357
ACH-000318,0.0610450505127
ACH-000319,0.0687340540885
ACH-000320,-0.29532966628199997
ACH-000322,0.10680472041000001
ACH-000323,0.0332439201914
ACH-000324,-0.233151285588
ACH-000329,-0.09324745236
ACH-000330,-0.100546703563
ACH-000331,0.0254310968694
ACH-000332,0.05509980434930001
ACH-000334,-0.22039262045400002
ACH-000335,0.149973207288
ACH-000336,-0.108155314607
ACH-000337,-0.000508388588918
ACH-000339,-0.08131826293410001
ACH-000341,-0.212129443134
ACH-000348,-0.08174596388489999
ACH-000350,0.128875016971
ACH-000352,0.0103598628581
ACH-000356,0.130974995687
ACH-000361,-0.055685315972800006
ACH-000362,-0.128058184814
ACH-000363,0.052343784519699996
ACH-000364,-0.0423212690331
ACH-000365,-0.0662697278191
ACH-000366,-0.144857733469
ACH-000368,-0.25700258379999996
ACH-000374,-0.137652724373
ACH-000375,-0.259124019152
ACH-000376,-0.136387808431
ACH-000381,-0.344043858512
ACH-000383,0.032696041181900004
ACH-000387,-0.12326492338400001
ACH-000389,0.150123003585
ACH-000390,-0.0600654016342
ACH-000393,-0.200222426648
ACH-000395,-0.429277551252
ACH-000397,-0.0585822425153
ACH-000401,-0.0203292470733
ACH-000402,0.119862791149
ACH-000403,-0.245298842426
ACH-000404,0.146779667729
ACH-000406,-0.017812688610000002
ACH-000407,-0.099793906341
ACH-000408,-0.0205416236646
ACH-000410,-0.10347787403200001
ACH-000411,0.045548994061400006
ACH-000414,-0.0917247925312
ACH-000415,-0.124586860878
ACH-000416,0.0317331030193
ACH-000420,-0.229337151988
ACH-000421,0.0423696824292
ACH-000424,-0.023689635530400002
ACH-000425,-0.0583125170587
ACH-000426,0.215176655631
ACH-000427,0.04420825050340001
ACH-000433,-0.172382270705
ACH-000436,-0.087759952785
ACH-000444,-0.101020550244
ACH-000445,-0.145431104172
ACH-000448,-0.00210704394526
ACH-000450,-0.011781398729399999
ACH-000452,0.0163109283537
ACH-000454,0.043635115248800004
ACH-000458,0.160931448307
ACH-000459,0.22298141698600002
ACH-000460,-0.042759084179800004
ACH-000461,0.072378120246
ACH-000463,-0.0915691720015
ACH-000464,0.0187526629778
ACH-000466,-0.0367384896031
ACH-000467,0.00105989363329
ACH-000468,-0.15953122089299998
ACH-000469,-0.07459914008289999
ACH-000470,-0.226411951994
ACH-000471,-0.156095254681
