,LCE1B (353132)
ACH-000004,-0.04763274663
ACH-000007,-0.291095466598
ACH-000009,-0.210692728336
ACH-000011,-0.022628309082299996
ACH-000012,-0.235287909262
ACH-000013,-0.023247099717299997
ACH-000014,-0.173350896342
ACH-000015,-0.09661923466460001
ACH-000017,-0.10051781964999999
ACH-000018,-0.216320785997
ACH-000019,-0.444364627936
ACH-000021,0.0011678783788900001
ACH-000022,-0.154346376488
ACH-000025,-0.236544609317
ACH-000028,-0.0524346285842
ACH-000030,-0.115864063554
ACH-000035,0.0299241998581
ACH-000036,-0.35416861337399996
ACH-000037,-0.180171784223
ACH-000039,-0.173244601991
ACH-000040,-0.272131543742
ACH-000041,-0.007990726190569999
ACH-000042,-0.026021683762599997
ACH-000045,-0.161239810126
ACH-000047,0.0405290656699
ACH-000052,-0.309961070352
ACH-000053,-0.0168859309652
ACH-000054,-0.269683849507
ACH-000055,-0.03862530895730001
ACH-000060,-0.10815415712099999
ACH-000067,-0.169693680178
ACH-000070,0.014050702967700002
ACH-000075,-0.459319137058
ACH-000078,-0.199820672168
ACH-000082,-0.15983819152999998
ACH-000085,-0.27029859930399996
ACH-000086,-0.12149537503900001
ACH-000087,-0.12252855106699999
ACH-000092,-0.36900446686899996
ACH-000095,-0.361195461544
ACH-000097,-0.322006986904
ACH-000098,-0.13721245866100001
ACH-000099,-0.0674292671156
ACH-000108,0.012740844481799999
ACH-000113,-0.181098319698
ACH-000115,-0.11642525212799999
ACH-000116,-0.324860867265
ACH-000118,-0.0686994300868
ACH-000120,-0.00480245329317
ACH-000123,-0.12409527367499999
ACH-000127,-0.14205295562200002
ACH-000128,-0.244814176536
ACH-000132,0.0232755504877
ACH-000133,-0.256457164386
ACH-000137,-0.12089290732300001
ACH-000138,-0.012075371965999998
ACH-000142,-0.153181617698
ACH-000143,-0.0181920819299
ACH-000146,-0.17976988255999998
ACH-000148,-0.166729190504
ACH-000150,-0.0596199373495
ACH-000152,-0.146787793018
ACH-000153,-0.24905812796500001
ACH-000159,-0.481076166811
ACH-000160,-0.11370358360999999
ACH-000163,-0.209468136761
ACH-000167,0.12974969777999998
ACH-000168,-0.17192695549800002
ACH-000169,-0.18044418094300002
ACH-000178,-0.09939187664339999
ACH-000182,-0.0347978074297
ACH-000183,-0.0287717409065
ACH-000188,-0.14250184282199999
ACH-000189,-0.5760676262100001
ACH-000190,0.0684587483461
ACH-000198,-0.24634992329500002
ACH-000204,-0.31802476931999996
ACH-000206,-0.25851930791
ACH-000207,-0.0439333510278
ACH-000211,-0.184213657867
ACH-000215,-0.331594335526
ACH-000221,-0.039606376693300006
ACH-000222,0.164685527478
ACH-000223,-0.200881900536
ACH-000226,-0.219957477525
ACH-000227,-0.3313314734
ACH-000228,0.0813286891458
ACH-000231,-0.141251270332
ACH-000232,-0.217783946701
ACH-000233,0.00335778987904
ACH-000234,-0.293746900114
ACH-000235,-0.19948363352600001
ACH-000237,-0.242941565777
ACH-000238,-0.09193058284029999
ACH-000243,-0.0797918024349
ACH-000244,0.0359059601694
ACH-000246,-0.204134906985
ACH-000248,-0.176720678582
ACH-000250,-0.35626860582599995
ACH-000251,0.17252937443100003
ACH-000253,-0.319625669083
ACH-000255,0.0475599934172
ACH-000256,-0.314984117889
ACH-000257,-0.19105326007100001
ACH-000258,-0.276303714976
ACH-000259,-0.126784156196
ACH-000260,-0.138750645875
ACH-000261,-0.113540998662
ACH-000262,-0.270372142125
ACH-000263,-0.40266637603200006
ACH-000264,-0.228283564075
ACH-000265,0.00940632636178
ACH-000266,-0.17379946241099997
ACH-000272,-0.35281989187
ACH-000273,-0.304116863334
ACH-000274,-0.2927748348
ACH-000277,-0.39902635519199997
ACH-000278,-0.13983931598
ACH-000279,-0.20727253082000002
ACH-000280,-0.19138016155499998
ACH-000281,0.19895917467
ACH-000288,-0.26872416679600003
ACH-000291,-0.157328039106
ACH-000293,-0.287164110768
ACH-000294,-0.115162826163
ACH-000295,-0.0461501916947
ACH-000296,-0.00384428826841
ACH-000302,-0.0677502496517
ACH-000304,-0.134292733955
ACH-000307,-0.14059716235300002
ACH-000308,-0.29877479588000005
ACH-000310,-0.465280499785
ACH-000311,-0.09969587923170001
ACH-000312,-0.0644444959148
ACH-000315,0.187050438304
ACH-000316,-0.033921023155499996
ACH-000317,-0.209992930134
ACH-000318,-0.104885292524
ACH-000319,0.021437549967099997
ACH-000320,0.12614997156500002
ACH-000322,-0.242412089036
ACH-000323,-0.20166318544
ACH-000324,-0.144747568606
ACH-000329,-0.30812419789
ACH-000330,-0.0141964149023
ACH-000331,-0.300947401092
ACH-000332,-0.241315075065
ACH-000334,-0.380785595739
ACH-000335,-0.21650450592300002
ACH-000336,-0.290545154386
ACH-000337,-0.05054349398019999
ACH-000339,-0.134970678619
ACH-000341,-0.250677976739
ACH-000348,-0.218379773501
ACH-000350,-0.186809725133
ACH-000352,0.0103478879911
ACH-000356,-0.19293375371100002
ACH-000361,-0.034442932190600004
ACH-000362,-0.31725831834199997
ACH-000363,-0.231967664584
ACH-000364,-0.248549267795
ACH-000365,-0.141153373032
ACH-000366,-0.18962827792599998
ACH-000368,-0.06869690376069999
ACH-000374,-0.11236819878799999
ACH-000375,-0.043739586471499996
ACH-000376,-0.132879992769
ACH-000381,-0.0403511855868
ACH-000383,-0.285649585418
ACH-000387,0.013431798056999998
ACH-000389,-0.0882193388361
ACH-000390,-0.259522185405
ACH-000393,-0.0577419028186
ACH-000395,-0.32955184097600004
ACH-000397,-0.322612173474
ACH-000401,-0.0452189702493
ACH-000402,-0.392547102024
ACH-000403,-0.545004398569
ACH-000404,-0.0898223583753
ACH-000406,-0.012850240030399999
ACH-000407,-0.378276338174
ACH-000408,-0.15281587801
ACH-000410,-0.267830219307
ACH-000411,-0.278931521752
ACH-000414,-0.0792023129065
ACH-000415,-0.0277103226713
ACH-000416,-0.43355529971
ACH-000420,-0.0300778150907
ACH-000421,0.05290861841680001
ACH-000424,-0.285168782303
ACH-000425,-0.27377256955400003
ACH-000426,-0.326461924259
ACH-000427,-0.550597957618
ACH-000433,-0.03538566142
ACH-000436,-0.206227057368
ACH-000444,-0.0111157984155
ACH-000445,0.121382295541
ACH-000448,-0.16059845944499998
ACH-000450,-0.104308202522
ACH-000452,-0.15302567969
ACH-000454,-0.288253982535
ACH-000458,-0.00533896496483
ACH-000459,0.057589265070099996
ACH-000460,-0.139397376239
ACH-000461,-0.185464006635
ACH-000463,-0.314040108543
ACH-000464,-0.507731688346
ACH-000466,-0.259457627375
ACH-000467,-0.21428121773699998
ACH-000468,-0.196309506881
ACH-000469,-0.23691073929900003
ACH-000470,-0.14463921438
ACH-000471,-0.0880368190889
ACH-000472,-0.24227072578699999
ACH-000473,-0.20865163553100002
ACH-000475,-0.244856904147
ACH-000476,-0.197807594723
ACH-000477,0.0112488879861
ACH-000480,0.0341741060587
ACH-000481,-0.197541745425
ACH-000483,0.0199241483927
ACH-000484,-0.276358206429
ACH-000485,-0.400403780632
ACH-000486,-0.207403775165
ACH-000487,-0.0854393956944
ACH-000488,-0.09113524285539999
ACH-000490,-0.19769487558200002
ACH-000491,-0.205511144742
ACH-000495,-0.37108318654399997
ACH-000496,-0.143903547029
ACH-000499,-0.049758016530099994
ACH-000500,-0.153922780363
ACH-000502,-0.139579434207
ACH-000503,-0.123944563893
ACH-000505,-0.287219434237
ACH-000507,-0.290320788056
ACH-000510,-0.17488133501400002
ACH-000511,-0.180397915313
ACH-000512,-0.4134859997
ACH-000516,-0.09164369425680001
ACH-000517,-0.178750625028
ACH-000518,-0.287235474931
ACH-000520,-0.187831298076
ACH-000521,-0.07752867489660001
ACH-000522,-0.269121469788
ACH-000524,-0.219618963486
ACH-000527,0.0206623599254
ACH-000528,-0.104802608901
ACH-000537,-0.0162165235796
ACH-000541,-0.25563126853100004
ACH-000542,-0.19417628795400002
ACH-000544,-0.0837091908151
ACH-000545,-0.237998892848
ACH-000547,0.04267860088019999
ACH-000548,-0.345465264929
ACH-000549,0.0182648325584
ACH-000550,-0.015195824344600001
ACH-000552,-0.367905044595
ACH-000556,-0.09001215845480001
ACH-000557,-0.43953316746000004
ACH-000570,0.0580561355686
ACH-000571,-0.38230211100100003
ACH-000573,0.128609432448
ACH-000576,-0.206343548617
ACH-000580,0.182121560826
ACH-000584,-0.0721378182774
ACH-000585,-0.07099049323510001
ACH-000588,-0.356558121805
ACH-000589,-0.204150878342
ACH-000591,0.0557088218616
ACH-000593,-0.232943184196
ACH-000600,-0.203766553955
ACH-000601,-0.169118750794
ACH-000604,-0.193276806245
ACH-000605,-0.11453242667300001
ACH-000606,-0.097553344437
ACH-000608,-0.491762631073
ACH-000614,-0.180344783143
ACH-000616,-0.16823663653299997
ACH-000618,-0.0318574145315
ACH-000619,-0.214880260648
ACH-000620,-0.113158644442
ACH-000621,-0.056108121256599995
ACH-000622,-0.10652896002699999
ACH-000623,-0.0302962983266
ACH-000624,-0.11517820555500001
ACH-000627,-0.24667337149500002
ACH-000630,-0.09794551578630001
ACH-000632,-0.0827804287169
ACH-000633,-0.132307783629
ACH-000637,0.140492729867
ACH-000638,-0.19715305323899998
ACH-000646,-0.355596916097
ACH-000647,-0.240293702254
ACH-000648,-0.210134388377
ACH-000649,-0.248990750709
ACH-000651,-0.0674929553551
ACH-000652,-0.0385702888319
ACH-000653,-0.174970941967
ACH-000657,-0.241413523594
ACH-000658,-0.311022595052
ACH-000661,-0.109200484851
ACH-000662,-0.21468188629700002
ACH-000663,-0.0612106639607
ACH-000665,-0.161257679645
ACH-000671,-0.0678801682826
ACH-000673,-0.258181014003
ACH-000676,-0.222057644141
ACH-000677,-0.189426520044
ACH-000681,0.032019966170000004
ACH-000682,-0.16752762952199998
ACH-000683,-0.405417943015
ACH-000684,0.14985831887700002
ACH-000688,-0.21714263448899998
ACH-000693,-0.183976951188
ACH-000694,-0.059350833315000004
ACH-000695,-0.143204410787
ACH-000696,-0.234294012817
ACH-000697,-0.258650733872
ACH-000699,0.0158871991147
ACH-000701,-0.138876065758
ACH-000706,-0.216426844681
ACH-000711,-0.12169535709200001
ACH-000713,-0.129260232227
ACH-000714,-0.335288179889
ACH-000718,-0.40760348211999997
ACH-000720,0.0453866166789
ACH-000721,-0.140911070773
ACH-000724,-0.414660656791
ACH-000725,-0.239078666034
ACH-000732,0.290141683297
ACH-000734,-0.208070297124
ACH-000735,-0.240784051834
ACH-000736,-0.19749108019499997
ACH-000738,-0.0717717601377
ACH-000746,-0.200305325449
ACH-000747,-0.33936665701800006
ACH-000748,-0.20087726602800002
ACH-000753,-0.16183947293099998
ACH-000756,-0.34672497427500004
ACH-000757,0.0326267312985
ACH-000758,-0.07602579048239999
ACH-000760,-0.44103258961999997
ACH-000763,-0.30018931498
ACH-000764,-0.537276594967
ACH-000765,-0.0819839918878
ACH-000766,-0.14265940029100002
ACH-000767,-0.457222275037
ACH-000768,-0.0168446326841
ACH-000769,-0.210272186023
ACH-000770,-0.389038295733
ACH-000771,-0.203947262298
ACH-000773,-0.0170669921664
ACH-000776,-0.20723031420000002
ACH-000777,-0.0210153556124
ACH-000778,-0.13963887414599999
ACH-000781,0.042757471055199996
ACH-000782,-0.16375839620899998
ACH-000783,-0.39797095759400003
ACH-000784,-0.07012713439349999
ACH-000785,-0.293892246752
ACH-000787,-0.24850461885400002
ACH-000788,0.0326442945196
ACH-000791,-0.161830840679
ACH-000792,-0.08532224776000001
ACH-000794,0.029035359610599998
ACH-000796,-0.392146876188
ACH-000799,-0.219927587533
ACH-000800,-0.0199333769269
ACH-000802,-0.07420208271289999
ACH-000804,-0.18543544299000003
ACH-000805,0.0467525198893
ACH-000809,-0.160363546815
ACH-000810,0.0680701634055
ACH-000811,-0.156435812404
ACH-000817,-0.206235068599
ACH-000819,-0.164165915595
ACH-000820,0.17011432842799998
ACH-000821,-0.15649597745
ACH-000822,-0.389223616143
ACH-000823,-0.0980495741217
ACH-000824,-0.33197319694899996
ACH-000827,-0.31436496635600003
ACH-000829,-0.425432471271
ACH-000831,-0.0552580670443
ACH-000832,-0.121747506149
ACH-000833,0.130565697263
ACH-000834,-0.270374853625
ACH-000835,-0.108978762091
ACH-000836,-0.200732298462
ACH-000837,0.08800280624040001
ACH-000838,-0.11928706403200001
ACH-000839,-0.336776687094
ACH-000840,-0.055816070043
ACH-000841,0.0213776714806
ACH-000843,-0.275782094
ACH-000846,-0.346774423387
ACH-000847,-0.127978103608
ACH-000848,-0.113972851579
ACH-000849,-0.119286615829
ACH-000851,-0.219687781941
ACH-000855,-0.371636859089
ACH-000856,0.0504838228144
ACH-000858,-0.08902100846010001
ACH-000859,-0.11703128936599999
ACH-000861,-0.165743035371
ACH-000862,-0.200940617764
ACH-000865,-0.0704899558534
ACH-000866,-0.338506415268
ACH-000867,-0.412993955478
ACH-000869,-0.45339005746000005
ACH-000872,-0.0641616869749
ACH-000873,0.0867434302995
ACH-000876,-0.20026141295299998
ACH-000878,0.11103671237
ACH-000880,-0.344240233344
ACH-000881,-0.11186719284000002
ACH-000882,-0.273277399914
ACH-000884,-0.0574524055803
ACH-000885,-0.0012770511783
ACH-000887,-0.381985501297
ACH-000888,-0.249415396167
ACH-000889,-0.256754934915
ACH-000890,-0.136380479663
ACH-000896,-0.18569478572
ACH-000898,-0.29999001598
ACH-000900,-0.0484872618131
ACH-000901,-0.046431175934100004
ACH-000905,-0.30276682176999997
ACH-000906,-0.158599630028
ACH-000907,-0.198484516351
ACH-000910,-0.175806360362
ACH-000911,-0.035636268288400004
ACH-000912,-0.139577708715
ACH-000913,0.031775792847700005
ACH-000915,-0.110103196694
ACH-000916,-0.263362253675
ACH-000917,-0.00641864551556
ACH-000921,-0.108554480351
ACH-000924,-0.300154294722
ACH-000926,-0.14780645774499998
ACH-000928,-0.14695534279300002
ACH-000929,-0.121340150435
ACH-000932,-0.35135378422799995
ACH-000935,-0.22752516142700002
ACH-000936,-0.31173131222600003
ACH-000937,-0.18855888526999998
ACH-000938,-0.317170759626
ACH-000939,-0.0965579377334
ACH-000941,-0.241683343843
ACH-000943,-0.271376444349
ACH-000946,-0.15857385352199999
ACH-000947,-0.139057068561
ACH-000948,-0.143029889807
ACH-000950,-0.13894424285700002
ACH-000953,-0.493507182989
ACH-000957,-0.217239077864
ACH-000958,-0.300524556052
ACH-000960,-0.335266308079
ACH-000963,-0.189543220149
ACH-000968,-0.0777629832163
ACH-000969,-0.277418002614
ACH-000973,-0.282940634903
ACH-000974,-0.471816788619
ACH-000975,-0.192788702911
ACH-000976,-0.274847079767
ACH-000978,-0.178223791745
ACH-000980,-0.08822632757379999
ACH-000984,-0.22007832816
ACH-000986,-0.220065572596
ACH-000988,-0.149904645473
ACH-000993,-0.0175165779952
ACH-000994,-0.091415023488
ACH-000996,-0.104468786347
ACH-001001,-0.492427208801
ACH-001020,-0.00922191909216
ACH-001028,-0.276316662626
ACH-001031,0.101177847564
ACH-001038,-0.0754837331293
ACH-001048,0.0048338646618000004
ACH-001050,-0.222631329585
ACH-001053,-0.17806006142900002
ACH-001054,-0.125609329637
ACH-001061,-0.189507807368
ACH-001067,0.0112604071825
ACH-001075,-0.0161020067648
ACH-001096,-0.368777744979
ACH-001128,0.121670813073
ACH-001134,-0.167518937271
ACH-001151,-0.299104265271
ACH-001163,-0.165940971527
ACH-001164,0.195449167567
ACH-001173,-0.107617269977
ACH-001183,-0.267649837696
ACH-001184,-0.19192194512000002
ACH-001190,-0.374319086412
ACH-001192,-0.0182343927436
ACH-001193,-0.149600447024
ACH-001196,-0.0578228731834
ACH-001197,-0.365797353501
ACH-001205,-0.122490856699
ACH-001211,-0.19362969916499997
ACH-001212,-0.04583443547069999
ACH-001228,-0.286946800161
ACH-001232,-0.18590206319299998
ACH-001239,-0.32607439415899997
ACH-001274,-0.163805894694
ACH-001275,-0.0926200894667
ACH-001277,-0.215568253077
ACH-001278,-0.08977559214780001
ACH-001280,-0.111239211148
ACH-001283,-0.11944146465999998
ACH-001289,-0.106776770467
ACH-001295,-0.17612622632199998
ACH-001300,-0.23110066914000002
ACH-001301,-0.13036711011399998
ACH-001302,-0.25061543822099996
ACH-001303,-0.44772089831399997
ACH-001306,-0.258538305585
ACH-001318,-0.11822430325899999
ACH-001322,-0.31987955077799995
ACH-001328,-0.31007923207
ACH-001332,-0.0506410391235
ACH-001333,-0.11373557168199999
ACH-001336,-0.158999002083
ACH-001340,-0.10996115559399999
ACH-001346,-0.256236166958
ACH-001353,-0.376562597081
ACH-001354,-0.521268975657
ACH-001367,-0.0075628379135
ACH-001368,-0.147245354316
ACH-001374,0.00991060046833
ACH-001375,-0.32758403721900003
ACH-001377,-0.20850627014000003
ACH-001380,-0.174710626644
ACH-001391,-0.353726684061
ACH-001407,-0.138169212554
ACH-001408,-0.22910975325199998
ACH-001413,-0.0712491213493
ACH-001430,-0.176504932917
ACH-001431,-0.17548114359099998
ACH-001450,-0.18498931965799997
ACH-001496,-0.0167213466017
ACH-001500,-0.0417942140055
ACH-001521,-0.0879870897042
ACH-001523,-0.101200596727
ACH-001532,-0.128157322455
ACH-001536,-0.284244604219
ACH-001550,-0.10486173372400001
ACH-001552,-0.276670794402
ACH-001554,-0.169528707053
ACH-001645,-0.341865580692
ACH-001654,-0.0764084658385
ACH-001715,-0.07049566828539999
ACH-001735,-0.148952481346
ACH-001736,-0.146679997209
ACH-001737,-0.42426087589
