,GRN (2896)
ACH-000004,-0.0449168915804
ACH-000007,-0.289710031344
ACH-000009,-0.26699246405099997
ACH-000011,-0.037500891230699995
ACH-000012,-0.25092762439599997
ACH-000013,-0.284060089819
ACH-000014,-0.19272748230599998
ACH-000015,-0.035719962372199994
ACH-000017,-0.164522656554
ACH-000018,-0.131750935325
ACH-000019,-0.185760949349
ACH-000021,-0.14180623365599998
ACH-000022,-0.23463582306699998
ACH-000025,-0.039910322636
ACH-000028,-0.000588593949472
ACH-000030,-0.272817035656
ACH-000035,-0.350560095541
ACH-000036,-0.07071362390089998
ACH-000037,-0.103664349676
ACH-000039,-0.133823646418
ACH-000040,-0.23202874780000002
ACH-000041,-0.303905399451
ACH-000042,-0.273466638186
ACH-000045,-0.28784842105999997
ACH-000047,-0.167208796642
ACH-000052,-0.199721291597
ACH-000053,-0.14386153129100002
ACH-000054,-0.0347453993286
ACH-000055,-0.116027359262
ACH-000060,-0.201864705662
ACH-000067,-0.16610116314
ACH-000070,-0.179541542335
ACH-000075,-0.30453743815699996
ACH-000078,-0.22707086647500002
ACH-000082,-0.279105061729
ACH-000085,-0.10080098330199999
ACH-000086,-0.219965876608
ACH-000087,0.205348952892
ACH-000092,-0.101620031403
ACH-000095,-0.24185527319800001
ACH-000097,-0.218160202984
ACH-000098,-0.0435855713737
ACH-000099,-0.197799677022
ACH-000108,-0.04519713867880001
ACH-000113,-0.0362565393185
ACH-000115,-0.160440000463
ACH-000116,-0.265352421817
ACH-000118,-0.195304461887
ACH-000120,-0.25486149047400003
ACH-000123,-0.39133996454400005
ACH-000127,-0.135816858853
ACH-000128,-0.41042084723300004
ACH-000132,-0.162433076797
ACH-000133,-0.115763859385
ACH-000137,-0.0648316881307
ACH-000138,-0.358120828231
ACH-000142,-0.34366911233
ACH-000143,-0.056309711605099996
ACH-000146,-0.0816626651053
ACH-000148,-0.260016537854
ACH-000150,-0.288799169751
ACH-000152,-0.326532215821
ACH-000153,0.11308411041099999
ACH-000159,-0.12680569895899999
ACH-000160,-0.116965803298
ACH-000163,-0.311751525143
ACH-000167,-0.155553594456
ACH-000168,-0.0269399602624
ACH-000169,-0.155634899865
ACH-000178,0.0130696413304
ACH-000182,-0.171403315997
ACH-000183,-0.15136277263800002
ACH-000188,-0.38256506757500003
ACH-000189,-0.209967671985
ACH-000190,-0.188425109094
ACH-000198,-0.10367132492100001
ACH-000204,-0.357031902258
ACH-000206,-0.0542008543835
ACH-000207,-0.169344779821
ACH-000211,-0.22975141014000003
ACH-000215,-0.200173308125
ACH-000221,-0.156543255233
ACH-000222,-0.108771510665
ACH-000223,-0.07259803732089999
ACH-000226,-0.053549802320800005
ACH-000227,-0.277409946756
ACH-000228,-0.33711776138300004
ACH-000231,-0.089887156937
ACH-000232,-0.130493992858
ACH-000233,-0.00897207127654
ACH-000234,-0.252771525665
ACH-000235,-0.210119498376
ACH-000237,-0.0719633761578
ACH-000238,-0.155907058195
ACH-000243,-0.32787853416499996
ACH-000244,-0.0240713961712
ACH-000246,0.020345459843
ACH-000248,-0.116989605911
ACH-000250,-0.229468542302
ACH-000251,-0.139748070999
ACH-000253,-0.107819355134
ACH-000255,-0.248140870768
ACH-000256,-0.292200801766
ACH-000257,-0.0599929998403
ACH-000258,0.0328861621241
ACH-000259,-0.270459760827
ACH-000260,-0.18105556910999998
ACH-000261,-0.130313005576
ACH-000262,0.0622111326387
ACH-000263,-0.09545811576850001
ACH-000264,-0.204075974799
ACH-000265,-0.228425969871
ACH-000266,-0.183428905854
ACH-000272,-0.027843073181699998
ACH-000273,-0.13397747245799999
ACH-000274,-0.392492324191
ACH-000277,-0.11792328398700001
ACH-000278,-0.0597192175841
ACH-000279,-0.136515078603
ACH-000280,-0.23833314115899998
ACH-000281,-0.26497958354
ACH-000288,-0.291061511299
ACH-000291,-0.277877899384
ACH-000293,-0.31195096612100004
ACH-000294,-0.22350335632399998
ACH-000295,-0.128123206001
ACH-000296,-0.398751347786
ACH-000302,-0.215753223125
ACH-000304,-0.0235576901474
ACH-000307,-0.0854831908927
ACH-000308,-0.250183915268
ACH-000310,-0.285052615931
ACH-000311,-0.044788658627399995
ACH-000312,-0.34011420295999995
ACH-000315,0.21074418675999998
ACH-000316,-0.207790312751
ACH-000317,-0.11199618451099999
ACH-000318,-0.315365011664
ACH-000319,-0.18163000024599998
ACH-000320,-0.0955730751322
ACH-000322,-0.00128546847328
ACH-000323,-0.291796814837
ACH-000324,-0.185191947419
ACH-000329,-0.266044337166
ACH-000330,-0.186938311659
ACH-000331,0.0393578423242
ACH-000332,-0.114041608925
ACH-000334,0.0305335990894
ACH-000335,0.034637663584800006
ACH-000336,-0.227996306456
ACH-000337,-0.47321713848200003
ACH-000339,-0.266041348109
ACH-000341,0.0791061523399
ACH-000348,-0.163863845247
ACH-000350,-0.222379633025
ACH-000352,-0.140023184606
ACH-000356,-0.21295438331799998
ACH-000361,-0.00010880356002
ACH-000362,-0.136053554002
ACH-000363,-0.25219267424
ACH-000364,-0.17792269962299997
ACH-000365,-0.141916691091
ACH-000366,-0.19654146585700003
ACH-000368,0.0298613530802
ACH-000374,-0.155942916874
ACH-000375,-0.155286626401
ACH-000376,0.0313113433794
ACH-000381,-0.14227215457800002
ACH-000383,-0.165485340298
ACH-000387,-0.211637497623
ACH-000389,-0.0938913270534
ACH-000390,-0.273279029347
ACH-000393,-0.136940598471
ACH-000395,-0.17038659933400002
ACH-000397,-0.304506211141
ACH-000401,-0.21655418388599998
ACH-000402,-0.0647915898072
ACH-000403,-0.196498554056
ACH-000404,-0.0538931243782
ACH-000406,-0.137339701622
ACH-000407,-0.09739385298389999
ACH-000408,-0.0324527741021
ACH-000410,-0.0899825062412
ACH-000411,-0.17504807009799997
ACH-000414,-0.0449191394041
ACH-000415,-0.5877779298899999
ACH-000416,-0.217592844118
ACH-000420,-0.281240882007
ACH-000421,-0.138226489009
ACH-000424,-0.21817396326900002
ACH-000425,-0.12052870484400001
ACH-000426,-0.0512335859626
ACH-000427,-0.141807875208
ACH-000433,-0.42592128295299997
ACH-000436,-0.00542497880317
ACH-000444,-0.22207338381900002
ACH-000445,-0.0038363167010500004
ACH-000448,0.103041734651
ACH-000450,-0.216256213971
ACH-000452,-0.18522544022999998
ACH-000454,-0.10831721396999999
ACH-000458,-0.208993123473
ACH-000459,-0.125438442692
ACH-000460,-0.220344550797
ACH-000461,0.000885591571088
ACH-000463,-0.18166187172000003
ACH-000464,-0.0321316110128
ACH-000466,-0.0694251105408
ACH-000467,-0.132221195375
ACH-000468,-0.33649574932099996
ACH-000469,-0.19089047364999998
ACH-000470,-0.236825087882
ACH-000471,-0.32696018671300003
ACH-000472,-0.170464203914
ACH-000473,-0.0563980342734
ACH-000475,-0.145767260797
ACH-000476,-0.243529220781
ACH-000477,0.223230355246
ACH-000480,-0.166362106015
ACH-000481,-0.144510172961
ACH-000483,-0.0678906800064
ACH-000484,-0.229055578493
ACH-000485,0.0434848887975
ACH-000486,-0.27299477880999995
ACH-000487,-0.20821729264000002
ACH-000488,-0.24911246564
ACH-000490,-0.09673856614869998
ACH-000491,-0.117272341032
ACH-000495,0.026891696398400004
ACH-000496,-0.24559817096
ACH-000499,-0.500805631459
ACH-000500,-0.633732368103
ACH-000502,-0.18676613341200002
ACH-000503,-0.376763444761
ACH-000505,-0.0373370409451
ACH-000507,-0.11194160182700001
ACH-000510,-0.053459730593499996
ACH-000511,-0.196980586785
ACH-000512,-0.349384897875
ACH-000516,-0.123267437175
ACH-000517,-0.09857277259889999
ACH-000518,-0.061639978613599995
ACH-000520,-0.339815265401
ACH-000521,-0.23697549308000002
ACH-000522,-0.134604866412
ACH-000524,-0.14685160527000002
ACH-000527,-0.06271146628600001
ACH-000528,-0.07766926642369999
ACH-000537,-0.0933481370896
ACH-000541,-0.0556350169204
ACH-000542,-0.147740997181
ACH-000544,-0.0745541270848
ACH-000545,-0.153775009163
ACH-000547,-0.106212525177
ACH-000548,-0.270117631963
ACH-000549,-0.18794732084600002
ACH-000550,-0.215203895863
ACH-000552,-0.09822351748029999
ACH-000556,-0.327103804394
ACH-000557,-0.039695815131699994
ACH-000570,-0.19016207809099997
ACH-000571,-0.22714907671300003
ACH-000573,-0.147511487869
ACH-000576,0.0614233624027
ACH-000580,0.16343986519
ACH-000584,-0.224406513954
ACH-000585,-0.135498951721
ACH-000588,0.0721293678217
ACH-000589,-0.160517763828
ACH-000591,-0.22226940936200001
ACH-000593,-0.19954534342900002
ACH-000600,-0.37221725864
ACH-000601,-0.151005516298
ACH-000604,-0.09791320709319999
ACH-000605,-0.226406501474
ACH-000606,-0.26944559898000003
ACH-000608,-0.228366650388
ACH-000614,0.122326489554
ACH-000616,0.0436959989738
ACH-000618,-0.242986722811
ACH-000619,-0.272121548097
ACH-000620,-0.15419159443
ACH-000621,-0.117817052133
ACH-000622,-0.115070458705
ACH-000623,-0.169315504432
ACH-000624,-0.146295680916
ACH-000627,-0.24678094565
ACH-000630,-0.18134201010899997
ACH-000632,0.00989997793478
ACH-000633,-0.17940986838
ACH-000637,-0.32756442906399996
ACH-000638,-0.12814953132999998
ACH-000646,-0.24525999901099999
ACH-000647,-0.31606656233
ACH-000648,-0.15450359107
ACH-000649,-0.112066273686
ACH-000651,-0.232603001219
ACH-000652,-0.119607767688
ACH-000653,-0.093649506196
ACH-000657,-0.28644501440299996
ACH-000658,-0.0367259351033
ACH-000661,0.00905818392864
ACH-000662,-0.394488775822
ACH-000663,-0.202735340307
ACH-000665,-0.08466691049450001
ACH-000671,-0.0976965448364
ACH-000673,-0.26934290513
ACH-000676,-0.235233359365
ACH-000677,-0.08899113028729999
ACH-000681,-0.22252627003199998
