,MBOAT2 (129642)
ACH-000004,0.0645470765169
ACH-000007,0.12451295224199999
ACH-000009,-0.08502415877589999
ACH-000011,0.155756161281
ACH-000012,0.0656387522474
ACH-000013,0.0325172417019
ACH-000014,0.051225953411300006
ACH-000015,0.0332553728257
ACH-000017,0.07043304524289999
ACH-000018,0.214090616462
ACH-000019,0.323079791186
ACH-000021,-0.0398387784422
ACH-000022,0.06572015776569999
ACH-000025,0.205320965867
ACH-000028,0.08935408903169999
ACH-000030,0.106317809341
ACH-000035,0.126383387243
ACH-000036,0.166653565118
ACH-000037,-0.0825252241235
ACH-000039,-0.0287522025775
ACH-000040,0.135732146123
ACH-000041,0.07635948055710001
ACH-000042,0.0230611949878
ACH-000045,0.124882807953
ACH-000047,0.143833889354
ACH-000052,0.393467250275
ACH-000053,0.030660777879099998
ACH-000054,0.146859497748
ACH-000055,0.055711247856400005
ACH-000060,0.125495397554
ACH-000067,0.429170231468
ACH-000070,0.059582795201399995
ACH-000075,-0.0375786648074
ACH-000078,0.023395483212200002
ACH-000082,-0.007959712846239999
ACH-000085,0.301731319362
ACH-000086,0.026826744509799997
ACH-000087,0.37097001658600004
ACH-000092,-0.286182453918
ACH-000095,-0.0170192935708
ACH-000097,-0.06343703713030001
ACH-000098,0.087410456624
ACH-000099,-0.108436945359
ACH-000108,0.0509651765312
ACH-000113,-0.10444861066299999
ACH-000115,-0.14684320159000003
ACH-000116,-0.0146396717375
ACH-000118,0.0636402125059
ACH-000120,-0.055170339149400005
ACH-000123,-0.00443770791113
ACH-000127,0.0706351630502
ACH-000128,0.0470131917337
ACH-000132,0.134252338449
ACH-000133,0.0674234405511
ACH-000137,0.209603796876
ACH-000138,0.0557266811758
ACH-000142,0.0423250013344
ACH-000143,0.00459249992179
ACH-000146,0.0488328088601
ACH-000148,0.0257039936417
ACH-000150,0.042476158012
ACH-000152,-0.00491683093328
ACH-000153,-0.023629831345099998
ACH-000159,0.128242449627
ACH-000160,0.0938087599469
ACH-000163,0.0579921703521
ACH-000167,0.174320984787
ACH-000168,-0.0573999549756
ACH-000169,0.0654419831493
ACH-000178,0.14139302040500001
ACH-000182,0.0364322321739
ACH-000183,0.0676671332689
ACH-000188,0.25839396880800003
ACH-000189,0.143008813627
ACH-000190,0.129139507177
ACH-000198,0.0860634919914
ACH-000204,0.0921500594692
ACH-000206,0.11047572917500001
ACH-000207,0.161587393808
ACH-000211,0.07778648099930001
ACH-000215,0.0399834614835
ACH-000221,0.00261862875811
ACH-000222,0.12916288729
ACH-000223,0.0765027558917
ACH-000226,0.217271221151
ACH-000227,-0.11471610566
ACH-000228,-0.042970234345399996
ACH-000231,0.037913087272999996
ACH-000232,0.138858193455
ACH-000233,-0.0813678736069
ACH-000234,-0.0194966608456
ACH-000235,-0.00498607974659
ACH-000237,0.208466694776
ACH-000238,-0.119704762881
ACH-000243,0.13645629117900002
ACH-000244,-0.21900574753600002
ACH-000246,0.0505953097308
ACH-000248,0.222037368175
ACH-000250,0.149825739454
ACH-000251,0.168013230795
ACH-000253,0.09038851842939999
ACH-000255,0.065255338575
ACH-000256,-0.0253065501197
ACH-000257,0.35089131047100003
ACH-000258,0.0578043032878
ACH-000259,0.156325793947
ACH-000260,0.0250554737273
ACH-000261,0.0320626127059
ACH-000262,0.0970522069891
ACH-000263,-0.1344861635
ACH-000264,0.0238380894845
ACH-000265,0.182353250193
ACH-000266,-0.0236281285544
ACH-000272,0.009700385078110002
ACH-000273,0.0618352994802
ACH-000274,0.045668500896
ACH-000277,0.045568232322
ACH-000278,0.10671518035399999
ACH-000279,-0.130435273347
ACH-000280,-0.116335223868
ACH-000281,0.06594066438980001
ACH-000288,0.0631799801136
ACH-000291,0.17589738299600002
ACH-000293,-0.157981900235
ACH-000294,-0.045178134584599995
ACH-000295,-0.0128363141005
ACH-000296,0.330749262825
ACH-000302,0.09015907751749999
ACH-000304,0.158886451391
ACH-000307,0.10837633595000001
ACH-000308,0.0448554820381
ACH-000310,-0.0290690119636
ACH-000311,-0.057743929051
ACH-000312,-0.00350701463663
ACH-000315,-0.0905447294015
ACH-000316,0.08466107287550001
ACH-000317,0.24256048293699997
ACH-000318,0.109232786585
ACH-000319,0.221442831353
ACH-000320,0.153543744339
ACH-000322,0.37881485862099995
ACH-000323,0.105937416232
ACH-000324,0.005542881114470001
ACH-000329,-0.057732765311900004
ACH-000330,0.21333044903700002
ACH-000331,0.08174185088380001
ACH-000332,0.0940618822369
ACH-000334,0.23817954941999997
ACH-000335,0.259453301493
ACH-000336,0.294243670156
ACH-000337,-0.0467709620086
ACH-000339,0.120468238418
ACH-000341,0.115610857994
ACH-000348,0.0343753086431
ACH-000350,-0.18338202217099997
ACH-000352,0.063748267126
ACH-000356,0.193531320553
ACH-000361,-0.014941577622200001
ACH-000362,0.0350590428565
ACH-000363,0.008572427289560001
ACH-000364,0.17845981909000003
ACH-000365,-0.0348559259358
ACH-000366,-0.0988418724763
ACH-000368,0.10865339969599999
ACH-000374,0.06881013649389998
ACH-000375,0.142759879097
ACH-000376,0.177327632071
ACH-000381,-0.043377666494
ACH-000383,0.026828819772200002
ACH-000387,0.00117659815703
ACH-000389,0.0704905391109
ACH-000390,0.112436754522
ACH-000393,-0.0746784246395
ACH-000395,0.107524564322
ACH-000397,0.16645347049599998
ACH-000401,0.09217575996439999
