,JUNB (3726)
ACH-000004,-0.234203604714
ACH-000007,-0.11180603448200001
ACH-000009,-0.181707720533
ACH-000011,-0.132413040497
ACH-000012,-0.41723744637800003
ACH-000013,-0.29562679090599997
ACH-000014,-0.299885453322
ACH-000015,-0.270551268227
ACH-000017,-0.368798241801
ACH-000018,-0.287163302977
ACH-000019,-0.538898087001
ACH-000021,-0.16126452920099998
ACH-000022,0.027193416344900002
ACH-000025,-0.527724815295
ACH-000028,-0.37434142898100004
ACH-000030,-0.178921901629
ACH-000035,-0.4376538919
ACH-000036,-0.374866884736
ACH-000037,0.14181654905899999
ACH-000039,-0.134354974525
ACH-000040,-0.5398570982940001
ACH-000041,-0.257095340668
ACH-000042,-0.828245894588
ACH-000045,-0.325053708573
ACH-000047,-0.134255171986
ACH-000052,0.0557522507794
ACH-000053,-0.834471676919
ACH-000054,-0.27778984842
ACH-000055,-0.207952120557
ACH-000060,-0.646414420078
ACH-000067,-0.729593170809
ACH-000070,-0.214438214048
ACH-000075,-0.5662649250280001
ACH-000078,-0.233420439389
ACH-000082,-0.615705332286
ACH-000085,-1.0254616821200002
ACH-000086,-0.367196235824
ACH-000087,-0.026659264767400003
ACH-000092,-0.180166275806
ACH-000095,-0.213330630878
ACH-000097,-0.235329584953
ACH-000098,-0.215953553901
ACH-000099,-0.07182951190289999
ACH-000108,-0.453631281161
ACH-000113,-0.253008063714
ACH-000115,-0.311359192732
ACH-000116,-0.18972306855300003
ACH-000118,-0.6998392019399999
ACH-000120,-0.207721019789
ACH-000123,-0.263863941855
ACH-000127,-0.144949679953
ACH-000128,-0.310540229177
ACH-000132,-0.187434352542
ACH-000133,-0.398120415745
ACH-000137,-0.0986955079317
ACH-000138,-0.20201430493900002
ACH-000142,-0.354517447105
ACH-000143,-0.327400799635
ACH-000146,-0.135892451462
ACH-000148,-0.151975531992
ACH-000150,-0.277945630406
ACH-000152,-0.200916561721
ACH-000153,0.100339410404
ACH-000159,-0.194384597055
ACH-000160,-0.0175918243412
ACH-000163,-0.762947157176
ACH-000167,-0.448979034
ACH-000168,-0.005552585438989999
ACH-000169,-0.446906869823
ACH-000178,-0.626793809343
ACH-000182,-0.24954154259300002
ACH-000183,-0.421257364187
ACH-000188,-0.7521454865260001
ACH-000189,-0.0717664649451
ACH-000190,-0.24443466849
ACH-000198,-0.09095135339160001
ACH-000204,0.167370916671
ACH-000206,-1.20492583986
ACH-000207,-0.449950532244
ACH-000211,-0.38945131869800004
ACH-000215,-0.44530547376400004
ACH-000221,-0.233151397984
ACH-000222,-0.45907927015199995
ACH-000223,-0.652476119926
ACH-000226,-0.784327264536
ACH-000227,-0.25036131057300004
ACH-000228,-0.502378866018
ACH-000231,-0.190914728184
ACH-000232,-0.20056938667
ACH-000233,-0.945232902351
ACH-000234,-0.484288949803
ACH-000235,-0.63150304205
ACH-000237,-0.188766433919
