,RHNO1 (83695)
ACH-000004,-0.031342865378799996
ACH-000007,-0.173142846155
ACH-000009,0.0507010234373
ACH-000011,-0.45727351692199997
ACH-000012,0.17811019269900003
ACH-000013,-0.161118181125
ACH-000014,-0.335217132754
ACH-000015,0.0619533974671
ACH-000017,-0.040863515460099996
ACH-000018,0.0487471645615
ACH-000019,-0.169094419564
ACH-000021,-0.00188128169648
ACH-000022,0.00847950447373
ACH-000025,-0.143614006463
ACH-000028,-0.126629048419
ACH-000030,-0.0720182096851
ACH-000035,-0.022920793677900002
ACH-000036,-0.0583689130136
ACH-000037,-0.282534398761
ACH-000039,-0.155599890742
ACH-000040,0.0495193571937
ACH-000041,-0.11615408514699999
ACH-000042,0.053358252478900005
ACH-000045,0.144346017717
ACH-000047,-0.46641784601899994
ACH-000052,-0.112528576837
ACH-000053,-0.08286178511219999
ACH-000054,0.0009802679330569999
ACH-000055,-0.011238612631600002
ACH-000060,-0.142816247958
ACH-000067,-0.06627981480600001
ACH-000070,-0.09992265099539999
ACH-000075,-0.177510017599
ACH-000078,-0.0969746422402
ACH-000082,0.382603872591
ACH-000085,0.083705888988
ACH-000086,-0.504583530437
ACH-000087,-0.151430084335
ACH-000092,-0.00116593873418
ACH-000095,0.03455681792759999
ACH-000097,0.039901390363800006
ACH-000098,0.0234012378796
ACH-000099,0.0462127105476
ACH-000108,-0.017712544843900002
ACH-000113,-0.17380848412
ACH-000115,-0.108948758688
ACH-000116,-0.432870851738
ACH-000118,-0.267843495659
ACH-000120,-0.04050710963780001
ACH-000123,-0.07460271052239999
ACH-000127,-0.0150713646623
ACH-000128,-0.186770684648
ACH-000132,-0.382300491113
ACH-000133,0.07317191759569999
ACH-000137,-0.0351215071089
ACH-000138,-0.050442014130999996
ACH-000142,-0.047591601881099996
ACH-000143,0.17713994403900002
ACH-000146,0.10531781979900001
ACH-000148,-0.023876176924799996
ACH-000150,0.09720794080970001
ACH-000152,-0.11002843447499999
ACH-000153,-0.024870204127700003
ACH-000159,0.0584105049428
ACH-000160,-0.358997909375
ACH-000163,-0.0570323176526
ACH-000167,-0.16601386884299998
ACH-000168,0.0957283813438
ACH-000169,-0.0461988978295
ACH-000178,-0.333863045967
ACH-000182,0.020334430496200002
ACH-000183,0.0162686479134
ACH-000188,-0.0813818910626
ACH-000189,0.0205928229084
ACH-000190,0.163509926724
ACH-000198,0.12514942655
ACH-000204,0.09431274314860001
ACH-000206,-0.0504640242784
ACH-000207,0.017979510586000003
ACH-000211,-0.31379308629
ACH-000215,-0.121309748669
ACH-000221,-0.148995072047
ACH-000222,-0.130753503036
ACH-000223,-0.21355797806
ACH-000226,-0.116192263855
ACH-000227,0.1094420341
ACH-000228,-0.26609014371100004
ACH-000231,-0.11622937092800001
ACH-000232,-0.0585463801014
ACH-000233,-0.162072194528
ACH-000234,-0.0683389934982
ACH-000235,-0.0402607706576
