,SSMEM1 (136263)
ACH-000004,0.417533235194
ACH-000007,0.225505239523
ACH-000009,0.244695636494
ACH-000011,0.304947442701
ACH-000012,0.28522864326499997
ACH-000013,0.337640623463
ACH-000014,-0.033287650460200005
ACH-000015,0.319831313252
ACH-000017,0.202485145104
ACH-000018,0.375951912848
ACH-000019,0.43604984567500005
ACH-000021,0.272478485902
ACH-000022,0.285906890954
ACH-000025,0.39081374437
ACH-000028,0.313287486675
ACH-000030,0.31808413668499996
ACH-000035,0.262362548064
ACH-000036,0.265024585512
ACH-000037,0.308368621836
ACH-000039,0.401972042259
ACH-000040,0.38296312302100005
ACH-000041,0.20966662319499998
ACH-000042,0.269787937188
ACH-000045,0.184075557306
ACH-000047,0.350685372867
ACH-000052,0.330415708194
ACH-000053,0.279638726606
ACH-000054,0.267890861025
ACH-000055,0.16976417935
ACH-000060,0.26001187753800004
ACH-000067,0.259760813729
ACH-000070,0.48554796999600003
ACH-000075,0.371252573222
ACH-000078,0.259960591833
ACH-000082,0.279122939083
ACH-000085,0.393512944217
ACH-000086,0.322500069872
ACH-000087,0.307195914542
ACH-000092,0.340255069833
ACH-000095,0.307856722307
ACH-000097,0.310025180358
ACH-000098,0.341644702476
ACH-000099,0.251290104733
ACH-000108,0.37646472787199997
ACH-000113,0.23596459858600002
ACH-000115,0.39209281129699997
ACH-000116,0.287744594882
ACH-000118,0.300008977939
ACH-000120,0.325435906803
ACH-000123,0.303251163115
ACH-000127,0.29188953459399997
ACH-000128,0.214664631694
ACH-000132,0.241065884448
ACH-000133,0.179310674643
ACH-000137,0.495459459556
ACH-000138,0.278309312146
ACH-000142,0.239362159784
ACH-000143,0.291307070083
ACH-000146,0.279552034013
ACH-000148,0.304815109802
ACH-000150,0.324895688013
ACH-000152,0.24907804105599998
ACH-000153,0.43601793679300005
ACH-000159,0.232055215782
ACH-000160,0.27830156787099997
ACH-000163,0.31275999850200004
ACH-000167,0.123187556739
ACH-000168,0.27904724483000004
ACH-000169,0.399382955978
ACH-000178,0.292096070771
ACH-000182,0.149524519096
ACH-000183,0.340193777791
ACH-000188,0.34628941056100004
ACH-000189,0.433835462511
ACH-000190,0.284105357656
ACH-000198,0.322776631705
ACH-000204,0.351858613245
ACH-000206,0.356315210283
ACH-000207,0.25800467971700003
ACH-000211,0.304544454595
ACH-000215,0.36009951350999997
ACH-000221,0.354015946446
ACH-000222,0.240175982452
ACH-000223,0.31127222356199996
ACH-000226,0.27110122508900003
ACH-000227,0.164582119074
ACH-000228,0.202936152792
ACH-000231,0.386901119087
ACH-000232,0.128906861522
ACH-000233,0.375562712866
ACH-000234,0.333901182991
ACH-000235,0.283137974048
ACH-000237,0.27584673243700003
ACH-000238,0.22779773339
ACH-000243,0.303205635379
ACH-000244,0.331841465568
ACH-000246,0.233921490271
ACH-000248,0.274705750392
ACH-000250,0.269789238123
ACH-000251,0.267729146423
ACH-000253,0.265947506121
ACH-000255,0.340142874696
ACH-000256,0.41892543367
ACH-000257,0.20135413181200001
ACH-000258,0.289483117141
ACH-000259,0.329002066942
ACH-000260,0.29177164282900003
ACH-000261,0.353027599413
ACH-000262,0.5531494346600001
ACH-000263,0.34459108907200003
ACH-000264,0.29093761911800003
ACH-000265,0.319119062781
ACH-000266,0.31062440466200003
ACH-000272,0.22230804679000002
ACH-000273,0.261187031173
ACH-000274,0.255097916917
ACH-000277,0.425838843319
ACH-000278,0.314480355912
ACH-000279,0.221039067097
ACH-000280,0.3446919636
ACH-000281,0.40351652374499997
ACH-000288,0.27068249411600004
ACH-000291,0.278428096173
ACH-000293,0.36561672129199996
ACH-000294,0.31251691478599997
ACH-000295,0.0832827647797
ACH-000296,0.370810077572
ACH-000302,0.333233868384
ACH-000304,0.47465031501599997
ACH-000307,0.24366716016999998
ACH-000308,0.283950262685
ACH-000310,0.344610603544
ACH-000311,0.244059457144
ACH-000312,0.278469228961
ACH-000315,0.413645706083
ACH-000316,0.562239702221
ACH-000317,0.260204059286
ACH-000318,0.252102375196
ACH-000319,0.21743308871199998
ACH-000320,0.191899271514
ACH-000322,0.25930887013
ACH-000323,0.205989188661
ACH-000324,0.279051316688
ACH-000329,0.41036468839100004
ACH-000330,0.18268551430399999
ACH-000331,0.26745349473
ACH-000332,0.267170273842
ACH-000334,0.33914296455
ACH-000335,0.384588958797
ACH-000336,0.368175123467
ACH-000337,0.33500426559700003
ACH-000339,0.23951311773400003
ACH-000341,0.26682262997699996
ACH-000348,0.27319253354899997
ACH-000350,0.508509739673
ACH-000352,0.40262789631800006
ACH-000356,0.36862736641099997
ACH-000361,0.23708420178000003
ACH-000362,0.284924061382
ACH-000363,0.21415121864300002
ACH-000364,0.220895312452
ACH-000365,0.26753937417199997
ACH-000366,0.22788284608000003
ACH-000368,0.335316195052
ACH-000374,0.178526055765
ACH-000375,0.18585301699499998
ACH-000376,0.36920109702200005
ACH-000381,0.348790398358
ACH-000383,0.318756961251
ACH-000387,0.23201764503000002
ACH-000389,0.43000758082400004
ACH-000390,0.27374960129500003
ACH-000393,0.36549893491499996
ACH-000395,0.220518411364
ACH-000397,0.17578662467700001
ACH-000401,0.265172276086
ACH-000402,0.294797358681
ACH-000403,0.29305738552099997
ACH-000404,0.538438560569
ACH-000406,0.249078287117
ACH-000407,0.335187989439
ACH-000408,0.363439120751
ACH-000410,0.35318500120499996
ACH-000411,0.300495109706
ACH-000414,0.157900033728
ACH-000415,0.22205752282
ACH-000416,0.33055623806
ACH-000420,0.18010731644699998
ACH-000421,0.296529369324
ACH-000424,0.24578842524500003
ACH-000425,0.259552175245
ACH-000426,0.46208073248099996
ACH-000427,0.481020777057
ACH-000433,0.429055776449
ACH-000436,0.4349115786300001
ACH-000444,0.391149929795
ACH-000445,0.223491076442
ACH-000448,0.20219005932700002
ACH-000450,0.239066083977
ACH-000452,0.25335867869600004
ACH-000454,0.487575757979
ACH-000458,0.247111458043
ACH-000459,0.12591851011299998
ACH-000460,0.38400069002099996
ACH-000461,0.41029444986900004
ACH-000463,0.267622352201
ACH-000464,0.283770540718
ACH-000466,0.33115794231999995
ACH-000467,0.23482356006900001
ACH-000468,0.285137194484
ACH-000469,0.309436052824
ACH-000470,0.544616095434
ACH-000471,0.26818838313
