,GRAMD3 (65983)
ACH-000004,-0.130494614951
ACH-000007,-0.0563023203756
ACH-000009,-0.123741140539
ACH-000011,0.122043644184
ACH-000012,0.0374656957362
ACH-000013,0.123237037752
ACH-000014,0.119737802154
ACH-000015,-0.130523279023
ACH-000017,-0.0672268926837
ACH-000018,0.17882121447000002
ACH-000019,0.0444173860089
ACH-000021,-0.034769238155400006
ACH-000022,-0.00903934539022
ACH-000025,0.10035036137299999
ACH-000028,0.157710926327
ACH-000030,0.0453812446614
ACH-000035,0.00481570248066
ACH-000036,0.0352959208894
ACH-000037,-0.148221290583
ACH-000039,-0.300338789361
ACH-000040,-0.0470523328674
ACH-000041,-0.12294770194700001
ACH-000042,-0.0341684500777
ACH-000045,-0.0951327285223
ACH-000047,0.17169436615800002
ACH-000052,0.143435277027
ACH-000053,-0.04250986289340001
ACH-000054,-0.0626479302802
ACH-000055,0.312922731199
ACH-000060,-0.209910866395
ACH-000067,0.104022155206
ACH-000070,-0.0254976607312
ACH-000075,-0.018620859826099997
ACH-000078,-0.0254142619649
ACH-000082,0.0625827740307
ACH-000085,0.290098920147
ACH-000086,-0.09248957372089998
ACH-000087,-0.026093216409900002
ACH-000092,0.07295004138019999
ACH-000095,-0.145669112391
ACH-000097,-0.029678147281800002
ACH-000098,0.0526634267072
ACH-000099,0.00696279335659
ACH-000108,-0.18059272218199998
ACH-000113,0.10205374362099999
ACH-000115,0.0399854780222
ACH-000116,-0.00586180974668
ACH-000118,0.440261957358
ACH-000120,0.020988442245999998
ACH-000123,-0.0862326507325
ACH-000127,-0.0224346682575
ACH-000128,0.044583736375900004
ACH-000132,0.019278389078599998
ACH-000133,0.026459414220199998
ACH-000137,0.0074501805968100005
ACH-000138,0.134821348497
ACH-000142,0.0622920258966
ACH-000143,0.00438449960331
ACH-000146,-0.20456191775899998
ACH-000148,-0.021452186219700003
ACH-000150,0.115610418508
ACH-000152,-0.0961218637568
ACH-000153,0.122958935272
ACH-000159,0.059531538443400006
ACH-000160,0.0540192197164
ACH-000163,-0.085201849738
ACH-000167,0.0628896043102
ACH-000168,-0.0675934867109
ACH-000169,0.14279688264
ACH-000178,0.0766796076519
ACH-000182,0.0798388780811
ACH-000183,-0.00196213484084
ACH-000188,-0.00791755605293
ACH-000189,0.0345041052231
ACH-000190,0.121456792932
ACH-000198,0.0026057369175300003
ACH-000204,0.1819295985
ACH-000206,-0.00240079297419
ACH-000207,0.120208021603
ACH-000211,0.038441971463099994
ACH-000215,-0.231254293512
ACH-000221,-0.037841820701099996
ACH-000222,-0.041896277080900005
ACH-000223,-0.114599682755
ACH-000226,-0.215713421084
ACH-000227,-0.00782476709783
ACH-000228,-0.11565842482899999
ACH-000231,-0.0171469852611
ACH-000232,-0.16694399778400001
ACH-000233,0.0557706368064
ACH-000234,-0.12265072487800001
ACH-000235,-0.103140920339
ACH-000237,0.038051763652400004
ACH-000238,-0.0640985705626
ACH-000243,-0.049091975064500006
ACH-000244,0.117716450243
ACH-000246,-0.0219385841126
ACH-000248,0.0537460741467
ACH-000250,0.061265018138800004
ACH-000251,0.0310123106695
ACH-000253,-0.0200087995603
ACH-000255,0.133871707846
ACH-000256,0.192778706089
ACH-000257,-0.26887361310400004
ACH-000258,0.116838077807
ACH-000259,-0.0680073845572
ACH-000260,-0.0557270316741
ACH-000261,0.0127844215078
ACH-000262,0.0357502498124
ACH-000263,-0.23954437885699997
ACH-000264,-0.12203635851500001
ACH-000265,0.0186975788851
ACH-000266,0.0716181470738
ACH-000272,-0.057013126884900005
ACH-000273,-0.13252475008700002
ACH-000274,-0.037467745327499996
ACH-000277,-0.0319864775918
ACH-000278,-0.0116645206682
ACH-000279,0.0301230504756
ACH-000280,-0.015530064564700002
ACH-000281,0.170333398011
ACH-000288,0.0481266754254
ACH-000291,0.049645152957800004
ACH-000293,-0.140282784366
ACH-000294,-0.129247990616
ACH-000295,-0.10805041774299999
ACH-000296,-0.18292416378600002
ACH-000302,-0.118016337916
ACH-000304,0.12152456751700001
ACH-000307,0.0598978178996
ACH-000308,0.108088344547
ACH-000310,-0.22370307741099998
ACH-000311,-0.052228746257
ACH-000312,-0.0283666969226
ACH-000315,0.319616619406
ACH-000316,-0.0712658267398
ACH-000317,-0.0244164880881
ACH-000318,-0.0962336877848
ACH-000319,0.014432313968
ACH-000320,-0.24969417403799998
ACH-000322,-0.0500747460406
ACH-000323,-0.147585421588
ACH-000324,-0.0231349897023
ACH-000329,-0.120338840865
ACH-000330,-0.071361463347
ACH-000331,-0.216354282403
ACH-000332,0.012775180569
ACH-000334,-0.07894024819789999
ACH-000335,-0.122650999381
ACH-000336,0.112438254751
ACH-000337,0.0250330481442
ACH-000339,0.00831733884056
ACH-000341,-0.18261259776900002
ACH-000348,-0.0684486575029
ACH-000350,0.0332119767485
ACH-000352,0.0817918610342
ACH-000356,0.138311307145
ACH-000361,0.102881781029
ACH-000362,-0.035603371874699995
ACH-000363,0.023068834383900002
ACH-000364,-0.119134254711
ACH-000365,0.06697885628269999
ACH-000366,-0.00591774919468
ACH-000368,-0.07493403933619999
ACH-000374,-0.0851322575667
ACH-000375,0.041839348221199994
ACH-000376,-0.0289972478082
ACH-000381,0.0640705784602
ACH-000383,-0.0314709348113
ACH-000387,-0.050309838099600004
ACH-000389,-0.00027831110727
ACH-000390,-0.018510948983900002
ACH-000393,-0.09107745439819999
ACH-000395,-0.0690536941876
ACH-000397,-0.06975329665010001
ACH-000401,0.0639374821587
ACH-000402,-0.12122057415899999
ACH-000403,-0.12682344155
ACH-000404,0.0773945689189
ACH-000406,0.00272386316742
ACH-000407,-0.027756030146599997
ACH-000408,0.035044657493300005
ACH-000410,0.07198697106089999
ACH-000411,0.033488888698299996
ACH-000414,-0.050047832855
ACH-000415,0.0637602282081
ACH-000416,0.0236158071915
ACH-000420,0.0155911781954
ACH-000421,0.058583008245400005
ACH-000424,-0.0361162560576
ACH-000425,-0.109594245932
ACH-000426,0.188057364161
ACH-000427,0.0277307360458
ACH-000433,-0.115041542935
ACH-000436,0.0208908129897
ACH-000444,0.0578980946662
ACH-000445,-0.045209094645999995
ACH-000448,0.07678918799039999
ACH-000450,-0.125935788889
ACH-000452,-0.0464952810075
ACH-000454,0.00961984853413
ACH-000458,-0.08881547620039999
ACH-000459,-0.09148200368560001
ACH-000460,-0.0646900985495
ACH-000461,0.0487875726311
ACH-000463,0.14826424314300002
ACH-000464,-0.145744486975
ACH-000466,-0.24934835833900001
ACH-000467,-0.0231030640081
ACH-000468,0.0680659112084
ACH-000469,0.0672692207203
ACH-000470,-0.133431986378
ACH-000471,0.09372872792239999
ACH-000472,-0.05287022043819999
ACH-000473,0.0514535386187
ACH-000475,0.048385508158599995
ACH-000476,0.032074656578
ACH-000477,0.0101727820625
ACH-000480,0.0309440926003
ACH-000481,-0.0615080209112
ACH-000483,0.0442463244018
ACH-000484,0.019701904440799996
ACH-000485,-0.0584985971834
ACH-000486,0.041081410889400004
ACH-000487,-0.0749450349585
