,ACMSD (130013)
ACH-000004,0.1446249154
ACH-000007,0.0317587308104
ACH-000009,-0.0377123821537
ACH-000011,0.2154445591
ACH-000012,0.137694737282
ACH-000013,0.130512979879
ACH-000014,0.041859979260400006
ACH-000015,0.187352348537
ACH-000017,0.221219304138
ACH-000018,0.194772296268
ACH-000019,0.06933959291519999
ACH-000021,0.22925760295699998
ACH-000022,0.132208658842
ACH-000025,0.0795976639555
ACH-000028,0.256645457089
ACH-000030,0.030967044235
ACH-000035,0.143205872666
ACH-000036,0.18460247319899997
ACH-000037,0.18799353143199998
ACH-000039,-0.05602730941330001
ACH-000040,0.0788346024032
ACH-000041,0.17054078316799998
ACH-000042,0.209237680205
ACH-000045,0.0945926611148
ACH-000047,-0.07074545499900001
ACH-000052,0.252053371537
ACH-000053,0.12941673384299998
ACH-000054,0.035980545610800004
ACH-000055,0.20130313188299997
ACH-000060,0.027592542653999998
ACH-000067,0.0753417851491
ACH-000070,0.05428745362930001
ACH-000075,-0.012842777233
ACH-000078,0.25843372328200004
ACH-000082,0.032540874697
ACH-000085,0.10625834933499999
ACH-000086,-0.04236379342680001
ACH-000087,0.021479785997900003
ACH-000092,-0.055469366799400004
ACH-000095,0.027536982068900002
ACH-000097,0.09975543038200001
ACH-000098,-0.045451420911
ACH-000099,0.25135799886
ACH-000108,0.162997903179
ACH-000113,0.119241300083
ACH-000115,0.11938650536800001
ACH-000116,0.09773420083630001
ACH-000118,0.165673743334
ACH-000120,0.276582546507
ACH-000123,0.10428911596000001
ACH-000127,0.246392576212
ACH-000128,0.23050058924699998
ACH-000132,0.17474922802
ACH-000133,0.17277619817899997
ACH-000137,0.198818949371
ACH-000138,0.09768924589289998
ACH-000142,0.0574730793977
ACH-000143,0.09403583236950001
ACH-000146,0.15874105698899998
ACH-000148,0.0362066568728
ACH-000150,0.188968626758
ACH-000152,0.053764997358499995
ACH-000153,0.251413978621
ACH-000159,0.074536779185
ACH-000160,0.0106078249895
ACH-000163,0.18958532856
ACH-000167,0.183952172958
ACH-000168,0.116763918547
ACH-000169,0.19948694582499998
ACH-000178,0.22481282331900002
ACH-000182,0.216762264221
ACH-000183,0.0575865291631
ACH-000188,0.122397377335
ACH-000189,-0.0688546533385
ACH-000190,0.07213073744460001
ACH-000198,0.0738503593545
ACH-000204,0.141394963301
ACH-000206,0.215872501725
ACH-000207,-0.0639874481861
ACH-000211,0.129311524391
ACH-000215,0.22102577257800002
ACH-000221,0.0292904819251
ACH-000222,-0.0496638496435
ACH-000223,0.094017339533
ACH-000226,0.018665460052200003
ACH-000227,-0.19175957237799998
ACH-000228,-0.0160733793097
ACH-000231,0.05386432367269999
ACH-000232,0.08929861741589999
ACH-000233,0.19559342122499998
ACH-000234,0.0570415638806
ACH-000235,0.118252789357
ACH-000237,0.19114750501299999
ACH-000238,0.16137255252
ACH-000243,0.168542203222
ACH-000244,0.304233420304
ACH-000246,0.18729485709399998
ACH-000248,-0.046004227044699995
ACH-000250,0.05093672254269999
ACH-000251,0.10680927660700001
ACH-000253,0.050331213767800004
ACH-000255,0.0973969966034
ACH-000256,-0.130447725841
ACH-000257,0.573917765912
ACH-000258,-0.0638770920645
ACH-000259,0.107305741251
ACH-000260,0.0379807309505
ACH-000261,0.0705229385529
ACH-000262,0.13769842335100002
ACH-000263,0.110159713428
ACH-000264,0.0377081303616
ACH-000265,0.015948543917200003
ACH-000266,0.0635452634811
ACH-000272,0.0861192193796
ACH-000273,-0.0196980288801
ACH-000274,-0.037508707965099995
ACH-000277,0.164312208154
ACH-000278,0.123778523376
ACH-000279,0.0967845062106
ACH-000280,0.0994243852969
ACH-000281,-0.0037719723772800004
ACH-000288,-0.025262926469799996
ACH-000291,0.017426924490599998
ACH-000293,0.16930469683899999
ACH-000294,0.21961890682500002
ACH-000295,0.334163592586
ACH-000296,-0.0196487365951
ACH-000302,0.110364286814
ACH-000304,-0.35475017270000003
ACH-000307,0.125975474447
ACH-000308,0.05252729249009999
ACH-000310,0.286997439261
ACH-000311,0.139927661941
ACH-000312,0.09420732351019999
ACH-000315,0.35791855903399994
ACH-000316,-0.0560531059845
ACH-000317,0.324247773175
ACH-000318,0.030966731189900003
ACH-000319,0.21339915996599998
ACH-000320,0.008272792975359999
ACH-000322,0.041329207828
ACH-000323,0.06951780610460001
ACH-000324,0.0333088639923
ACH-000329,0.101190365233
ACH-000330,0.172573211313
ACH-000331,0.152663704645
ACH-000332,0.23056584703699998
ACH-000334,0.36387254515
