,DRG2 (1819)
ACH-000004,-0.0812172977067
ACH-000007,-0.317175906362
ACH-000009,-0.450086955418
ACH-000011,-0.234367983238
ACH-000012,-0.190409516293
ACH-000013,-0.428174012355
ACH-000014,-0.159592606177
ACH-000015,-0.360912621276
ACH-000017,-0.39451758053999997
ACH-000018,-0.208784276356
ACH-000019,-0.23841002093000002
ACH-000021,-0.202993449231
ACH-000022,-0.384232489638
ACH-000025,-0.343574082374
ACH-000028,-0.36440838334200004
ACH-000030,-0.378778943891
ACH-000035,-0.447136366659
ACH-000036,-0.232314142469
ACH-000037,-0.43766759004600003
ACH-000039,0.0468621571979
ACH-000040,-0.276918405033
ACH-000041,-0.354241749269
ACH-000042,-0.385669640848
ACH-000045,-0.11397948389000001
ACH-000047,-0.184116113367
ACH-000052,-0.125128033029
ACH-000053,-0.175077069291
ACH-000054,-0.188933419874
ACH-000055,-0.274609983166
ACH-000060,-0.259878039991
ACH-000067,-0.25105883731
ACH-000070,-0.282412228352
ACH-000075,-0.09188390632269999
ACH-000078,-0.31678801624
ACH-000082,-0.587043903049
ACH-000085,-0.170685044994
ACH-000086,-0.158995793831
ACH-000087,-0.347014895935
ACH-000092,-0.34907289759800003
ACH-000095,-0.291226106719
ACH-000097,-0.070541743594
ACH-000098,-0.198197714843
ACH-000099,-0.36644285943099997
ACH-000108,-0.286660476574
ACH-000113,-0.026535782864700003
ACH-000115,-0.0393002972631
ACH-000116,-0.22613410632800002
ACH-000118,-0.20298521113499998
ACH-000120,-0.165444132419
ACH-000123,-0.29887220533500003
ACH-000127,-0.196868783636
ACH-000128,-0.19821589965999997
ACH-000132,-0.402753163318
ACH-000133,-0.194766824417
ACH-000137,-0.20800605278999998
ACH-000138,-0.21494177898400002
ACH-000142,-0.481012312152
ACH-000143,-0.343242832071
ACH-000146,-0.053725394809
ACH-000148,-0.411367739673
ACH-000150,-0.5191094029469999
ACH-000152,-0.42008789583899997
ACH-000153,-0.763293221825
ACH-000159,-0.382280421202
ACH-000160,-0.0505190463067
ACH-000163,-0.218985485995
ACH-000167,-0.474927829226
ACH-000168,-0.468652979217
ACH-000169,-0.09767551920430001
ACH-000178,-0.38593928361599994
ACH-000182,-0.12251768504
ACH-000183,-0.10823257859200001
ACH-000188,-0.275252938518
ACH-000189,-0.392856472548
ACH-000190,-0.246252674091
ACH-000198,-0.39926957308600003
ACH-000204,-0.655550795749
ACH-000206,-0.221267744744
ACH-000207,-0.0822991297418
ACH-000211,-0.44567758184600004
ACH-000215,-0.36706522743000003
ACH-000221,-0.302800295311
ACH-000222,-0.22867991330899998
ACH-000223,-0.21669516872900002
ACH-000226,-0.27169758736
ACH-000227,-0.11225425300400001
ACH-000228,-0.0230043610629
ACH-000231,-0.310422186377
ACH-000232,-0.24752657303000003
ACH-000233,-0.172456259251
ACH-000234,-0.38860630459
ACH-000235,-0.392225054387
ACH-000237,-0.0779260254216
ACH-000238,-0.722239844571
ACH-000243,-0.146468496122
ACH-000244,-0.5197887182150001
ACH-000246,-0.235250016305
ACH-000248,-0.333938008938
ACH-000250,-0.22284953412099998
ACH-000251,-0.0155894395805
ACH-000253,-0.157138870316
ACH-000255,-0.244055471725
ACH-000256,-0.427657626799
ACH-000257,-0.243359872694
ACH-000258,0.19214688382599998
ACH-000259,-0.28373977055300004
ACH-000260,-0.17924083437199997
ACH-000261,-0.330610154986
ACH-000262,-0.217831726882
ACH-000263,-0.214040451594
ACH-000264,-0.233394305326
ACH-000265,-0.346699857092
ACH-000266,-0.109552178057
ACH-000272,-0.045092646521100004
ACH-000273,-0.258143247023
ACH-000274,-0.37252603714599997
ACH-000277,-0.327269658427
ACH-000278,-0.128306438994
ACH-000279,-0.19475503734400001
ACH-000280,-0.172027212628
ACH-000281,-0.228051470629
ACH-000288,-0.5493307511
ACH-000291,-0.06937403438010001
ACH-000293,-0.444497337143
ACH-000294,-0.07188724488130001
ACH-000295,-0.0776783982983
ACH-000296,-0.23505204522700002
ACH-000302,-0.301313655006
ACH-000304,-0.22250734755100002
ACH-000307,-0.222788541051
ACH-000308,-0.106858711885
ACH-000310,-0.11761147987
ACH-000311,-0.199142762654
ACH-000312,-0.267128029377
ACH-000315,0.131529516739
ACH-000316,-0.0642865240502
ACH-000317,0.127965601499
ACH-000318,-0.240059913573
ACH-000319,-0.12543354129
ACH-000320,-0.289177928566
ACH-000322,-0.363197104785
ACH-000323,-0.403792662007
ACH-000324,-0.021876888153200002
ACH-000329,-0.11688306079600001
ACH-000330,-0.215459065518
ACH-000331,-0.28749263327
ACH-000332,-0.25441902790800003
ACH-000334,-0.08635058482100001
ACH-000335,-0.244399364782
ACH-000336,-0.215014614088
ACH-000337,-0.330288397889
ACH-000339,-0.305294327537
ACH-000341,-0.197653292126
ACH-000348,-0.219750159654
ACH-000350,-0.364317384129
ACH-000352,-0.284157138959
ACH-000356,-0.18714454991300003
ACH-000361,-0.466036527991
ACH-000362,-0.248953084238
ACH-000363,-0.144317202611
ACH-000364,-0.548060597545
ACH-000365,-0.252978566974
ACH-000366,-0.0785492278195
ACH-000368,-0.227195457172
ACH-000374,-0.0717427852921
ACH-000375,-0.44222881720799995
ACH-000376,-0.16110034609999999
ACH-000381,-0.436575432865
ACH-000383,-0.32806667553
ACH-000387,-0.170334954991
ACH-000389,-0.397090615485
ACH-000390,-0.127497386285
ACH-000393,-0.2815165578
ACH-000395,-0.38707995587800004
ACH-000397,-0.214031257559
ACH-000401,-0.237144908036
ACH-000402,-0.0620604068829
ACH-000403,-0.205837306703
ACH-000404,0.107795836515
ACH-000406,-0.14920914640900002
ACH-000407,-0.51221744955
ACH-000408,-0.35050895166100005
ACH-000410,-0.14050320789100001
ACH-000411,-0.228138051645
ACH-000414,-0.0654949069107
ACH-000415,-0.40217343097400005
ACH-000416,-0.17503827745499997
ACH-000420,-0.34487223356200003
ACH-000421,-0.159848555153
ACH-000424,-0.254171105693
ACH-000425,-0.144377177149
ACH-000426,-0.339288649494
ACH-000427,-0.291264359052
ACH-000433,0.0062486821987399995
ACH-000436,-0.05613751631680001
ACH-000444,-0.38024259518200004
ACH-000445,-0.6916877624459999
ACH-000448,-0.39687692365599997
ACH-000450,-0.180116290367
ACH-000452,-0.259463474157
ACH-000454,-0.525259613864
ACH-000458,-0.43809253595700004
ACH-000459,-0.20741358888
ACH-000460,-0.218706335708
ACH-000461,-0.232310144494
ACH-000463,-0.32791925508
ACH-000464,-0.656031430014
ACH-000466,-0.412022961532
ACH-000467,-0.254676324211
ACH-000468,-0.399678689426
ACH-000469,-0.352373056059
ACH-000470,-0.44424420002
ACH-000471,-0.269395960936
ACH-000472,-0.334055731917
ACH-000473,-0.202441061205
ACH-000475,-0.0570184295089
ACH-000476,-0.159625577958
ACH-000477,-0.00319316007484
ACH-000480,-0.229491609985
ACH-000481,-0.20448789301399997
ACH-000483,-0.34690557693999996
ACH-000484,-0.036947170319
ACH-000485,-0.26003632368900004
ACH-000486,-0.283588855082
ACH-000487,-0.00895089276585
ACH-000488,-0.128634937936
ACH-000490,-0.166067209495
ACH-000491,-0.24696229899
ACH-000495,-0.014843968886799999
ACH-000496,-0.299051303735
ACH-000499,-0.00839691527454
ACH-000500,-0.328703448062
ACH-000502,-0.306422618923
ACH-000503,0.208542616553
ACH-000505,-0.33961568498499994
ACH-000507,-0.230082873164
ACH-000510,-0.255564338897
ACH-000511,-0.291097382135
ACH-000512,-0.0749492121357
ACH-000516,-0.304024117557
ACH-000517,-0.0121166682384
ACH-000518,0.000500514984106
ACH-000520,-0.195964735393
ACH-000521,-0.24324107712200002
ACH-000522,-0.28854342794599996
ACH-000524,-0.09365877111839999
ACH-000527,-0.201963220724
ACH-000528,-0.157284547072
ACH-000537,-0.143507133926
ACH-000541,-0.425280321909
ACH-000542,-0.351766363368
ACH-000544,-0.100948115919
ACH-000545,-0.331935478965
ACH-000547,-0.294130321271
ACH-000548,-0.256120136784
ACH-000549,-0.126004963529
ACH-000550,-0.26515067485800003
ACH-000552,-0.22408567334499999
