,HHATL (57467)
ACH-000004,0.15059968086300002
ACH-000007,0.129513956842
ACH-000009,0.0642835435611
ACH-000011,0.0188692858017
ACH-000012,0.0671512094899
ACH-000013,0.0131557183361
ACH-000014,0.144081454684
ACH-000015,-0.0151123427388
ACH-000017,0.0649163901823
ACH-000018,-0.0365682530528
ACH-000019,0.199173284463
ACH-000021,0.11072000491299999
ACH-000022,0.06739508637
ACH-000025,-0.062047872400599995
ACH-000028,-0.026095464616200003
ACH-000030,0.0804381907467
ACH-000035,0.138904784118
ACH-000036,0.00334566807519
ACH-000037,0.183873019269
ACH-000039,0.183892050314
ACH-000040,0.0230834660601
ACH-000041,0.07918967462780001
ACH-000042,0.059409864792499996
ACH-000045,0.00349461424624
ACH-000047,0.0188903551523
ACH-000052,0.17828660797499998
ACH-000053,0.0692236814263
ACH-000054,-0.0410831174194
ACH-000055,-0.152223760861
ACH-000060,-0.0231180717851
ACH-000067,0.061887302041
ACH-000070,0.12242025443099999
ACH-000075,0.0491881296952
ACH-000078,0.0630182259026
ACH-000082,0.102524021854
ACH-000085,-0.133129609601
ACH-000086,0.0641079278979
ACH-000087,-0.204479612914
ACH-000092,0.00231603535079
ACH-000095,0.0917186992093
ACH-000097,0.0527393992351
ACH-000098,0.018487691556400003
ACH-000099,0.11566887219699999
ACH-000108,0.05428942801969999
ACH-000113,0.0539805218236
ACH-000115,0.007116828528890001
ACH-000116,-0.0686181101846
ACH-000118,0.0406864666548
ACH-000120,0.0686528873871
ACH-000123,0.10429969046399999
ACH-000127,0.0130843077444
ACH-000128,-0.0374824763115
ACH-000132,0.113557992794
ACH-000133,0.157513889406
ACH-000137,-0.021444247428200003
ACH-000138,0.08908155603189999
ACH-000142,0.0323389265185
ACH-000143,0.00664733752743
ACH-000146,0.10354989723500001
ACH-000148,0.132220894507
ACH-000150,-0.130220081099
ACH-000152,0.014180042945299998
ACH-000153,0.364451658829
ACH-000159,0.027751043254999996
ACH-000160,0.0270201889811
ACH-000163,0.0817897910212
ACH-000167,-0.0585711338381
ACH-000168,0.0362739491402
ACH-000169,0.015219455283600001
ACH-000178,0.062169408266599994
ACH-000182,0.131369572676
ACH-000183,0.140332290595
ACH-000188,-0.0168372081432
ACH-000189,0.0801252939749
ACH-000190,0.0802018834739
ACH-000198,0.08266751718910001
ACH-000204,0.296273737698
ACH-000206,-0.20543555560899998
ACH-000207,-0.0945957188164
ACH-000211,-0.0360757325235
ACH-000215,0.0724287968358
ACH-000221,0.0762039922375
ACH-000222,-0.0611055926212
ACH-000223,0.11960892320399999
ACH-000226,-0.0479420428818
ACH-000227,-0.040274306947199995
ACH-000228,-0.134036725001
ACH-000231,-0.04671956706930001
ACH-000232,0.136013840021
ACH-000233,-0.008466168983090001
ACH-000234,-0.08703564635239999
ACH-000235,0.036119773336099996
ACH-000237,0.0255063548812
ACH-000238,0.0409195652812
ACH-000243,-0.030799391319
ACH-000244,0.20088268841899998
ACH-000246,0.0204303765833
ACH-000248,0.251188723184
ACH-000250,-0.187512016732
ACH-000251,0.0795341921143
ACH-000253,0.0810292359857
ACH-000255,-0.073422654854
ACH-000256,0.232380554888
ACH-000257,-0.0619736221546
ACH-000258,-0.23090885077
ACH-000259,0.007970577192
ACH-000260,0.0721174808223
ACH-000261,0.119938082997
ACH-000262,-0.042569738442900004
ACH-000263,-0.019678941134900003
ACH-000264,-0.11366092190400001
ACH-000265,0.009261619708629999
ACH-000266,0.0256324810482
ACH-000272,-0.008325862389079999
ACH-000273,0.09434043286869999
ACH-000274,-0.038415421781699995
ACH-000277,0.0923754303366
ACH-000278,-0.033711160543999995
ACH-000279,0.0612902729256
ACH-000280,-0.09170929348510001
ACH-000281,0.0786967386395
ACH-000288,0.1282958796
ACH-000291,0.0434722976915
ACH-000293,0.09287345129910002
ACH-000294,0.0339041790711
ACH-000295,0.0849378992729
ACH-000296,0.0401653753073
ACH-000302,-0.032528055216
ACH-000304,0.21919926809
ACH-000307,0.056279089585400004
ACH-000308,0.0558936846428
ACH-000310,0.00046310341029300007
ACH-000311,-0.0516976541512
ACH-000312,0.118445840582
ACH-000315,-0.156139313778
ACH-000316,-0.0689327868959
ACH-000317,0.132618496861
ACH-000318,0.08585119869310001
ACH-000319,0.017330555622599997
ACH-000320,-0.11559854086200001
ACH-000322,0.0635433504714
ACH-000323,0.0353634234676
ACH-000324,0.119571534057
ACH-000329,-0.170661551054
ACH-000330,0.07391028126419999
ACH-000331,-0.106585520281
ACH-000332,0.026880887349
ACH-000334,0.0752004239155
ACH-000335,-0.027793410115799996
ACH-000336,0.135723104103
ACH-000337,-0.165735908711
ACH-000339,0.00526266217985
ACH-000341,0.0558857622897
ACH-000348,0.12095774346100001
ACH-000350,0.0613086129787
ACH-000352,0.14105457136299998
