,ESRRB (2103)
ACH-000004,-0.12543493701300001
ACH-000007,-0.0685906731965
ACH-000009,0.139792424559
ACH-000011,-0.21715584834899998
ACH-000012,-0.157125412018
ACH-000013,0.00151959929009
ACH-000014,-0.00913901181382
ACH-000015,-0.22118686887800001
ACH-000017,-0.0985334917759
ACH-000018,0.00421543243341
ACH-000019,-0.206293832848
ACH-000021,-0.104556114068
ACH-000022,-0.0157502067352
ACH-000025,0.0379234287679
ACH-000028,-0.0139696406877
ACH-000030,0.049272308646400004
ACH-000035,0.0130107265423
ACH-000036,-0.0632185860391
ACH-000037,-0.2398736603
ACH-000039,-0.33658493233000003
ACH-000040,-0.297402449723
ACH-000041,-0.17587165059999998
ACH-000042,-0.198351630755
ACH-000045,0.0352756532675
ACH-000047,0.0795267186955
ACH-000052,0.34730943306699996
ACH-000053,-0.09511995560389999
ACH-000054,-0.139397375484
ACH-000055,0.115534253136
ACH-000060,-0.119725083008
ACH-000067,0.05576226223780001
ACH-000070,0.0365922292867
ACH-000075,-0.19351813165800003
ACH-000078,-0.10928406359899999
ACH-000082,-0.0116625889327
ACH-000085,0.195833199553
ACH-000086,0.0131549660785
ACH-000087,0.012994893834899999
ACH-000092,-0.157279975292
ACH-000095,-0.141144477229
ACH-000097,-0.172586077661
ACH-000098,-0.0730694539645
ACH-000099,-0.096470983358
ACH-000108,-0.16287584965399998
ACH-000113,-0.119087120417
ACH-000115,-0.020718780215
ACH-000116,-0.07379393601630001
ACH-000118,-0.193155571405
ACH-000120,-0.226373782029
ACH-000123,-0.105627578191
ACH-000127,-0.035219193979300005
ACH-000128,-0.213346811683
ACH-000132,-0.055512958027
ACH-000133,0.0365382350251
ACH-000137,0.022166886910200002
ACH-000138,-0.153125684278
ACH-000142,-0.023727653400500003
ACH-000143,-0.274173007174
ACH-000146,-0.11409483418
ACH-000148,-0.152696537906
ACH-000150,0.154453874405
ACH-000152,-0.138262330087
ACH-000153,-0.37711142550099996
ACH-000159,-0.25721732011
ACH-000160,-0.147629619882
ACH-000163,-0.129092378783
ACH-000167,0.0029841302084
ACH-000168,0.20887215602499998
ACH-000169,0.18900774971
ACH-000178,-0.14545294509
ACH-000182,-0.00622298097864
ACH-000183,-0.0264542051062
ACH-000188,0.09693257501769999
ACH-000189,-0.127841672752
ACH-000190,-0.0460999493033
ACH-000198,-0.00574147752403
ACH-000204,-0.25984664799199997
ACH-000206,-0.450639977355
ACH-000207,-0.349103880017
ACH-000211,-0.020477166223299998
ACH-000215,0.0367101463647
ACH-000221,0.015821701893
ACH-000222,-0.28811418320099996
ACH-000223,-0.10997892196699999
ACH-000226,-0.061761678373499995
ACH-000227,-0.21888712116
ACH-000228,0.0707027316347
ACH-000231,0.0180691423532
ACH-000232,0.032859800162
ACH-000233,-0.12577871274900002
ACH-000234,-0.145803433058
ACH-000235,-0.194057307224
ACH-000237,0.14753799746
ACH-000238,-0.047495947073400005
ACH-000243,-0.187198772353
ACH-000244,-0.178550235792
ACH-000246,-0.0635357963993
ACH-000248,0.121788424149
ACH-000250,-0.14540691135199998
ACH-000251,-0.141099287109
ACH-000253,-0.22466228901000002
ACH-000255,-0.0653138124377
ACH-000256,0.151123421516
ACH-000257,0.08785354862410001
ACH-000258,0.521302456219
ACH-000259,-0.105821949799
ACH-000260,-0.109352415755
ACH-000261,-0.00483301951507
ACH-000262,0.0572601177537
ACH-000263,-0.514535224841
ACH-000264,-0.139914281457
ACH-000265,-0.27545662053000003
ACH-000266,-0.0712848720368
ACH-000272,-0.0868744390408
ACH-000273,-0.055361454062
ACH-000274,-0.205508259109
ACH-000277,-0.023439344438900004
ACH-000278,-0.0540333442087
ACH-000279,-0.116729736434
ACH-000280,-0.186095240871
ACH-000281,-0.116515757106
ACH-000288,-0.0732226241996
ACH-000291,-0.021829970568
ACH-000293,0.18605998150699998
ACH-000294,-0.26985079908799997
ACH-000295,0.37949460083700004
ACH-000296,-0.030988558485099998
ACH-000302,-0.0231605216192
