,CELA3A (10136)
ACH-000004,0.011482915005600001
ACH-000007,0.12768936043
ACH-000009,0.0175391782928
ACH-000011,-0.0433568786485
ACH-000012,-0.0777457672441
ACH-000013,-0.005380128369189999
ACH-000014,0.149564478304
ACH-000015,0.0968600604696
ACH-000017,-0.0267766269685
ACH-000018,-0.0867052606624
ACH-000019,0.00268418238105
ACH-000021,0.00485359311004
ACH-000022,0.11920802997199999
ACH-000025,-0.0436494471531
ACH-000028,0.0231464684884
ACH-000030,0.10648033174
ACH-000035,0.039777347168699996
ACH-000036,0.048896847954000004
ACH-000037,0.16712775953
ACH-000039,0.0731703907439
ACH-000040,-0.014224241100899999
ACH-000041,0.23807381795899998
ACH-000042,-0.0165264109488
ACH-000045,0.0200457806977
ACH-000047,0.16825336764600002
ACH-000052,0.254237239815
ACH-000053,0.123545609049
ACH-000054,-0.00692867852652
ACH-000055,0.010801200346899999
ACH-000060,-0.09794317305530001
ACH-000067,0.134995649501
ACH-000070,0.0721069941761
ACH-000075,-0.199134906679
ACH-000078,-0.0961583195218
ACH-000082,0.0592654242705
ACH-000085,0.0546931107979
ACH-000086,0.0589922601435
ACH-000087,-0.00957938870494
ACH-000092,-0.0897087346212
ACH-000095,-0.0930197015888
ACH-000097,-0.150815554283
ACH-000098,0.028945239320099996
ACH-000099,-0.179424857553
ACH-000108,-0.059606978840800004
ACH-000113,0.08022858197100001
ACH-000115,0.118722168175
ACH-000116,0.008427106292130001
ACH-000118,0.144219919285
ACH-000120,-0.0287071991468
ACH-000123,0.25255235808000004
ACH-000127,-0.021804291120500002
ACH-000128,-0.259985289408
ACH-000132,-0.0447487129913
ACH-000133,-0.015626719969200002
ACH-000137,0.009446448813270001
ACH-000138,-0.0699828511714
ACH-000142,0.0608445627998
ACH-000143,0.26920674927099997
ACH-000146,0.0763149617228
ACH-000148,0.0722232684243
ACH-000150,-0.0991280561648
ACH-000152,0.0719633244534
ACH-000153,0.06946580076280001
ACH-000159,0.027318182817599998
ACH-000160,-0.026182779694500002
ACH-000163,0.137546889441
ACH-000167,0.10958352642899999
ACH-000168,0.258740421712
ACH-000169,-0.0412507303506
ACH-000178,-0.100560405987
ACH-000182,0.0392660111379
ACH-000183,0.179788907739
ACH-000188,0.026491021365999998
ACH-000189,-0.162826725246
ACH-000190,-0.07413789043960001
ACH-000198,0.0714927376458
ACH-000204,0.109039135119
ACH-000206,-0.0662160182768
ACH-000207,0.36587051917900004
ACH-000211,0.024837839454099998
ACH-000215,-0.028337609385599996
ACH-000221,-0.00205570199408
ACH-000222,-0.031260028376400004
ACH-000223,0.041003277776099994
ACH-000226,0.119165171796
ACH-000227,0.09312124350960001
ACH-000228,0.237622755877
ACH-000231,0.128501350508
ACH-000232,-0.0450753109217
ACH-000233,-0.10042671939799999
ACH-000234,0.0916088507524
ACH-000235,0.0009679801671830002
ACH-000237,0.0742612841115
ACH-000238,0.0975826671255
ACH-000243,-0.0633836153706
ACH-000244,-0.0572580743135
ACH-000246,-0.118779756755
ACH-000248,-0.153377872083
ACH-000250,0.193302891841
ACH-000251,0.0343016038545
ACH-000253,0.24726688385499998
ACH-000255,0.0518012288387
ACH-000256,0.0806598865589
ACH-000257,-0.09139471513399999
ACH-000258,-0.386158773589
ACH-000259,-0.0575881611044
ACH-000260,0.0209809241296
ACH-000261,0.13109895748
ACH-000262,-0.124092493448
ACH-000263,-0.12843688085899999
ACH-000264,0.00809275870142
ACH-000265,0.16948157614300002
ACH-000266,-0.0044912243223
ACH-000272,-0.05055780659
ACH-000273,-0.176318599701
ACH-000274,0.0292213955014
ACH-000277,0.21950137941999998
ACH-000278,-0.108273421163
ACH-000279,0.08862050564960001
ACH-000280,-0.012517140747100001
ACH-000281,-0.0485787065568
ACH-000288,-0.0733244626717
ACH-000291,0.11220076241100001
ACH-000293,-0.0234458651578
ACH-000294,0.129196184579
ACH-000295,0.0615741377003
ACH-000296,0.025776274606
ACH-000302,0.0031787232769
ACH-000304,-0.13863219277
ACH-000307,0.0911482559442
ACH-000308,0.0967262334898
ACH-000310,0.11202902875600002
