,CLEC4E (26253)
ACH-000004,-0.17961166840300002
ACH-000007,-0.147823435394
ACH-000009,-0.0191014999926
ACH-000011,0.122182841138
ACH-000012,0.07559545045360001
ACH-000013,0.0901331433075
ACH-000014,0.125863720331
ACH-000015,-0.045873317900300005
ACH-000017,-0.10672148211100001
ACH-000018,0.0491127972693
ACH-000019,0.0771101741557
ACH-000021,-0.0617991356597
ACH-000022,0.0713522432455
ACH-000025,0.010391014393100001
ACH-000028,-0.00142653596178
ACH-000030,-0.00251241202025
ACH-000035,-0.0289361612536
ACH-000036,-0.08580188796260001
ACH-000037,-0.136975829773
ACH-000039,-0.038170328592500004
ACH-000040,0.00370680907022
ACH-000041,-0.130191281179
ACH-000042,-0.092281343982
ACH-000045,0.0259592221119
ACH-000047,-0.0321371130445
ACH-000052,-0.0988402121909
ACH-000053,0.0141441833605
ACH-000054,-0.0648317484155
ACH-000055,-0.061599185360199996
ACH-000060,-0.164973564244
ACH-000067,-0.10204967695900001
ACH-000070,0.0400545758153
ACH-000075,-0.08118129237499999
ACH-000078,0.0021798873893000004
ACH-000082,-0.0204742489352
ACH-000085,0.00466672714828
ACH-000086,-0.0216786385162
ACH-000087,-0.0936273251657
ACH-000092,0.0374840241213
ACH-000095,-0.0072116098463
ACH-000097,0.0538126742173
ACH-000098,0.007715637393249999
ACH-000099,-0.0314653231425
ACH-000108,-0.026122504355700002
ACH-000113,-0.102455812698
ACH-000115,-0.08428730234930001
ACH-000116,0.104088921332
ACH-000118,-0.07994679321560001
ACH-000120,-0.0679191941434
ACH-000123,0.00857829162776
ACH-000127,-0.0631800549323
ACH-000128,0.012162000624
ACH-000132,0.119551591253
ACH-000133,0.0822670297458
ACH-000137,-0.006425867756180001
ACH-000138,0.0072766601688
ACH-000142,-0.09379529510330001
ACH-000143,-0.09806170065760002
ACH-000146,-0.00377430198529
ACH-000148,-0.0883993185347
ACH-000150,-0.0583770237404
ACH-000152,-0.160656513334
ACH-000153,0.0872032162689
ACH-000159,-0.00818152607822
ACH-000160,-0.0914530624865
ACH-000163,0.0632810995913
ACH-000167,-0.293338717499
ACH-000168,0.0936486275955
ACH-000169,0.06971936481510001
ACH-000178,0.0251885717783
ACH-000182,-0.143781793191
ACH-000183,0.111128558996
ACH-000188,0.10239839064999999
ACH-000189,-0.131751277202
ACH-000190,-0.115318321148
ACH-000198,0.00610285671706
ACH-000204,-0.252719074036
ACH-000206,0.0215211186568
ACH-000207,0.17868964095800002
ACH-000211,-0.0397920094914
ACH-000215,-0.0363267283156
ACH-000221,-0.136782793459
ACH-000222,0.0318530197055
ACH-000223,-0.20183082153499998
ACH-000226,-0.10376173635399999
ACH-000227,-0.12372608973799999
ACH-000228,-0.0656767694055
ACH-000231,0.0207639308243
ACH-000232,-0.0965113746074
ACH-000233,-0.112266729308
ACH-000234,-0.124957642624
ACH-000235,0.00826000193842
ACH-000237,-0.0595394542193
ACH-000238,-0.08011474187039999
ACH-000243,0.042678610605899996
ACH-000244,-0.10255358555400002
ACH-000246,0.014171428744600001
ACH-000248,-0.105044810645
ACH-000250,0.044030171704900006
ACH-000251,0.18520867962
ACH-000253,-0.0359607923839
ACH-000255,-0.20859781243900002
ACH-000256,-0.134384855613
ACH-000257,-0.116879335601
ACH-000258,0.0439880334143
ACH-000259,-0.0272983789615
ACH-000260,0.0642503293679
ACH-000261,0.0430570929473
ACH-000262,0.0807349884452
ACH-000263,0.0831761801571
ACH-000264,-0.0934923097725
ACH-000265,0.183885940692
ACH-000266,0.0206945078306
ACH-000272,0.0579803485609
ACH-000273,-0.05623243765219999
ACH-000274,-0.115902216206
ACH-000277,-0.028168682354099996
ACH-000278,0.00359107335716
ACH-000279,-0.0572313446358
ACH-000280,0.0332730067061
ACH-000281,0.011141425756
ACH-000288,-0.0035389882006599998
ACH-000291,-0.058337928314
ACH-000293,-0.029115244639499997
ACH-000294,-0.100305588444
ACH-000295,-0.00808687505207
ACH-000296,0.13067135113199999
ACH-000302,0.0780244387099
ACH-000304,0.031305935230400005
ACH-000307,-0.07176680394639999
ACH-000308,0.00866062673509
ACH-000310,0.20645445635600002
ACH-000311,0.015678163635100002
ACH-000312,-0.103102466596
ACH-000315,0.046324566201400005
ACH-000316,0.07991768555460001
ACH-000317,0.010019405345700002
ACH-000318,-0.0412327165032
ACH-000319,-0.0320649034639
ACH-000320,-0.0493850720866
ACH-000322,-0.11817453687999999
ACH-000323,-0.19816174105599998
