,SMO (6608)
ACH-000004,-0.013613835528299999
ACH-000007,-0.266068293316
ACH-000009,-0.043137659513400005
ACH-000011,-0.0352852103465
ACH-000012,-0.193319015667
ACH-000013,-0.0681123267614
ACH-000014,-0.246572263765
ACH-000015,0.00914840504375
ACH-000017,-0.168643783038
ACH-000018,-0.15274828982799998
ACH-000019,0.27390123870099997
ACH-000021,-0.443041264603
ACH-000022,-0.138200562775
ACH-000025,-0.17732310075
ACH-000028,0.010613659088600002
ACH-000030,-0.08329032639610001
ACH-000035,-0.207928450647
ACH-000036,-0.177867419419
ACH-000037,-0.263297441767
ACH-000039,-0.117847427827
ACH-000040,-0.229861287354
ACH-000041,-0.07773589176199999
ACH-000042,-0.324016899988
ACH-000045,-0.31765894461
ACH-000047,-0.158653911701
ACH-000052,0.31509629495700003
ACH-000053,-0.279347936512
ACH-000054,0.0249955566114
ACH-000055,-0.164290625687
ACH-000060,-0.418716642865
ACH-000067,-0.322932875405
ACH-000070,-0.16710836163599999
ACH-000075,-0.21440621687
ACH-000078,-0.0054342902434
ACH-000082,-0.22881423976100002
ACH-000085,-0.110894969504
ACH-000086,-0.0294625226305
ACH-000087,0.00996691665915
ACH-000092,-0.0835756535752
ACH-000095,-0.0696200460804
ACH-000097,-0.129280295554
ACH-000098,-0.0393224426855
ACH-000099,0.0158591105748
ACH-000108,-0.244333921078
ACH-000113,-0.178839613319
ACH-000115,-0.155550771753
ACH-000116,0.008527622392859998
ACH-000118,-0.163070224346
ACH-000120,-0.164169866618
ACH-000123,0.0195327364309
ACH-000127,-0.15530023702
ACH-000128,-0.345482526046
ACH-000132,-0.139142680457
ACH-000133,-0.122091809716
ACH-000137,0.010019374222499999
ACH-000138,-0.19803482812800002
ACH-000142,-0.162087516863
ACH-000143,-0.169982670437
ACH-000146,-0.27182560892700003
ACH-000148,-0.19919391478
ACH-000150,-0.094297824879
ACH-000152,-0.09067209769469999
ACH-000153,0.0234185000998
ACH-000159,-0.0782900373392
ACH-000160,-0.14597456654899998
ACH-000163,-0.162645789178
ACH-000167,-0.17806915017900002
ACH-000168,-0.0308718955552
ACH-000169,-0.0594407494166
ACH-000178,-0.107523626312
ACH-000182,-0.134949379903
ACH-000183,-0.144445867559
ACH-000188,-0.168308749835
ACH-000189,-0.127633559871
