,NPY (4852)
ACH-000004,0.14332941152200002
ACH-000007,-0.0311891040868
ACH-000009,-0.044549188543999994
ACH-000011,-0.260285613099
ACH-000012,-0.144306575742
ACH-000013,-0.0836693161086
ACH-000014,-0.206518500209
ACH-000015,-0.027234030945099998
ACH-000017,-0.115701587299
ACH-000018,-0.196090128629
ACH-000019,0.0252603686191
ACH-000021,-0.10676289577600001
ACH-000022,-0.17624647917599998
ACH-000025,-0.09969658127660001
ACH-000028,-0.199432922484
ACH-000030,-0.10614850277599999
ACH-000035,-0.246492889157
ACH-000036,0.08708970937449999
ACH-000037,-0.0794564829929
ACH-000039,-0.169112634091
ACH-000040,-0.13260432753100002
ACH-000041,-0.0465588475292
ACH-000042,-0.263376989811
ACH-000045,-0.00828506022325
ACH-000047,-0.190435339531
ACH-000052,-0.0678608019973
ACH-000053,-0.0834795580629
ACH-000054,-0.238441482186
ACH-000055,0.0357084684789
ACH-000060,-0.139965784193
ACH-000067,-0.201234502241
ACH-000070,-0.006638587320109999
ACH-000075,-0.11385774699000001
ACH-000078,-0.199826087471
ACH-000082,-0.0561609349328
ACH-000085,-0.517942174492
ACH-000086,-0.0308250334036
ACH-000087,-0.06930192757
ACH-000092,0.110050653115
ACH-000095,-0.05375678820259999
ACH-000097,-0.0518008289817
ACH-000098,-0.157149884719
ACH-000099,-0.263776024338
ACH-000108,-0.23061910427700003
ACH-000113,-0.0992522108463
ACH-000115,-0.128883794318
ACH-000116,-0.112601145525
ACH-000118,-0.00379988986653
ACH-000120,-0.180468373602
ACH-000123,-0.0397618405376
ACH-000127,-0.131077598907
ACH-000128,-0.42027661869599997
ACH-000132,0.11321044845999999
ACH-000133,-0.14905336115499998
ACH-000137,-0.412539531788
ACH-000138,-0.162621107303
ACH-000142,-0.215401003576
ACH-000143,-0.17519558056499998
ACH-000146,-0.170077150694
ACH-000148,-0.0236850643101
ACH-000150,-0.0664091230835
ACH-000152,-0.129458731965
ACH-000153,-0.09567434254860001
ACH-000159,-0.15434956349600001
ACH-000160,-0.212141497658
ACH-000163,0.097980442842
ACH-000167,-0.13325638251900002
ACH-000168,-0.0578367517368
ACH-000169,-0.052832219504500004
ACH-000178,-0.239424499261
ACH-000182,-0.142405900574
ACH-000183,-0.19207829753199998
ACH-000188,-0.160969004612
ACH-000189,-0.00808532268847
ACH-000190,-0.11416471519200001
ACH-000198,-0.19111213688
ACH-000204,-0.0424724128174
ACH-000206,-0.204411417468
ACH-000207,-0.046980198979
ACH-000211,-0.228583361492
ACH-000215,-0.05398660783149999
ACH-000221,-0.154903043898
ACH-000222,0.045220987197900006
ACH-000223,-0.0720823864083
ACH-000226,-0.05598464843190001
ACH-000227,0.0389190363635
ACH-000228,-0.203849781949
ACH-000231,-0.17319459379500002
ACH-000232,-0.142979778446
ACH-000233,-0.205411276593
ACH-000234,-0.19812417770799998
ACH-000235,-0.024528669547599996
ACH-000237,-0.238252734979
ACH-000238,-0.139400947608
ACH-000243,-0.0238494163453
ACH-000244,-0.060909924237800006
ACH-000246,-0.040165711532800005
ACH-000248,-0.259255818042
ACH-000250,-0.202620654559
ACH-000251,0.207297916283
ACH-000253,-0.15060784353700002
ACH-000255,0.0261433482544
ACH-000256,0.025000792197099997
ACH-000257,0.0215560736264
ACH-000258,-0.184421479893
ACH-000259,-0.12248333047599999
ACH-000260,-0.0350954194126
ACH-000261,-0.107107423358
ACH-000262,0.00946950141966
ACH-000263,-0.0342186384318
ACH-000264,-0.11009270589299999
ACH-000265,-0.082514869502
ACH-000266,-0.19329949120700002
ACH-000272,-0.10799490055199999
ACH-000273,-0.06012858688540001
ACH-000274,0.0921405117547
ACH-000277,-0.100207824262
ACH-000278,-0.0789602224709
ACH-000279,-0.07606518733130001
ACH-000280,-0.27417206525
ACH-000281,-0.298325486915
ACH-000288,-0.07705296990680001
ACH-000291,-0.169432181516
ACH-000293,-0.046761717697499997
ACH-000294,-0.126451781905
ACH-000295,-0.141919591482
ACH-000296,-0.115715898667
ACH-000302,-0.0927012192085
ACH-000304,0.185856133254
ACH-000307,-0.206431600154
ACH-000308,-0.155783472812
ACH-000310,-0.275609362484
ACH-000311,-0.12862623247899999
ACH-000312,-0.00427653555135
ACH-000315,-0.07125390353410001
ACH-000316,-0.009613209511700001
ACH-000317,0.166172163672
ACH-000318,-0.00555066270643
ACH-000319,-0.298982458377
ACH-000320,-0.0242489194539
ACH-000322,-0.0548245205729
ACH-000323,-0.030078415581400002
ACH-000324,-0.115320023527
ACH-000329,-0.0261210376094
ACH-000330,-0.0273447492182
ACH-000331,-0.0512419554893
ACH-000332,-0.10616151418099999
ACH-000334,0.21865296212699997
ACH-000335,-0.0298521654738
ACH-000336,-0.35393953798100003
ACH-000337,-0.18169113146
ACH-000339,-0.26824815501800003
ACH-000341,-0.155395863207
ACH-000348,-0.084572888237
ACH-000350,-0.35838694451499997
ACH-000352,-0.047849499046800005
ACH-000356,-0.0300350790363
ACH-000361,-0.0559440250588
ACH-000362,-0.05442504555319999
ACH-000363,-0.16978657391199997
ACH-000364,0.17545347029199998
ACH-000365,-0.31215032942800003
ACH-000366,-0.0995777661132
ACH-000368,0.18200920094999998
ACH-000374,0.0447732691009
ACH-000375,0.100766873625
ACH-000376,-0.201379101347
ACH-000381,0.0804466575611
ACH-000383,0.043315224787099996
ACH-000387,-0.0158656453757
ACH-000389,-0.0943597450643
ACH-000390,-0.08573903827410001
ACH-000393,-0.202250705399
ACH-000395,-0.18215290329999997
ACH-000397,-0.24319225201900002
ACH-000401,-0.0326552015646
ACH-000402,-0.025732617162599995
ACH-000403,-0.13982372208
ACH-000404,-0.49308762535800005
ACH-000406,-0.190470784628
ACH-000407,-0.177933344588
ACH-000408,-0.186632995929
ACH-000410,0.0758612463662
ACH-000411,-0.256678835138
ACH-000414,-0.018528318317099998
ACH-000415,-0.19848086876600002
ACH-000416,-0.16914630169199998
ACH-000420,-0.17624438522
ACH-000421,-0.0695313006466
ACH-000424,-0.0650353254433
ACH-000425,-0.163462979252
ACH-000426,0.08694339025089999
ACH-000427,-0.186696452353
ACH-000433,0.156698224756
ACH-000436,-0.0188215843683
ACH-000444,-0.157012668855
ACH-000445,0.07648182465719999
ACH-000448,-0.194616875378
ACH-000450,-0.039477257080300004
ACH-000452,-0.21731440454599998
ACH-000454,-0.24336036688499998
ACH-000458,-0.188701602335
ACH-000459,-0.11146144954000002
ACH-000460,-0.152034249399
ACH-000461,-0.00183327597732
ACH-000463,-0.022783907484599998
ACH-000464,-0.237273751803
ACH-000466,-0.271663118687
ACH-000467,-0.16434102826
ACH-000468,-0.13767989241599998
ACH-000469,-0.191243630112
ACH-000470,-0.201629101089
ACH-000471,-0.21985538378400002
ACH-000472,-0.0733018537195
ACH-000473,-0.0904857110638
ACH-000475,-0.117780048381
ACH-000476,-0.0203603661106
ACH-000477,-0.07261452042330001
ACH-000480,-0.2916829565
ACH-000481,0.05117609644719999
ACH-000483,-0.010576657082700001
ACH-000484,-0.143127174368
ACH-000485,-0.0985246703401
ACH-000486,-0.126189660688
ACH-000487,-0.0931014445556
ACH-000488,-0.0189926378623
ACH-000490,-0.11272472832800001
ACH-000491,0.00110719696671
ACH-000495,-0.0116026965067
ACH-000496,-0.0442245028377
ACH-000499,-0.101424501909
ACH-000500,-0.0579855237454
ACH-000502,0.034482867813300004
ACH-000503,-0.00294484498025
ACH-000505,-0.159433254375
ACH-000507,0.0207706774958
ACH-000510,-0.030495122519499998
ACH-000511,-0.0924467705463
ACH-000512,0.21939486373199998
ACH-000516,0.061829663510300004
ACH-000517,-0.0724788888706
ACH-000518,-0.277727895825
ACH-000520,-0.206895067662
ACH-000521,-0.140207608407
ACH-000522,-0.35411364375200005
ACH-000524,-0.11916311569700001
ACH-000527,-0.134804675072
ACH-000528,-0.108419675985
ACH-000537,-0.33923841390799997
ACH-000541,-0.38300808438199996
ACH-000542,-0.181880343945
ACH-000544,-0.16411776174
ACH-000545,-0.016800034651200002
ACH-000547,-0.286725640523
ACH-000548,-0.132700925876
ACH-000549,-0.315753882444
ACH-000550,-0.134220191066
ACH-000552,-0.182110645332
ACH-000556,-0.0474547886524
ACH-000557,-0.0208109625247
ACH-000570,-0.062484256596599994
ACH-000571,-0.16783039811500003
ACH-000573,-0.0740414545084
ACH-000576,-0.0750173818009
ACH-000580,-0.09678382811889999
ACH-000584,-0.186454689069
ACH-000585,-0.00065188471494
ACH-000588,-0.0585335058421
ACH-000589,-0.0944315504387
ACH-000591,-0.21893066530299998
ACH-000593,-0.08336001549769999
ACH-000600,-0.09838005846270001
ACH-000601,-0.114745689331
ACH-000604,-0.226104192845
ACH-000605,-0.332814620329
ACH-000606,0.041927176170900006
ACH-000608,-0.169097656725
ACH-000614,-0.28087701889100003
ACH-000616,-0.394119996977
ACH-000618,-0.122598510423
ACH-000619,-0.16757248221100002
ACH-000620,-0.251382104825
ACH-000621,-0.211612485468
ACH-000622,-0.06479257028339999
ACH-000623,0.0352300228348
ACH-000624,-0.061916363651099995
ACH-000627,-0.0892476853929
ACH-000630,-0.06494895376609999
ACH-000632,-0.22795492343
ACH-000633,-0.0611593172105
ACH-000637,-0.522962883749
ACH-000638,0.124880206765
ACH-000646,-0.5456472870979999
ACH-000647,-0.10930939736300001
ACH-000648,-0.00453981892699
ACH-000649,-0.15416560586
ACH-000651,-0.210455401629
ACH-000652,-0.282565086633
ACH-000653,-0.0024065895548000004
ACH-000657,-0.12363506661599999
ACH-000658,-0.109358815288
ACH-000661,-0.108708168581
ACH-000662,0.35452688060500004
ACH-000663,-0.235103407487
ACH-000665,-0.0647366769425
ACH-000671,-0.15130051603
ACH-000673,-0.10423795269200001
