,GBGT1 (26301)
ACH-000004,-0.0201915019188
ACH-000007,0.0169333829443
ACH-000009,-0.301046310153
ACH-000011,0.245406965964
ACH-000012,-0.0905892434712
ACH-000013,-0.0369800108142
ACH-000014,0.08466452143400001
ACH-000015,0.0014143561644800002
ACH-000017,-0.00462907735554
ACH-000018,-0.09523714351330001
ACH-000019,0.427708112855
ACH-000021,-0.142522938137
ACH-000022,0.18047649679699998
ACH-000025,0.0613374224383
ACH-000028,0.0055967482311
ACH-000030,0.13994336350199998
ACH-000035,0.147054994026
ACH-000036,0.135014702687
ACH-000037,0.18932911749
ACH-000039,0.144958980602
ACH-000040,0.048470657222100005
ACH-000041,-0.171910277279
ACH-000042,-0.08827031988939998
ACH-000045,0.0122060935408
ACH-000047,0.082551667796
ACH-000052,-0.0836748139334
ACH-000053,0.113295793374
ACH-000054,0.0169898587118
ACH-000055,-0.037387596284
ACH-000060,0.184551911822
ACH-000067,0.30671692331
ACH-000070,0.142302689277
ACH-000075,0.111388034176
ACH-000078,-0.0265278126449
ACH-000082,0.270503263099
ACH-000085,-0.235214337725
ACH-000086,0.13951581782400002
ACH-000087,0.36456202087399997
ACH-000092,0.047041350350000004
ACH-000095,0.0323597616028
ACH-000097,0.191475882821
ACH-000098,0.06847476714049999
ACH-000099,-0.0388763104201
ACH-000108,0.031658140681
ACH-000113,-0.132576738753
ACH-000115,-0.21465312038400003
ACH-000116,0.0473404796832
ACH-000118,-0.11011947570800001
ACH-000120,-0.0680483616197
ACH-000123,-0.020395896451299998
ACH-000127,-0.0725867705684
ACH-000128,-0.0632113291732
ACH-000132,-0.130723226687
ACH-000133,0.167424482514
ACH-000137,-0.117482886575
ACH-000138,-0.0521788688401
ACH-000142,0.07029017433519999
ACH-000143,0.16822464988299998
ACH-000146,0.129622758893
ACH-000148,-0.0121146397354
ACH-000150,0.268789701688
ACH-000152,0.138387865516
ACH-000153,0.24603267356999997
ACH-000159,0.204789010763
ACH-000160,-0.07687400032760001
ACH-000163,0.013791134974
