,ACKR1 (2532)
ACH-000004,-0.315062704652
ACH-000007,-0.08258390607999999
ACH-000009,-0.28534120272
ACH-000011,0.0843559478265
ACH-000012,-0.228488169177
ACH-000013,0.0223487891659
ACH-000014,-0.133296374888
ACH-000015,-0.19866372515500003
ACH-000017,-0.139267756473
ACH-000018,-0.275517193604
ACH-000019,-0.18154113884
ACH-000021,-0.122614867064
ACH-000022,0.0237858572543
ACH-000025,-0.0962238801027
ACH-000028,-0.102102560646
ACH-000030,-0.12608001738500002
ACH-000035,-0.269486990297
ACH-000036,-0.244254587415
ACH-000037,-0.124178553285
ACH-000039,-0.261520719263
ACH-000040,-0.125495794914
ACH-000041,-0.0840833858788
ACH-000042,-0.0629745146844
ACH-000045,-0.041868878330800004
ACH-000047,-0.10582959428
ACH-000052,-0.228845281263
ACH-000053,-0.16599601588
ACH-000054,-0.09644261423049999
ACH-000055,-0.254612651037
ACH-000060,0.057630961562599996
ACH-000067,-0.00854492403516
ACH-000070,-0.10842121833599999
ACH-000075,-0.21140466961100002
ACH-000078,-0.155043521019
ACH-000082,0.009011067866290001
ACH-000085,-0.13843974205999998
ACH-000086,-0.125089383054
ACH-000087,0.20577204101799998
ACH-000092,-0.124875795885
ACH-000095,0.0050435104542
ACH-000097,-0.19559800605099997
ACH-000098,-0.0830658592142
ACH-000099,-0.0817339547735
ACH-000108,-0.2070812648
ACH-000113,-0.08985312741830001
ACH-000115,0.022059867305799997
ACH-000116,-0.15543339389
ACH-000118,-0.013807120284200001
ACH-000120,-0.18498178200100002
ACH-000123,-0.0659063585219
ACH-000127,-0.08480193873510002
ACH-000128,-0.101346010089
ACH-000132,-0.22115000601399998
ACH-000133,-0.176822961592
ACH-000137,-0.276394422874
ACH-000138,-0.055302673587300004
ACH-000142,-0.20027239985599998
ACH-000143,-0.159110516457
ACH-000146,-0.136859820057
ACH-000148,-0.129620647363
ACH-000150,0.012672804569700002
ACH-000152,-0.0962446542661
ACH-000153,-0.37895734718
ACH-000159,-0.197350581026
ACH-000160,-0.104471707589
ACH-000163,-0.128642278311
ACH-000167,-0.23072734456500002
ACH-000168,-0.16583721296599999
ACH-000169,-0.14146300048399998
ACH-000178,-0.108270496809
ACH-000182,-0.061075932281499996
ACH-000183,-0.0334790149003
ACH-000188,-0.15648663582
ACH-000189,0.149353758243
ACH-000190,-0.118966387267
ACH-000198,-0.038185902151099994
ACH-000204,-0.32571237781199996
ACH-000206,-0.09957704993370001
ACH-000207,0.11077467215999998
ACH-000211,-0.186575065321
ACH-000215,-0.079930252359
ACH-000221,0.00471238670043
ACH-000222,0.015515480649399999
ACH-000223,-0.0311699635977
ACH-000226,-0.155243267987
ACH-000227,-0.221419758024
ACH-000228,-0.0332876783249
ACH-000231,-0.055584986197300006
ACH-000232,-0.034400854277199994
ACH-000233,-0.109007373752
ACH-000234,-0.0276184949503
ACH-000235,-0.00747709255336
ACH-000237,-0.140582073884
ACH-000238,-0.0548971241386
ACH-000243,-0.0723572312913
ACH-000244,-0.0300238336509
ACH-000246,-0.19923756744899998
ACH-000248,-0.254979442071
ACH-000250,-0.0440805786393
ACH-000251,-0.0391099429774
ACH-000253,-0.0397420144616
ACH-000255,-0.181382246268
ACH-000256,-0.148939265681
ACH-000257,-0.09957670419949999
ACH-000258,-0.125715696531
ACH-000259,-0.136897448137
ACH-000260,-0.15089313756
ACH-000261,-0.0150498450791
ACH-000262,0.0104662062145
ACH-000263,-0.263958677027
ACH-000264,-0.041395771990900006
ACH-000265,-0.0277776193044
ACH-000266,-0.0930849980404
ACH-000272,0.0152949960492
ACH-000273,-0.130457001859
ACH-000274,-0.0964930014697
ACH-000277,-0.180348701761
ACH-000278,-0.0436948360112
ACH-000279,-0.08990807469360002
ACH-000280,0.00796114552432
ACH-000281,-0.144524301301
ACH-000288,-0.0791439508456
ACH-000291,-0.026293290800299997
ACH-000293,-0.133870289661
ACH-000294,-0.19936088202799998
ACH-000295,-0.16574859638
ACH-000296,-0.0858788696355
ACH-000302,-0.156637236406
ACH-000304,0.08275752522810001
ACH-000307,-0.0882100346414
ACH-000308,-0.17744072330400001
ACH-000310,-0.0221863796612
ACH-000311,-0.140919927902
ACH-000312,-0.134070293966
ACH-000315,-0.0703296105408
ACH-000316,-0.0563379981734
ACH-000317,-0.320599168148
ACH-000318,-0.11978315379599999
ACH-000319,-0.25881629359
ACH-000320,-0.07604585638339999
ACH-000322,-0.317914586441
ACH-000323,0.08031977756589999
ACH-000324,-0.09722959529439999
ACH-000329,-0.132726682936
ACH-000330,-0.0222927239714
ACH-000331,-0.17427534235199998
ACH-000332,-0.09578474383789999
ACH-000334,-0.176446727892
ACH-000335,-0.179671495605
ACH-000336,-0.408988369167
ACH-000337,-0.220601728197
ACH-000339,-0.12400246303099999
ACH-000341,0.0247697687377
ACH-000348,-0.133718070456
ACH-000350,-0.17424106820399998
ACH-000352,-0.0981035187982
ACH-000356,-0.0773942621006
ACH-000361,0.116104068367
ACH-000362,-0.053879306616900005
ACH-000363,-0.21943465228300002
ACH-000364,-0.062281463851300005
ACH-000365,-0.14262981179099998
ACH-000366,-0.183651058787
ACH-000368,-0.0598237141553
ACH-000374,0.07930126334069999
ACH-000375,-0.117635265101
ACH-000376,-0.10059769533099999
ACH-000381,-0.0588825078524
ACH-000383,-0.24864999497499998
ACH-000387,-0.113726883417
ACH-000389,0.124065469154
ACH-000390,-0.22517080683600002
ACH-000393,-0.19985106607099998
ACH-000395,0.0354512633833
ACH-000397,-0.173006022655
ACH-000401,-0.38770092924599997
ACH-000402,0.006821705354120001
ACH-000403,-0.17557472770799998
ACH-000404,-0.15081564034199998
ACH-000406,-0.17726736585900002
ACH-000407,-0.034595242269
ACH-000408,-0.0149455575079
ACH-000410,-0.151416530697
ACH-000411,-0.18643959977000002
ACH-000414,-0.0570864115537
ACH-000415,-0.129927090165
ACH-000416,-0.185739010316
ACH-000420,0.06920217455830001
ACH-000421,-0.174287782403
ACH-000424,-0.482511999319
ACH-000425,-0.189902691971
ACH-000426,-0.0548427412777
ACH-000427,-0.0955777022411
ACH-000433,-0.158897518454
ACH-000436,-0.215326891661
ACH-000444,-0.123942868385
ACH-000445,-0.251607409281
ACH-000448,-0.20326280291700002
ACH-000450,-0.22347122964899999
ACH-000452,-0.24513821621800003
ACH-000454,-0.40394127196400004
ACH-000458,-0.10005917961100001
ACH-000459,-0.178705927082
ACH-000460,-0.167712080101
ACH-000461,0.016723776746
ACH-000463,-0.17001494393199998
ACH-000464,-0.06746905247229999
ACH-000466,-0.139276852274
ACH-000467,-0.15729884778
ACH-000468,-0.0383833574304
ACH-000469,-0.18678448740400003
ACH-000470,-0.127647546517
ACH-000471,-0.0100741441506
ACH-000472,-0.0877763883457
ACH-000473,0.036717444487400004
ACH-000475,-0.11161322932800001
ACH-000476,-0.09789702521810001
ACH-000477,-0.09425480168860001
ACH-000480,-0.122907330254
ACH-000481,0.021291886446500003
ACH-000483,0.009991278721389999
ACH-000484,-0.322851792341
ACH-000485,-0.139223898342
ACH-000486,-0.031816098517299995
ACH-000487,-0.132213234421
ACH-000488,-0.15389802676
ACH-000490,-0.09686831809419999
ACH-000491,-0.154552125198
ACH-000495,-0.161561679375
ACH-000496,-0.09900806786319999
ACH-000499,-0.0423852599835
ACH-000500,0.219350746295
ACH-000502,-0.0464443524584
ACH-000503,-0.23724173783000005
ACH-000505,-0.128963725044
ACH-000507,-0.118062965506
ACH-000510,-0.17324759797800002
ACH-000511,-0.16177867850299998
ACH-000512,-0.223406127125
ACH-000516,0.0009192308876240001
ACH-000517,-0.129718658434
ACH-000518,-0.11119182470799999
ACH-000520,-0.0939139226724
ACH-000521,-0.167135553259
ACH-000522,-0.11764841798
ACH-000524,-0.079025452996
ACH-000527,-0.059218887956600005
ACH-000528,-0.128492327893
ACH-000537,-0.156166125351
ACH-000541,-0.01635436785
ACH-000542,-0.04571943128280001
ACH-000544,-0.129053002697
ACH-000545,-0.061077762031300005
ACH-000547,-0.0040930542216799995
ACH-000548,-0.214621206946
ACH-000549,-0.10566504403999999
ACH-000550,-0.171940912211
ACH-000552,-0.16058379931
ACH-000556,-0.220968585536
ACH-000557,0.021774860254299998
ACH-000570,-0.077352892674
ACH-000571,-0.0751811437753
ACH-000573,-0.05730180767580001
ACH-000576,-0.07618163860119999
ACH-000580,-0.106393580351
ACH-000584,0.000931464259251
ACH-000585,-0.116821003598
ACH-000588,-0.110233195667
ACH-000589,-0.0471249842327
ACH-000591,0.164250406466
ACH-000593,-0.180224413475
ACH-000600,-0.22768132290800003
ACH-000601,-0.138410493407
ACH-000604,0.08918109212549999
ACH-000605,-0.021058349136
ACH-000606,-0.155076739253
ACH-000608,-0.13922406805600002
ACH-000614,-0.0482632907097
ACH-000616,-0.17900463761
ACH-000618,-0.086146817214
ACH-000619,-0.23135406564199998
ACH-000620,-0.08033240214439999
ACH-000621,0.07426824767160001
ACH-000622,-0.116763984392
ACH-000623,-0.0648654072237
ACH-000624,-0.172363854328
ACH-000627,-0.0926794219722
ACH-000630,-0.17057967322599998
ACH-000632,-0.140622983234
ACH-000633,-0.021827699267
ACH-000637,-0.024912952440900003
ACH-000638,-0.052345536808699994
ACH-000646,-0.123215768697
ACH-000647,-0.18755044051300002
ACH-000648,0.188023081668
ACH-000649,-0.14042446128699998
ACH-000651,-0.10880206686300001
ACH-000652,0.055406603564099995
ACH-000653,-0.223201140057
ACH-000657,-0.164086387948
ACH-000658,-0.232570173262
ACH-000661,-0.049857701373399996
ACH-000662,-0.131005405396
ACH-000663,-0.285459774965
ACH-000665,-0.11532284842
ACH-000671,0.08969606938269999
ACH-000673,-0.132694076967
ACH-000676,-0.251316400271
ACH-000677,0.00500931648486
ACH-000681,0.0249499528205
ACH-000682,-0.09115443456039998
ACH-000683,-0.415824126945
ACH-000684,-0.232415423552
ACH-000688,-0.0349851702588
ACH-000693,-0.07450002639860001
ACH-000694,-0.113190998248
ACH-000695,-0.128581258597
ACH-000696,-0.123140058343
ACH-000697,-0.16757070302000002
ACH-000699,-0.08084219365760001
ACH-000701,-0.182360074102
ACH-000706,-0.06431060839569999
ACH-000711,-0.10344400293299999
ACH-000713,-0.194811540618
ACH-000714,-0.258921164472
ACH-000718,0.0267545014798
ACH-000720,-0.094161947716
ACH-000721,-0.147814874741
ACH-000724,-0.154238528336
ACH-000725,-0.330631568079
ACH-000732,-0.34572777128
ACH-000734,-0.16429460075400001
ACH-000735,-0.0410527511991
ACH-000736,-0.251180218355
ACH-000738,-0.016834473390600003
ACH-000746,-0.059561368309199995
ACH-000747,0.029705660793499997
ACH-000748,0.0745131089151
ACH-000753,-0.145271967572
ACH-000756,-0.287178663609
ACH-000757,-0.0514360323229
ACH-000758,-0.0943210770606
ACH-000760,-0.162947905638
ACH-000763,-0.162201788933
ACH-000764,-0.24520209193700002
ACH-000765,-0.198991254057
ACH-000766,-0.19633747971999999
ACH-000767,-0.23954353156
ACH-000768,-0.0920008527087
ACH-000769,-0.214537771404
ACH-000770,-0.10655865568499999
ACH-000771,-0.09104657131039999
ACH-000773,-0.0025778409061700002
ACH-000776,-0.09230430804880001
ACH-000777,-0.05513450941340001
ACH-000778,-0.0835947878622
ACH-000781,-0.108082331951
ACH-000782,0.07026848670960001
ACH-000783,-0.0732660413655
ACH-000784,-0.115658132841
ACH-000785,-0.13724275533299998
ACH-000787,-0.120162904264
ACH-000788,-0.027331067848299997
ACH-000791,-0.108750064818
ACH-000792,-0.186259937119
ACH-000794,-0.0426878804722
ACH-000796,-0.107452746428
ACH-000799,-0.372385717592
ACH-000800,-0.227844246925
ACH-000802,-0.0794882499256
ACH-000804,-0.348901533939
ACH-000805,-0.203059825019
ACH-000809,-0.116437734835
ACH-000810,-0.0445180617048
ACH-000811,-0.131305480996
ACH-000817,-0.13612722184
ACH-000819,-0.007153453306890001
ACH-000820,-0.135409066382
ACH-000821,-0.26954629966
ACH-000822,-0.33582200646399996
ACH-000823,-0.124741136598
ACH-000824,-0.20876840175099998
ACH-000827,-0.157370093653
ACH-000829,-0.0749347586956
ACH-000831,-0.0928705453124
ACH-000832,-0.04453506651959999
ACH-000833,-0.26709275147100003
ACH-000834,-0.109811073342
ACH-000835,-0.184040561865
ACH-000836,-0.106442935257
ACH-000837,-0.0746532384014
ACH-000838,-0.274806360977
ACH-000839,-0.24765746519499998
ACH-000840,-0.25676479918
ACH-000841,-0.0893663595501
ACH-000843,-0.0658174745295
ACH-000846,-0.193291500841
ACH-000847,0.0185319949609
ACH-000848,-0.105251735438
ACH-000849,-0.101786312787
ACH-000851,-0.100472276645
ACH-000855,-0.0707049808347
ACH-000856,-0.06755972334959999
ACH-000858,-0.20327056859499998
ACH-000859,0.256910848161
ACH-000861,-0.0481585106193
ACH-000862,-0.107236962517
ACH-000865,-0.10381329481200001
ACH-000866,-0.150621510282
ACH-000867,-0.106151161166
ACH-000869,-0.15384636035
ACH-000872,-0.0629496418838
ACH-000873,-0.127439650698
ACH-000876,-0.113271970897
ACH-000878,0.05093801987530001
ACH-000880,-0.0292224816876
ACH-000881,-0.16008296482
ACH-000882,-0.15779785404000002
ACH-000884,-0.152767821562
ACH-000885,0.07037510597010001
ACH-000887,-0.06866043163879999
ACH-000888,-0.119785169507
ACH-000889,-0.157496063379
