,IGLL5 (100423062)
ACH-000004,-0.18024442660599999
ACH-000007,0.045381475761900006
ACH-000009,-0.0336943004978
ACH-000011,-0.161563073657
ACH-000012,-0.182064161028
ACH-000013,-0.10758353707999999
ACH-000014,0.05519857532880001
ACH-000015,-0.334036840324
ACH-000017,-0.20112575279
ACH-000018,-0.2485600712
ACH-000019,-0.192977357926
ACH-000021,-0.134190990844
ACH-000022,-0.218509291701
ACH-000025,-0.18930980864500002
ACH-000028,-0.11691586245999999
ACH-000030,-0.09355440484079999
ACH-000035,0.089903435376
ACH-000036,-0.186024116489
ACH-000037,-0.23587911439
ACH-000039,0.0756176209001
ACH-000040,-0.205474109712
ACH-000041,0.00260084639162
ACH-000042,-0.109856675334
ACH-000045,-0.26262281521499997
ACH-000047,0.0553712130578
ACH-000052,-0.111882023629
ACH-000053,-0.020757344501799998
ACH-000054,0.0283430409088
ACH-000055,0.06612263369919999
ACH-000060,-0.287275525496
ACH-000067,-0.19204290077
ACH-000070,-0.40794639477600003
ACH-000075,0.281082448501
ACH-000078,-0.0167936341553
ACH-000082,-0.07759569273080001
ACH-000085,0.08799303840129999
ACH-000086,0.250143341473
ACH-000087,0.208602397748
ACH-000092,-0.172336532744
ACH-000095,0.13813638406
ACH-000097,-0.15022641356
ACH-000098,-0.134916746292
ACH-000099,0.163303938779
ACH-000108,0.100270883588
ACH-000113,-0.025870483166400005
ACH-000115,-0.192849435592
ACH-000116,-0.0741238915298
ACH-000118,0.0445230556651
ACH-000120,-0.24260289801100002
ACH-000123,0.041413150252099996
ACH-000127,-0.0910479332354
ACH-000128,-0.22814293542300002
ACH-000132,-0.159661610044
ACH-000133,0.0187605448562
ACH-000137,-0.0887953498955
ACH-000138,0.04474129304880001
ACH-000142,0.0407210391156
ACH-000143,-0.15368975362
ACH-000146,-0.0064480355278
ACH-000148,0.08746434274180001
ACH-000150,-0.05630410831669999
ACH-000152,0.028808324712299997
ACH-000153,-0.00968961749231
ACH-000159,0.00848660924091
ACH-000160,-0.09789781672419999
ACH-000163,-0.0267856439164
ACH-000167,-0.533328707558
ACH-000168,-0.0260749386631
ACH-000169,-0.211142323517
ACH-000178,0.101578423835
ACH-000182,0.102314509115
ACH-000183,-0.234344422678
ACH-000188,0.0522605231438
ACH-000189,-0.09935424538830001
ACH-000190,-0.013731565812399999
ACH-000198,-0.0360877376064
ACH-000204,0.011129290708
ACH-000206,-0.0581707155026
ACH-000207,-0.196661262845
ACH-000211,-0.160914391619
ACH-000215,0.027710753671900002
ACH-000221,0.07757863262730001
ACH-000222,0.24537951229000002
ACH-000223,-0.0812579600278
ACH-000226,-0.09504796220789999
ACH-000227,-0.0353306477764
ACH-000228,-0.23030355648200002
ACH-000231,-0.161191774412
ACH-000232,-0.19647568347600003
ACH-000233,-0.139118668013
ACH-000234,-0.0493307474934
ACH-000235,-0.04623154693130001
ACH-000237,-0.0548679660618
ACH-000238,-0.0958216869892
ACH-000243,-0.0838477169148
ACH-000244,-0.09561145367249999
ACH-000246,0.09403781920330001
ACH-000248,-0.2589181621
ACH-000250,-0.0134457128465
ACH-000251,-0.050462158673900005
ACH-000253,-0.010967983739700001
ACH-000255,-0.16132558410800002
ACH-000256,-0.163625648739
ACH-000257,0.0138817976126
ACH-000258,-0.10730960465500002
ACH-000259,0.09228167986
ACH-000260,-0.191400771391
ACH-000261,-0.0290240596282
ACH-000262,0.0132763355062
ACH-000263,-0.0639809531033
ACH-000264,-0.213484860711
ACH-000265,-0.206276201761
ACH-000266,0.0156566479851
ACH-000272,-0.176860718142
ACH-000273,-0.0226980929508
ACH-000274,-0.220404141475
ACH-000277,0.0483134893176
ACH-000278,-0.015644791303
ACH-000279,0.11871210590999998
ACH-000280,-0.177501178041
ACH-000281,0.23719148945000001
ACH-000288,-0.12993394425899998
ACH-000291,-0.318374137641
ACH-000293,-0.297293485282
ACH-000294,-0.154102863143
ACH-000295,-0.0749230639619
ACH-000296,-0.161361424411
ACH-000302,-0.24657829778
ACH-000304,0.17549795656300002
ACH-000307,-0.0626448391731
ACH-000308,-0.158323381033
ACH-000310,0.254586228205
ACH-000311,0.055637164224500005
ACH-000312,0.0579379849539
ACH-000315,-0.167779634576
ACH-000316,-0.271417508988
ACH-000317,0.165868418285
ACH-000318,0.0526356298649
ACH-000319,-0.09837009025530001
ACH-000320,-0.127638788457
ACH-000322,-0.11431892324899999
ACH-000323,-0.18905294167999998
ACH-000324,0.0270199222243
ACH-000329,0.056671695459400005
ACH-000330,-0.158793209858
ACH-000331,-0.0644404277669
