,PATL1 (219988)
ACH-000004,0.210431123026
ACH-000007,-0.0995400434182
ACH-000009,-0.0620517288296
ACH-000011,0.09697836040470001
ACH-000012,-0.147824013285
ACH-000013,0.117934687458
ACH-000014,0.24407478641600003
ACH-000015,0.0425416409528
ACH-000017,-0.0469366171648
ACH-000018,0.36938722964000004
ACH-000019,-0.0549399721997
ACH-000021,-0.192407627927
ACH-000022,0.169533926725
ACH-000025,0.0645200455629
ACH-000028,-0.00457067152059
ACH-000030,-0.0463939155501
ACH-000035,0.0944238599117
ACH-000036,-0.014175487423799999
ACH-000037,-0.0147281615689
ACH-000039,-0.0577016526527
ACH-000040,-0.165165528454
ACH-000041,-0.0700679799402
ACH-000042,-0.0807899651335
ACH-000045,0.18881787303599998
ACH-000047,0.00792610196285
ACH-000052,-0.0919486323724
ACH-000053,-0.159309832595
ACH-000054,0.00470469037638
ACH-000055,-0.0588282106483
ACH-000060,0.035119119586199996
ACH-000067,0.139575817619
ACH-000070,0.19887622998799998
ACH-000075,0.11015103034399999
ACH-000078,-0.45030295723200003
ACH-000082,-0.00630578564274
ACH-000085,0.153386313896
ACH-000086,-0.0611443325331
ACH-000087,0.00563723142475
ACH-000092,-0.0234478541713
ACH-000095,0.10186385626
ACH-000097,0.0816156853394
ACH-000098,-0.00590296346069
ACH-000099,-0.07488158199789999
ACH-000108,-0.14492992685999997
ACH-000113,-0.151185160973
ACH-000115,0.307593237701
ACH-000116,-0.0722079091656
ACH-000118,-0.10258135434
ACH-000120,-0.08176863149079999
ACH-000123,-0.14593951107
ACH-000127,0.0811895256109
ACH-000128,0.147767331733
ACH-000132,-0.180341010663
ACH-000133,0.0652724844315
ACH-000137,0.00830084763626
ACH-000138,-0.13696074244999998
ACH-000142,0.07511931580219999
ACH-000143,0.100778030418
ACH-000146,-0.0216166761845
ACH-000148,0.09510506835539999
ACH-000150,0.0828053166388
ACH-000152,0.042678106139400006
ACH-000153,-0.102803309367
ACH-000159,0.23252072856999997
ACH-000160,0.00867917391336
ACH-000163,0.22403713492199998
ACH-000167,0.224376497117
ACH-000168,-0.019747498367599998
ACH-000169,0.14739911546599999
ACH-000178,0.12240333857100001
ACH-000182,0.236587719461
ACH-000183,0.0887679896568
ACH-000188,-0.036096878999099996
ACH-000189,0.0522795871318
ACH-000190,0.0859077624068
ACH-000198,-0.209891675818
ACH-000204,0.312720592089
ACH-000206,0.255281559277
ACH-000207,-0.07345567448649999
ACH-000211,-0.125857885435
ACH-000215,0.182061239716
ACH-000221,-0.128037733119
ACH-000222,-0.24165016459600003
ACH-000223,0.0369786371005
ACH-000226,-0.052579098305599994
ACH-000227,-0.154516834121
ACH-000228,0.0533923230176
ACH-000231,0.07715867081130001
ACH-000232,0.124913114816
ACH-000233,0.14712279674
ACH-000234,0.130960692742
ACH-000235,0.0678688695498
ACH-000237,0.136256897455
ACH-000238,0.157928523707
ACH-000243,-0.05382787760530001
ACH-000244,-0.00240591216117
