,XRRA1 (143570)
ACH-000004,-0.051416262998400006
ACH-000007,-0.142729130965
ACH-000009,-0.134431149799
ACH-000011,-0.124542478339
ACH-000012,-0.34491268450999996
ACH-000013,-0.146691333932
ACH-000014,0.0703042940701
ACH-000015,-0.0529052792071
ACH-000017,-0.07531202969039999
ACH-000018,-0.211317035969
ACH-000019,-0.339435898757
ACH-000021,-0.160429330635
ACH-000022,-0.0516691721518
ACH-000025,-0.137847515084
ACH-000028,-0.285845105749
ACH-000030,-0.15620599545299999
ACH-000035,-0.0874256919148
ACH-000036,-0.057709285204300007
ACH-000037,-0.1875896609
ACH-000039,-0.43218134250600004
ACH-000040,-0.330592417758
ACH-000041,-0.19124426010200002
ACH-000042,-0.11837656022
ACH-000045,-0.268285320866
ACH-000047,-0.17184389335
ACH-000052,-0.162631827777
ACH-000053,-0.08308786306360001
ACH-000054,-0.167306077763
ACH-000055,-0.248246297891
ACH-000060,-0.0766906017744
ACH-000067,-0.0445364636166
ACH-000070,-0.09898879228499999
ACH-000075,-0.197862200119
ACH-000078,-0.14246040019
ACH-000082,-0.167537092109
ACH-000085,0.0211435088227
ACH-000086,-0.284197706732
ACH-000087,-0.0527617152516
ACH-000092,-0.0551393366512
ACH-000095,-0.156584156976
ACH-000097,-0.162475755056
ACH-000098,-0.172688055033
ACH-000099,-0.0436394495682
ACH-000108,-0.10110586462200001
ACH-000113,-0.0722236009585
ACH-000115,0.188806677749
ACH-000116,-0.194607210235
ACH-000118,-0.18306887686599999
ACH-000120,-0.022835870022800003
ACH-000123,-0.255774354173
ACH-000127,-0.00422856835661
ACH-000128,0.0114942883006
ACH-000132,-0.39480221126000004
ACH-000133,-0.159675441207
ACH-000137,-0.312117005834
ACH-000138,-0.247212882863
ACH-000142,-0.07948549874310001
ACH-000143,-0.12010307045
ACH-000146,-0.19703052560400003
ACH-000148,-0.121589351638
ACH-000150,-0.077743208413
ACH-000152,-0.149297580893
ACH-000153,-0.108818398956
ACH-000159,-0.07325613170060001
ACH-000160,-0.230124180022
ACH-000163,-0.08429327248160001
ACH-000167,-0.163652835001
ACH-000168,0.00786040215296
ACH-000169,-0.116056629681
ACH-000178,-0.0390516425266
ACH-000182,-0.0548450699644
ACH-000183,-0.18530739228100002
ACH-000188,-0.23795100696600002
ACH-000189,-0.209416866616
ACH-000190,-0.45680042749300004
ACH-000198,0.09700901832469999
ACH-000204,0.0282359904706
ACH-000206,0.0025586393205300003
ACH-000207,-0.486391400583
ACH-000211,-0.029811850008099997
ACH-000215,-0.0834430603331
ACH-000221,-0.108155522727
ACH-000222,0.0448383051624
ACH-000223,-0.24127315656999998
ACH-000226,-0.0691194366781
ACH-000227,-0.573385123508
ACH-000228,-0.304724302342
ACH-000231,-0.12910742627900001
ACH-000232,-0.18168774108199998
ACH-000233,0.0323269135641
ACH-000234,-0.0514821887706
ACH-000235,-0.0812264267551
ACH-000237,-0.369999407931
ACH-000238,-0.236933628107
ACH-000243,-0.015224117668899998
ACH-000244,-0.396391251594
ACH-000246,-0.0779804613351
ACH-000248,-0.019439530293400002
ACH-000250,-0.153826883702
ACH-000251,-0.00854596278482
ACH-000253,-0.28045008473099997
ACH-000255,-0.126558490891
ACH-000256,-0.455152454775
ACH-000257,-0.053124158863
ACH-000258,0.10206353951700001
ACH-000259,-0.202229503075
ACH-000260,-0.162898082619
ACH-000261,-0.226411817703
ACH-000262,-0.172606235112
ACH-000263,-0.505433129397
ACH-000264,-0.181729753538
ACH-000265,-0.024508148483
ACH-000266,-0.103925543512
ACH-000272,-0.0694152810374
ACH-000273,-0.205437010087
ACH-000274,-0.053846399280400005
ACH-000277,-0.200067279465
ACH-000278,-0.10708625090299999
ACH-000279,-0.11966212032299998
ACH-000280,-0.110480688814
ACH-000281,-0.13474085751599998
ACH-000288,-0.22838596294
ACH-000291,-0.06958122425860001
ACH-000293,-0.21598922257199998
ACH-000294,-0.186945723053
ACH-000295,-0.249214814822
ACH-000296,-0.092765441197
ACH-000302,-0.0452869212306
ACH-000304,-0.0615495690487
ACH-000307,-0.06535871408680001
ACH-000308,-0.21229429424600002
ACH-000310,-0.215118873443
ACH-000311,0.11974190187599999
ACH-000312,-0.131271138581
ACH-000315,-0.240130533822
ACH-000316,-0.225897646319
ACH-000317,-0.274640781898
ACH-000318,-0.021074234432000002
ACH-000319,-0.038240463444
ACH-000320,0.0708340410766
ACH-000322,-0.22028905604000001
ACH-000323,-0.21812966394799999
ACH-000324,-0.129519202029
ACH-000329,-0.149162830659
ACH-000330,-0.171981070996
ACH-000331,-0.173855160069
ACH-000332,-0.182307792661
ACH-000334,-0.230657971824
ACH-000335,-0.37571664137599997
ACH-000336,-0.136460319728
ACH-000337,-0.22361907487100002
ACH-000339,-0.0875218730247
ACH-000341,-0.04114161415169999
ACH-000348,-0.0681543224812
ACH-000350,-0.192947179163
ACH-000352,-0.181746880131
ACH-000356,-0.20299255833000002
ACH-000361,-0.107786492195
ACH-000362,-0.176497162407
ACH-000363,-0.09905176387
ACH-000364,-0.23642788426
ACH-000365,-0.155089769592
ACH-000366,-0.28591419167599996
ACH-000368,-0.192395962249
ACH-000374,-0.296431033326
ACH-000375,0.0035202353506199996
ACH-000376,-0.0686022546344
ACH-000381,-0.15071758039799998
ACH-000383,-0.10837727720000001
ACH-000387,-0.0927202092588
ACH-000389,-0.058428115299199994
ACH-000390,-0.07629493016089998
ACH-000393,-0.112609688041
ACH-000395,-0.053248824260300004
ACH-000397,-0.068828131539
ACH-000401,-0.134630379256
ACH-000402,-0.0657192684848
ACH-000403,-0.22960456623199998
ACH-000404,-0.0151941338731
ACH-000406,-0.123179025647
ACH-000407,-0.14438598704000002
ACH-000408,-0.129746214333
ACH-000410,-0.211346819837
ACH-000411,-0.159310538314
ACH-000414,-0.0910511874613
ACH-000415,-0.160341396909
ACH-000416,-0.152859359098
ACH-000420,-0.0258533716511
ACH-000421,-0.042914916279100004
ACH-000424,0.103060834145
ACH-000425,-0.12995626785199998
ACH-000426,-0.104064238368
ACH-000427,-0.11181537878900001
ACH-000433,-0.34535097923600006
ACH-000436,-0.303239092138
ACH-000444,-0.190933528261
ACH-000445,-0.10306322321
ACH-000448,-0.13392394849
ACH-000450,-0.0409948643751
ACH-000452,-0.14661401684699998
ACH-000454,-0.0105296027109
ACH-000458,-0.222866836517
ACH-000459,0.0545059248691
ACH-000460,-0.19859137266
ACH-000461,-0.445562283719
ACH-000463,-0.08731562239690001
ACH-000464,-0.22602892198199998
ACH-000466,-0.0881385790745
ACH-000467,-0.06152714771099999
ACH-000468,0.054904704689300005
ACH-000469,-0.365075937591
ACH-000470,-0.3257151216
ACH-000471,-0.104638939333
ACH-000472,-0.216649642495
ACH-000473,-0.168410927285
ACH-000475,-0.122488089988
ACH-000476,-0.110052485013
ACH-000477,-0.236517901954
ACH-000480,-0.0621327516001
ACH-000481,-0.205323182053
ACH-000483,-0.114572718924
ACH-000484,-0.126368844411
ACH-000485,-0.12277980181
ACH-000486,-0.203715039262
ACH-000487,-0.201132488708
ACH-000488,-0.0687400635377
ACH-000490,-0.0316220635487
ACH-000491,-0.252256723703
ACH-000495,-0.304730098899
ACH-000496,-0.20713937663100002
ACH-000499,-0.293836808331
ACH-000500,-0.260745866863
ACH-000502,-0.07025679420099999
ACH-000503,-0.358302543328
ACH-000505,-0.233491975926
ACH-000507,-0.134250205893
ACH-000510,-0.150615611455
ACH-000511,-0.28718063578999997
ACH-000512,-0.0960135583945
ACH-000516,0.0618756002571
ACH-000517,-0.0660463319524
ACH-000518,-0.146953829939
ACH-000520,-0.230130823933
ACH-000521,-0.0562468010317
ACH-000522,-0.218179975636
ACH-000524,-0.128835054357
ACH-000527,-0.21547519688499997
ACH-000528,-0.0285930799265
ACH-000537,-0.146211615349
ACH-000541,-0.09516665622050001
ACH-000542,-0.111209557532
ACH-000544,-0.150692796338
ACH-000545,-0.309505886944
ACH-000547,-0.15398041470999999
ACH-000548,-0.27248101881700004
ACH-000549,-0.142948273171
ACH-000550,-0.18303742287099997
ACH-000552,-0.136494067443
ACH-000556,-0.07240105986430001
ACH-000557,-0.026264282598
ACH-000570,-0.349373058072
ACH-000571,-0.218714423164
ACH-000573,-0.0682804745489
ACH-000576,-0.223170864118
ACH-000580,-0.26330225969099996
ACH-000584,-0.13344619340999997
ACH-000585,-0.43180892618999994
ACH-000588,-0.08161902500610001
ACH-000589,-0.0824633644979
ACH-000591,-0.152930738353
ACH-000593,-0.0993329761625
ACH-000600,-0.0798443612623
ACH-000601,-0.109385800658
ACH-000604,0.113871183315
ACH-000605,0.0412353752559
