,KY (339855)
ACH-000004,0.119153386796
ACH-000007,-0.0373469417383
ACH-000009,-0.0737280955508
ACH-000011,-0.0336178794026
ACH-000012,-0.023744215806999997
ACH-000013,-0.14510531548900002
ACH-000014,-0.17776637629
ACH-000015,-0.0662840599842
ACH-000017,-0.0314616966047
ACH-000018,-0.14981573329000003
ACH-000019,-0.113928633449
ACH-000021,-0.0944893384155
ACH-000022,0.00987833533199
ACH-000025,-0.081568122568
ACH-000028,-0.046111121146900004
ACH-000030,-0.09683399398
ACH-000035,-0.136571364377
ACH-000036,-0.021379401475
ACH-000037,-0.0220742836971
ACH-000039,-0.255901029676
ACH-000040,0.20176600465300001
ACH-000041,-0.21123860105
ACH-000042,0.0481416018099
ACH-000045,0.0274872999501
ACH-000047,-0.0103608751017
ACH-000052,-0.25360631863899996
ACH-000053,-0.062424058885300004
ACH-000054,-0.061956025926900006
ACH-000055,-0.195922025492
ACH-000060,-0.0746179493659
ACH-000067,0.015066650941299999
ACH-000070,-0.049108558513
ACH-000075,-0.0654125366077
ACH-000078,0.196385838464
ACH-000082,-0.0169227722431
ACH-000085,-0.0312606392556
ACH-000086,-0.160155667272
ACH-000087,-0.12037749797800001
ACH-000092,-0.0498586020746
ACH-000095,0.0727890174917
ACH-000097,0.0538667855139
ACH-000098,-0.035313442460599996
ACH-000099,0.121742116183
ACH-000108,-0.04344952304819999
ACH-000113,0.119617930579
ACH-000115,0.139530308757
ACH-000116,-0.00014453011293000001
ACH-000118,-0.148463376979
ACH-000120,-0.053373641853
ACH-000123,-0.0300019456104
ACH-000127,-0.134352044344
ACH-000128,-0.0679281313836
ACH-000132,-0.0277969460296
ACH-000133,-0.029772429205200002
ACH-000137,-0.0171970329611
ACH-000138,-0.09763615774119999
ACH-000142,-0.194447025739
ACH-000143,-0.09691041743730001
ACH-000146,0.0886776014967
ACH-000148,0.049809317959
ACH-000150,0.00149975310945
ACH-000152,-0.025182864584900003
ACH-000153,0.232890710568
ACH-000159,0.058655197242
ACH-000160,-0.0536092555032
ACH-000163,-0.0628185865827
ACH-000167,-0.00302855889701
ACH-000168,0.11739700755999999
ACH-000169,-0.10500324323799999
ACH-000178,0.0071346921583999995
ACH-000182,-0.0166837347026
ACH-000183,-0.0958175461424
ACH-000188,-0.0892419826504
ACH-000189,-0.112313278447
ACH-000190,-0.07205686363630001
ACH-000198,-0.000269086023568
ACH-000204,-0.040481142042099995
ACH-000206,-0.0375283894035
ACH-000207,0.052782898943800005
ACH-000211,-0.11217508942700001
ACH-000215,-0.105226652107
ACH-000221,-0.161840566533
ACH-000222,0.130414320891
ACH-000223,0.0584555071899
ACH-000226,-0.100172200703
ACH-000227,-0.11217991869300001
ACH-000228,-0.056167998563
ACH-000231,-0.0150487454503
ACH-000232,-0.0493828102711
ACH-000233,0.011777495467799999
ACH-000234,-0.119616765328
ACH-000235,-0.0358815860753
ACH-000237,0.0343960115598
ACH-000238,0.13324822886399998
ACH-000243,-0.04747348529130001
ACH-000244,0.0155635139641
ACH-000246,-0.0590103913834
ACH-000248,-0.0720401557824
ACH-000250,-0.060297012708199996
ACH-000251,-0.19762050141399998
ACH-000253,0.00861973110639
ACH-000255,-0.0717889808916
ACH-000256,5.06515391901e-05
ACH-000257,0.0316755428147
ACH-000258,-0.219795744453
ACH-000259,-0.09173682368069999
ACH-000260,-0.021416813912900002
ACH-000261,-0.00123671808257
ACH-000262,-0.029082799473700002
ACH-000263,-0.423338295709
ACH-000264,0.0524473954297
ACH-000265,0.0451926182649
ACH-000266,0.0283239675553
ACH-000272,-0.178606501538
ACH-000273,-0.0639170566467
ACH-000274,-0.206460411061
ACH-000277,0.041219321133199996
ACH-000278,-0.0350554991184
ACH-000279,0.0108468538763
ACH-000280,-0.202660248131
ACH-000281,-0.0715345768562
ACH-000288,0.0037661357106200002
ACH-000291,0.0464214217938
ACH-000293,-0.0718357464083
ACH-000294,-0.115675946867
ACH-000295,0.13726772118
ACH-000296,0.106520240722
ACH-000302,-0.0626097021277
ACH-000304,0.12086062911800001
ACH-000307,0.00897349764655
ACH-000308,0.04436794672259999
ACH-000310,0.100804015372
ACH-000311,0.172046310753
ACH-000312,0.0821865624224
ACH-000315,-0.0917247372317
ACH-000316,0.048030111762600004
ACH-000317,-0.240123617988
ACH-000318,-0.012565345906
ACH-000319,-0.00465530544398
ACH-000320,-0.25484133211300003
ACH-000322,-0.123459847929
ACH-000323,-0.108287876089
ACH-000324,0.00261611733193
ACH-000329,0.09018111662969999
ACH-000330,-0.199542155773
ACH-000331,-0.0899409016972
ACH-000332,0.07167669150980001
ACH-000334,0.410469178918
ACH-000335,-0.180096863365
ACH-000336,0.0995662963769
ACH-000337,-0.336303810263
ACH-000339,-0.0797951260682
ACH-000341,0.061842314024800005
ACH-000348,0.0137306021624
ACH-000350,-0.120879685189
ACH-000352,-0.038510104396699996
ACH-000356,-0.124699048681
ACH-000361,-0.026520870085200002
ACH-000362,0.0525909452788
ACH-000363,-0.043818204014999994
ACH-000364,-0.0617975333923
ACH-000365,-0.102550428667
ACH-000366,-0.0012090426248900002
ACH-000368,-0.07266270265
ACH-000374,0.166124003534
ACH-000375,-0.0392461268254
ACH-000376,-0.0337752898093
ACH-000381,0.0494063446911
ACH-000383,0.0289185794525
ACH-000387,0.183056876337
ACH-000389,0.23982569567499998
ACH-000390,-0.052285845939499996
ACH-000393,0.0370427910771
ACH-000395,-0.000637302382783
ACH-000397,-0.0390117389615
ACH-000401,-0.0057271771199
ACH-000402,-0.0426992934235
ACH-000403,-0.0165668242286
ACH-000404,0.0624473233292
ACH-000406,-0.05392503008169999
ACH-000407,-0.0435635372159
ACH-000408,0.238170248852
ACH-000410,-0.049892668756800006
ACH-000411,0.0026577080491399997
ACH-000414,0.13641474739
ACH-000415,0.0951428255992
ACH-000416,0.0429468353903
ACH-000420,-0.101440413036
ACH-000421,-0.09690959319129999
ACH-000424,-0.0498504495232
ACH-000425,0.0547471060872
ACH-000426,-0.04993480378430001
ACH-000427,0.0411378553304
ACH-000433,-0.206505186895
ACH-000436,-0.0748060965037
ACH-000444,-0.16227495434
ACH-000445,0.051342964193199996
ACH-000448,-0.126034575833
ACH-000450,-0.044957156771
ACH-000452,-0.09945885973969999
ACH-000454,0.285340374527
ACH-000458,0.0350215297054
ACH-000459,-0.380953632904
ACH-000460,-0.101116552839
ACH-000461,-0.128436213591
ACH-000463,-0.00429405398177
ACH-000464,0.21467020180500002
ACH-000466,0.11697130118599999
ACH-000467,-0.0224891310839
ACH-000468,-0.0456337326106
ACH-000469,-0.0797825374725
ACH-000470,-0.257277860422
ACH-000471,-0.0547460302227
ACH-000472,-0.00763204515936
ACH-000473,-0.0240643624853
ACH-000475,-0.0534915106285
ACH-000476,-0.036324440944300006
ACH-000477,-0.0245126557895
ACH-000480,0.118163952938
ACH-000481,-0.0711645600327
ACH-000483,0.028726881616700003
ACH-000484,0.270925589195
ACH-000485,0.154165449156
ACH-000486,0.11148867588
ACH-000487,0.0654592357364
ACH-000488,-0.109058039783
ACH-000490,-0.113779053994
ACH-000491,0.141013993844
ACH-000495,-0.103380081862
ACH-000496,0.0898129814575
ACH-000499,-0.036847041645199995
ACH-000500,-0.028186106590400002
ACH-000502,-0.011544417990999999
ACH-000503,-0.37913521109
ACH-000505,0.150704929534
ACH-000507,0.012384664120200001
ACH-000510,0.082468593569
ACH-000511,0.018522552536200002
ACH-000512,0.059337167215800006
ACH-000516,0.111742098293
ACH-000517,-0.0487828883787
ACH-000518,-0.11033059782099999
ACH-000520,0.044992634433699996
ACH-000521,0.00107081107777
ACH-000522,-0.124622651325
ACH-000524,0.107346705125
ACH-000527,-0.00652280813943
ACH-000528,-0.0816044874599
ACH-000537,-0.08221724876460001
ACH-000541,-0.0401970453569
ACH-000542,-0.11810695360099999
ACH-000544,-0.0573584288107
ACH-000545,-0.0405354485789
ACH-000547,0.09175241071810002
ACH-000548,-0.101954134442
ACH-000549,-0.193030947938
ACH-000550,-0.0588591486545
ACH-000552,-0.147335078138
ACH-000556,-0.144319234849
