,FCHO2 (115548)
ACH-000004,0.0450878023238
ACH-000007,-0.17295196481800001
ACH-000009,0.234161629704
ACH-000011,0.22686708481400003
ACH-000012,-0.7873637064910001
ACH-000013,-0.02545452727
ACH-000014,0.110861647634
ACH-000015,0.22034102364
ACH-000017,-0.7239931057600001
ACH-000018,-0.47273828981000005
ACH-000019,-0.0360447224034
ACH-000021,-0.42286530911
ACH-000022,-0.0548390127991
ACH-000025,0.0471448991432
ACH-000028,-0.601779442185
ACH-000030,0.00998345061301
ACH-000035,-0.31539772806
ACH-000036,-0.229809842501
ACH-000037,-0.07630448473319999
ACH-000039,0.044375981014099994
ACH-000040,0.319487743042
ACH-000041,0.0592682234214
ACH-000042,0.0693599370695
ACH-000045,0.121390361999
ACH-000047,0.147809587085
ACH-000052,-0.111960218982
ACH-000053,0.209438217909
ACH-000054,0.145714360922
ACH-000055,-0.103704047675
ACH-000060,-0.0334574461654
ACH-000067,0.060925974195300006
ACH-000070,-0.005069577786079999
ACH-000075,0.052494936522800004
ACH-000078,-0.0747355828061
ACH-000082,0.138312693096
ACH-000085,-0.017262292045799998
ACH-000086,0.0675966100119
ACH-000087,-0.09970170725250001
ACH-000092,0.21169065164
ACH-000095,0.137376557432
ACH-000097,-0.227558474676
ACH-000098,0.013892393499
ACH-000099,0.027586001304700004
ACH-000108,0.0378608429515
ACH-000113,0.189662484613
ACH-000115,0.12936901320900002
ACH-000116,-0.10478896355699999
ACH-000118,0.21855321582899997
ACH-000120,0.153219711615
ACH-000123,-0.0581457021758
ACH-000127,-0.7418088609260001
ACH-000128,0.12281338721799999
ACH-000132,-0.048060477613900005
ACH-000133,-0.00154356640644
ACH-000137,0.0819903363622
ACH-000138,-0.101025136752
ACH-000142,-0.656537144648
ACH-000143,-0.0878146825185
ACH-000146,0.145405800008
ACH-000148,-0.010939730449600001
ACH-000150,0.051293836716400004
ACH-000152,0.05623129897199999
ACH-000153,0.0341662220726
ACH-000159,0.08845909115900001
ACH-000160,0.17079382742199997
ACH-000163,-0.278036221809
ACH-000167,0.0394200346169
ACH-000168,0.125718304584
ACH-000169,0.0697166164201
ACH-000178,-0.157447672676
ACH-000182,0.0833441146667
ACH-000183,0.138258014179
ACH-000188,-0.7262164628710001
ACH-000189,-0.250170370054
ACH-000190,-0.159959399513
ACH-000198,0.261026316217
ACH-000204,-0.249217479405
ACH-000206,0.0181527303618
ACH-000207,-0.272470782262
ACH-000211,0.13258119345799999
ACH-000215,-0.180559693805
ACH-000221,-0.078845297893
ACH-000222,-0.214610430297
ACH-000223,0.254162403061
ACH-000226,-0.0217102074023
ACH-000227,-0.38280863418899996
ACH-000228,-0.0770326697196
ACH-000231,-0.059057619462699995
ACH-000232,0.228389648669
ACH-000233,0.15088681951400001
ACH-000234,-0.06820616283969999
ACH-000235,-0.47481698588200005
ACH-000237,-0.125492706798
ACH-000238,-0.100680728725
ACH-000243,-0.438712042333
ACH-000244,-0.0524473042937
ACH-000246,-0.0989055866914
ACH-000248,-0.267426044327
ACH-000250,-0.35370408901999995
ACH-000251,0.0442562528312
ACH-000253,0.09301994930719999
ACH-000255,-0.214010400594
ACH-000256,-0.253439945431
ACH-000257,-0.24658710367400002
ACH-000258,-0.050777290610800004
ACH-000259,0.0677689200849
ACH-000260,-0.14124901623299999
ACH-000261,0.145482167138
ACH-000262,-0.55956660526
ACH-000263,0.183237400476
ACH-000264,0.0940551053025
ACH-000265,0.07460050357760001
ACH-000266,0.12398560070499999
ACH-000272,-0.378552221339
ACH-000273,-0.21526705365899998
ACH-000274,0.105710792977
ACH-000277,-0.403565625454
ACH-000278,-0.617502736458
ACH-000279,0.16868295521499999
ACH-000280,-0.0789956307091
ACH-000281,-0.102702884237
ACH-000288,-0.614501729563
ACH-000291,0.0054970562032400005
ACH-000293,-0.195482949258
ACH-000294,-0.053521304240600004
ACH-000295,-0.116028055671
ACH-000296,-0.617334573946
ACH-000302,0.0602732633614
ACH-000304,-0.0385143160213
ACH-000307,-0.08219277302
ACH-000308,0.16608288139900002
ACH-000310,-0.19235080505
ACH-000311,-0.526683594295
ACH-000312,-0.0206714221544
ACH-000315,0.253715022324
ACH-000316,0.023954426474599996
ACH-000317,0.14286141762000001
ACH-000318,-0.277744653535
ACH-000319,-0.0933932242396
ACH-000320,-0.0019393092260999998
ACH-000322,-0.160128651219
ACH-000323,-0.017204191784299997
ACH-000324,-0.17729374298
ACH-000329,-0.0638293538098
ACH-000330,-0.0327217293061
ACH-000331,0.11566709091600001
ACH-000332,0.226938357618
ACH-000334,-0.0975413999093
ACH-000335,-0.7406296699089999
ACH-000336,0.43785258638400004
ACH-000337,0.253150794797
ACH-000339,-0.6492797464010001
ACH-000341,0.104069208786
ACH-000348,0.119717224727
ACH-000350,0.448674999055
ACH-000352,-0.0347018612582
ACH-000356,-0.173636886773
ACH-000361,-0.203713919613
ACH-000362,0.182370678103
ACH-000363,0.1820865522
ACH-000364,0.16977619945300002
ACH-000365,0.157484037025
ACH-000366,-0.0562670873705
ACH-000368,-0.0940468980013
ACH-000374,0.0213654474475
ACH-000375,-0.0643775407345
ACH-000376,0.112502914019
ACH-000381,0.237815596793
ACH-000383,-0.561638619055
ACH-000387,0.0393756318006
ACH-000389,-0.338147670595
ACH-000390,0.42489070638000004
ACH-000393,-0.13242763434000002
ACH-000395,-0.660115035282
ACH-000397,-0.062057864696000005
ACH-000401,-0.5258735426160001
ACH-000402,-0.21425413054200002
ACH-000403,0.20544306219
ACH-000404,-0.409310645614
ACH-000406,0.126898207529
ACH-000407,0.30515257698000003
ACH-000408,-0.5692476280309999
ACH-000410,-0.36585557072999997
ACH-000411,-0.38462041131499997
ACH-000414,-0.056318208865599996
ACH-000415,-0.540190617543
ACH-000416,-0.29727069690200003
ACH-000420,0.180282290193
ACH-000421,-0.188540137647
ACH-000424,-0.0950593837387
ACH-000425,0.06486102123290001
ACH-000426,0.200951448676
