,DMAP1 (55929)
ACH-000261,-1.0038642604299999
ACH-000262,-0.990210469616
ACH-000263,-1.59403295121
ACH-000264,-1.18492620769
ACH-000265,-1.2692969967
ACH-000266,-0.977859845239
ACH-000272,-0.774613651808
ACH-000273,-0.9825726403939999
ACH-000274,-0.6610252370090001
ACH-000277,-1.35705378647
ACH-000278,-1.1934308599299999
ACH-000279,-1.3396221030700002
ACH-000280,-1.01969947539
ACH-000281,-1.20964237259
ACH-000288,-1.33800857634
ACH-000291,-1.14378374627
ACH-000293,-1.36291504419
ACH-000294,-0.930211201945
ACH-000295,-1.29615172854
ACH-000296,-1.08874274269
ACH-000302,-1.35867328323
ACH-000304,-0.913368356692
ACH-000307,-0.9246284519779999
ACH-000308,-1.3444528834600002
ACH-000310,-1.37420730556
ACH-000311,-0.9826190622229999
ACH-000312,-1.1422998527500001
ACH-000315,-1.4445736871700001
ACH-000316,-1.1215040682600002
ACH-000317,-1.2267180653
ACH-000318,-1.12710396903
ACH-000319,-1.08326021038
ACH-000320,-1.00838410767
ACH-000322,-1.60695585374
ACH-000323,-0.901368848048
ACH-000324,-1.0761978691399998
ACH-000329,-1.3045631232
ACH-000330,-1.05751835157
ACH-000331,-1.20515484407
ACH-000332,-1.12857714282
ACH-000334,-1.48933817053
ACH-000335,-1.21944421036
ACH-000336,-1.41248640243
ACH-000337,-1.00837914474
ACH-000339,-1.0682850677
ACH-000341,-1.06636585488
ACH-000348,-1.13341558528
ACH-000350,-1.08500694798
ACH-000352,-1.1129323696100002
ACH-000356,-1.20666837272
ACH-000361,-1.24887697656
ACH-000362,-1.27609965264
ACH-000363,-1.3644005164700002
ACH-000364,-1.4462523704299999
ACH-000365,-1.32933666096
ACH-000366,-1.0937909724500001
ACH-000368,-1.3422417630399999
ACH-000374,-0.9600571459039999
ACH-000375,-1.02886938506
ACH-000376,-0.950444917455
ACH-000381,-1.25591250214
ACH-000383,-1.2727022991299999
ACH-000387,-1.0882535783299998
ACH-000389,-1.07954118198
ACH-000390,-1.5096037993399998
ACH-000393,-1.15642871779
ACH-000395,-1.13956820851
ACH-000397,-1.3843561689
ACH-000401,-1.06961045029
ACH-000402,-1.22755298817
ACH-000403,-1.28118633685
ACH-000404,-1.34132617849
ACH-000406,-1.60549927553
ACH-000407,-1.28840021393
ACH-000408,-1.07505422354
ACH-000410,-1.54048767188
ACH-000411,-0.9807157608660001
ACH-000414,-1.19599413461
ACH-000415,-1.21546670319
ACH-000416,-1.4086248637799998
ACH-000420,-1.02395866476
ACH-000421,-1.1100366707
ACH-000424,-1.2867506851200001
ACH-000425,-1.24677571662
ACH-000426,-1.26736216044
ACH-000427,-1.0835364968
ACH-000433,-0.9202628934289999
ACH-000436,-1.0751826448000001
ACH-000444,-1.11268146439
ACH-000445,-1.37780064849
ACH-000448,-1.15331867575
ACH-000450,-1.16166913366
ACH-000452,-1.1455542142100001
ACH-000454,-1.4464238031799999
ACH-000458,-1.0273648935100002
ACH-000459,-1.33471536828
ACH-000460,-1.07373180414
ACH-000461,-1.35375399836
ACH-000463,-1.27330671844
ACH-000464,-1.13718972581
ACH-000466,-1.27269668044
ACH-000467,-1.07612706687
ACH-000468,-1.01541968508
ACH-000469,-1.26158551508
ACH-000470,-1.0220940732
ACH-000471,-0.9480846520110001
ACH-000472,-1.2111397668000001
ACH-000473,-1.1349377783399999
ACH-000475,-1.24856018214
ACH-000476,-1.1525433013700002
ACH-000477,-1.1685627071100002
ACH-000480,-1.0458612343
ACH-000481,-1.4034373256000001
ACH-000483,-0.821950747861
ACH-000484,-1.45029060229
ACH-000485,-1.55024151902
ACH-000486,-1.21836736738
ACH-000487,-1.20878266174
ACH-000488,-1.1044615781
ACH-000490,-0.914979803742
ACH-000491,-0.78760186729
ACH-000495,-1.13572203872
ACH-000496,-1.4626614820200001
ACH-000499,-1.2002197410700002
ACH-000500,-1.58304785943
ACH-000502,-1.34900229854
ACH-000503,-0.962254768785
ACH-000505,-0.903927579343
ACH-000507,-1.1133602000700002
ACH-000510,-0.9738786144949999
ACH-000511,-1.18149949611
ACH-000512,-1.41125544568
ACH-000516,-1.0273358623200002
ACH-000517,-1.1888602717
ACH-000518,-1.17035641966
ACH-000520,-1.20188419255
ACH-000521,-1.28750203057
ACH-000522,-1.20774402472
ACH-000524,-0.8480228944529999
ACH-000527,-1.13314571266
ACH-000528,-1.09827848295
ACH-000537,-0.992647927481
ACH-000541,-1.33712471918
ACH-000542,-0.955833361616
ACH-000544,-1.17042510359
ACH-000545,-1.26218870125
ACH-000547,-0.878827313107
ACH-000548,-1.05053842026
ACH-000549,-1.09748685501
ACH-000550,-1.39375352757
ACH-000552,-1.1918134404
ACH-000556,-1.21663867075
ACH-000557,-1.50799298511
ACH-000570,-1.16810520956
ACH-000571,-1.04641222839
ACH-000573,-1.07748422245
ACH-000576,-1.10765629799
ACH-000580,-1.18714633485
ACH-000584,-1.1277560042399999
ACH-000585,-0.985640994868
ACH-000588,-1.23745880552
ACH-000589,-1.08713206771
ACH-000591,-1.17143340312
ACH-000593,-1.23465851453
ACH-000600,-1.31117599447
ACH-000601,-1.2983207767899998
ACH-000604,-1.307587568
ACH-000605,-1.2305780292
ACH-000606,-1.14194813969
ACH-000608,-1.1265472679000001
ACH-000614,-1.25444922152
ACH-000616,-1.1955331064799999
ACH-000618,-1.19075618466
ACH-000619,-1.17682568552
ACH-000620,-1.02084561266
ACH-000621,-1.08443823652
ACH-000622,-1.2550219139799998
ACH-000623,-1.14529894392
ACH-000624,-1.07197959299
ACH-000627,-1.30530019562
ACH-000630,-1.26428700344
ACH-000632,-1.4125848595200001
ACH-000633,-1.24360143882
ACH-000637,-1.09889399659
ACH-000638,-1.2265024398200002
ACH-000646,-0.797733134549
ACH-000647,-1.02602306221
ACH-000648,-1.25951916702
ACH-000649,-1.19177387458
ACH-000651,-1.1189878228399999
ACH-000652,-1.13010167827
ACH-000653,-1.50885849856
ACH-000657,-1.14744244485
ACH-000658,-1.22450438523
ACH-000661,-1.0932117498
ACH-000662,-1.5456788682499998
ACH-000663,-1.0737678474799999
ACH-000665,-0.776080905727
ACH-000671,-1.1872036190100002
ACH-000673,-1.26562156115
ACH-000676,-1.0171630615
ACH-000677,-1.06925638412
ACH-000681,-1.1959661855200001
ACH-000682,-1.30429992732
ACH-000683,-1.34549019331
ACH-000684,-1.09039271839
ACH-000688,-1.2312653722799998
ACH-000693,-1.08416035727
ACH-000694,-1.31390524073
ACH-000695,-1.3743281855399998
ACH-000696,-1.12532483465
ACH-000697,-1.1041915812799998
ACH-000699,-1.1280451436599999
ACH-000701,-1.1349680748100002
ACH-000706,-0.9913226593209999
ACH-000711,-1.11477838166
ACH-000713,-1.2196752773100001
ACH-000714,-1.2767549431799998
ACH-000718,-1.44653038005
ACH-000720,-1.39292162913
ACH-000721,-1.48989471505
ACH-000724,-1.09745383765
ACH-000725,-0.85502797097
ACH-000732,-0.9845440897859999
ACH-000734,-1.27339127982
ACH-000735,-1.1362175357200002
ACH-000736,-1.21898575735
ACH-000738,-0.903402231505
ACH-000746,-1.01852945016
ACH-000747,-1.15817767078
ACH-000748,-1.06045408839
ACH-000753,-1.32624854024
ACH-000756,-1.0086243967200001
ACH-000757,-1.37429085338
ACH-000758,-1.1753273338799999
ACH-000760,-1.0394281275900001
ACH-000763,-1.40972416023
ACH-000764,-1.35640992988
ACH-000765,-1.33881571956
ACH-000766,-1.01282926781
ACH-000767,-0.966377294483
ACH-000768,-1.07529883925
ACH-000769,-1.09271717965
ACH-000770,-1.0247579502
ACH-000771,-1.05247565251
ACH-000773,-1.3082305760100001
ACH-000776,-1.15756650084
ACH-000777,-1.45090908941
ACH-000778,-0.804201740688
ACH-000781,-1.0263032496200002
ACH-000782,-1.2775900135299998
ACH-000783,-1.50052662918
ACH-000784,-0.997824971401
ACH-000785,-1.3780724660299999
ACH-000787,-1.06250658282
ACH-000788,-1.24845250485
ACH-000791,-1.0068786217499999
ACH-000792,-1.06926856805
ACH-000794,-1.21416684093
ACH-000796,-0.8663710976360001
ACH-000799,-1.37175169736
ACH-000800,-1.06593041275
ACH-000802,-0.891354146455
ACH-000804,-0.8466109764990001
ACH-000805,-0.9497373408650001
ACH-000809,-1.07055192284
ACH-000810,-0.9880060109450001
ACH-000811,-1.00989299306
ACH-000817,-1.1813133325
ACH-000819,-1.0422910792
ACH-000820,-0.8218072709800001
ACH-000821,-1.14296684296
ACH-000822,-1.4392708380700001
ACH-000823,-1.04728471438
ACH-000824,-1.06517091264
ACH-000827,-1.14792826796
ACH-000829,-1.26044896901
ACH-000831,-1.07451428453
ACH-000832,-1.1559779078
ACH-000833,-0.805449428521
ACH-000834,-1.27933974771
ACH-000835,-1.2001214787899999
ACH-000836,-0.721619165844
ACH-000837,-1.06827783286
ACH-000838,-1.2845916247600002
ACH-000839,-1.23946421819
ACH-000840,-1.30594157341
ACH-000841,-0.983542897554
ACH-000843,-1.05171659759
ACH-000846,-1.03350712701
ACH-000847,-1.1611082547799998
ACH-000848,-1.05101203377
ACH-000849,-0.880311310607
ACH-000851,-1.18251616934
ACH-000855,-0.903602053571
ACH-000856,-0.962639490325
ACH-000858,-1.3614970445399999
ACH-000859,-1.17382150616
ACH-000861,-1.10532664651
ACH-000862,-0.985454825665
ACH-000865,-1.08508411335
ACH-000866,-1.29103943105
ACH-000867,-0.823670442951
ACH-000869,-1.24117463528
ACH-000872,-1.1327383951
ACH-000873,-0.9554000515090001
ACH-000876,-1.22846908827
ACH-000878,-0.847735623812
ACH-000880,-1.37454809912
ACH-000881,-1.10227497757
ACH-000882,-1.14089350344
ACH-000884,-1.1678278253799999
ACH-000885,-0.928588148427
ACH-000887,-1.2250675829200002
ACH-000888,-0.844310485792
ACH-000889,-1.10147587887
ACH-000890,-1.4065089772600001
ACH-000896,-1.35478013021
ACH-000898,-1.21165212648
ACH-000900,-1.27055943888
ACH-000901,-1.1129991039799998
ACH-000905,-1.24294700075
ACH-000906,-0.9815556284999999
ACH-000907,-1.45160133528
ACH-000910,-1.0518584069399999
ACH-000911,-1.1791522943700001
ACH-000912,-1.15158810644
ACH-000913,-1.1800736542399999
ACH-000915,-1.2596763099700001
ACH-000916,-1.31536959235
ACH-000917,-1.24705487616
ACH-000921,-1.3328243196
ACH-000924,-1.06059443701
ACH-000926,-1.08613056646
ACH-000928,-1.48581973315
ACH-000929,-1.3475487220200002
ACH-000932,-1.13799250339
ACH-000935,-1.1884897515000001
ACH-000936,-1.3725001708700002
ACH-000937,-1.21248010426
ACH-000938,-1.06539311189
ACH-000939,-0.869271630888
ACH-000941,-1.46188417107
ACH-000943,-1.08338402234
ACH-000946,-1.15421246995
ACH-000947,-1.1864149665500001
ACH-000948,-1.03422009739
ACH-000950,-1.26948484498
ACH-000953,-0.8216161289499999
ACH-000957,-1.14383269667
ACH-000958,-1.34693400485
ACH-000960,-1.02872657439
ACH-000963,-1.2521989546899999
ACH-000968,-1.40367170185
ACH-000969,-1.01476251585
ACH-000973,-1.09672382685
ACH-000974,-1.1021690225799998
ACH-000975,-1.28742325502
ACH-000976,-1.11918954489
ACH-000978,-1.0001037953
ACH-000980,-1.15809159754
ACH-000984,-1.34756376883
ACH-000986,-0.990756497604
ACH-000988,-1.2213161812200002
ACH-000993,-1.0873495827600002
ACH-000994,-1.20981398514
ACH-000996,-1.12511211526
ACH-001001,-0.964645088805
ACH-001020,-1.0601064496400001
ACH-001028,-1.18280247956
ACH-001031,-1.0125045993100001
ACH-001038,-1.05302952749
ACH-001048,-1.15780100706
ACH-001050,-1.37732641417
ACH-001053,-1.39090264841
ACH-001054,-1.3280527606
ACH-001061,-1.15058912907
ACH-001067,-1.32651712997
ACH-001075,-0.9012776527040001
ACH-001096,-1.22450279022
ACH-001128,-0.32844817508699997
ACH-001134,-1.06057139046
ACH-001151,-1.03892008325
ACH-001163,-1.11598954389
ACH-001164,-1.15519635974
ACH-001173,-1.17263235562
ACH-001183,-1.2075372657799999
ACH-001184,-1.05192263152
ACH-001190,-1.23509774218
ACH-001192,-1.33786633832
ACH-001193,-1.12647278124
ACH-001196,-0.997540799982
ACH-001197,-1.38428061794
ACH-001205,-1.1664764801
ACH-001211,-1.07806814194
ACH-001212,-1.04351155923
ACH-001228,-1.04728081381
ACH-001232,-1.08731125469
ACH-001239,-1.08958124292
ACH-001274,-1.01676704956
ACH-001275,-0.968779942944
ACH-001277,-1.29240559536
ACH-001278,-1.00443496082
ACH-001280,-0.947262862628
ACH-001283,-1.23105123307
ACH-001289,-1.3473344545100001
ACH-001295,-1.2109092189
ACH-001300,-1.4161642401899999
ACH-001301,-1.18476370685
ACH-001302,-1.0522250555200001
ACH-001303,-0.557176384866
ACH-001306,-1.32716859015
ACH-001318,-1.17709785277
ACH-001322,-1.00605146279
ACH-001328,-1.11073666018
ACH-001332,-1.1513588903899998
ACH-001333,-1.22622415016
ACH-001336,-1.21920344443
ACH-001340,-1.18458658431
ACH-001346,-1.14603939048
ACH-001353,-1.25717617926
ACH-001354,-1.21182036939
ACH-001367,-1.10415789252
ACH-001368,-1.3636426429799997
ACH-001374,-1.45109176604
ACH-001375,-1.09963046037
ACH-001377,-1.1982724322799998
ACH-001380,-1.05914487183
ACH-001391,-1.1967285822700002
ACH-001407,-0.784760592774
ACH-001408,-1.30283715233
ACH-001413,-1.05135024885
ACH-001430,-1.30032359141
ACH-001431,-1.3736473688100002
ACH-001450,-1.4006538829799997
ACH-001496,-0.855738125091
ACH-001500,-0.968306567541
ACH-001521,-1.3613562676299997
ACH-001523,-1.1041880234299999
ACH-001532,-1.05080867635
ACH-001536,-1.1575200186399999
ACH-001550,-0.951186449059
ACH-001552,-1.33388708786
ACH-001554,-1.13215274695
ACH-001645,-1.46578367682
ACH-001654,-1.10229143863
ACH-001715,-1.3217977375399999
ACH-001735,-1.17729153528
ACH-001736,-1.24553915644
ACH-001737,-1.17538395029
ACH-001740,-1.25479969418
ACH-001745,-1.33256357129
ACH-001750,-1.1165903184700001
ACH-001765,-0.9115436317769999
ACH-001956,-1.3733103208000002
ACH-001957,-1.4418085788400001
