,AASDHPPT (60496)
ACH-000004,-0.599038550117
ACH-000007,-0.662364924237
ACH-000009,-0.458613536567
ACH-000011,-0.650957825143
ACH-000012,-0.693764123601
ACH-000013,-0.779882393613
ACH-000014,-0.778204062751
ACH-000015,-0.504345971391
ACH-000017,-0.404957841871
ACH-000018,-0.607116016107
ACH-000019,-0.780615956913
ACH-000021,-0.289335563259
ACH-000022,-0.665604376219
ACH-000025,-0.6821534994570001
ACH-000028,-0.832091924207
ACH-000030,-0.350085506421
ACH-000035,-0.241820579238
ACH-000036,-0.9237961384700001
ACH-000037,-0.747883012255
ACH-000039,-0.6468243587129999
ACH-000040,-0.709657988062
ACH-000041,-0.604429615942
ACH-000042,-0.200221396361
ACH-000045,-0.215991777458
ACH-000047,-0.37964205777099996
ACH-000052,-0.598511511478
ACH-000053,-0.239343930334
ACH-000054,-0.464760455526
ACH-000055,-0.630118314845
ACH-000060,-0.372869676843
ACH-000067,-0.296688025054
ACH-000070,-0.5417918685
ACH-000075,-0.538053902463
ACH-000078,-0.475917815875
ACH-000082,-0.31407721846000003
ACH-000085,-0.457976303097
ACH-000086,-0.799480950043
ACH-000087,-0.490655109802
ACH-000092,-0.368292050484
ACH-000095,-0.403222217444
ACH-000097,-0.495715820006
ACH-000098,-0.620832316077
ACH-000099,-0.508176933072
ACH-000108,-0.050115762750500004
ACH-000113,-0.34862459902599996
ACH-000115,-0.38688156159000003
ACH-000116,-0.426771916683
ACH-000118,-0.49292210215899995
ACH-000120,-0.5806080671230001
ACH-000123,-0.513251834475
ACH-000127,-0.120107591873
ACH-000128,-0.898322958808
ACH-000132,-0.45045194555
ACH-000133,-0.6749342609119999
ACH-000137,-0.7363538750220001
ACH-000138,-0.880788080689
ACH-000142,-0.5511704659009999
ACH-000143,-0.7055427334280001
ACH-000146,0.114380387578
ACH-000148,-0.707803112784
ACH-000150,-0.30714894565699996
ACH-000152,-0.5217119451600001
ACH-000153,-0.116855001041
ACH-000159,-0.308252814053
ACH-000160,-0.6194400401919999
ACH-000163,-0.677093677938
ACH-000167,-0.8508669114280001
ACH-000168,-0.241227475433
ACH-000169,-0.535769462182
ACH-000178,-0.525667182369
ACH-000182,-0.260994979201
ACH-000183,-0.484920156089
ACH-000188,-0.782109308369
ACH-000189,-0.847103827853
ACH-000190,-0.677410376268
ACH-000198,-0.398523710264
ACH-000204,-0.314932997394
ACH-000206,-0.462997332657
ACH-000207,-0.716684814008
ACH-000211,-0.9264418903039999
ACH-000215,-1.0679440125700002
ACH-000221,-0.643553128321
ACH-000222,-0.35850027606
ACH-000223,-0.34536260989399997
ACH-000226,-0.5975543215110001
ACH-000227,-0.583390674914
ACH-000228,-0.34617558060500003
ACH-000231,-0.854767602534
