,GOLGA6D (653643)
ACH-000265,-0.241048244753
ACH-000266,-0.418047091736
ACH-000272,-0.385170889942
ACH-000273,-0.32974424952799997
ACH-000274,-0.559637278017
ACH-000277,-0.272818832858
ACH-000278,-0.370374744525
ACH-000279,-0.393633215234
ACH-000280,-0.266986328709
ACH-000281,-0.26398259552299996
ACH-000288,-0.46664111039300005
ACH-000291,-0.21232035523099999
ACH-000293,-0.270565251649
ACH-000294,-0.183585396362
ACH-000295,-0.34336042267399997
ACH-000296,-0.137470758024
ACH-000302,-0.246036885033
ACH-000304,-0.621402661968
ACH-000307,-0.23238225525400003
ACH-000308,-0.348751066672
ACH-000310,-0.42928374223899995
ACH-000311,-0.318981821907
ACH-000312,-0.42114626024400004
ACH-000315,-0.213770521526
ACH-000316,-0.353697671958
ACH-000317,-0.225343330245
ACH-000318,-0.306573468412
ACH-000319,-0.547689288204
ACH-000320,-0.505178806581
ACH-000322,-0.549339943512
ACH-000323,-0.349809310406
ACH-000324,-0.327169605666
ACH-000329,-0.40288628076399996
ACH-000330,-0.278734014588
ACH-000331,-0.428879044567
ACH-000332,-0.307535885789
ACH-000334,-0.44757913069899996
ACH-000335,-0.475123415259
ACH-000336,-0.18072210143599998
ACH-000337,-0.5534837252
ACH-000339,-0.281824666182
ACH-000341,-0.5638774620570001
ACH-000348,-0.240704711369
ACH-000350,-0.550458702108
ACH-000352,-0.423510269171
ACH-000356,-0.359583477058
ACH-000361,-0.457729189261
ACH-000362,-0.203873329628
ACH-000363,-0.28028660078
ACH-000364,-0.430036164986
ACH-000365,-0.146927935343
ACH-000366,-0.185605130059
ACH-000368,-0.341328339986
ACH-000374,-0.262320757435
ACH-000375,-0.257119208717
ACH-000376,-0.213058415328
ACH-000381,-0.385947873883
ACH-000383,-0.537146650332
ACH-000387,-0.217931648345
ACH-000389,-0.35340648148000003
ACH-000390,-0.5087468820669999
ACH-000393,-0.36083298700499994
ACH-000395,-0.260626783045
ACH-000397,-0.266251915687
ACH-000401,-0.205365692266
ACH-000402,-0.533769155484
ACH-000403,-0.49291293479099996
ACH-000404,-0.0211610735823
ACH-000406,-0.23858105999600002
ACH-000407,-0.48979244221
ACH-000408,-0.44220158906900003
ACH-000410,-0.365016326091
ACH-000411,-0.38549514090099996
ACH-000414,-0.284412238596
ACH-000415,-0.247593957657
ACH-000416,-0.28387389995
ACH-000420,-0.390538417622
ACH-000421,-0.26250551314
ACH-000424,-0.43494393454999997
ACH-000425,-0.634419060512
ACH-000426,-0.043972779133900006
ACH-000427,-0.423417235867
ACH-000433,-0.37877080333700003
ACH-000436,-0.472881730809
ACH-000444,-0.306217493407
ACH-000445,-0.34797930527599996
ACH-000448,-0.285675216121
ACH-000450,-0.19519027858100002
ACH-000452,-0.292052824553
ACH-000454,-0.162972843566
ACH-000458,-0.414132098785
ACH-000459,0.0586926119458
ACH-000460,-0.374007376893
ACH-000461,-0.324911856009
ACH-000463,-0.34399469945
ACH-000464,-0.75395223296
ACH-000466,-0.50347570756
ACH-000467,-0.2244861734
ACH-000468,-0.319276770599
ACH-000469,-0.307047837983
ACH-000470,-0.34199427750699996
ACH-000471,-0.20978120386100002
ACH-000472,-0.400343427066
ACH-000473,-0.428322096589
ACH-000475,-0.225515416316
ACH-000476,-0.49216582261200004
ACH-000477,-0.278574647159
ACH-000480,-0.44870787003999996
ACH-000481,-0.434797718472
ACH-000483,-0.7116292782729999
ACH-000484,-0.211024804109
ACH-000485,-0.311715338347
ACH-000486,-0.31495654779800003
ACH-000487,-0.230071093525
ACH-000488,-0.357551537575
ACH-000490,-0.344245433376
ACH-000491,-0.41505523681999995
ACH-000495,-0.593485241451
ACH-000496,-0.45217152115599996
ACH-000499,-0.3735086412
ACH-000500,-0.38550962936800004
ACH-000502,-0.251304595474
ACH-000503,-0.493319467131
ACH-000505,-0.290763993328
ACH-000507,-0.52071871338
ACH-000510,-0.237413795472
ACH-000511,-0.47244058793300003
ACH-000512,-0.23785470426600003
ACH-000516,-0.39155757770099997
ACH-000517,-0.46389650791500003
ACH-000518,-0.29294153646
ACH-000520,-0.512393365068
ACH-000521,-0.289928214329
ACH-000522,-0.43398988996699994
ACH-000524,-0.437510101854
ACH-000527,-0.460982647083
ACH-000528,-0.22206134998000004
ACH-000537,-0.171248099139
ACH-000541,-0.146467856825
ACH-000542,-0.31990398679000004
ACH-000544,-0.38233823322800004
ACH-000545,-0.445041389931
ACH-000547,-0.52939841969
ACH-000548,-0.317866097235
ACH-000549,-0.20270839548500003
ACH-000550,-0.42166980607199994
ACH-000552,-0.199535077863
ACH-000556,-0.380399602159
ACH-000557,-0.2677052569
ACH-000570,-0.152846881929
ACH-000571,-0.426345227104
ACH-000573,-0.272212326073
ACH-000576,-0.26334167679000003
ACH-000580,-0.507079551863
ACH-000584,-0.345711765717
ACH-000585,-0.36924561490099994
ACH-000588,-0.436030251804
ACH-000589,-0.35206402628600003
ACH-000591,-0.375560901091
ACH-000593,-0.44339482220200005
ACH-000600,-0.718112329305
ACH-000601,-0.556251370901
ACH-000604,-0.442031617853
ACH-000605,-0.24829699037099998
ACH-000606,-0.20460395335200002
ACH-000608,-0.35059361552100005
ACH-000614,-0.724287177639
ACH-000616,-0.306550996298
ACH-000618,-0.21358989951299998
ACH-000619,-0.573499036413
ACH-000620,-0.45341564575300003
ACH-000621,-0.385676298695
ACH-000622,-0.222865234914
ACH-000623,-0.48979002735
ACH-000624,-0.23405527211599997
ACH-000627,-0.296684521604
ACH-000630,-0.410520361809
ACH-000632,-0.45128312981000007
ACH-000633,-0.242368775667
ACH-000637,-0.329111623503
ACH-000638,-0.410936295364
ACH-000646,-0.375947779206
ACH-000647,-0.354994291515
ACH-000648,-0.34982648387500004
ACH-000649,-0.303565823074
ACH-000651,-0.251480149133
ACH-000652,-0.23044364064199999
ACH-000653,-0.348533934112
ACH-000657,-0.36479359709
ACH-000658,-0.136687251703
ACH-000661,-0.279129513469
ACH-000662,-0.7135997136409999
ACH-000663,-0.410858508783
ACH-000665,-0.275607845932
ACH-000671,-0.38116845147100004
ACH-000673,-0.526102431551
ACH-000676,-0.400521870136
ACH-000677,-0.392547176877
ACH-000681,-0.21061919182500002
ACH-000682,-0.316996862041
ACH-000683,-0.364869402516
ACH-000684,-0.517845687466
ACH-000688,-0.378207884443
ACH-000693,-0.33068878507599997
ACH-000694,-0.202703164034
ACH-000695,-0.838831665552
ACH-000696,-0.40466074146
ACH-000697,-0.232993587608
ACH-000699,-0.269586089386
ACH-000701,-0.428608794999
ACH-000706,-0.311079011093
ACH-000711,-0.355527925308
ACH-000713,-0.43460355911700005
ACH-000714,-0.316567246834
ACH-000718,-0.6310844593639999
ACH-000720,-0.47308534447899997
ACH-000721,-0.332705095818
ACH-000724,-0.469678024775
ACH-000725,-0.40420763029
ACH-000732,-0.33612639340800005
ACH-000734,-0.240220141178
ACH-000735,-0.49831570533999997
ACH-000736,-0.547378574582
ACH-000738,-0.238169983712
ACH-000746,-0.422410407379
ACH-000747,-0.574824448146
ACH-000748,-0.209271107513
ACH-000753,-0.598474874208
ACH-000756,-0.9654949665829999
ACH-000757,-0.499136726475
ACH-000758,-0.391924484757
ACH-000760,-0.38314196501000003
ACH-000763,-0.09608123483599999
ACH-000764,-0.09894937489769999
ACH-000765,-0.217378552418
ACH-000766,-0.26981357699
ACH-000767,-0.33594403871399997
ACH-000768,-0.30850775996
ACH-000769,-0.163713363981
ACH-000770,-0.457395436436
ACH-000771,-0.49955709071500004
ACH-000773,-0.35476336669299996
ACH-000776,-0.24656509660300002
ACH-000777,-0.23245649878400002
ACH-000778,-0.310317649396
ACH-000781,-0.46893142100699997
ACH-000782,-0.493611665872
ACH-000783,-0.405546567202
ACH-000784,-0.244175988461
ACH-000785,-0.412114622051
ACH-000787,-0.302241619298
ACH-000788,-0.327197168954
ACH-000791,-0.277603393094
ACH-000792,-0.16080416385399998
ACH-000794,-0.29633763956799997
ACH-000796,-0.447698716381
ACH-000799,-0.491610323578
ACH-000800,-0.38008465855499995
ACH-000802,-0.218355263416
ACH-000804,-0.298286778353
ACH-000805,-0.520214897676
ACH-000809,-0.37184990092299997
ACH-000810,-0.531555426285
ACH-000811,-0.373349640561
ACH-000817,-0.134098464322
ACH-000819,-0.143707780576
ACH-000820,-0.13752076844699998
ACH-000821,-0.09058006157
ACH-000822,-0.3339106548
ACH-000823,-0.20087633158
ACH-000824,-0.468477136332
ACH-000827,-0.396345370805
ACH-000829,-0.303854227218
ACH-000831,-0.309099659161
ACH-000832,-0.250779766536
ACH-000833,-0.0998885189147
ACH-000834,-0.33404766125700003
ACH-000835,-0.32869058688
ACH-000836,-0.38879893143600003
ACH-000837,-0.328754312988
ACH-000838,-0.24409864469599998
ACH-000839,-0.406729134849
ACH-000840,-0.156213409887
ACH-000841,-0.391168480973
ACH-000843,-0.284954239642
ACH-000846,-0.21592456294799997
ACH-000847,-0.500800559211
ACH-000848,-0.32754677284600003
ACH-000849,-0.363945718705
ACH-000851,-0.48720924052000003
ACH-000855,-0.169382810541
ACH-000856,-0.384145511237
ACH-000858,-0.310221298909
ACH-000859,-0.130516863533
ACH-000861,-0.317554129221
ACH-000862,-0.281153658071
ACH-000865,-0.25136331085
ACH-000866,-0.313982191629
ACH-000867,-0.48977587083499996
ACH-000869,-0.38847971474799997
ACH-000872,-0.29442682030699996
ACH-000873,-0.253225524876
ACH-000876,-0.320512469862
ACH-000878,-0.317320254666
ACH-000880,-0.127721135896
ACH-000881,-0.35949884958000006
ACH-000882,-0.448653081351
ACH-000884,-0.33126323564599996
ACH-000885,-0.35182892870300003
ACH-000887,-0.346920292889
ACH-000888,-0.353037848411
ACH-000889,-0.43509638843099996
ACH-000890,-0.299648146635
ACH-000896,-0.6862129282260001
ACH-000898,-0.36053182187399996
ACH-000900,-0.347876105465
ACH-000901,-0.371155237665
ACH-000905,-0.36802390020000003
ACH-000906,-0.19693115194400002
ACH-000907,-0.347978928657
ACH-000910,-0.38092539204099995
ACH-000911,-0.43149162111100003
ACH-000912,-0.41111922231700004
ACH-000913,-0.398126019451
ACH-000915,-0.39650935614
ACH-000916,-0.39589945837499996
ACH-000917,-0.119726550509
ACH-000921,-0.278057780642
ACH-000924,-0.196260397839
ACH-000926,-0.44598552606499997
ACH-000928,-0.37433137520900006
ACH-000929,-0.23294299350699998
ACH-000932,-0.41185353143
ACH-000935,-0.467864902673
ACH-000936,-0.445319239331
ACH-000937,-0.280667948467
ACH-000938,-0.234970779938
ACH-000939,-0.181939918184
ACH-000941,-0.194459967924
ACH-000943,-0.323226092026
ACH-000946,-0.200721955586
ACH-000947,-0.37613224339100004
ACH-000948,-0.154549057201
ACH-000950,-0.08932023625530001
ACH-000953,-0.454701750158
ACH-000957,-0.23722954232500001
ACH-000958,-0.12563357435699998
ACH-000960,-0.3373548468
ACH-000963,-0.789033131497
ACH-000968,-0.381723350974
ACH-000969,-0.36219872937700004
ACH-000973,-0.38345611007700003
ACH-000974,-0.368671743482
ACH-000975,-0.460828015154
ACH-000976,-0.19080585393399999
ACH-000978,-0.21635024737300002
ACH-000980,-0.40637469044299995
ACH-000984,-0.742648359073
ACH-000986,-0.5565616286199999
ACH-000988,-0.352773742969
ACH-000993,-0.286468929709
ACH-000994,-0.366084883288
ACH-000996,-0.48723857221199995
ACH-001001,-0.591316886841
ACH-001020,-0.424745519821
ACH-001028,-0.400784851567
ACH-001031,-0.366520301628
ACH-001038,-0.281168989732
ACH-001048,-0.257918360319
ACH-001050,-0.499631035927
ACH-001053,-0.38816136219999997
ACH-001054,-0.434927084964
ACH-001061,-0.49286193440700005
ACH-001067,-0.36911024953500005
ACH-001075,-0.529571483921
ACH-001096,-0.154074265633
ACH-001128,-0.679966741913
ACH-001134,-0.402760726025
ACH-001151,-0.37660961473899995
ACH-001163,-0.396202455779
ACH-001164,-0.518139363953
ACH-001173,-0.470565944972
ACH-001183,-0.175076278009
ACH-001184,-0.384410899642
ACH-001190,-0.499506267949
ACH-001192,-0.277562191945
ACH-001193,-0.426567907639
ACH-001196,-0.306073231969
ACH-001197,-0.27603020681999996
ACH-001205,-0.439436279527
ACH-001211,-0.5387362070080001
ACH-001212,-0.595567175311
ACH-001228,-0.469309444802
ACH-001232,-0.370583686316
ACH-001239,-0.164317051406
ACH-001274,-0.311968977593
ACH-001275,-0.40143712059500003
ACH-001277,-0.377214862698
ACH-001278,-0.330178785563
ACH-001280,-0.47646252581799997
ACH-001283,-0.371266811293
ACH-001289,-0.226764206719
ACH-001295,-0.328296540682
ACH-001300,-0.436590689472
ACH-001301,-0.468628591223
ACH-001302,-0.400322015572
ACH-001303,-0.27926961733000005
ACH-001306,-0.285677834624
ACH-001318,-0.0759532352252
ACH-001322,-0.412390708595
ACH-001328,-0.44282926228
ACH-001332,-0.252623575104
ACH-001333,-0.363766317658
ACH-001336,-0.48081851438199996
ACH-001340,-0.448066041603
ACH-001346,-0.20422413605
ACH-001353,-0.297654904339
ACH-001354,-0.34891897344800005
ACH-001367,-0.351184202786
ACH-001368,-0.41023816192199997
ACH-001374,-0.409784487828
ACH-001375,-0.434317207099
ACH-001377,-0.370736860115
ACH-001380,-0.44298063873599997
ACH-001391,-0.40069872255000005
ACH-001407,-0.44143751793499997
ACH-001408,-0.32451932336
ACH-001413,-0.565179387003
ACH-001430,-0.33414337898
ACH-001431,-0.270429399351
ACH-001450,-0.26262236593800004
ACH-001496,-0.19987949070099997
ACH-001500,-0.380411544171
ACH-001521,-0.494388399397
ACH-001523,-0.179405026098
ACH-001532,-0.418416405045
ACH-001536,-0.21676059980700002
ACH-001550,-0.359840359171
ACH-001552,-0.525224344123
ACH-001554,-0.300987615413
ACH-001645,-0.657028453642
ACH-001654,-0.44097700118100003
ACH-001715,-0.463292526241
ACH-001735,-0.44537829544600005
ACH-001736,-0.40465062753200004
ACH-001737,-0.035436270886900004
ACH-001740,-0.227069499775
ACH-001745,-0.365155091714
ACH-001750,-0.7504959318500001
ACH-001765,-0.463335977033
ACH-001956,-0.34180312661
ACH-001957,-0.389894442647
