,MACROD1 (28992)
ACH-000004,-0.043193172134699996
ACH-000007,-0.334896396173
ACH-000009,-0.134627050795
ACH-000011,-0.312079551762
ACH-000012,-0.40353672484499997
ACH-000013,-0.15693617656300002
ACH-000014,0.336139423945
ACH-000015,-0.0707317225688
ACH-000017,-0.107878000907
ACH-000018,0.07147206434310001
ACH-000019,-0.275688887889
ACH-000021,-0.239852480948
ACH-000022,0.012743097011599999
ACH-000025,-0.004726397126899999
ACH-000028,-0.18319377758400002
ACH-000030,-0.232846435578
ACH-000035,0.0362273923571
ACH-000036,-0.177668631188
ACH-000037,-0.44754653726599997
ACH-000039,-0.427430214194
ACH-000040,-0.197103092805
ACH-000041,-0.056074726731900004
ACH-000042,-0.271204877901
ACH-000045,-0.18604246282900003
ACH-000047,-0.054168796328699996
ACH-000052,-0.08535983913280001
ACH-000053,-0.271880562976
ACH-000054,-0.00154479991783
ACH-000055,-0.10303951182
ACH-000060,-0.0596797709794
ACH-000067,0.0226791472738
ACH-000070,-0.21599661023299999
ACH-000075,-0.125030052552
ACH-000078,-0.183496000587
ACH-000082,-0.27860812941999996
ACH-000085,-0.0583165297898
ACH-000086,-0.437468453516
ACH-000087,-0.0729243566138
ACH-000092,-0.045633264785900005
ACH-000095,-0.279704170837
ACH-000097,-0.0886332489896
ACH-000098,-0.20721929933400002
ACH-000099,-0.26785913950999996
ACH-000108,-0.24711928165199998
ACH-000113,-0.195278456872
ACH-000115,-0.04109470122930001
ACH-000116,-0.422533822035
ACH-000118,-0.188179249578
ACH-000120,-0.299327063687
ACH-000123,-0.190844040277
ACH-000127,-0.0217880731672
ACH-000128,-0.0730296703214
ACH-000132,-0.246491909692
ACH-000133,-0.27048200098700004
ACH-000137,-0.101329492107
ACH-000138,-0.316094103214
ACH-000142,-0.0912559140699
ACH-000143,-0.136227410254
ACH-000146,-0.155500686645
ACH-000148,-0.20746215505499999
ACH-000150,-0.268367188283
ACH-000152,-0.0212857756196
ACH-000153,-0.482954845224
ACH-000159,-0.044951229345399996
ACH-000160,-0.139095386392
ACH-000163,-0.313696927428
ACH-000167,-0.27299509486400003
ACH-000168,-0.167312521179
ACH-000169,-0.294753250534
ACH-000178,-0.19127689272
ACH-000182,-0.06731336188869999
ACH-000183,-0.222227544113
ACH-000188,-0.287222694815
ACH-000189,-0.679298290942
ACH-000190,-0.439024691008
ACH-000198,-0.08676176830299999
ACH-000204,-0.408537919991
ACH-000206,0.09749550878900001
ACH-000207,-0.151202288422
ACH-000211,-0.18082619637000003
ACH-000215,-0.059359392102300006
ACH-000221,-0.020385034646700002
ACH-000222,-0.0565683159316
ACH-000223,-0.255750313829
ACH-000226,-0.147664444091
ACH-000227,-0.248848470687
ACH-000228,-0.432487505556
ACH-000231,-0.186503893691
ACH-000232,-0.151720854296
ACH-000233,-0.24055762022
ACH-000234,-0.198485942768
ACH-000235,-0.181860485002
ACH-000237,-0.265261950042
ACH-000238,-0.269639477497
ACH-000243,-0.208671000544
ACH-000244,-0.45783786696199996
ACH-000246,-0.21199936818700002
ACH-000248,-0.00692581068112
ACH-000250,-0.272154358835
ACH-000251,-0.405003065749
ACH-000253,-0.151676629751
ACH-000255,-0.0354179019712
ACH-000256,-0.330327494141
ACH-000257,0.112754837062
ACH-000258,-0.07165195567510001
ACH-000259,-0.229389838704
ACH-000260,-0.10854354112
ACH-000261,-0.26957208252
ACH-000262,-0.08469081978939999
ACH-000263,-0.26055983728300003
ACH-000264,-0.25339919304999997
ACH-000265,-0.120054445207
ACH-000266,-0.28516003579599997
ACH-000272,-0.006278459699680001
ACH-000273,-0.217858556672
ACH-000274,-0.0832439924285
ACH-000277,-0.0859304955848
ACH-000278,-0.420078127202
ACH-000279,-0.0505239218039
ACH-000280,-0.0304005836301
ACH-000281,-0.068876623074
ACH-000288,-0.118377208903
ACH-000291,-0.155937076888
ACH-000293,-0.0312185628503
ACH-000294,-0.260816267329
ACH-000295,-0.19226529550299998
ACH-000296,-0.32009901074700003
ACH-000302,0.022951020378900004
ACH-000304,-0.0657323879795
ACH-000307,-0.23723658882100002
ACH-000308,-0.392574298337
ACH-000310,-0.342090573679
ACH-000311,0.0226041722353
ACH-000312,-0.08816971309669999
ACH-000315,-0.11831463266799999
ACH-000316,-0.505285035008
ACH-000317,-0.36521853926299996
ACH-000318,-0.47802003605800003
ACH-000319,-0.30612995424
ACH-000320,-9.77755901722e-05
ACH-000322,-0.489354997721
ACH-000323,-0.0976367024714
ACH-000324,-0.249183561961
ACH-000329,-0.08878186711549998
ACH-000330,-0.14947832398900002
ACH-000331,-0.16644835671299998
ACH-000332,-0.299956785185
ACH-000334,-0.284445381163
ACH-000335,-0.304110301017
ACH-000336,-0.26329489083200003
ACH-000337,-0.36825122237400004
ACH-000339,-0.244493444265
ACH-000341,-0.19256897784200003
ACH-000348,0.0724381570901
ACH-000350,-0.160217337969
ACH-000352,-0.132538920127
ACH-000356,-0.423702660539
ACH-000361,-0.0897133405257
ACH-000362,-0.0997175547875
ACH-000363,-0.16754661906999999
ACH-000364,-0.278804925857
ACH-000365,-0.25474560128
ACH-000366,-0.450773635726
ACH-000368,-0.187048648867
ACH-000374,-0.509103796189
ACH-000375,-0.333107181865
ACH-000376,-0.172535381703
ACH-000381,-0.154853651994
ACH-000383,-0.184482929157
ACH-000387,-0.058638106294800006
ACH-000389,-0.21934174531999998
ACH-000390,-0.12168675069700001
ACH-000393,-0.10117011205399999
ACH-000395,-0.0193192404326
ACH-000397,-0.231840775641
ACH-000401,-0.0199736188183
ACH-000402,-0.17059666400100001
ACH-000403,-0.0597630806426
ACH-000404,-0.0914730447301
ACH-000406,-0.19633562658599998
ACH-000407,-0.24725389812399998
ACH-000408,-0.367186456888
ACH-000410,-0.07021535719060001
ACH-000411,-0.16045490729
ACH-000414,-0.13519303139699998
ACH-000415,-0.30975065779100003
ACH-000416,-0.20206687726599998
ACH-000420,-0.0922382905377
ACH-000421,-0.167257199818
ACH-000424,-0.48479356104599997
ACH-000425,-0.0028160031380599997
ACH-000426,0.110310122207
ACH-000427,-0.119423062915
ACH-000433,-0.5702999172659999
ACH-000436,-0.0883842001328
ACH-000444,-0.16989810842300002
ACH-000445,-0.163063231777
ACH-000448,0.0248467983055
ACH-000450,-0.306317152633
ACH-000452,-0.137580067561
ACH-000454,-0.060386017153500005
ACH-000458,-0.21299170595
ACH-000459,-0.285046455559
ACH-000460,-0.215327664978
ACH-000461,-0.411358503525
ACH-000463,-0.0935152443676
ACH-000464,-0.215141778178
ACH-000466,-0.36126064869900004
ACH-000467,-0.123537204168
ACH-000468,-0.113980335823
ACH-000469,-0.256133028222
ACH-000470,-0.13036772204000002
ACH-000471,-0.13077233488099999
ACH-000472,-0.036675432464099995
ACH-000473,0.0166190923729
ACH-000475,-0.144600944435
ACH-000476,-0.101910306214
ACH-000477,0.0498689729925
ACH-000480,0.021933515974300002
ACH-000481,-0.287041028215
ACH-000483,0.0200597719851
ACH-000484,-0.19302468415
ACH-000485,-0.210198381976
ACH-000486,-0.27321009666900004
ACH-000487,-0.333398995957
ACH-000488,-0.0259911039145
ACH-000490,-0.136086221362
ACH-000491,-0.122346129158
ACH-000495,-0.125915282065
ACH-000496,-0.305880123231
ACH-000499,-0.239036907482
ACH-000500,0.08549909048979999
ACH-000502,-0.16955505927099998
ACH-000503,-0.048324130692
ACH-000505,-0.283907418519
ACH-000507,-0.198767542544
ACH-000510,-0.0143345292581
ACH-000511,-0.21166414510499998
ACH-000512,-0.224307329277
ACH-000516,-0.022379965545299998
ACH-000517,-0.112037367158
ACH-000518,-0.0682441778565
ACH-000520,-0.18572265496800003
ACH-000521,0.0232807308659
ACH-000522,-0.16897730874000003
ACH-000524,-0.179793281697
ACH-000527,-0.0502572151464
ACH-000528,-0.163739081951
ACH-000537,-0.0993150907117
ACH-000541,-0.212402169745
ACH-000542,-0.208261138879
ACH-000544,-0.04760935452100001
ACH-000545,-0.270571612386
ACH-000547,-0.0238385027025
ACH-000548,-0.43049735124899996
ACH-000549,-0.135336415267
ACH-000550,0.017513775147400004
ACH-000552,-0.358422750729
ACH-000556,-0.12404561294199999
ACH-000557,0.0339790381998
ACH-000570,-0.135396933835
ACH-000571,-0.165157610024
ACH-000573,-0.052850806839199994
ACH-000576,-0.127958051279
ACH-000580,-0.35863465371
ACH-000584,-0.0826182691913
ACH-000585,-0.460257088948
ACH-000588,0.0221039552559
ACH-000589,-0.0819836183782
ACH-000591,-0.08850787200230001
ACH-000593,-0.0216887050783
ACH-000600,-0.40744739522
ACH-000601,-0.195841448254
ACH-000604,-0.15898183769000002
ACH-000605,0.0473930945175
ACH-000606,-0.28438738362
ACH-000608,-0.0870310357858
ACH-000614,-0.33980578597800004
ACH-000616,-0.006686227607390001
ACH-000618,-0.309880712296
ACH-000619,-0.22477551461399997
ACH-000620,-0.0464496981041
ACH-000621,-0.160145224228
ACH-000622,-0.15164262153799998
ACH-000623,-0.19333465958299997
ACH-000624,-0.19993830639899998
ACH-000627,0.0455324816811
ACH-000630,-0.152665897804
ACH-000632,-0.0855932797732
ACH-000633,-0.20754947294300002
ACH-000637,-0.455187943865
ACH-000638,-0.12087653642400001
ACH-000646,0.305507364521
ACH-000647,-0.10777587130100001
ACH-000648,-0.110342132448
ACH-000649,-0.11306230297900001
ACH-000651,-0.161456386665
ACH-000652,0.216792944736
ACH-000653,-0.11260577172
ACH-000657,-0.169668809448
ACH-000658,-0.144361153046
ACH-000661,-0.469703114125
ACH-000662,-0.0104126098595
ACH-000663,-0.05078516695949999
ACH-000665,-0.364165843476
ACH-000671,-0.226827829287
ACH-000673,-0.11523871057499999
ACH-000676,-0.136601450041
ACH-000677,-0.21413815460000002
ACH-000681,-0.024208350400999997
ACH-000682,-0.0271345936398
ACH-000683,-0.19667686222600003
ACH-000684,-0.0155436584659
ACH-000688,-0.22391128843199998
ACH-000693,-0.348623212054
ACH-000694,-0.271881595771
ACH-000695,-0.28321852868700004
ACH-000696,-0.318032215389
ACH-000697,-0.016245083770399998
ACH-000699,-0.409844973181
ACH-000701,-0.14709000497000002
ACH-000706,-0.140592278535
ACH-000711,-0.11209754836100001
ACH-000713,0.0390846999079
ACH-000714,-0.33865432151
ACH-000718,-0.17511384548300002
ACH-000720,-0.317862167829
ACH-000721,0.039298221442
ACH-000724,0.230374323361
ACH-000725,-0.149393252335
ACH-000732,0.141116288273
ACH-000734,-0.403287384407
ACH-000735,-0.34194271646200003
ACH-000736,-0.222932878778
ACH-000738,-0.194553688999
ACH-000746,-0.244437778864
ACH-000747,-0.157833695953
ACH-000748,-0.295735621848
ACH-000753,-0.131901058981
ACH-000756,-0.322761857952
ACH-000757,-0.148908432347
ACH-000758,-0.18702475851
ACH-000760,-0.118995162042
ACH-000763,-0.029140556468099998
ACH-000764,-0.37493954580600003
ACH-000765,-0.232928677629
ACH-000766,-0.299142788852
ACH-000767,-0.0998247802925
ACH-000768,-0.17912092129999999
