,OR4N5 (390437)
ACH-000004,-0.253435334883
ACH-000007,-0.250173019527
ACH-000009,-0.216723372628
ACH-000011,0.0297906352819
ACH-000012,-0.0568562020011
ACH-000013,-0.00743820862782
ACH-000014,-0.062427174859499994
ACH-000015,-0.116907939562
ACH-000017,-0.23586932367600003
ACH-000018,-0.0735098777663
ACH-000019,-0.192731396576
ACH-000021,-0.236603920365
ACH-000022,-0.0231677397634
ACH-000025,-0.24445254418
ACH-000028,-0.00456152800193
ACH-000030,-0.11340818207
ACH-000035,-0.175633360581
ACH-000036,-0.0513616908206
ACH-000037,-0.205717499129
ACH-000039,-0.21196037355900002
ACH-000040,-0.212481584064
ACH-000041,-0.328895770765
ACH-000042,0.0638606699493
ACH-000045,-0.0489097280769
ACH-000047,-0.0145025309478
ACH-000052,-0.101409978448
ACH-000053,-0.13089950480999998
ACH-000054,-0.09061260075750001
ACH-000055,-0.16576227568600002
ACH-000060,-0.173277497559
ACH-000067,-0.007550760882369999
ACH-000070,-0.226971638899
ACH-000075,0.00372534154669
ACH-000078,-0.187466232897
ACH-000082,-0.11898898912799999
ACH-000085,0.0342409786511
ACH-000086,-0.200331575482
ACH-000087,-0.235173114393
ACH-000092,-0.240985483444
ACH-000095,-0.10348541510199999
ACH-000097,-0.05802901447100001
ACH-000098,-0.25051083512899996
ACH-000099,-0.161403267787
ACH-000108,-0.13725740462400002
ACH-000113,-0.115210432665
ACH-000115,-0.122120118818
ACH-000116,-0.030804022354700002
ACH-000118,-0.19916206470199999
ACH-000120,-0.285232360985
ACH-000123,-0.09775688618219999
ACH-000127,-0.09244856646410002
ACH-000128,-0.207124258017
ACH-000132,-0.278457188553
ACH-000133,-0.199114494635
ACH-000137,-0.14323136441
ACH-000138,-0.08084944917010001
ACH-000142,-0.19141392326499998
ACH-000143,-0.183436027071
ACH-000146,-0.112308579279
ACH-000148,-0.163438216876
ACH-000150,0.20901038282499998
ACH-000152,-0.17053661399999998
ACH-000153,0.071869735243
ACH-000159,-0.26919840846500004
ACH-000160,-0.362325707599
ACH-000163,0.000809730092412
ACH-000167,-0.208968909603
ACH-000168,-0.24410261460000002
ACH-000169,-0.11747250301699999
ACH-000178,-0.231425110526
ACH-000182,0.0327034984736
ACH-000183,-0.22333207065400001
ACH-000188,-0.0414946269313
ACH-000189,-0.17486854567200003
ACH-000190,-0.309707129153
ACH-000198,-0.297439431863
ACH-000204,-0.07906602532880001
ACH-000206,-0.20906875879700001
ACH-000207,-0.258783488267
ACH-000211,-0.140362398242
ACH-000215,-0.133848715932
ACH-000221,-0.276248859949
ACH-000222,-0.362115421466
ACH-000223,-0.282173416573
ACH-000226,-0.314706465537
ACH-000227,-0.204233207231
ACH-000228,-0.415074997012
ACH-000231,-0.272174645622
ACH-000232,-0.33785422668000004
ACH-000233,-0.197910742302
ACH-000234,-0.076641324312
ACH-000235,-0.140989297354
ACH-000237,0.137030806166
ACH-000238,-0.022643684177799998
ACH-000243,-0.262693080462
ACH-000244,-0.141780800238
ACH-000246,-0.12770289764599999
ACH-000248,-0.429556426905
ACH-000250,-0.23101072139000003
ACH-000251,0.100522488433
ACH-000253,-0.17183660520100003
ACH-000255,-0.210675882472
ACH-000256,-0.0218744796481
ACH-000257,-0.46199474581600003
ACH-000258,0.103069282973
ACH-000259,-0.104614529023
ACH-000260,-0.054180980037900006
ACH-000261,-0.183214474537
ACH-000262,-0.17072905481800002
ACH-000263,-0.313206027431
ACH-000264,-0.206533995661
ACH-000265,-0.0787881582191
ACH-000266,-0.206748986304
ACH-000272,-0.2195755675
ACH-000273,-0.130445495618
ACH-000274,-0.0909992618924
ACH-000277,-0.119378395849
ACH-000278,-0.309006382233
ACH-000279,-0.0958436798922
ACH-000280,-0.121154243623
ACH-000281,-0.0457311403856
ACH-000288,-0.21535904518100002
ACH-000291,0.0171642334571
ACH-000293,-0.14629452921
ACH-000294,-0.282802810269
ACH-000295,-0.132471543117
ACH-000296,-0.425241954407
ACH-000302,-0.0638210028684
ACH-000304,-0.395151988923
ACH-000307,-0.0605647980178
ACH-000308,-0.054509094144
ACH-000310,-0.153475071169
ACH-000311,-0.18744264329100002
ACH-000312,-0.13445110994999998
ACH-000315,-0.23279618060499999
ACH-000316,-0.05768790212180001
ACH-000317,-0.521956348672
ACH-000318,-0.44245166487300003
ACH-000319,-0.0799507750017
ACH-000320,-0.133598396797
ACH-000322,-0.00897221288183
ACH-000323,-0.288779512934
ACH-000324,-0.0495605360269
ACH-000329,-0.000858229757713
ACH-000330,-0.27115970203
ACH-000331,-0.08406200402589999
ACH-000332,-0.160646381886
ACH-000334,-0.37375285504600003
ACH-000335,-0.33192321609700004
ACH-000336,-0.165675435751
ACH-000337,-0.22026719070599998
ACH-000339,-0.123740972563
ACH-000341,-0.27876422946400004
ACH-000348,-0.268334804978
ACH-000350,-0.0227855038962
ACH-000352,-0.145052120832
ACH-000356,-0.257305288815
ACH-000361,-0.0295690928537
ACH-000362,-0.0988043736768
ACH-000363,-0.150824454492
ACH-000364,-0.136974590506
ACH-000365,-0.15348806804
ACH-000366,-0.0722786215483
ACH-000368,-0.258360180477
ACH-000374,0.019332678465400002
ACH-000375,-0.389857344815
ACH-000376,-0.268470828599
ACH-000381,-0.278038539034
ACH-000383,-0.17108805849199998
ACH-000387,-0.08792956612330001
ACH-000389,-0.189589312761
ACH-000390,-0.211431383759
ACH-000393,-0.36191376292099997
ACH-000395,-0.191628047745
ACH-000397,-0.171052612929
ACH-000401,-0.204569376654
ACH-000402,-0.20993063213100002
ACH-000403,-0.24865867289000002
ACH-000404,0.14800954761
ACH-000406,-0.12035248808700001
ACH-000407,-0.154961533191
ACH-000408,-0.013833715948399999
ACH-000410,-0.00260834547519
ACH-000411,-0.0813533613227
ACH-000414,-0.235609523352
ACH-000415,0.00270109303933
ACH-000416,-0.109785013213
ACH-000420,-0.223291231949
ACH-000421,-0.11902423820800001
ACH-000424,-0.469694314428
ACH-000425,-0.046347818397
ACH-000426,-0.35559762067199996
ACH-000427,-0.0674808244506
ACH-000433,-0.018393799193099997
ACH-000436,-0.07923210981060001
ACH-000444,-0.133520578634
ACH-000445,-0.0988742526778
ACH-000448,-0.152424781596
ACH-000450,-0.168560550834
ACH-000452,-0.0197304677399
ACH-000454,-0.339254016003
ACH-000458,-0.008832060155830001
ACH-000459,-0.010056287759299998
ACH-000460,-0.16892314928100002
ACH-000461,-0.08891675726430001
ACH-000463,-0.162884639935
ACH-000464,-0.22859688223900002
ACH-000466,-0.248298276939
ACH-000467,-0.130070749891
ACH-000468,0.008025923061989999
ACH-000469,-0.191696672493
ACH-000470,0.10691384064500001
ACH-000471,-0.206991674303
ACH-000472,-0.18721374215300002
ACH-000473,-0.0609841241307
ACH-000475,-0.150287339374
ACH-000476,-0.0893431696142
ACH-000477,0.0795190519998
ACH-000480,-0.011183091119500001
ACH-000481,-0.540538501813
ACH-000483,-0.168328203192
ACH-000484,-0.210503887938
ACH-000485,-0.139695195176
ACH-000486,-0.18045336357
ACH-000487,0.007296713345069999
ACH-000488,-0.0140264768952
ACH-000490,-0.264939667321
ACH-000491,-0.23548079051800003
ACH-000495,-0.5220984297510001
ACH-000496,-0.06924575392410001
ACH-000499,0.0072518325919799995
ACH-000500,0.11636056042199999
ACH-000502,-0.026559247919400005
ACH-000503,-0.539575324686
ACH-000505,-0.284571061512
ACH-000507,-0.239923572442
ACH-000510,-0.38066403905100005
ACH-000511,-0.22280781379
ACH-000512,-0.354084050277
ACH-000516,-0.205325504903
ACH-000517,-0.053925280757599996
ACH-000518,-0.121503693231
ACH-000520,-0.27264557073600004
ACH-000521,-0.309709657553
ACH-000522,-0.281702649255
ACH-000524,0.012802433191799998
ACH-000527,0.00231636202182
ACH-000528,-0.0838059138361
ACH-000537,0.06631933720840001
ACH-000541,-0.10824054851600001
ACH-000542,-0.286518001082
ACH-000544,-0.15413965424
ACH-000545,-0.161003698639
ACH-000547,-0.156813544758
ACH-000548,-0.0242917636542
ACH-000549,0.0023487500180100003
ACH-000550,-0.0623052968061
ACH-000552,-0.10476271017899999
ACH-000556,-0.032770748979
ACH-000557,-0.362540064002
ACH-000570,-0.251609536877
ACH-000571,-0.48179781216300005
ACH-000573,-0.212498963442
ACH-000576,-0.011893253511700001
ACH-000580,-0.488876753665
ACH-000584,-0.183605773444
ACH-000585,-0.119184534882
ACH-000588,-0.120287111458
ACH-000589,-0.11626387692199999
ACH-000591,-0.20551923156399998
ACH-000593,-0.159584186271
ACH-000600,-0.215847861117
ACH-000601,-0.107467291147
ACH-000604,-0.063995297972
ACH-000605,-0.10163065969
ACH-000606,-0.13163966203400002
ACH-000608,-0.10985046775999999
ACH-000614,-0.217732475627
ACH-000616,-0.0718234391267
ACH-000618,-0.13807967939000002
ACH-000619,-0.393359379007
ACH-000620,-0.220736329501
ACH-000621,-0.17500687522599997
ACH-000622,-0.0823385471317
ACH-000623,-0.27634401770100003
ACH-000624,-0.355643289267
ACH-000627,-0.228876627819
ACH-000630,-0.0652012749674
ACH-000632,-0.440900874939
ACH-000633,-0.211508306656
ACH-000637,-0.017132403469200003
ACH-000638,-0.182004065174
ACH-000646,0.0319125644441
ACH-000647,-0.142901588216
ACH-000648,-0.275376697841
ACH-000649,-0.47059181309299997
ACH-000651,0.031042678763599996
ACH-000652,0.0786335531328
ACH-000653,-0.126993926359
ACH-000657,-0.283142861726
ACH-000658,-0.000220139285017
ACH-000661,-0.0054404445427400005
ACH-000662,0.167734548129
ACH-000663,-0.0141971291991
ACH-000665,-0.175900001759
ACH-000671,0.0723543153815
ACH-000673,-0.0028224605059100003
ACH-000676,-0.13139563320800002
ACH-000677,-0.138232490705
ACH-000681,-0.123753611973
ACH-000682,-0.07355127053089999
ACH-000683,-0.021767456198800002
ACH-000684,-0.287309767584
ACH-000688,-0.20671592079999998
ACH-000693,-0.051164922561800004
ACH-000694,-0.17307214390999998
ACH-000695,-0.166538573641
ACH-000696,-0.120413122304
ACH-000697,-0.357830268487
ACH-000699,-0.10051300014699999
ACH-000701,0.0276319040525
ACH-000706,0.0997940392375
ACH-000711,-0.11308024611300001
ACH-000713,-0.406283531259
ACH-000714,-0.0785942235692
ACH-000718,-0.24852667082199997
ACH-000720,-0.08606620349860002
ACH-000721,-0.369949468459
ACH-000724,-0.137374044809
ACH-000725,-0.265101451165
ACH-000732,-0.137131855396
ACH-000734,-0.18710069369000001
ACH-000735,-0.0450840842275
ACH-000736,-0.144582533495
ACH-000738,-0.125226476094
ACH-000746,0.0047201722492200004
ACH-000747,-0.23618658462699998
ACH-000748,-0.053873621274
ACH-000753,-0.212494777676
ACH-000756,-0.196871335181
ACH-000757,-0.297104046341
ACH-000758,0.00244505456069
ACH-000760,-0.210637512962
ACH-000763,-0.219365372935
ACH-000764,-0.034813307624499995
ACH-000765,-0.30453083492
ACH-000766,-0.21727741368700002
ACH-000767,0.0343265109242
ACH-000768,-0.214839833163
ACH-000769,-0.212166174253
ACH-000770,-0.254433189346
ACH-000771,-0.0845584400657
ACH-000773,-0.200995490436
ACH-000776,-0.23702406388500002
ACH-000777,-0.011790186443700001
ACH-000778,-0.07373190265719999
ACH-000781,-0.161389387686
ACH-000782,-0.138575459247
ACH-000783,0.0357073214139
ACH-000784,-0.0597810213927
ACH-000785,0.10667200222
ACH-000787,-0.0361257524972
ACH-000788,-0.31712317675900004
ACH-000791,-0.17479792223700003
ACH-000792,-0.097306068552
ACH-000794,0.0052532117537
ACH-000796,-0.135613550856
ACH-000799,-0.19536237124000003
ACH-000800,-0.17976264809
ACH-000802,-0.189094196072
ACH-000804,-0.137761310262
ACH-000805,-0.168443690975
ACH-000809,-0.146854604359
ACH-000810,-0.0764679611943
ACH-000811,-0.044461408893300004
ACH-000817,-0.34971633788199996
ACH-000819,-0.0251427054238
ACH-000820,-0.0684276872779
ACH-000821,-0.324568717824
ACH-000822,-0.227633718811
ACH-000823,-0.17741637610199998
ACH-000824,-0.131913393427
ACH-000827,-0.0296581196831
ACH-000829,-0.27218648634799997
ACH-000831,-0.167902583681
ACH-000832,-0.47938556328299997
ACH-000833,-0.159601350222
ACH-000834,-0.0782578395431
ACH-000835,-0.144991754379
ACH-000836,-0.18882394760600002
ACH-000837,-0.09036466962470001
ACH-000838,-0.194204044644
ACH-000839,-0.345110618216
ACH-000840,-0.224429317519
ACH-000841,-0.234461220629
ACH-000843,-0.0558240822558
ACH-000846,-0.173210774804
ACH-000847,-0.0329736601662
ACH-000848,-0.0893640350168
ACH-000849,-0.295633214782
ACH-000851,0.019872250968400004
ACH-000855,-0.172094749382
ACH-000856,-0.014856571087400001
ACH-000858,-0.17225751139000003
ACH-000859,-0.573707226154
ACH-000861,-0.186654351499
ACH-000862,-0.028582239569799998
ACH-000865,-0.0369082525011
