,AGL (178)
ACH-000004,-0.227829496785
ACH-000007,-0.220544162416
ACH-000009,-0.19161961626
ACH-000011,-0.148882472823
ACH-000012,-0.16370814492799998
ACH-000013,-0.20086943494399997
ACH-000014,-0.014713969342
ACH-000015,-0.167544223932
ACH-000017,-0.0661393090305
ACH-000018,0.19574983498399998
ACH-000019,-0.141024474794
ACH-000021,-0.130308191261
ACH-000022,-0.061222015924000006
ACH-000025,-0.223984217913
ACH-000028,-0.10552673750199999
ACH-000030,-0.121875066459
ACH-000035,-0.278677529119
ACH-000036,-0.0738672401793
ACH-000037,-0.188180618681
ACH-000039,-0.104770533064
ACH-000040,-0.230891552507
ACH-000041,-0.108228481754
ACH-000042,-0.19085974835299999
ACH-000045,0.022973742963
ACH-000047,-0.153258866221
ACH-000052,-0.04522530983630001
ACH-000053,-0.109643335442
ACH-000054,-0.130619686575
ACH-000055,-0.260948640116
ACH-000060,-0.09894442363089999
ACH-000067,-0.32045939928000006
ACH-000070,-0.056767195834
ACH-000075,-0.0637423875247
ACH-000078,-0.219454206226
ACH-000082,-0.140591528056
ACH-000085,-0.0682715982181
ACH-000086,-0.16899131364300002
ACH-000087,-0.164227886178
ACH-000092,-0.273045213847
ACH-000095,-0.11093282641100001
ACH-000097,-0.0854076266212
ACH-000098,-0.22053830665
ACH-000099,-0.25589502074299997
ACH-000108,-0.10666843431800001
ACH-000113,-0.13022453898800002
ACH-000115,-0.025617699947099996
ACH-000116,-0.0972411668018
ACH-000118,-0.0659653052805
ACH-000120,-0.19938617933699998
ACH-000123,-0.270555004263
ACH-000127,-0.205947569964
ACH-000128,0.121957898358
ACH-000132,-0.115743558937
ACH-000133,-0.18111612608199998
ACH-000137,-0.153277527721
ACH-000138,-0.0256519702426
ACH-000142,-0.131599692539
ACH-000143,-0.10368596746099999
ACH-000146,-0.021103689438999998
ACH-000148,-0.131882918149
ACH-000150,-0.0161273163228
ACH-000152,-0.29634381633699997
ACH-000153,-0.34884174199
ACH-000159,-0.168359051012
ACH-000160,-0.21021358190900002
ACH-000163,-0.204144231219
ACH-000167,-0.140926761928
ACH-000168,0.089180178949
ACH-000169,-0.197424813553
ACH-000178,-0.114002203122
ACH-000182,0.07394423696289999
ACH-000183,-0.107268769265
ACH-000188,-0.314370671568
ACH-000189,-1.01618895355e-05
ACH-000190,-0.296782853397
ACH-000198,-0.14117149591199998
ACH-000204,0.0405650865054
ACH-000206,-0.0566286800326
ACH-000207,-0.14482316888900001
ACH-000211,-0.131499736456
ACH-000215,-0.233072200391
ACH-000221,-0.158745672306
ACH-000222,-0.212984125242
ACH-000223,-0.26163956240499997
ACH-000226,-0.276059353952
ACH-000227,-0.367292142653
ACH-000228,0.00427065605567
ACH-000231,-0.186786226058
ACH-000232,-0.0839833457314
ACH-000233,-0.12281031007200001
ACH-000234,-0.160374843092
ACH-000235,-0.0552687102129
ACH-000237,-0.16959687096599999
ACH-000238,-0.050524074656800005
ACH-000243,-0.152923969366
ACH-000244,-0.09843405310669999
ACH-000246,-0.32357682061299997
ACH-000248,-0.0798968018167
ACH-000250,-0.12700857235
ACH-000251,-0.339704538359
ACH-000253,-0.063168299131
ACH-000255,-0.250690128153
ACH-000256,-0.054916378514
ACH-000257,-0.266469676756
ACH-000258,-0.24333707452300002
ACH-000259,-0.163546070242
ACH-000260,-0.154526961982
ACH-000261,-0.08659466349929999
ACH-000262,-0.32925866017
ACH-000263,-0.318372535197
ACH-000264,-0.23028663928000004
ACH-000265,-0.168837691616
ACH-000266,-0.14290000338300002
ACH-000272,-0.420251634247
ACH-000273,-0.0411644896951
ACH-000274,-0.141561245159
ACH-000277,-0.118321672964
ACH-000278,-0.12224876509600001
ACH-000279,-0.101851593493
ACH-000280,0.0072664916013
ACH-000281,-0.052034800560999996
ACH-000288,-0.087321289407
ACH-000291,0.00645172666025
ACH-000293,-0.15682581816
ACH-000294,-0.021806566062099998
ACH-000295,0.0919548480971
ACH-000296,-0.21181984320099997
ACH-000302,-0.0523306435757
ACH-000304,0.204293179199
ACH-000307,-0.0537183507821
ACH-000308,-0.0856374864957
ACH-000310,-0.43518879104900005
ACH-000311,-0.26537163346799997
ACH-000312,-0.341661422223
ACH-000315,-0.132175749963
ACH-000316,-0.181584777982
ACH-000317,-0.233539209843
ACH-000318,-0.253331313417
ACH-000319,-0.0470016929647
ACH-000320,-0.318753272488
ACH-000322,-0.09719828499050001
ACH-000323,-0.30475749637899996
ACH-000324,-0.16725721588099998
ACH-000329,-0.219577800123
ACH-000330,-0.013105506251999998
ACH-000331,-0.119092143138
ACH-000332,-0.181448886814
ACH-000334,-0.0629587563033
ACH-000335,-0.5744066339280001
ACH-000336,0.0826094378133
ACH-000337,0.048293052871000004
ACH-000339,-0.07503222973410001
ACH-000341,-0.27795636198199997
ACH-000348,-0.186502810036
ACH-000350,-0.007884890308260001
ACH-000352,-0.0896727107677
ACH-000356,0.014290030819899999
ACH-000361,-0.34430561313100005
ACH-000362,-0.010457944145899999
ACH-000363,-0.16963215151799999
ACH-000364,-0.09927044085449999
ACH-000365,-0.158577209415
ACH-000366,-0.160583664972
ACH-000368,-0.042910202623100004
ACH-000374,-0.07046335594539999
ACH-000375,-0.12963080865999999
ACH-000376,-0.248220670545
ACH-000381,0.016629879049
ACH-000383,-0.18839703925
ACH-000387,0.0109983118556
ACH-000389,-0.15752845697
ACH-000390,-0.09011239680430001
ACH-000393,-0.153745045706
ACH-000395,-0.12256082317700001
ACH-000397,-0.0253212251325
ACH-000401,-0.1227730139
ACH-000402,-0.00892787834422
ACH-000403,-0.0905571253983
ACH-000404,0.255483503681
ACH-000406,-0.10656692380100001
ACH-000407,-0.16874189954100002
ACH-000408,-0.249960372084
ACH-000410,-0.251929276165
ACH-000411,-0.208849404987
ACH-000414,-0.23122790194499998
ACH-000415,-0.14710037387299998
ACH-000416,-0.175663150733
ACH-000420,-0.21022620704
ACH-000421,-0.12847238307199998
ACH-000424,-0.45277957642800004
ACH-000425,-0.016612879848
ACH-000426,-0.13816969434499998
ACH-000427,-0.00972979270786
ACH-000433,0.148815591618
ACH-000436,-0.118557758228
ACH-000444,-0.10478339999
ACH-000445,-0.154913162548
ACH-000448,-0.214878599312
ACH-000450,-0.0073415762379600005
ACH-000452,-0.0612487626891
ACH-000454,-0.09747625334380002
ACH-000458,-0.0568771200098
ACH-000459,-0.0546812794252
ACH-000460,-0.164432025135
ACH-000461,-0.273843025995
ACH-000463,-0.165997338542
ACH-000464,-0.426139326357
ACH-000466,-0.16115818629599998
ACH-000467,0.00884126423273
ACH-000468,-0.00364856752099
ACH-000469,-0.231625805973
ACH-000470,-0.0797650397871
ACH-000471,-0.06788714248269999
ACH-000472,-0.0312678899571
ACH-000473,-0.107975068565
ACH-000475,-0.128829876835
ACH-000476,-0.165054170242
ACH-000477,-0.179700201026
ACH-000480,-0.110264189922
ACH-000481,-0.205422276224
