,RB1CC1 (9821)
ACH-000004,-0.43905603399899995
ACH-000007,-0.427968203173
ACH-000009,-0.028637854266
ACH-000011,0.0939285292603
ACH-000012,-0.300261835779
ACH-000013,-0.100458642969
ACH-000014,-0.333054961225
ACH-000015,-0.15292131776100001
ACH-000017,-0.139147995932
ACH-000018,-0.18042978680100002
ACH-000019,-0.287455479353
ACH-000021,-0.14551426248
ACH-000022,-0.022068756281
ACH-000025,-0.438913617882
ACH-000028,-0.35940436638400003
ACH-000030,-0.260806789196
ACH-000035,-0.665562355459
ACH-000036,-0.24383228228599998
ACH-000037,-0.144418904145
ACH-000039,-0.15871135864
ACH-000040,0.12094001179099999
ACH-000041,-0.274422527914
ACH-000042,0.170619690268
ACH-000045,0.11043169882099999
ACH-000047,-0.123676085518
ACH-000052,0.0773087065021
ACH-000053,-0.5949246103620001
ACH-000054,-0.14614081750299998
ACH-000055,0.0691223928895
ACH-000060,0.17883096925
ACH-000067,0.0531928870008
ACH-000070,0.10759462953299999
ACH-000075,-0.384214392311
ACH-000078,-0.357846819994
ACH-000082,-0.32738599724399997
ACH-000085,-0.067769848804
ACH-000086,-0.017656873051700002
ACH-000087,-0.437325486212
ACH-000092,-0.48805316650200004
ACH-000095,-0.238303003797
ACH-000097,-0.23113701768800002
ACH-000098,0.158433128155
ACH-000099,-0.18659627212299998
ACH-000108,-0.0505540472738
ACH-000113,-0.0587017583334
ACH-000115,-0.284827297207
ACH-000116,-0.0317789388119
ACH-000118,-0.73326938669
ACH-000120,-0.235064040345
ACH-000123,-0.297314517318
ACH-000127,-0.5294295318550001
ACH-000128,0.10204207476800001
ACH-000132,-0.00447170167211
ACH-000133,-0.39687637259999997
ACH-000137,-0.126103350701
ACH-000138,-0.16234701647
ACH-000142,-0.1562551303
ACH-000143,-0.35938211745
ACH-000146,-0.0822441451138
ACH-000148,0.038660381903900004
ACH-000150,-0.38828837353100004
ACH-000152,-0.360652786263
ACH-000153,-0.245869517055
ACH-000159,-0.226533970306
ACH-000160,-0.40263737320500004
ACH-000163,-0.39691533277400004
ACH-000167,-0.145880961584
ACH-000168,0.0142136664665
ACH-000169,-0.585542217074
ACH-000178,-0.157407943458
ACH-000182,-0.263609368353
ACH-000183,-0.12783256562
ACH-000188,-0.436106141223
ACH-000189,-0.148093134716
ACH-000190,-0.269999078841
ACH-000198,-0.337895504256
ACH-000204,0.17241835096799998
ACH-000206,-0.117462298497
ACH-000207,0.110052524487
ACH-000211,-0.468330120704
ACH-000215,-0.495736975744
ACH-000221,-0.2344579382
ACH-000222,-0.20954400248
ACH-000223,-0.735149432359
ACH-000226,-0.721173139321
ACH-000227,-0.034910997748199994
ACH-000228,0.007682184860779999
ACH-000231,-0.151385746403
ACH-000232,0.265111720378
ACH-000233,-0.739388550422
ACH-000234,-0.339982617336
ACH-000235,0.109679852109
ACH-000237,-0.7061606685100001
ACH-000238,-0.404947353773
ACH-000243,-0.07570746554810001
ACH-000244,0.234857107188
ACH-000246,-0.0693870394559
ACH-000248,-0.09519247760389998
ACH-000250,-0.353028957254
ACH-000251,-0.371998099407
ACH-000253,0.06739922878849999
ACH-000255,0.121344140102
ACH-000256,-0.35993162460699996
ACH-000257,-0.00492480275089
ACH-000258,-0.0435248640646
ACH-000259,-0.0691274680242
ACH-000260,-0.259487373483
ACH-000261,-0.269212165274
ACH-000262,-0.5455065248650001
ACH-000263,-0.13499451462200002
ACH-000264,-0.10441851258899999
ACH-000265,-0.256794811768
ACH-000266,-0.09225203655960001
ACH-000272,-0.0972907128812
ACH-000273,0.209888552734
ACH-000274,-0.252465639806
ACH-000277,-0.492304757052
ACH-000278,-0.30434390543699996
ACH-000279,0.0294722170334
ACH-000280,-0.016528866546399998
ACH-000281,0.0300697092843
ACH-000288,0.09409138040210001
ACH-000291,-0.19915655901999998
ACH-000293,-0.13969071108
ACH-000294,-0.111430639588
ACH-000295,0.048898614094900004
ACH-000296,-0.37423469934799997
ACH-000302,0.117779764948
ACH-000304,-0.00512983238066
ACH-000307,-0.163724643606
ACH-000308,-0.501963277951
ACH-000310,-0.170669311908
ACH-000311,-0.490009836368
ACH-000312,-0.117182931884
ACH-000315,0.0280771120502
ACH-000316,0.00517420661037
ACH-000317,-0.356368558966
ACH-000318,-0.35460328176100003
ACH-000319,-0.23974596648000002
ACH-000320,0.276703106975
ACH-000322,-0.413854486576
ACH-000323,-0.0498823391853
ACH-000324,-0.177005006896
ACH-000329,-0.294606070849
ACH-000330,-0.37548053099600004
ACH-000331,-0.794416075053
ACH-000332,0.07345326601089999
ACH-000334,-0.613840012167
ACH-000335,-0.699807028045
ACH-000336,-0.08948293205630001
ACH-000337,-0.0231992720804
ACH-000339,-0.46573913401199996
ACH-000341,-0.198124308257
ACH-000348,-0.485885922318
ACH-000350,-0.021908408207900004
ACH-000352,-0.270924689185
ACH-000356,-0.327614327474
ACH-000361,-0.386495218267
ACH-000362,-0.187614483587
ACH-000363,-0.0353442508582
ACH-000364,0.0038237214520999998
ACH-000365,-0.13702698704000002
ACH-000366,-0.09909966779650001
ACH-000368,0.379928467728
ACH-000374,0.033643092805599996
