,RCBTB2 (1102)
ACH-000683,-0.29387850160900003
ACH-000684,-0.238764843264
ACH-000688,-0.239441395875
ACH-000693,-0.23418125613200003
ACH-000694,-0.12288389360400001
ACH-000695,-0.31448131902800003
ACH-000696,-0.269409002346
ACH-000697,-0.047361880493599996
ACH-000699,-0.16695643208799998
ACH-000701,-0.17374770976599999
ACH-000706,-0.117080992779
ACH-000711,-0.16846158102400002
ACH-000713,-0.0694120346771
ACH-000714,-0.263940176061
ACH-000718,-0.278801787714
ACH-000720,-0.22642180667800002
ACH-000721,-0.045505689750199994
ACH-000724,-0.32563653719999996
ACH-000725,-0.028288694448700004
ACH-000732,-0.46945687832099997
ACH-000734,-0.319952712106
ACH-000735,-0.358403865057
ACH-000736,-0.061463913109
ACH-000738,-0.23719898062300002
ACH-000746,0.08034694993739999
ACH-000747,-0.12421456019400001
ACH-000748,-0.130062672445
ACH-000753,-0.257762532136
ACH-000756,-0.0918862107646
ACH-000757,-0.0145326067854
ACH-000758,-0.187750212247
ACH-000760,-0.197549343296
ACH-000763,-0.29026550763500003
ACH-000764,-0.00210001965418
ACH-000765,0.012075629841
ACH-000766,-0.399516034141
ACH-000767,-0.321744346843
ACH-000768,-0.17851194609999999
ACH-000769,-0.35866239220799995
ACH-000770,-0.347509758528
ACH-000771,-0.120061425067
ACH-000773,-0.278905483161
ACH-000776,-0.267319411094
ACH-000777,-0.11592280529999999
ACH-000778,-0.275585276587
ACH-000781,-0.217710117964
ACH-000782,0.0278863026681
ACH-000783,-0.183583750932
ACH-000784,-0.161236157737
ACH-000785,-0.352931668016
ACH-000787,-0.17271492644699998
ACH-000788,-0.22446640978500002
ACH-000791,-0.25487840998000005
ACH-000792,-0.250771948491
ACH-000794,-0.182686526866
ACH-000796,-0.24636294791299998
ACH-000799,-0.047487447142400004
ACH-000800,-0.284918997176
ACH-000802,-0.21152494673099997
ACH-000804,-0.263384127562
ACH-000805,-0.21048409861900003
ACH-000809,-0.33380906973700003
ACH-000810,-0.269848693819
ACH-000811,-0.236962849984
ACH-000817,-0.348042222879
ACH-000819,0.022142393395599997
ACH-000820,0.0867087824264
ACH-000821,-0.0759975091151
ACH-000822,-0.214952739709
ACH-000823,-0.17810730805799999
ACH-000824,-0.11381038902000001
ACH-000827,-0.25974940194
ACH-000829,-0.279459669688
ACH-000831,-0.29268348411899997
ACH-000832,-0.36288262544699995
ACH-000833,-0.26613408151900003
ACH-000834,-0.0592547562549
ACH-000835,-0.0176070850469
ACH-000836,-0.26356219429
ACH-000837,-0.17137632387600002
ACH-000838,-0.17547822426800003
ACH-000839,-0.290782603497
ACH-000840,-0.393927211238
ACH-000841,-0.21774180404399998
ACH-000843,-0.08114181046239999
ACH-000846,-0.36123261437700005
ACH-000847,-0.142919356612
ACH-000848,-0.08502404543299999
ACH-000849,-0.140737322682
ACH-000851,-0.093434103051
ACH-000855,-0.07281434732719999
ACH-000856,-0.422861462342
ACH-000858,-0.238552159309
ACH-000859,-0.176835400331
ACH-000861,-0.40969746032399995
ACH-000862,-0.27969912582199996
ACH-000865,-0.12607203489399998
ACH-000866,-0.145811347293
ACH-000867,-0.17864457143100002
ACH-000869,-0.201800547779
ACH-000872,-0.30840724550500004
ACH-000873,-0.157633004532
ACH-000876,-0.011430745042000002
ACH-000878,-0.286824487407
ACH-000880,-0.167910143301
ACH-000881,-0.355579284048
ACH-000882,-0.13941288877900002
ACH-000884,-0.166404194282
ACH-000885,-0.11967250533500001
ACH-000887,-0.19952627688900001
ACH-000888,-0.18092793028999998
ACH-000889,-0.17735144379099999
ACH-000890,-0.38132558626400004
ACH-000896,-0.135112192592
ACH-000898,-0.115444304624
ACH-000900,-0.178486882489
ACH-000901,-0.308404382554
ACH-000905,-0.34974615967100003
ACH-000906,-0.26038189300000003
ACH-000907,-0.270663148949
ACH-000910,-0.20210387554200002
ACH-000911,-0.290710633191
ACH-000912,-0.298759824717
ACH-000913,-0.15375770575300002
ACH-000915,-0.132014660634
ACH-000916,-0.096050670359
ACH-000917,0.169458303458
ACH-000921,-0.144754528253
ACH-000924,-0.0376548492799
ACH-000926,-0.234108925315
ACH-000928,-0.212724882931
ACH-000929,-0.188175105808
ACH-000932,-0.272313834953
ACH-000935,-0.162213216413
ACH-000936,-0.232032667059
ACH-000937,-0.07857106102860001
ACH-000938,-0.185534301613
ACH-000939,0.0396379059825
ACH-000941,0.022089856931099997
ACH-000943,-0.213296687733
ACH-000946,-0.275104762644
ACH-000947,-0.236020040444
ACH-000948,-0.218571289437
ACH-000950,-0.464194744341
ACH-000953,-0.244877118715
ACH-000957,-0.11225867412
ACH-000958,-0.176012786052
ACH-000960,-0.198585303083
ACH-000963,-0.27493603482900003
ACH-000968,-0.0532859444649
ACH-000969,-0.378287756247
ACH-000973,-0.18017764588799998
ACH-000974,-0.139023296185
ACH-000975,-0.18077210555599998
ACH-000976,-0.33734417992700005
ACH-000978,-0.48131197767300005
ACH-000980,-0.23711284735899998
ACH-000984,-0.0479933423283
ACH-000986,-0.253904194448
ACH-000988,-0.21891539733600002
ACH-000993,-0.255469620812
ACH-000994,-0.17654017890999998
ACH-000996,-0.0852738747158
ACH-001001,-0.203998428037
ACH-001020,-0.155479736808
ACH-001028,-0.20670939095600002
ACH-001031,-0.168330632805
ACH-001038,-0.30118843015
ACH-001048,-0.197998884413
ACH-001050,-0.33927610753799997
ACH-001053,0.08790167276730002
ACH-001054,-0.163463081008
ACH-001061,-0.143020117796
ACH-001067,-0.28564234549899997
ACH-001075,-0.317763919969
ACH-001096,-0.191111030893
ACH-001128,0.277110629906
ACH-001134,-0.144746680562
ACH-001151,-0.25775740353
ACH-001163,-0.18784760110100002
ACH-001164,-0.373846373172
ACH-001173,-0.18051710427700002
ACH-001183,-0.24105401175900001
ACH-001184,-0.18457730263
ACH-001190,-0.396718065048
ACH-001192,-0.306125933841
ACH-001193,-0.190768628889
ACH-001196,-0.256352350598
ACH-001197,-0.358595099635
ACH-001205,-0.258058157929
ACH-001211,-0.42742134159100004
ACH-001212,-0.225949455768
ACH-001228,-0.122355813237
ACH-001232,-0.311444151628
ACH-001239,-0.16678026387599998
ACH-001274,-0.204510888158
ACH-001275,-0.118305279547
ACH-001277,-0.12702393960799999
ACH-001278,-0.17911896979699998
ACH-001280,-0.129796618949
ACH-001283,-0.170508548352
ACH-001289,-0.191312141987
ACH-001295,-0.308827775673
ACH-001300,-0.235025542653
ACH-001301,-0.27254222741
ACH-001302,-0.16306410672399999
ACH-001303,-0.448357546286
ACH-001306,0.013732792687600002
ACH-001318,-0.10345105505100001
ACH-001322,-0.141199652033
ACH-001328,-0.16638736850400002
ACH-001332,-0.188848153894
ACH-001333,-0.326624951025
ACH-001336,-0.330861117131
ACH-001340,-0.197048092152
ACH-001346,-0.27653879718400004
ACH-001353,-0.27457906097
ACH-001354,-0.251706854747
ACH-001367,-0.435319326536
ACH-001368,-0.167117884244
ACH-001374,-0.133152966466
ACH-001375,-0.13929262619000002
ACH-001377,-0.18545334953499998
ACH-001380,-0.386820868885
ACH-001391,-0.12893744383
ACH-001407,-0.246319136814
ACH-001408,-0.201122641501
ACH-001413,-0.295127220456
ACH-001430,-0.327087010256
ACH-001431,-0.438745345501
ACH-001450,0.09130864180569999
ACH-001496,-0.173896596501
ACH-001500,-0.174792004003
ACH-001521,-0.158228519999
ACH-001523,-0.117260760075
ACH-001532,-0.215832831412
ACH-001536,-0.201424319067
ACH-001550,-0.17973158679600001
ACH-001552,-0.11755601893300001
ACH-001554,-0.22133178063499998
ACH-001645,-0.21408191033100002
ACH-001654,-0.20866887081399998
ACH-001715,-0.0169512359201
ACH-001735,-0.207035721859
ACH-001736,-0.22420020227499998
ACH-001737,-0.385592643111
ACH-001740,-0.300896715408
ACH-001745,-0.144347753253
ACH-001750,-0.14029874207999998
ACH-001765,-0.188095088765
ACH-001956,-0.215792930647
ACH-001957,-0.332259731769
