,MDC1 (9656)
ACH-000004,-0.18865614234
ACH-000007,-0.391673510765
ACH-000009,-0.334866105124
ACH-000011,-0.900062351216
ACH-000012,-0.48283150317699997
ACH-000013,-0.259354601084
ACH-000014,-0.97697337922
ACH-000015,-0.342913011782
ACH-000017,-0.256333042432
ACH-000018,-0.404731867527
ACH-000019,-0.30769537289099996
ACH-000021,-0.21383793733800002
ACH-000022,-0.262114601398
ACH-000025,-0.653135086436
ACH-000028,-0.62453285286
ACH-000030,-0.431404003007
ACH-000035,-0.210859164177
ACH-000036,-0.335387990137
ACH-000037,-0.30151964567899997
ACH-000039,-0.34058474565499997
ACH-000040,-0.398672183538
ACH-000041,-0.751841118201
ACH-000042,-0.33527071938700004
ACH-000045,-0.44135504174900003
ACH-000047,-0.7043579068029999
ACH-000052,-0.388510185825
ACH-000053,-0.358093096641
ACH-000054,-0.341238412934
ACH-000055,-0.289885972187
ACH-000060,-0.49945018215000003
ACH-000067,-0.29250082987500003
ACH-000070,-0.41912179652
ACH-000075,-0.578806241173
ACH-000078,-0.325673053116
ACH-000082,-0.388463293139
ACH-000085,-0.136155613232
ACH-000086,-0.33873281626199997
ACH-000087,-0.38866379958400005
ACH-000092,-0.30727756116300003
ACH-000095,-0.147423867592
ACH-000097,-0.47263773416199995
ACH-000098,-0.148714718705
ACH-000099,-0.219418484159
ACH-000108,-0.498772743487
ACH-000113,-0.380232954957
ACH-000115,-0.38124768090899996
ACH-000116,-0.569786844168
ACH-000118,-0.61145419743
ACH-000120,-0.450048387543
ACH-000123,-0.45674231768999995
ACH-000127,-0.190539276917
ACH-000128,-0.423496531215
ACH-000132,-0.630083116424
ACH-000133,-0.161065934399
ACH-000137,-0.353248818425
ACH-000138,-0.373645287571
ACH-000142,-0.363641026926
ACH-000143,-0.153055183718
ACH-000146,-0.348190933443
ACH-000148,-0.367643328407
ACH-000150,-0.153087470112
ACH-000152,-0.010702248621700002
ACH-000153,-0.44122230621200004
ACH-000159,-0.48468085675800004
ACH-000160,0.159674429783
ACH-000163,-0.297536767123
ACH-000167,0.285531846924
ACH-000168,-0.23330268966499998
ACH-000169,-0.277399814245
ACH-000178,-0.718056514478
ACH-000182,-0.362959608309
ACH-000183,-0.42383150043799994
ACH-000188,-0.362185028486
ACH-000189,-0.223247721417
ACH-000190,0.146486981423
ACH-000198,-0.08835289280639999
ACH-000204,-0.653957456533
ACH-000206,-0.24600901512899997
ACH-000207,-0.62358973314
ACH-000211,-0.353711157359
ACH-000215,-0.294846102553
ACH-000221,-0.316743364689
ACH-000222,-0.381225619017
ACH-000223,-0.38414139375399997
ACH-000226,-0.67786549138
ACH-000227,-0.039098176847300006
ACH-000228,-0.588085396993
ACH-000231,-0.37817918742
ACH-000232,-0.23091865504700002
ACH-000233,-0.315967353752
ACH-000234,-0.5003156623789999
ACH-000235,-0.294161343047
ACH-000237,-0.340104412333
ACH-000238,-0.41981734104199997
ACH-000243,-0.334087480081
ACH-000244,-0.0895342831401
ACH-000246,-0.339720941149
ACH-000248,-0.396628294473
ACH-000250,-0.17547011578699998
ACH-000251,-0.0890734544322
ACH-000253,-0.14806977853800002
ACH-000255,-0.580838752772
ACH-000256,-0.456080946865
ACH-000257,-0.18800199726300001
ACH-000258,-0.42584673490599995
ACH-000259,-0.19874081983300002
ACH-000260,-0.464870175243
ACH-000261,-0.544439748882
ACH-000262,-0.283065006239
ACH-000263,0.07565146380760002
ACH-000264,-0.190040559032
ACH-000265,-0.563768735163
ACH-000266,-0.306825415208
ACH-000272,-0.303022318609
ACH-000273,-0.38427524733199997
ACH-000274,-0.177728512379
ACH-000277,-0.14725535869200002
ACH-000278,-0.5725393111479999
ACH-000279,-0.324413773616
ACH-000280,-0.387481087513
ACH-000281,-0.4823374894
ACH-000288,-0.218360340137
ACH-000291,-0.301238687967
ACH-000293,-0.134373573888
ACH-000294,-0.269088283766
ACH-000295,-0.227793804892
ACH-000296,-0.304683117997
ACH-000302,-0.33773898843500005
ACH-000304,-0.570901427358
ACH-000307,-0.22904976034699998
ACH-000308,-0.174958334335
ACH-000310,-0.494566033067
ACH-000311,-0.202995354031
ACH-000312,-0.118954893838
ACH-000315,-0.36457464145
ACH-000316,-0.47543451449100005
ACH-000317,-0.307568869197
ACH-000318,-0.329822528966
ACH-000319,-0.707969852835
ACH-000320,-0.615806929118
ACH-000322,-0.338774094001
ACH-000323,-0.04506638149619999
ACH-000324,-0.459058624661
ACH-000329,-0.237379881775
ACH-000330,-0.436358935567
ACH-000331,-0.219472793417
ACH-000332,-0.131924125085
ACH-000334,-0.477035323137
ACH-000335,-0.49540787946000003
ACH-000336,-0.401997409162
ACH-000337,-0.303721463359
ACH-000339,-0.561429556246
ACH-000341,-0.39671423875
ACH-000348,-0.352538056912
ACH-000350,-0.224346264306
ACH-000352,-0.354402372903
ACH-000356,-0.457741025723
ACH-000361,-0.8687000608700002
ACH-000362,-0.291688546484
ACH-000363,-0.144003992811
ACH-000364,-0.5070746243450001
ACH-000365,-0.0417501578599
ACH-000366,-0.220781865162
ACH-000368,-0.6817103391920001
ACH-000374,-0.662154846596
ACH-000375,-0.298973570314
ACH-000376,-0.247876873317
ACH-000381,-0.373424655286
ACH-000383,-0.36028041544399997
ACH-000387,-0.266841737413
ACH-000389,-0.513271054164
ACH-000390,-0.28339968637699997
ACH-000393,-0.49339302787600003
ACH-000395,-0.310214359823
ACH-000397,-0.381908095551
ACH-000401,-0.15296246917099998
ACH-000402,-0.008737536655069999
ACH-000403,-0.22209511684900002
ACH-000404,-0.330810959352
ACH-000406,-0.517608184344
ACH-000407,-0.618664132381
ACH-000408,-0.251842027013
ACH-000410,-0.285713663528
ACH-000411,-0.622779887936
ACH-000414,-0.503621835788
ACH-000415,-0.34716094995200003
ACH-000416,-0.0637915408719
ACH-000420,-0.201487938404
ACH-000421,-0.187717737986
ACH-000424,-0.258189031574
ACH-000425,-0.22157685145300002
ACH-000426,-0.573287000327
ACH-000427,-0.34096226336999996
ACH-000433,-0.29427484741500004
ACH-000436,-0.252275694427
ACH-000444,-0.442381212162
ACH-000445,-0.273839002801
ACH-000448,-0.402338497769
ACH-000450,-0.22099812252599998
ACH-000452,-0.293625037172
ACH-000454,-0.187278841718
ACH-000458,-0.389261857213
ACH-000459,-0.19244503068399998
ACH-000460,-0.540073765261
ACH-000461,-0.34777179258100005
ACH-000463,-0.35987014361599995
ACH-000464,0.08342476536610001
ACH-000466,-0.258722130164
ACH-000467,-0.31551858479
ACH-000468,-0.325315095274
ACH-000469,-0.311364861758
ACH-000470,-0.134416440803
ACH-000471,-0.224661378198
ACH-000472,-0.25939687261100003
ACH-000473,-0.21617953116099997
ACH-000475,-0.203077254147
ACH-000476,-0.479037310446
ACH-000477,-0.321166833352
ACH-000480,-0.373549817241
ACH-000481,-0.40223877103
ACH-000483,-0.152134162407
ACH-000484,-0.291107543213
ACH-000485,-0.268753589109
ACH-000486,-0.47200587353100004
ACH-000487,-0.37240719473800005
ACH-000488,-0.331559906884
ACH-000490,-0.128503090312
ACH-000491,-0.6181362427889999
ACH-000495,-0.166357749951
ACH-000496,-0.384584995022
ACH-000499,-0.655019719187
ACH-000500,-0.576334822948
ACH-000502,-0.323050612692
ACH-000503,-0.17197625584600001
ACH-000505,-0.15054624669000002
ACH-000507,-0.267116406904
ACH-000510,-0.143876417873
ACH-000511,-0.252061662528
ACH-000512,-0.250493820461
ACH-000516,-0.39990763638899995
ACH-000517,-0.242436676804
ACH-000518,-0.147238376415
ACH-000520,-0.5267755398789999
ACH-000521,-0.0869983773934
ACH-000522,-0.583466763424
ACH-000524,-0.603415481878
ACH-000527,-0.504786465358
ACH-000528,-0.512051742771
ACH-000537,-0.300019799405
ACH-000541,-0.6136224942149999
ACH-000542,-0.43538696466000004
ACH-000544,-0.665238552019
ACH-000545,-0.284515748398
ACH-000547,-0.356790690699
ACH-000548,-0.31018079419
ACH-000549,-0.407727760459
ACH-000550,-0.287469460887
ACH-000552,-0.24723655255
ACH-000556,-0.196747309734
ACH-000557,-0.11908115812100001
ACH-000570,-0.298630164401
ACH-000571,-0.1599598145
ACH-000573,-0.118309241831
ACH-000576,-0.0736801118533
ACH-000580,-0.17520870138500003
ACH-000584,-0.50390262141
ACH-000585,-0.399439231321
ACH-000588,-0.235742157172
ACH-000589,-0.272315758974
ACH-000591,-0.260748714696
ACH-000593,-0.17491608511700002
ACH-000600,-0.715869433532
ACH-000601,-0.385906882795
ACH-000604,-0.233770603164
ACH-000605,-0.25630067035
ACH-000606,-0.44583335360299997
ACH-000608,-0.34115083877400004
ACH-000614,-0.16272248431
ACH-000616,-0.09615637570260001
ACH-000618,-0.288039383444
ACH-000619,-0.36200580555600004
ACH-000620,-0.33657055014700005
ACH-000621,-0.42132808156499996
ACH-000622,-0.252265907807
ACH-000623,-0.26182652245
ACH-000624,-0.288381705414
ACH-000627,-0.469171427978
ACH-000630,-0.277668048579
ACH-000632,-0.232142994966
ACH-000633,0.0028789636665599995
ACH-000637,-0.432293978471
ACH-000638,-0.624282557185
ACH-000646,-0.5458302908070001
ACH-000647,-0.528410874828
ACH-000648,-0.236604411888
ACH-000649,-0.10796746146299999
ACH-000651,-0.162741660603
ACH-000652,-0.28467491473
ACH-000653,-0.36478385296599997
ACH-000657,-0.450214151315
ACH-000658,-0.106999151675
ACH-000661,-0.329276478086
ACH-000662,-0.368392910159
ACH-000663,-0.454443523692
ACH-000665,-0.560298336563
ACH-000671,-0.0965378389824
ACH-000673,-0.180425100172
ACH-000676,-0.274229137063
ACH-000677,-0.374221825678
ACH-000681,-0.49052188048900003
ACH-000682,-0.331451174331
ACH-000683,-0.306205898064
ACH-000684,-0.9089348701000001
ACH-000688,-0.406983109745
ACH-000693,-0.407485248187
ACH-000694,-0.47181887952
ACH-000695,-0.0368802145489
ACH-000696,-0.452865283551
ACH-000697,-0.6779085471809999
ACH-000699,-0.36150573188100005
ACH-000701,-0.287617882442
ACH-000706,-0.31673349419
ACH-000711,-0.372782731232
ACH-000713,-0.7553961617
ACH-000714,-0.417037533009
ACH-000718,-0.252065632594
ACH-000720,-0.49546939869199996
ACH-000721,-0.188495719086
ACH-000724,-0.35572897326200004
ACH-000725,-0.38570430233400005
ACH-000732,-0.45042296446999996
ACH-000734,-0.554731424956
ACH-000735,-0.20377155953200002
ACH-000736,-0.626969715673
ACH-000738,-0.570772399236
ACH-000746,-0.135445690574
ACH-000747,-0.285791688745
ACH-000748,-0.37596898365599996
ACH-000753,-0.293362217184
ACH-000756,-0.5618807217740001
ACH-000757,-0.113965784
ACH-000758,-0.294386670017
ACH-000760,-0.235200050115
ACH-000763,-0.19200985381299998
ACH-000764,-0.7465491756720001
ACH-000765,-0.19999790033
ACH-000766,-0.017735221254599996
ACH-000767,-0.22398820373599998
ACH-000768,-0.30570524356600004
ACH-000769,-0.372960770248
ACH-000770,-0.14830269828700002
ACH-000771,-0.36887389972499995
ACH-000773,-0.695306927331
ACH-000776,-0.469228549598
ACH-000777,-0.406719448067
ACH-000778,-0.180739719107
ACH-000781,-0.44755308761000007
ACH-000782,0.036010528644800005
ACH-000783,-0.49830994841000004
ACH-000784,-0.287441821727
ACH-000785,-0.519519220009
ACH-000787,-0.326376987661
ACH-000788,-0.5656108904339999
ACH-000791,-0.24798104266600002
ACH-000792,-0.44693240662100003
ACH-000794,-0.47133076976300003
ACH-000796,-0.422747073735
ACH-000799,-0.372904565774
ACH-000800,-0.43477095337
ACH-000802,-0.401575352707
ACH-000804,-0.81808283363
ACH-000805,-0.41454115210000003
ACH-000809,-0.136761705301
ACH-000810,-0.452212597103
ACH-000811,-0.242699931782
ACH-000817,-0.303521424864
ACH-000819,-0.21714996900800002
ACH-000820,0.0372584715845
ACH-000821,-0.40470175531900004
ACH-000822,-0.112678958431
ACH-000823,-0.23626420276700003
ACH-000824,-0.408659087422
ACH-000827,-0.47298036185599995
ACH-000829,-0.0856679660791
ACH-000831,-0.6034000196
ACH-000832,-0.47659299142800005
ACH-000833,-0.0408934299536
ACH-000834,-0.751543413442
