,RBM4B (83759)
ACH-000004,-0.370432337453
ACH-000007,-0.04041176515
ACH-000009,-0.636640454965
ACH-000011,-0.211317379208
ACH-000012,-0.27107758823899997
ACH-000013,-0.247356631536
ACH-000014,-0.188478715436
ACH-000015,-0.16986027973099999
ACH-000017,0.006724877700529999
ACH-000018,-0.183399747348
ACH-000019,-0.320724039833
ACH-000021,-0.0628314403679
ACH-000022,-0.138615193308
ACH-000025,-0.10272630474700001
ACH-000028,-0.253916377432
ACH-000030,-0.139148286397
ACH-000035,-0.1389997203
ACH-000036,-0.141481113805
ACH-000037,-0.14623870142200002
ACH-000039,-0.225725661471
ACH-000040,-0.17073242469900002
ACH-000041,-0.296208299271
ACH-000042,-0.058451900333599996
ACH-000045,-0.23119706943100002
ACH-000047,-0.0912143350811
ACH-000052,-0.304190943136
ACH-000053,-0.108714144065
ACH-000054,0.046956332461699994
ACH-000055,-0.255531776983
ACH-000060,-0.262546237854
ACH-000067,0.0702516107788
ACH-000070,-0.175984130941
ACH-000075,-0.0278264386246
ACH-000078,-0.349059912527
ACH-000082,0.0494506776248
ACH-000085,-0.0974250597322
ACH-000086,-0.230206837772
ACH-000087,-0.34521380488700004
ACH-000092,-0.11251574714500001
ACH-000095,-0.142461085605
ACH-000097,-0.227054769641
ACH-000098,-0.0695675600658
ACH-000099,-0.343941470357
ACH-000108,0.0046303744734399995
ACH-000113,-0.229142080298
ACH-000115,-0.320355487557
ACH-000116,-0.166949987537
ACH-000118,-0.172838134888
ACH-000120,-0.18812657011
ACH-000123,-0.244087865085
ACH-000127,-0.0241007741172
ACH-000128,-0.29112327301
ACH-000132,-0.15536435245
ACH-000133,-0.110543514459
ACH-000137,-0.333006729636
ACH-000138,-0.049119436519800004
ACH-000142,-0.446616960956
ACH-000143,-0.123500369196
ACH-000146,-0.0518098153382
ACH-000148,-0.19414103909699998
ACH-000150,-0.106329937615
ACH-000152,-0.247012832667
ACH-000153,-0.0938332357199
ACH-000159,-0.0913886557233
ACH-000160,-0.10479862103399999
ACH-000163,-0.288940804274
ACH-000167,-0.135290092035
ACH-000168,-0.074720455362
ACH-000169,0.0045714131608199995
ACH-000178,-0.17582760551100002
ACH-000182,-0.03798921387780001
ACH-000183,-0.10005042989
ACH-000188,-0.17348659107500003
ACH-000189,-0.354898977496
ACH-000190,-0.169318438772
ACH-000198,-0.225182579706
ACH-000204,0.06432962339340001
ACH-000206,-0.158014456299
ACH-000207,-0.289701483243
ACH-000211,-0.250837831327
ACH-000215,-0.10005700431
ACH-000221,-0.10273369497300001
ACH-000222,-0.138147929262
ACH-000223,-0.12301652928
ACH-000226,-0.217034428389
ACH-000227,-0.158624771606
ACH-000228,-0.193441597661
ACH-000231,-0.257020098486
ACH-000232,-0.04817375255030001
ACH-000233,0.031368579544
ACH-000234,-0.0451761198771
ACH-000235,-0.0581631069194
ACH-000237,-0.280111269833
ACH-000238,-0.05576633089869999
ACH-000243,-0.22645385806899998
ACH-000244,-0.44800464934600004
ACH-000246,-0.38690506873899994
ACH-000248,-0.213450638636
ACH-000250,-0.09748512036219999
ACH-000251,-0.0978378032981
ACH-000253,0.07070863070939999
ACH-000255,0.073557207732
ACH-000256,-0.27107842733000004
ACH-000257,-0.146661743618
ACH-000258,0.323589935241
ACH-000259,-0.332963534923
ACH-000260,-0.329785735579
ACH-000261,-0.21005505226399998
ACH-000262,-0.175853653099
ACH-000263,-0.185641795808
ACH-000264,-0.14603778096699999
ACH-000265,-0.188512168805
ACH-000266,-0.26695918851
ACH-000272,-0.231205197404
ACH-000273,-0.298334217435
ACH-000274,-0.118419660296
ACH-000277,-0.259114097204
ACH-000278,-0.163367602787
ACH-000279,-0.34708649167800004
ACH-000280,-0.36935849976499996
ACH-000281,-0.16997222514000002
ACH-000288,-0.174518385731
ACH-000291,0.0118066490784
ACH-000293,-0.358381322222
ACH-000294,-0.0030575347691599994
ACH-000295,-0.00293449982495
ACH-000296,-0.0676192936379
ACH-000302,-0.549758926149
ACH-000304,-0.191914382032
ACH-000307,-0.120643460758
ACH-000308,-0.35392440960999993
ACH-000310,-0.611669089356
ACH-000311,-0.08422931139010001
ACH-000312,-0.256528116418
ACH-000315,0.030156050800200004
ACH-000316,-0.0847027371871
ACH-000317,-0.7420580828200001
ACH-000318,-0.404319721985
ACH-000319,-0.20685085468199998
ACH-000320,-0.09945658190300001
ACH-000322,-0.006630966775890001
ACH-000323,-0.15544106311
ACH-000324,-0.24988903562399997
ACH-000329,0.0764631439516
ACH-000330,-0.218265804452
ACH-000331,-0.22140679958299997
ACH-000332,-0.391407900413
ACH-000334,-0.360479546797
ACH-000335,-0.09588313003799999
ACH-000336,0.117879553896
ACH-000337,-0.18710211065000001
ACH-000339,-0.109302729452
ACH-000341,-0.297007847013
ACH-000348,-0.0877153690437
ACH-000350,0.0730761496048
ACH-000352,-0.36180631184
ACH-000356,-0.355298460343
ACH-000361,-0.222941646442
ACH-000362,-0.269520381815
ACH-000363,-0.12421694834000001
ACH-000364,-0.42799458849600003
ACH-000365,-0.216162792957
ACH-000366,-0.46371886347900004
ACH-000368,0.014923714054600001
ACH-000374,-0.09334665414560002
ACH-000375,-0.21343012696400002
ACH-000376,-0.0817303531452
ACH-000381,-0.0584785129317
ACH-000383,-0.145521979514
ACH-000387,-0.16728861628699998
ACH-000389,-0.211919524489
ACH-000390,-0.00437483612724
ACH-000393,-0.205061726734
ACH-000395,-0.0380323619659
ACH-000397,-0.284408718613
ACH-000401,-0.267879077014
ACH-000402,-0.0774085132968
ACH-000403,-0.15945015266100002
ACH-000404,-0.24356146561900002
ACH-000406,-0.206564961835
ACH-000407,-0.37633519409500005
ACH-000408,-0.0752102009463
ACH-000410,-0.0423344415951
ACH-000411,-0.19255180023200003
ACH-000414,-0.17115701789999999
ACH-000415,-0.406666848454
ACH-000416,-0.205731021466
ACH-000420,-0.256981453967
ACH-000421,-0.15255773823899998
ACH-000424,-0.39597970812600003
ACH-000425,-0.0672944858386
ACH-000426,0.0977407229132
ACH-000427,0.0351679270751
ACH-000433,-0.375268510709
ACH-000436,0.103924870951
ACH-000444,-0.442323334748
ACH-000445,-0.0281808670205
ACH-000448,-0.25626796716
ACH-000450,0.08667502108210001
ACH-000452,-0.219615084135
ACH-000454,-0.10300758160800001
ACH-000458,-0.189824008539
ACH-000459,-0.36426337049999996
ACH-000460,-0.36192462124700003
ACH-000461,-0.512358359053
ACH-000463,-0.21717275996899998
ACH-000464,0.0596084534377
ACH-000466,-0.217325094353
ACH-000467,-0.08701703648499999
ACH-000468,-0.498194473159
ACH-000469,-0.19084292538400002
ACH-000470,-0.006835179068079999
ACH-000471,-0.348922361611
ACH-000472,-0.247144483946
ACH-000473,-0.0598862302744
ACH-000475,-0.17692347459199997
ACH-000476,-0.08747820282749999
ACH-000477,-0.309620011588
ACH-000480,-0.00854760764393
ACH-000481,-0.364396670504
ACH-000483,-0.460799225164
ACH-000484,-0.282690354826
ACH-000485,-0.20580166461899999
ACH-000486,-0.23120535599
ACH-000487,-0.360747447451
ACH-000488,-0.160543476135
ACH-000490,-0.143308026397
ACH-000491,-0.014218497626399998
ACH-000495,-0.294965094815
ACH-000496,-0.0458129213084
ACH-000499,-0.175237412595
ACH-000500,0.09547736073110001
ACH-000502,-0.035835478319399997
ACH-000503,0.00108192642682
ACH-000505,-0.282863783501
ACH-000507,-0.296782038879
ACH-000510,-0.0633671319319
ACH-000511,-0.305351861335
ACH-000512,-0.10470546272299999
ACH-000516,-0.20421091589899998
ACH-000517,-0.153804232183
ACH-000518,-0.28302645546
ACH-000520,-0.165134528681
ACH-000521,-0.17564358723600001
ACH-000522,-0.384329702874
ACH-000524,-0.016139408318300002
ACH-000527,-0.182600264778
ACH-000528,-0.160303202328
ACH-000537,-0.379546651781
ACH-000541,-0.18241406487
ACH-000542,-0.131153034519
ACH-000544,-0.434717189886
ACH-000545,-0.294850615077
ACH-000547,-0.0929632912228
ACH-000548,-0.152867918864
ACH-000549,-0.286538178798
ACH-000550,-0.106894339144
ACH-000552,-0.176546888968
ACH-000556,-0.227751034155
ACH-000557,-0.309747517114
ACH-000570,-0.12416465327
ACH-000571,-0.115663343031
ACH-000573,-0.039175576716699995
ACH-000576,-0.0825614450791
ACH-000580,-0.0982020109114
ACH-000584,-0.22278182661499998
ACH-000585,-0.342586566989
ACH-000588,-0.033244742061200004
ACH-000589,-0.052860796608699995
ACH-000591,0.0513526896466
ACH-000593,-0.321972648064
ACH-000600,-0.139873110102
ACH-000601,-0.32619285634
ACH-000604,-0.121974599893
ACH-000605,-0.08656234856069998
ACH-000606,-0.40697655683899997
ACH-000608,0.0368769132406
ACH-000614,-0.039761592346800004
ACH-000616,-0.195092213287
ACH-000618,-0.36339450889700003
ACH-000619,-0.37434441398
ACH-000620,-0.116143514222
ACH-000621,-0.318307650915
ACH-000622,0.009712714200379998
ACH-000623,0.0377831358865
ACH-000624,-0.145210547816
ACH-000627,0.0034812785647499998
ACH-000630,-0.103937392378
ACH-000632,-0.283383299218
ACH-000633,-0.335059514625
ACH-000637,-0.0713881187804
ACH-000638,-0.295357295249
ACH-000646,-0.014933741241899999
ACH-000647,-0.135461798656
ACH-000648,-0.610893970789
ACH-000649,-0.135887777905
