,LRP5 (4041)
ACH-000004,-0.13898092391699998
ACH-000007,0.030011443462099996
ACH-000009,-0.0027032672232199994
ACH-000011,-0.204100403675
ACH-000012,-0.15325627398
ACH-000013,-0.213531162076
ACH-000014,-0.0561665676672
ACH-000015,-0.256128674753
ACH-000017,-0.0162329622904
ACH-000018,-0.23479316006099998
ACH-000019,0.090961392011
ACH-000021,-0.24869062112
ACH-000022,-0.22508169434
ACH-000025,-0.0917239715786
ACH-000028,-0.210318184612
ACH-000030,-0.285931148022
ACH-000035,-0.013196653871799998
ACH-000036,-0.0646696143221
ACH-000037,-0.19171143031100002
ACH-000039,5.97876560159e-05
ACH-000040,-0.28650324900699997
ACH-000041,-0.297683935101
ACH-000042,-0.37961722234899997
ACH-000045,-0.195311252515
ACH-000047,-0.25296106754299996
ACH-000052,-0.133719242465
ACH-000053,-0.178457454509
ACH-000054,-0.215950020601
ACH-000055,-0.421208773634
ACH-000060,-0.282436603157
ACH-000067,0.121729115623
ACH-000070,-0.103125730221
ACH-000075,-0.481256482843
ACH-000078,-0.0223005894343
ACH-000082,-0.334155094072
ACH-000085,-0.136576963029
ACH-000086,-0.36538608735
ACH-000087,-0.19067945405900003
ACH-000092,-0.132538431808
ACH-000095,-0.242004163647
ACH-000097,-0.5294834019770001
ACH-000098,-0.217947901189
ACH-000099,-0.155321113148
ACH-000108,-0.21775015456799998
ACH-000113,-0.281244594196
ACH-000115,-0.09640553721629999
ACH-000116,-0.40430259198799995
ACH-000118,-0.22859692363899997
ACH-000120,-0.246933166884
ACH-000123,-0.0838905444611
ACH-000127,-0.06947111347780001
ACH-000128,-0.300364447724
ACH-000132,-0.0393259484795
ACH-000133,-0.15564068263800002
ACH-000137,-0.25524810632399997
ACH-000138,-0.562172678504
ACH-000142,-0.328793995221
ACH-000143,-0.472414077314
ACH-000146,-0.145641195856
ACH-000148,-0.018149206664799997
ACH-000150,-0.291991526051
ACH-000152,-0.06667104302310001
ACH-000153,-0.469770762941
ACH-000159,-0.182772987649
ACH-000160,-0.645340430096
ACH-000163,-0.19048505894499998
ACH-000167,-0.18203754585
ACH-000168,-0.31583606564
ACH-000169,-0.340965340312
ACH-000178,-0.22698126464
ACH-000182,-0.13611868658600002
ACH-000183,-0.163978104641
ACH-000188,-0.509737789915
ACH-000189,-0.289059603394
ACH-000190,-0.0800015894035
ACH-000198,-0.387415794859
ACH-000204,-0.403186225401
ACH-000206,-0.0615540067585
ACH-000207,-0.522106202535
ACH-000211,-0.14821007001599998
ACH-000215,-0.20069181480300002
ACH-000221,-0.212758325349
ACH-000222,-0.47560655253899997
ACH-000223,-0.12141200298699999
ACH-000226,-0.17086776822799998
ACH-000227,-0.15158420287000002
ACH-000228,-0.329368070215
ACH-000231,-0.307554523268
ACH-000232,-0.131493938353
ACH-000233,-0.24247930895999997
ACH-000234,-0.360156980419
ACH-000235,-0.279809407418
ACH-000237,-0.248317167797
ACH-000238,-0.0550742088513
ACH-000243,-0.132527631329
ACH-000244,-0.406905287096
ACH-000246,-0.268545441462
ACH-000248,-0.0719840778241
ACH-000250,-0.190859375636
ACH-000251,-0.12361482587000001
ACH-000253,-0.340419179242
ACH-000255,-0.341813362503
ACH-000256,-0.189583724573
ACH-000257,-0.232567250113
ACH-000258,-0.0662389743211
ACH-000259,-0.281467639614
ACH-000260,-0.210563207
ACH-000261,-0.209882899276
ACH-000262,-0.37868034452200006
ACH-000263,-0.277733806215
ACH-000264,-0.10941501813400001
ACH-000265,-0.24273331380399998
ACH-000266,-0.47126691468299997
ACH-000272,-0.05908225192580001
ACH-000273,-0.11704778507000001
ACH-000274,-0.026219558073499998
ACH-000277,-0.29850651602
ACH-000278,-0.18769697719300002
ACH-000279,-0.175903750121
ACH-000280,-0.128255334275
ACH-000281,-0.282154324826
ACH-000288,-0.12686530349300001
ACH-000291,-0.21663600164799998
ACH-000293,-0.175159345549
ACH-000294,-0.031835152758900004
ACH-000295,0.0479099691928
ACH-000296,-0.040078293921800005
ACH-000302,-0.110865585859
ACH-000304,-0.0175426168798
ACH-000307,-0.399883348073
ACH-000308,-0.192265975612
ACH-000310,-0.123671820312
ACH-000311,-0.7390897727310001
ACH-000312,-0.234030506041
ACH-000315,-0.219130568369
ACH-000316,-0.24968253138
ACH-000317,-0.363516369009
ACH-000318,-0.522265866287
ACH-000319,-0.174417276856
ACH-000320,-0.29026943654
ACH-000322,-0.195047888472
ACH-000323,-0.216856898134
ACH-000324,-0.190970786283
ACH-000329,0.10194949641100001
ACH-000330,-0.272809576927
ACH-000331,-0.22427107968899998
ACH-000332,-0.560027454006
ACH-000334,-0.24385182172400002
ACH-000335,-0.138955925012
ACH-000336,-0.433294604308
ACH-000337,-0.32565160385499997
