,GPC2 (221914)
ACH-000004,-0.369588371585
ACH-000007,-0.375682880919
ACH-000009,-0.291248817765
ACH-000011,-0.471977076693
ACH-000012,-0.152927581118
ACH-000013,-0.1569052285
ACH-000014,-0.0191965547309
ACH-000015,-0.171319695432
ACH-000017,-0.45085625056
ACH-000018,0.0413449672311
ACH-000019,-0.256917568015
ACH-000021,-0.368200396062
ACH-000022,-0.11357958442600001
ACH-000025,-0.162058641621
ACH-000028,-0.271670310916
ACH-000030,-0.30569750060199996
ACH-000035,-0.260540772533
ACH-000036,-0.577875763325
ACH-000037,-0.18873804059000002
ACH-000039,-0.132542751663
ACH-000040,-0.17604178548
ACH-000041,-0.23007757386100003
ACH-000042,-0.255412829104
ACH-000045,-0.08836984570180001
ACH-000047,-0.33904357543499997
ACH-000052,-0.19170206835200002
ACH-000053,-0.172889623189
ACH-000054,-0.31147928291
ACH-000055,-0.306560752491
ACH-000060,-0.40705719251199995
ACH-000067,-0.329917581197
ACH-000070,-0.265421555231
ACH-000075,-0.547587659403
ACH-000078,-0.215505103295
ACH-000082,-0.40284458000900003
ACH-000085,-0.30669551213
ACH-000086,-0.148828072688
ACH-000087,-0.26724266692299997
ACH-000092,-0.0463302260396
ACH-000095,-0.257269352267
ACH-000097,-0.41340271406900003
ACH-000098,-0.246399539228
ACH-000099,-0.23491079919799998
ACH-000108,-0.228770528831
ACH-000113,-0.258511949447
ACH-000115,-0.0742799405246
ACH-000116,-0.277726176651
ACH-000118,-0.27195447287700003
ACH-000120,-0.125500025867
ACH-000123,-0.33870316156999997
ACH-000127,-0.23905988092099997
ACH-000128,-0.267516461103
ACH-000132,-0.27025849243
ACH-000133,-0.309969062659
ACH-000137,-0.08252711161449999
ACH-000138,-0.24122312705200002
ACH-000142,-0.27134022611999997
ACH-000143,-0.304236688744
ACH-000146,-0.225154555086
ACH-000148,-0.039976743186
ACH-000150,-0.240769898393
ACH-000152,-0.329873132759
ACH-000153,-0.242657148121
ACH-000159,-0.39425467515
ACH-000160,-0.33240067228
ACH-000163,0.0171805987464
ACH-000167,-0.17717256715500002
ACH-000168,-0.171976080367
