,CD79A (973)
ACH-000004,0.05772254353569999
ACH-000007,0.319926946946
ACH-000009,0.21868638288000003
ACH-000011,0.34559056452299997
ACH-000012,0.17382292487300002
ACH-000013,0.067415230396
ACH-000014,0.216684307994
ACH-000015,0.028712209140400003
ACH-000017,0.204739624996
ACH-000018,0.50172155014
ACH-000019,0.322608105749
ACH-000021,0.07991096699910001
ACH-000022,0.233477002635
ACH-000025,0.467552270861
ACH-000028,0.241553353233
ACH-000030,0.157262850224
ACH-000035,0.227852865524
ACH-000036,0.35768814235299995
ACH-000037,0.161036111915
ACH-000039,0.428077720005
ACH-000040,0.28085224389
ACH-000041,0.293736591541
ACH-000042,0.332132677448
ACH-000045,0.259201082008
ACH-000047,0.138473979337
ACH-000052,0.207122985793
ACH-000053,0.107683312741
ACH-000054,0.353754860493
ACH-000055,0.252892175027
ACH-000060,0.35019176419299997
ACH-000067,0.204819343702
ACH-000070,-0.373936559089
ACH-000075,0.12390447170800001
ACH-000078,0.365097240378
ACH-000082,0.142998283007
ACH-000085,0.378319162983
ACH-000086,0.136377032707
ACH-000087,0.100602960541
ACH-000092,0.176526642108
ACH-000095,0.243610554216
ACH-000097,0.117959442649
ACH-000098,0.28877702328899996
ACH-000099,0.18200262599300002
ACH-000108,0.134409787162
ACH-000113,0.25761003855000003
ACH-000115,0.272168352735
ACH-000116,0.31168854299000004
ACH-000118,0.0861125434911
ACH-000120,0.299766505473
ACH-000123,0.302223394963
ACH-000127,0.170266353852
ACH-000128,0.139413973515
ACH-000132,0.231300657599
ACH-000133,0.167630394627
ACH-000137,0.176393481237
ACH-000138,0.0632025229873
ACH-000142,0.158027527576
ACH-000143,0.315794285003
ACH-000146,0.254741390181
ACH-000148,0.2743011774
ACH-000150,0.36097589233000005
ACH-000152,0.347823158455
ACH-000153,0.145450024848
ACH-000159,0.298195928272
ACH-000160,-0.03730262280880001
ACH-000163,0.113778631739
ACH-000167,0.544110687875
ACH-000168,0.199237646805
ACH-000169,0.263184327346
ACH-000178,0.292990428275
ACH-000182,0.350466916616
ACH-000183,0.140751918533
ACH-000188,0.280786809776
ACH-000189,0.212534798635
ACH-000190,0.203743122032
ACH-000198,0.150525803142
ACH-000204,0.41052577958700004
ACH-000206,0.271513059122
ACH-000207,0.331673893721
ACH-000211,0.252779240957
ACH-000215,0.184042086363
ACH-000221,0.10274848442
ACH-000222,0.232555445465
ACH-000223,0.309918694447
ACH-000226,0.23874515990800002
ACH-000227,0.359450488199
ACH-000228,0.305692443678
ACH-000231,0.320049922295
ACH-000232,0.21529054426
ACH-000233,0.193165537051
ACH-000234,0.25197919684000003
ACH-000235,0.17276179086500001
ACH-000237,0.24499841901500002
ACH-000238,0.422448739997
ACH-000243,0.22524731702700002
ACH-000244,0.23387444559
ACH-000246,0.289780092619
ACH-000248,0.311215825819
ACH-000250,0.240963072383
ACH-000251,0.04486061609
ACH-000253,0.292398298356
ACH-000255,0.20199649972800002
ACH-000256,0.282913633934
ACH-000257,0.04749961993480001
ACH-000258,0.00974378134984
ACH-000259,0.30029990379
ACH-000260,0.2783486814
ACH-000261,0.23567756496
ACH-000262,0.171709252034
ACH-000263,-0.0510288531827
ACH-000264,0.265040515023
ACH-000265,0.128769792843
ACH-000266,0.167922128231
ACH-000272,0.219441149196
ACH-000273,0.22851595269400002
ACH-000274,0.355262226342
ACH-000277,0.123366684404
ACH-000278,0.233656058111
ACH-000279,0.300869276307
ACH-000280,0.177056839864
ACH-000281,0.07189147064439999
ACH-000288,0.28620442699299997
ACH-000291,0.17025312628
ACH-000293,0.253990883555
ACH-000294,0.207283939097
ACH-000295,0.162304805319
ACH-000296,-0.018805860126200002
ACH-000302,0.039978847913699996
ACH-000304,0.18756424848900002
ACH-000307,0.325512945919
ACH-000308,0.125772672499
ACH-000310,0.386073972074
ACH-000311,0.190999454364
ACH-000312,0.283018585815
ACH-000315,-0.11252198646299999
ACH-000316,0.41785072043000004
ACH-000317,0.446817317832
ACH-000318,0.23776808466999996
ACH-000319,0.243686721837
ACH-000320,0.432407906073
ACH-000322,0.294007654168
ACH-000323,0.46164418433700005
ACH-000324,0.24924109811
ACH-000329,0.248758864841
ACH-000330,0.32971600938400003
ACH-000331,0.482253851497
ACH-000332,0.258811122049
ACH-000334,0.17330429350600002
ACH-000335,0.298118320266
ACH-000336,0.286969163131
ACH-000337,0.365714285247
ACH-000339,0.13441005437
ACH-000341,0.161290339985
ACH-000348,0.256292055493
ACH-000350,0.267725903362
ACH-000352,0.28877115669
ACH-000356,0.219168531083
ACH-000361,0.287855715155
ACH-000362,0.29436486479699997
ACH-000363,0.332113168131
ACH-000364,0.34141726992
ACH-000365,-0.717643290269
ACH-000366,0.07381725928119999
ACH-000368,0.370858052785
ACH-000374,0.40507691164899995
ACH-000375,0.24431380633000002
ACH-000376,0.30063874878400004
ACH-000381,0.0476167930125
ACH-000383,0.160655924581
ACH-000387,0.282872411252
ACH-000389,0.133938249629
ACH-000390,0.0573731148859
ACH-000393,0.306788951175
ACH-000395,0.028764846976
ACH-000397,0.191088673562
ACH-000401,0.166104029032
ACH-000402,-0.6942184214120001
ACH-000403,0.382412292892
ACH-000404,0.102059346096
ACH-000406,0.246883804136
ACH-000407,0.194387700495
ACH-000408,0.0245125013571
ACH-000410,0.19149969588500002
ACH-000411,0.331911521935
ACH-000414,0.168015241564
ACH-000415,0.165399661445
ACH-000416,0.250683574204
ACH-000420,0.167822112811
ACH-000421,0.12085179212500001
ACH-000424,0.417096104023
ACH-000425,0.315077941908
ACH-000426,0.290427355274
ACH-000427,0.417991932875
ACH-000433,0.17282379512899998
ACH-000436,0.152888917879
ACH-000444,0.097619044521
ACH-000445,0.286756510828
ACH-000448,0.125425804046
ACH-000450,0.397563173846
ACH-000452,0.22386865129500003
ACH-000454,0.267874288548
ACH-000458,0.12585597748
ACH-000459,0.240636647898
ACH-000460,0.15250128429999998
ACH-000461,0.27104980162500003
ACH-000463,0.24912051727200002
ACH-000464,0.196032052531
ACH-000466,0.0631826409222
ACH-000467,0.289601789232
ACH-000468,0.00446397977039
ACH-000469,0.171623876111
ACH-000470,0.193012473407
ACH-000471,0.263025076584
ACH-000472,0.08843603787820001
ACH-000473,-0.0760995764788
ACH-000475,0.259287414648
ACH-000476,0.250186611735
ACH-000477,0.09308936895980001
ACH-000480,0.386761152858
ACH-000481,0.18449760923900002
ACH-000483,0.165415578671
ACH-000484,0.149101654565
ACH-000485,0.418069707508
ACH-000486,0.005061351616199999
ACH-000487,0.294878891127
